year,veut_VERB attraper_VERB,veut_VERB rattraper_VERB
1800,4.7162465932615305e-08,0.0
1801,5.000483582762172e-08,2.3811825844433088e-09
1802,6.713520406265161e-09,0.0
1803,7.996391104825307e-08,0.0
1804,2.2246657849223084e-08,0.0
1805,5.685755422035754e-09,0.0
1806,1.152667650217154e-08,8.645007376628655e-09
1807,2.2775640928784924e-08,0.0
1808,1.1330369531492579e-08,0.0
1809,4.743964154840796e-08,0.0
1810,0.0,0.0
1811,7.521229861140455e-09,0.0
1812,1.3336041604361526e-08,0.0
1813,5.751483289628823e-09,0.0
1814,1.2586708564299443e-08,3.1466771410748606e-09
1815,2.697223555614414e-09,0.0
1816,0.0,0.0
1817,3.113746815941454e-08,0.0
1818,4.2916237674717195e-08,0.0
1819,2.070210047833143e-08,0.0
1820,1.6613073583471305e-08,1.1866481131050932e-09
1821,7.889190412058156e-09,0.0
1822,4.712039469723095e-08,0.0
1823,8.89441820195458e-09,9.882686891060644e-10
1824,4.210556348027694e-09,0.0
1825,4.226612837499033e-08,0.0
1826,1.0569581432307018e-08,9.688783109140786e-09
1827,1.6591091167583727e-08,0.0
1828,7.337841001486822e-09,2.7516904310687096e-09
1829,9.430493719264632e-09,0.0
1830,1.878630406793036e-08,6.262101504006523e-09
1831,1.5591206103948707e-09,0.0
1832,2.164795120940255e-08,0.0
1833,1.2741991461950875e-08,6.950177322551099e-09
1834,4.667265685043276e-09,1.8669061851994684e-09
1835,2.647080776796429e-08,0.0
1836,1.747394939854985e-08,0.0
1837,1.461157062010443e-08,6.957890930081589e-10
1838,1.830526885626682e-08,0.0
1839,8.38977065598101e-09,0.0
1840,8.917563742993906e-09,8.917564464638872e-09
1841,1.2841097074556274e-09,1.2841097074556274e-09
1842,8.720745015011744e-09,6.708265054555795e-10
1843,5.906911015873817e-09,0.0
1844,7.1351298203126134e-09,2.195424508855126e-09
1845,5.580227835366713e-09,3.348136878855712e-09
1846,1.2879902699935997e-08,2.3418005312692003e-09
1847,5.393223645455691e-10,5.393223645455691e-10
1848,1.4481398691312819e-08,2.413566457803995e-09
1849,8.379414939696517e-10,8.379414939696517e-10
1850,9.504594444820214e-09,0.0
1851,3.8696632564949596e-09,0.0
1852,1.0416872697760482e-08,6.510545436100301e-10
1853,1.5527023222716707e-08,1.1943863675867306e-09
1854,9.352196350675968e-09,0.0
1855,9.021793090369101e-09,5.306937111981824e-09
1856,3.1063134287023786e-09,4.141751386299575e-09
1857,6.8341128311999455e-09,4.881509085841174e-10
1858,2.838332058274773e-08,0.0
1859,5.601390684617513e-09,2.036869339860914e-09
1860,7.781213007262977e-09,7.323494255473406e-09
1861,1.6977470096435354e-08,7.073945429425521e-09
1862,4.9697850279528666e-09,7.228778020618165e-09
1863,3.1965573299430616e-08,9.989241656072068e-10
1864,5.753673537611803e-09,3.3563094525845827e-09
1865,9.413688994985847e-09,1.4120533631256649e-09
1866,6.3252967308358166e-09,1.4596839292835284e-09
1867,1.1161466417775046e-08,9.220341823379385e-09
1868,1.086772305480821e-08,4.44588676984381e-09
1869,2.0510780629479086e-08,3.4184632902167778e-09
1870,1.204150290590178e-08,4.587239033071455e-09
1871,1.6993883855676017e-08,0.0
1872,9.675742873582749e-09,6.047339295989218e-10
1873,5.387403856360606e-09,1.7958012854535355e-09
1874,1.0156835372754358e-08,2.9873046258899194e-09
1875,1.5448122780981066e-08,2.8607636259891933e-09
1876,1.4510435297765412e-08,7.255217759905008e-09
1877,2.040989333096377e-08,6.184815992682502e-10
1878,6.039088784604019e-09,4.22736201599605e-09
1879,4.27652757650776e-09,0.0
1880,2.5671385017744797e-09,2.5671385017744797e-09
1881,7.66975827293237e-09,6.972507571312292e-10
1882,5.989846840748214e-09,1.9966155395678697e-09
1883,7.58320695126713e-09,1.8958017378167824e-09
1884,6.601696966868076e-09,1.9805090900604227e-09
1885,2.0626034269444204e-08,6.445635580831777e-09
1886,4.5174246565693466e-09,1.936039106809062e-09
1887,3.9173548849191775e-09,2.6115698492645834e-09
1888,3.804368819970705e-09,6.340614699951175e-10
1889,3.759081934617825e-09,1.2530273485467092e-09
1890,1.3108772956016423e-09,8.520702365899524e-09
1891,1.9122659011827636e-09,1.0198752065093686e-08
1892,3.761107425503951e-09,2.5074049503359674e-09
1893,7.390100087434348e-09,1.847525021858587e-09
1894,1.2603078580752936e-09,5.041231432301174e-09
1895,1.38428128959589e-08,3.611168697403855e-09
1896,1.179405795248556e-09,2.948514543632541e-09
1897,6.992056378329892e-09,4.661370844871726e-09
1898,5.092519295146758e-09,8.487532454637403e-09
1899,1.6582735185011188e-09,1.1055156790007459e-09
1900,2.07642125715779e-09,1.038210628578895e-09
1901,3.912117296778206e-09,2.235495566438317e-09
1902,2.455141867585553e-09,1.9641135384773634e-09
1903,7.560307935250421e-09,1.2420506401156217e-08
1904,2.6873125946735854e-09,1.6123875568041512e-09
1905,4.1286072338664326e-09,5.160759042333041e-10
1906,3.600929110447737e-09,7.201858220895474e-09
1907,8.742834012309686e-09,2.057137349353866e-09
1908,5.893666887857307e-09,4.4202499438483756e-09
1909,6.601180213561264e-09,8.251475058784763e-09
1910,8.01622590529405e-09,4.809735720812114e-09
1911,1.1704822888702893e-08,5.3203743632934675e-09
1912,7.293189607793238e-09,6.251305251225858e-09
1913,7.954484182448596e-09,7.954484182448596e-09
1914,7.366418142140674e-09,5.357394972094198e-09
1915,1.5314990164938536e-08,0.0
1916,1.2086208478478966e-08,1.0987462051303964e-09
1917,2.9609346086090227e-08,4.386569774084137e-09
1918,1.1486376294556067e-09,4.594550517822427e-09
1919,5.524709134618888e-09,6.4454939163738345e-09
1920,6.057785384427916e-09,1.590168707821249e-08
1921,0.0,6.058197943303867e-09
1922,8.853522359686394e-09,1.2542490601674672e-08
1923,8.492758496458919e-09,5.307974060286824e-09
1924,1.1602462102189293e-08,2.578324886925998e-09
1925,1.2097995494286806e-08,7.698724324711748e-09
1926,1.0031524944054127e-08,1.2260752413340015e-08
1927,1.4493992006592293e-08,1.0034302277972529e-08
1928,4.570416489713125e-09,2.2852082448565625e-09
1929,8.912325100141061e-09,5.570202965543558e-09
1930,4.201441416995522e-09,8.402882833991043e-09
1931,3.4216069977333063e-09,7.983749661377715e-09
1932,1.0959536389520963e-08,0.0
1933,9.176529758292418e-09,3.4411986593596566e-09
1934,1.3179738189705859e-08,4.7926320689839486e-09
1935,7.180970484910176e-09,2.393656828303392e-09
1936,1.4549657478823974e-08,1.091224355320719e-08
1937,3.777335333410292e-09,5.0364472592434595e-09
1938,6.482607339819424e-09,7.779128452511941e-09
1939,3.058810094103137e-09,1.5294050470515685e-09
1940,2.5357829169792012e-09,5.0715658339584024e-09
1941,0.0,2.9515025978810172e-09
1942,3.034211770724937e-09,0.0
1943,2.6129116648121453e-08,0.0
1944,1.2852744646352221e-08,6.4263723231761105e-09
1945,0.0,6.535512131478072e-09
1946,1.8097434661967782e-08,9.744772988540262e-09
1947,5.960435700558264e-09,1.6689218895749036e-08
1948,6.523132700664291e-09,9.784699273041042e-09
1949,3.9268033269479474e-09,1.8652315247891238e-08
1950,1.595304155443955e-08,7.444753258312176e-09
1951,1.0661401539380222e-08,8.529121409139861e-09
1952,1.687168627029223e-08,1.5817205323287453e-08
1953,9.69644453618912e-09,1.8315507332999914e-08
1954,1.6613311615287785e-08,2.052232517257835e-08
1955,2.815682353940474e-09,1.3139850985055546e-08
1956,6.104799332717903e-09,1.5698054411927842e-08
1957,7.951533653738352e-09,1.1485549400447326e-08
1958,1.4890038535497752e-08,1.7371711180658167e-08
1959,6.975672928177801e-09,1.6276571201956358e-08
1960,2.353083417006019e-08,1.7994166157109248e-08
1961,1.5285950449861474e-08,1.80652133252579e-08
1962,1.0147130247162295e-08,2.473363025501385e-08
1963,1.939815952312074e-08,1.4871922360271128e-08
1964,6.6923653285755336e-09,1.6426714211092985e-08
1965,8.755269398363907e-09,2.681301225493371e-08
1966,1.0524241922382771e-08,2.3818021332999706e-08
1967,1.1339771788243524e-08,1.429797347185513e-08
1968,8.98283178396575e-09,2.2007936806289763e-08
1969,8.175163657142548e-09,1.4987801222332564e-08
1970,1.1956685419534097e-08,1.2876429700270364e-08
1971,7.707596338946132e-09,1.5929032315398217e-08
1972,1.539044092169206e-08,1.2825367434743384e-08
1973,8.821126051827832e-09,1.2129047988196362e-08
1974,7.875800456247362e-09,7.875800456247362e-09
1975,1.4849848462006321e-08,1.1994108817248161e-08
1976,1.0284348483935446e-08,6.8562320265641574e-09
1977,9.990529292736028e-09,1.3516598507123945e-08
1978,9.504946163474415e-09,6.534650598410963e-09
1979,1.0533551808578068e-08,1.287434159280565e-08
1980,8.527726080842513e-09,1.8760998088396263e-08
1981,2.0241758491579276e-08,1.4548763971333756e-08
1982,1.0552754226011984e-08,1.4277254933858785e-08
1983,1.3893695083311286e-08,1.1999100379966876e-08
1984,1.1598016769198694e-08,8.69851302098823e-09
1985,9.62489254963117e-09,9.02333674446254e-09
1986,1.3787316177626963e-08,8.991728250862252e-09
1987,9.777306964053878e-09,1.099947066762752e-08
1988,1.679035044332977e-08,1.2592763276586538e-08
1989,1.8659616074501173e-08,1.4817929994137558e-08
1990,9.80757164370516e-09,2.45189291092629e-08
1991,1.4067516929117119e-08,2.1101275393675678e-08
1992,1.4325855168806356e-08,1.597883780846132e-08
1993,8.308811416668505e-09,1.3294098266669607e-08
1994,6.857404422078162e-09,1.5297286992677073e-08
1995,8.675921314704738e-09,1.138714633697191e-08
1996,1.1743802375008272e-08,1.8149513891785318e-08
1997,1.2466725429760572e-08,9.110299181713799e-09
1998,9.059445638115449e-09,1.4304387896402204e-08
1999,1.5081663917726473e-08,1.0968483010742602e-08
2000,9.277866475088103e-09,1.3695897749244068e-08
2001,1.5772362971233633e-08,1.095302959441824e-08
2002,1.445803121669087e-08,8.762443215459825e-09
2003,1.0417307017007715e-08,1.0833999475323708e-08
2004,1.2333415178034102e-08,1.1011977996133737e-08
2005,9.908249332113428e-09,1.5312748402607212e-08
2006,1.8530505130343045e-08,1.5647982465338828e-08
2007,1.078509459517818e-08,1.3581230362547103e-08
2008,1.4049550856043425e-08,1.4475294740634581e-08
2009,2.098004614481397e-08,1.3350939020995156e-08
2010,1.842279218067233e-08,1.4643758206034363e-08
2011,2.2179037273417634e-08,1.3001504761689375e-08
2012,2.382976838077866e-08,1.8042539906559796e-08
2013,2.398647502843687e-08,2.3149738126448938e-08
