year,avait_VERB attrapé_VERB,avait_VERB rattrapé_VERB
1870,2.5229814681893004e-08,2.8670243956696595e-09
1871,3.3987767267262825e-08,3.611200227737754e-08
1872,3.0236694925633856e-08,9.675742873582749e-09
1873,1.3169209722718733e-08,0.0
1874,1.9118749250424116e-08,7.169530746864439e-09
1875,3.089624556196213e-08,7.437985338754061e-09
1876,5.9250943706956605e-08,6.04601479992084e-10
1877,2.5976227391311113e-08,1.2369631985365004e-09
1878,1.509772218355465e-08,1.2078177347163432e-09
1879,4.581993806596074e-08,7.94212251520321e-09
1880,3.9790645445236805e-08,5.134277003548959e-09
1881,5.717456375009533e-08,2.091752326904839e-09
1882,2.861815673327328e-08,2.1297232422057277e-08
1883,4.613117354779206e-08,5.687405213450347e-09
1884,2.442627788923346e-08,8.582206056928499e-09
1885,4.7697703564608673e-08,5.80107206715752e-09
1886,6.77613698485402e-08,1.7424351739236954e-08
1887,2.6115698048556624e-08,7.834709769838355e-09
1888,3.550744054336974e-08,3.1703073499755874e-09
1889,4.0723389105323804e-08,1.50363277384713e-08
1890,3.998175657216052e-08,8.520702365899524e-09
1891,3.378336543846672e-08,2.5496880162734215e-09
1892,6.456567547274972e-08,1.191017329205124e-08
1893,2.2170299374124625e-08,6.15841644346915e-09
1894,3.7179081147087345e-08,7.561847148451761e-09
1895,3.972285611553161e-08,6.6204757231957956e-09
1896,3.3613066108273415e-08,1.7691086373616827e-09
1897,3.088158351260972e-08,6.992056267307589e-09
1898,2.9423445013776472e-08,8.487532454637403e-09
1899,2.65323762960179e-08,1.326618814800895e-08
1900,3.529916270395006e-08,4.671947717582725e-09
1901,3.24146860464225e-08,6.706486921359556e-09
1902,2.3078333910575566e-08,3.928227076954727e-09
1903,3.456140973412403e-08,7.020286574288548e-09
1904,1.7736262236667244e-08,2.6873125946735854e-09
1905,2.2191263937543226e-08,9.805441791854719e-09
1906,3.0865106026567446e-08,9.773950537805831e-09
1907,3.3428481316377656e-08,9.771402353919711e-09
1908,2.6521501439447093e-08,6.384805573134145e-09
1909,6.161101850921114e-08,4.400786846048277e-09
1910,2.9927242906069296e-08,9.619471441624228e-09
1911,4.5223181643905264e-08,1.2236860413850081e-08
1912,3.0735584743979416e-08,5.730363294986773e-09
1913,5.409049563809276e-08,7.42418571064718e-09
1914,3.4823067096567684e-08,6.696743604095445e-09
1915,5.0657277483878715e-08,8.246533234057551e-09
1916,3.186363883855847e-08,1.7579939282086343e-08
1917,2.8512703309502285e-08,1.2063066989753679e-08
1918,1.722956355365568e-08,4.594550517822427e-09
1919,2.6702760891339494e-08,2.762354567309444e-09
1920,3.407504323149624e-08,1.741613253614105e-08
1921,2.7261890522822796e-08,9.087297137000405e-09
1922,5.75478971143184e-08,1.1804696775641332e-08
1923,7.431163595583712e-08,1.4862327368803108e-08
1924,3.351822286390416e-08,1.933743654092268e-08
1925,3.189471442510694e-08,1.2097995494286806e-08
1926,3.566764306128789e-08,1.671920735191179e-08
1927,4.1252132376712325e-08,1.6723836537835268e-08
1928,5.0274582719112004e-08,2.0566874425753667e-08
1929,4.0105462062456354e-08,1.7824650200282122e-08
1930,3.886333388436469e-08,7.352522590764465e-09
1931,3.42160717536899e-08,1.4826963656844327e-08
1932,4.931791508511196e-08,1.3151444377967891e-08
1933,5.964744076436546e-08,1.4911860191091364e-08
1934,4.7926320689839486e-08,8.38710612072191e-09
1935,4.787313656606784e-08,1.196828414151696e-08
1936,7.274828561776303e-08,1.576212937948185e-08
1937,3.273690651894867e-08,1.1332006444320086e-08
1938,6.352954784460962e-08,1.8151300906765755e-08
1939,5.8117393564316444e-08,2.141167065872196e-08
1940,3.803674530900025e-08,2.028626333583361e-08
1941,4.7224041566096275e-08,2.9515025090631752e-08
1942,7.282108072104165e-08,2.730790527039062e-08
1943,6.67744117777147e-08,2.322588166236983e-08
1944,8.354284375400312e-08,3.855823393905666e-08
1945,6.535512397931598e-08,2.178504132643866e-08
1946,9.744773166175946e-08,2.5057987684817817e-08
1947,7.390939771312333e-08,2.26496545963073e-08
1948,4.783630558335972e-08,3.2615663503321457e-09
1949,5.890204946013e-08,1.8652315247891238e-08
1950,6.806631347444636e-08,2.5524867552917385e-08
1951,7.782823274737893e-08,2.6653504292539765e-08
1952,6.432330224015459e-08,1.4762725264461096e-08
1953,6.033343424860504e-08,3.016671712430252e-08
1954,6.058972701339371e-08,1.6613311615287785e-08
1955,7.320774386698758e-08,3.472674947602172e-08
1956,8.285084618364635e-08,7.849027205963921e-09
1957,8.039884136223918e-08,1.767007518083119e-08
1958,8.851300492551673e-08,3.887954491688106e-08
1959,6.588135903484726e-08,3.1778064624177205e-08
1960,5.813500081330858e-08,2.629916728835724e-08
1961,6.392306772795564e-08,2.223410966450956e-08
1962,7.166410398440348e-08,1.77574772664002e-08
1963,6.595374202333915e-08,1.6165133231993423e-08
1964,7.969998705448234e-08,3.04198408684897e-08
1965,7.989183359313756e-08,2.407699106754535e-08
1966,6.979234257187272e-08,2.9357096309468034e-08
1967,6.606649805007692e-08,2.6130779318123132e-08
1968,5.569355820966848e-08,1.7516521566562915e-08
1969,7.493900255894914e-08,1.544197658631674e-08
1970,6.024329479714652e-08,1.5635665207014426e-08
1971,7.502060128672383e-08,3.494110245583215e-08
1972,5.84836747918871e-08,1.9494558856081312e-08
1973,6.009392450323503e-08,1.268036875501366e-08
1974,6.469407765052893e-08,1.800182936051442e-08
1975,4.283610266497817e-08,1.2565256390928425e-08
1976,6.342014557958464e-08,2.399681342524218e-08
1977,4.2312830572655e-08,2.2331770210826107e-08
1978,5.346532105932056e-08,1.841583241457556e-08
1979,7.72460495568339e-08,1.8726314721106974e-08
1980,8.414023255909342e-08,1.9329512213062117e-08
1981,8.09670339663171e-08,1.8976647808699454e-08
1982,8.193902800712749e-08,3.662426451001011e-08
1983,6.378468953016636e-08,3.536576898000021e-08
1984,7.53871134406836e-08,2.3775934110403796e-08
1985,9.38427078267523e-08,3.549179083961462e-08
1986,9.531231626169756e-08,2.937297871596911e-08
1987,8.005169860325623e-08,2.0165694891716157e-08
1988,8.335209855658832e-08,2.2187249371086182e-08
1989,9.27492678215458e-08,2.689179900983163e-08
1990,8.22746315520817e-08,2.7243254763220648e-08
1991,8.323280553668155e-08,2.3445860364290638e-08
1992,1.0083197565791124e-07,2.259077191979486e-08
1993,8.364203551991523e-08,3.37891670199042e-08
1994,9.969611625137986e-08,2.795711040448623e-08
1995,9.326615213467448e-08,2.0063067651676647e-08
1996,9.02137600178321e-08,3.4697599460287165e-08
1997,9.973380343808458e-08,3.212579358091716e-08
1998,7.915094357713315e-08,3.337690301918883e-08
1999,7.632235821120048e-08,2.8792268125243936e-08
2000,8.482620472705094e-08,2.9159007652879154e-08
2001,9.594853622729715e-08,3.1544725942467267e-08
2002,8.061447687168766e-08,3.1544793444027164e-08
2003,9.292238445368639e-08,3.1251921939201566e-08
2004,1.1100073749048534e-07,3.876216325693349e-08
2005,1.1979973635334318e-07,3.0175122844866564e-08
2006,1.20242390266867e-07,4.9002888857785365e-08
2007,1.689664799187085e-07,6.191443446823541e-08
2008,1.8136692858661263e-07,4.768332573235057e-08
2009,2.0026408265039208e-07,6.723151102505653e-08
2010,3.0515701610056567e-07,9.731013506097952e-08
2011,3.674836932532344e-07,1.0515923065668176e-07
2012,4.3914860725635663e-07,1.3685095723303675e-07
2013,5.137568450663821e-07,1.4196646702657745e-07
2014,5.127774329594104e-07,1.4984880181145854e-07
2015,5.193435868022789e-07,1.374276763499438e-07
2016,5.288131319503009e-07,1.280088213206909e-07
2017,5.775843874289421e-07,1.4464765740740404e-07
2018,5.898651238567254e-07,1.528228352754013e-07
2019,5.607071216218174e-07,1.3061057302365953e-07
