year,tout_ADV assuré_VERB,tout_ADV rassuré_VERB
1800,3.772997558826319e-08,0.0
1801,5.2386017301842e-08,1.4287095950749062e-08
1802,3.8043282302169246e-08,0.0
1803,1.950339267864365e-08,0.0
1804,1.2359254952798437e-08,0.0
1805,5.685755422035754e-09,4.8328921309348516e-08
1806,9.221341201737232e-08,2.305335300434308e-08
1807,1.1387820908481672e-08,0.0
1808,4.5321479902327155e-09,0.0
1809,4.518061036407062e-09,0.0
1810,1.8721014072298203e-08,1.1700633351097167e-08
1811,1.504246105454854e-08,2.5070768572277302e-08
1812,2.9339290108509886e-08,0.0
1813,0.0,0.0
1814,3.1466770522570187e-08,0.0
1815,5.394447111228828e-09,0.0
1816,3.9399267848239106e-08,0.0
1817,7.784366928831332e-09,0.0
1818,4.2916237674717195e-08,4.768470951432846e-09
1819,1.449147024601416e-08,1.035105001712111e-09
1820,6.645229433388522e-08,4.746592452420373e-09
1821,7.691960890454652e-08,1.3806083387635226e-08
1822,4.0102463572111446e-08,1.5038423839541792e-08
1823,4.15072847204101e-08,6.917880934764753e-09
1824,9.263224054478769e-08,1.6842225392110777e-09
1825,9.774041931365218e-08,9.68598712347557e-09
1826,4.403991993306988e-08,6.1655889282974385e-09
1827,7.189472839286282e-08,6.452091305675367e-09
1828,7.154394765507277e-08,7.337841001486822e-09
1829,1.5431717237390785e-08,0.0
1830,5.009681136591837e-08,9.39315203396518e-09
1831,2.962329048727952e-08,0.0
1832,2.705993873419743e-09,1.2176972319366541e-08
1833,5.791814139399776e-09,1.2741991461950875e-08
1834,3.6404670167300424e-08,9.334530925997342e-10
1835,9.075705520444899e-08,6.806779140333674e-09
1836,3.8980348726624925e-08,4.704525213838906e-09
1837,7.027469761666794e-08,7.653680134112051e-09
1838,8.142689189583052e-08,1.8936485712828244e-09
1839,2.4470163673129264e-08,2.7965900706306e-09
1840,6.178598077610786e-08,4.458782232319436e-09
1841,4.365973094166975e-08,2.5682194149112547e-09
1842,9.391571076378114e-09,6.708265054555795e-09
1843,1.949280670210385e-08,5.906911071384968e-10
1844,2.5247381074677833e-08,1.0428266250528395e-08
1845,2.7901139010300113e-08,8.37034175305007e-09
1846,3.6297908678761814e-08,4.6836010625384006e-09
1847,1.833696039454935e-08,2.1572894581822766e-09
1848,1.689496542667257e-08,1.206783251106458e-08
1849,3.2679716932548786e-08,2.262441967104678e-08
1850,3.93761752093269e-08,1.2220192857625989e-08
1851,1.9993259492423476e-08,0.0
1852,2.40890174474373e-08,6.510545436100301e-09
1853,1.4332636188996162e-08,0.0
1854,2.9095720499583422e-08,1.0391328908454511e-09
1855,5.094659627502551e-08,4.776243400783642e-09
1856,2.8992260148186233e-08,9.318940286107136e-09
1857,2.4895695727167322e-08,5.857811125054013e-09
1858,5.774537559233295e-08,1.3702292633865909e-08
1859,2.3933215187454948e-08,1.2221216039165483e-08
1860,1.5562426014525954e-08,1.8308735638683515e-09
1861,2.310822316831107e-08,9.431927461278633e-10
1862,3.8402884483534905e-08,1.2650361647104091e-08
1863,4.345320059329083e-08,1.7980635647063536e-08
1864,4.411149701066819e-08,8.151037178549814e-09
1865,1.5061901947888146e-08,1.4591217123438582e-08
1866,3.113992141923205e-08,6.3252969528804215e-09
1867,2.4749338578544666e-08,1.455843445796745e-09
1868,3.951899252285784e-08,5.433861360870651e-09
1869,3.027781803055518e-08,3.4184632902167778e-09
1870,3.956493577206288e-08,4.013834153937523e-09
1871,2.2304472491185834e-08,1.0621177271019633e-09
1872,2.3584623587424858e-08,2.4189357183956872e-09
1873,1.6760813181804224e-08,2.9930021794299932e-09
1874,1.8521287947770304e-08,7.1695311909536485e-09
1875,2.2886109007913547e-08,3.432916173551348e-09
1876,1.9347247581791294e-08,1.209202959984168e-09
1877,1.608052180301911e-08,4.329371083855449e-09
1878,1.0266450689577766e-08,4.2273621270183526e-09
1879,1.1607717897987868e-08,7.94212295929242e-09
1880,1.6044615858135103e-08,6.417846254436199e-09
1881,1.6734018393194106e-08,1.673401861523871e-08
1882,1.4641847512208983e-08,3.9932310791357395e-09
1883,2.7805091118437986e-08,6.319338829996468e-09
1884,2.9047465766041114e-08,1.9805090900604227e-09
1885,1.99814709223034e-08,2.5782542767416317e-09
1886,1.871504506922861e-08,5.162771099520569e-09
1887,3.003305337756501e-08,1.566941915109865e-08
1888,1.268122939990235e-08,5.07249175996094e-09
1889,3.571127971113697e-08,5.012109394186837e-09
1890,4.915789908466195e-08,6.554386366985909e-09
1891,2.9321411965099742e-08,5.099376032546843e-09
1892,3.3223115813996174e-08,9.402768341715273e-09
1893,2.8328715817593775e-08,8.005941687372342e-09
1894,4.4110774588546064e-08,6.301539290376468e-09
1895,2.5278180437737774e-08,5.416753268150387e-09
1896,7.430256587781514e-08,3.5382172747233653e-09
1897,3.3212266714599536e-08,2.330685422435863e-09
1898,1.6975064465185596e-08,3.3950129374460403e-09
1899,6.74364564190455e-08,6.080336234504102e-09
1900,3.9971108201086736e-08,7.786579381274805e-09
1901,3.409130666653937e-08,8.383108485165991e-09
1902,2.6515532880466708e-08,2.455141867585553e-09
1903,3.186129937660098e-08,2.7001101354784396e-09
1904,3.0097901948522576e-08,3.7622376325430196e-09
1905,5.625227217365136e-08,5.160758931310738e-09
1906,9.87683428377295e-08,5.144184633820714e-09
1907,4.525702124169584e-08,1.5428529565042481e-09
1908,5.991894624912675e-08,5.40252820258047e-09
1909,6.051081946623071e-08,3.300590023513905e-09
1910,1.1436482694193728e-07,1.068830135508847e-08
1911,1.1385601084157315e-07,3.1922244847493175e-09
1912,1.4117531677015904e-07,3.646594803896619e-09
1913,7.530245227371779e-08,2.121195885607108e-09
1914,5.424362470307642e-08,0.0
1915,4.123266617028776e-08,9.424609537234119e-09
1916,2.8567401777479517e-08,2.197492410260793e-09
1917,5.15421945124217e-08,0.0
1918,4.5945505178224266e-08,8.040463406189247e-09
1919,1.1417732004304071e-07,1.2890987832747669e-08
1920,8.935233353213334e-08,0.0
1921,8.330022183145047e-08,1.5145494858259667e-09
1922,6.935259477813815e-08,2.2133805899215986e-09
1923,5.6264527259486385e-08,9.554353308516284e-09
1924,6.187979728622395e-08,0.0
1925,4.3992711695750586e-08,1.0998178145982251e-08
1926,3.901148293294909e-08,8.916910765321973e-09
1927,5.797596891454759e-08,8.919379901328739e-09
1928,3.999114372987833e-08,9.14083297942625e-09
1929,5.235991196173018e-08,3.342121912552898e-09
1930,1.4810080983806984e-07,7.352522701786768e-09
1931,7.869696183604447e-08,1.1405356659111021e-09
1932,2.849479496802587e-08,1.0959536611565568e-09
1933,3.0970787712192305e-08,0.0
1934,1.677421224144382e-08,1.1981580172459871e-09
1935,3.11175387679441e-08,0.0
1936,3.152425698260686e-08,1.2124714565686645e-09
1937,7.302848636925319e-08,0.0
1938,4.148868626430158e-08,5.186085783037697e-09
1939,9.635251885242724e-08,3.058810094103137e-09
1940,3.296517814277422e-08,5.0715658339584024e-09
1941,4.7224042454274695e-08,0.0
1942,7.888950648293758e-08,0.0
1943,4.3548529227166455e-08,5.806470415592457e-09
1944,4.819779242382083e-08,6.4263723231761105e-09
1945,2.6142048525912287e-08,0.0
1946,2.9234318965620787e-08,2.7842208538686464e-09
1947,4.7683485604466114e-08,8.344609891963728e-09
1948,3.587723007569821e-08,4.348755133776194e-09
1949,6.381055328574803e-08,4.908504158684934e-09
1950,6.700277666027432e-08,0.0
1951,5.970385075215745e-08,8.529121631184466e-09
1952,4.112473384054738e-08,5.272401848444019e-09
1953,4.5250075686453783e-08,1.2928592640903958e-08
1954,4.397641362174909e-08,6.840775279570721e-09
1955,7.133061785680184e-08,1.1262729415761896e-08
1956,4.27335944408469e-08,4.36057079333807e-09
1957,4.329168490357915e-08,7.951533875782957e-09
1958,6.121460138786006e-08,0.0
1959,3.5653441088356885e-08,3.100299128533379e-09
1960,3.598833475670915e-08,2.0762500052562416e-09
1961,4.794229990778831e-08,3.47407969059077e-09
1962,3.7417542841922113e-08,6.341956404476434e-10
1963,4.267594988505152e-08,1.2932106496776896e-09
1964,5.1713731963332066e-08,4.258777774879263e-09
1965,4.54179591713455e-08,5.472043373977442e-10
1966,2.991100434002192e-08,2.769537488234164e-09
1967,3.894965061590483e-08,2.465167847631733e-09
1968,3.907531720415136e-08,2.24570789741918e-09
1969,2.8613073688177337e-08,1.8167031212712459e-09
1970,3.495031064559839e-08,4.5987250119061684e-10
1971,3.237190426830239e-08,1.541519245584766e-09
1972,3.1293895030870544e-08,3.5911027485013847e-09
1973,2.9219980213213148e-08,2.205281512956958e-09
1974,3.3753431605276774e-08,1.1251143350321513e-09
1975,4.0551508817543436e-08,2.2845920710778955e-09
1976,2.7996282181419474e-08,3.9994687561772935e-09
1977,2.997158721207427e-08,1.7630346071939584e-09
1978,3.5049490421101837e-08,1.1881182704343018e-09
1979,2.750427396946975e-08,5.851973350345929e-10
1980,3.9227538550790086e-08,3.97960553399912e-09
1981,2.7199862584481593e-08,1.8976649140967083e-09
1982,4.593551761189474e-08,6.207502289967692e-10
1983,1.515675895902291e-08,2.5261264191556165e-09
1984,2.9574942717047747e-08,2.8995041922996734e-09
1985,3.609334742193937e-08,6.015558051686298e-10
1986,3.0571875031526474e-08,0.0
1987,3.116516511525447e-08,1.2221633705067347e-09
1988,7.375761157391025e-08,0.0
1989,2.6342986014782355e-08,5.488122178931576e-10
1990,2.6153524235184022e-08,0.0
1991,6.154538567670897e-08,1.7584395606284886e-09
1992,7.879219943163207e-08,3.856960972825618e-09
1993,9.028908287689319e-08,1.661762283333701e-09
1994,6.224413340305546e-08,5.274926606624319e-10
1995,1.0411105577645685e-07,2.1689803286761844e-09
1996,5.17794944698835e-08,3.2028553142993132e-09
1997,3.2605282473952e-08,4.315405033317177e-09
1998,3.003921333899484e-08,2.3840645013706308e-09
1999,3.3362468010444957e-08,9.140402323914998e-10
2000,2.4299174228303855e-08,8.836062992401139e-10
2001,3.504969336987074e-08,1.3143635069212678e-09
2002,2.8477939117976803e-08,4.38122149670761e-10
2003,2.708499868830927e-08,2.083461403401543e-09
2004,2.995257997184808e-08,1.761916529341434e-09
2005,3.1526247834534615e-08,9.007499190971657e-10
2006,2.3060183984568994e-08,2.8825228870488218e-09
2007,2.8760251513659796e-08,3.1955835755326234e-09
2008,2.0861454119724954e-08,1.2772318758180745e-09
2009,2.4317781788241177e-08,0.0
2010,2.8342757918409234e-08,1.417137907022692e-09
2011,1.6825476789605887e-08,1.147191591721608e-09
2012,2.0425516833455504e-08,1.3617010852229328e-09
2013,2.928581288585974e-08,2.5102124823206395e-09
2014,2.2087541129423016e-08,6.279790867869117e-09
2015,3.081039823271681e-08,3.768178213903184e-09
2016,2.4027544398563805e-08,7.249690320287883e-09
2017,2.792328679390721e-08,2.264050280587071e-09
2018,2.1684321005466245e-08,5.162933580660223e-09
2019,1.6836518401674994e-08,3.3162841361900064e-09
