year,aurait_VERB usé_VERB,aurait_VERB rusé_VERB
1866,7.541699886814968e-08,0.0
1867,5.920430012906763e-08,0.0
1868,8.743577240011291e-08,0.0
1869,6.055563517293194e-08,0.0
1870,6.708837219093766e-08,0.0
1871,8.921789174110017e-08,0.0
1872,6.047338985126771e-08,0.0
1873,8.679706553493816e-08,0.0
1874,6.034355237716227e-08,0.0
1875,7.323554740423788e-08,0.0
1876,5.3204928462946555e-08,0.0
1877,5.6281827198745304e-08,0.0
1878,8.998242151392333e-08,0.0
1879,3.848874996492668e-08,2.443730107160036e-09
1880,5.776061584583658e-08,0.0
1881,5.159655458442103e-08,0.0
1882,5.989846840748214e-08,0.0
1883,3.349249766415596e-08,0.0
1884,4.951272813968899e-08,0.0
1885,4.640857653726016e-08,0.0
1886,4.1947515683204983e-08,0.0
1887,5.810742820244741e-08,0.0
1888,3.550744054336974e-08,0.0
1889,4.009687515349469e-08,0.0
1890,4.8502460714416884e-08,0.0
1891,3.824532157636895e-08,0.0
1892,6.456567547274972e-08,0.0
1893,3.695049954899332e-08,0.0
1894,4.7261544011689693e-08,1.8904617871129403e-09
1895,4.213030280197927e-08,0.0
1896,7.48922701632182e-08,0.0
1897,5.360576338375722e-08,0.0
1898,5.092519472782442e-08,0.0
1899,4.366786754417262e-08,0.0
1900,2.4397950326715545e-08,0.0
1901,5.309301798206434e-08,5.588738916095792e-10
1902,4.7629754362787935e-08,0.0
1903,3.0781254878320397e-08,0.0
1904,4.998401337275027e-08,0.0
1905,6.5541641447453e-08,0.0
1906,6.327346824264168e-08,0.0
1907,3.034277540336916e-08,0.0
1908,7.023286485718927e-08,0.0
1909,5.115914802900079e-08,0.0
1910,4.4890864359103944e-08,0.0
1911,5.639596523110413e-08,0.0
1912,4.688478938419394e-08,0.0
1913,5.515109435805243e-08,0.0
1914,5.759199694921335e-08,0.0
1915,7.304072369151982e-08,0.0
1916,5.16410700868164e-08,0.0
1917,4.496234140560773e-08,0.0
1918,4.9391417178412667e-08,0.0
1919,3.222746869369075e-08,0.0
1920,4.391894492528081e-08,0.0
1921,2.3475516641724425e-08,0.0
1922,5.090775445637519e-08,0.0
1923,5.095655097875351e-08,0.0
1924,3.2229060309418855e-08,0.0
1925,5.939016034517408e-08,2.1996355847875293e-09
1926,3.232380052509143e-08,0.0
1927,3.6792442870137165e-08,0.0
1928,4.227635130860108e-08,0.0
1929,2.785101571589621e-08,5.570202965543558e-09
1930,4.8316575629314684e-08,1.0503603542488804e-09
1931,4.5621426636444085e-08,0.0
1932,4.383814555808385e-08,0.0
1933,5.391211388428019e-08,0.0
1934,5.870974462141021e-08,1.1981580172459871e-09
1935,4.308582290946106e-08,0.0
1936,3.273672888326473e-08,1.2124714565686645e-09
1937,3.777335422228134e-08,2.5182236296217297e-09
1938,4.019216603978748e-08,0.0
1939,6.117620188206274e-08,1.5294050470515685e-09
1940,5.832300686847702e-08,0.0
1941,4.7224041566096275e-08,0.0
1942,3.034211815133858e-08,0.0
1943,4.064529335323641e-08,0.0
1944,2.8918675454292497e-08,1.2852744646352221e-08
1945,4.1391576388605245e-08,0.0
1946,3.7586982415405146e-08,0.0
1947,4.2915136333476767e-08,7.152522574216391e-09
1948,2.8266908813634473e-08,2.174377566888097e-09
1949,2.5524220959027843e-08,9.817008317369869e-10
1950,2.4461330738745346e-08,2.1270722960764488e-09
1951,4.157946520422229e-08,0.0
1952,2.5307528517259925e-08,0.0
1953,4.417269394707546e-08,1.0773827385790469e-09
1954,3.713563856422297e-08,0.0
1955,3.2849627018549654e-08,0.0
1956,2.1802854632824165e-08,3.488456634670456e-09
1957,2.1204090927540165e-08,0.0
1958,3.060729980575161e-08,1.6544486891589827e-09
1959,3.1778064624177205e-08,1.5501495642666896e-09
1960,2.422291700554524e-08,6.920833350854139e-10
1961,3.196153386397782e-08,0.0
1962,3.107558654846798e-08,0.0
1963,3.814971449855875e-08,6.466053248388448e-10
1964,3.224503331011874e-08,2.4335873316516654e-09
1965,2.3529786119524942e-08,2.188817349590977e-09
1966,3.323444985880997e-08,1.1078149508847446e-09
1967,3.500538170442269e-08,1.4791006197611978e-09
1968,2.7397636159776084e-08,3.5931326802796093e-09
1969,2.180043701116574e-08,0.0
1970,3.449043717296263e-08,0.0
1971,2.6205826841874114e-08,1.0276794970565106e-09
1972,3.078088184338412e-08,0.0
1973,2.7566018800939673e-08,0.0
1974,2.0814615808717463e-08,0.0
1975,2.2845920710778955e-08,0.0
1976,2.7996280849151844e-08,1.7140580066410394e-09
1977,2.703319701424789e-08,0.0
1978,1.7227714366185864e-08,0.0
1979,3.3356247541860284e-08,5.851973350345929e-10
1980,2.9562784220615868e-08,5.685150683554241e-10
1981,1.8976647808699454e-08,6.325549528618524e-10
1982,2.296775925003658e-08,0.0
1983,2.9050454486423405e-08,0.0
1984,1.681712546997005e-08,0.0
1985,1.9851341903631692e-08,0.0
1986,2.45773907892044e-08,4.196139880008332e-09
1987,2.5054349706010726e-08,6.110816852533674e-10
1988,2.1587593934668803e-08,0.0
1989,2.7440611560791695e-08,0.0
1990,1.5801088437683575e-08,0.0
1991,1.3481369798284959e-08,0.0
1992,3.305966345124034e-08,0.0
1993,2.2710750613441633e-08,5.539207426075166e-10
1994,2.953958855300698e-08,0.0
1995,3.0907969517102174e-08,0.0
1996,2.7224270837677977e-08,0.0
1997,3.068732468136659e-08,9.58978896292706e-10
1998,3.480734278582531e-08,4.768129224785866e-10
1999,2.8792268125243936e-08,0.0
2000,3.004261373007466e-08,0.0
2001,2.1467938537966802e-08,0.0
2002,1.927737436346888e-08,0.0
2003,2.5001536840818517e-08,4.1669229178253886e-10
2004,2.4666830356068203e-08,0.0
2005,2.8373621674404603e-08,0.0
2006,2.800165077587735e-08,0.0
2007,2.8760252845927425e-08,0.0
2008,2.554463840453991e-08,4.257439678578834e-10
2009,2.336414262060771e-08,4.76819250749827e-10
2010,3.164941375644048e-08,4.723793023408973e-10
2011,1.8355065023456518e-08,7.64794394481072e-10
2012,2.8936147700164838e-08,0.0
2013,3.235384937738672e-08,2.789125042035323e-10
2014,3.313131102800071e-08,6.496335691608124e-10
2015,3.214034194343185e-08,4.433150790905671e-10
2016,3.1484368889778125e-08,8.285360175719347e-10
2017,3.245138557872451e-08,0.0
2018,2.942872079358949e-08,0.0
2019,3.3673039467885246e-08,2.55098775436835e-10
