year,devraient_VERB assurer_VERB,devraient_VERB rassurer_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,3.900678446910888e-09
1804,0.0,2.4718509461507665e-09
1805,5.685755422035754e-09,2.842877711017877e-09
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,4.518061036407062e-09,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,2.8757416448144113e-09,0.0
1814,0.0,5.349351184236184e-08
1815,0.0,3.236668177919455e-08
1816,2.3176038865813098e-09,0.0
1817,1.556873407970727e-09,1.556873407970727e-09
1818,0.0,3.5763532135746345e-09
1819,1.5526575580793178e-08,4.140420006848444e-09
1820,4.746592452420373e-09,0.0
1821,9.86148829262845e-10,0.0
1822,1.0025615893027862e-09,0.0
1823,2.9648061783404955e-09,0.0
1824,8.421112696055388e-10,0.0
1825,3.522177216552791e-09,0.0
1826,7.927186018719112e-09,0.0
1827,1.8434546111834038e-09,0.0
1828,9.172301251858528e-10,2.7516904310687096e-09
1829,0.0,0.0
1830,1.2524203008013046e-08,0.0
1831,2.0268567268999504e-08,0.0
1832,1.3529969367098715e-09,0.0
1833,1.1583628500844156e-09,0.0
1834,3.733812370398937e-09,9.334530925997342e-10
1835,2.2689263801112247e-09,7.563087933704082e-10
1836,1.3441500135158435e-09,2.016224964762614e-09
1837,6.262101948095733e-09,0.0
1838,1.8936485712828244e-09,8.2058102535143e-09
1839,3.4957374772659477e-09,0.0
1840,1.9109065441114126e-09,3.1848443882154243e-09
1841,3.2102742686390684e-09,4.494383976094696e-09
1842,6.708265054555795e-09,9.391571076378114e-09
1843,4.134837805480629e-09,5.31621990873532e-09
1844,1.3721403568922597e-08,0.0
1845,4.464182357111213e-09,0.0
1846,2.9272506640865004e-09,5.269050973311096e-09
1847,8.629157832729106e-09,4.314578916364553e-09
1848,1.126331028444838e-08,0.0
1849,2.513824481908955e-09,0.0
1850,2.7155984128057753e-09,1.3577992064028876e-09
1851,1.9348316282474798e-09,0.0
1852,3.906327261660181e-09,0.0
1853,1.1943863675867306e-09,3.5831591027601917e-09
1854,1.558699391779328e-09,3.63696517347023e-09
1855,3.1841622671890946e-09,3.1841622671890946e-09
1856,1.5531567143511893e-09,6.73034605824796e-09
1857,4.393358121745905e-09,5.369659827891837e-09
1858,4.893676019968041e-10,0.0
1859,6.110608019582742e-09,5.092173349652285e-10
1860,9.612086238064421e-09,3.661747127736703e-09
1861,9.431927461278633e-10,1.8863854922557266e-09
1862,1.3553959066214816e-09,9.035972525772706e-10
1863,8.490855130105501e-09,1.4983863039219614e-09
1864,9.589456340108882e-09,4.315255264231155e-09
1865,8.001635798393636e-09,5.177528628053096e-09
1866,4.865612912574591e-10,0.0
1867,4.367530337390235e-09,4.85281148598915e-10
1868,8.397785578040384e-09,3.457911734727759e-09
1869,9.767038289254515e-10,4.883519144627257e-10
1870,2.8670243956696595e-09,4.587239033071455e-09
1871,1.3807530230280918e-08,0.0
1872,8.4662747923403e-09,6.047339295989218e-10
1873,8.979006871356887e-09,1.1972008939764578e-09
1874,5.974609251779839e-09,4.182226565063729e-09
1875,4.005069165202713e-09,2.8607636259891933e-09
1876,6.04601479992084e-09,0.0
1877,6.80329748092845e-09,0.0
1878,9.662541877730746e-09,1.2078177347163432e-09
1879,6.720257683667796e-09,0.0
1880,2.5671385017744797e-09,1.9253538763308597e-09
1881,1.3945015142624584e-09,0.0
1882,1.7969540522244642e-08,0.0
1883,1.579834751908038e-08,6.319338941018771e-10
1884,1.1222884843675729e-08,4.621187876807653e-09
1885,6.445635580831777e-09,0.0
1886,4.5174246565693466e-09,6.453463874400711e-10
1887,5.876032105334161e-09,5.876032105334161e-09
1888,3.804368819970705e-09,0.0
1889,8.14467782106476e-09,1.2530273485467092e-09
1890,7.865263995654459e-09,3.2771931834929546e-09
1891,1.4023283867459213e-08,1.2748440081367107e-09
1892,8.149066310636499e-09,0.0
1893,1.2932674486876294e-08,3.079208221734575e-09
1894,4.411077725308132e-09,0.0
1895,7.824199066419624e-09,1.8055843487019274e-09
1896,3.5382172747233653e-09,5.89702897624278e-10
1897,1.2818770045441852e-08,2.9133566670225264e-09
1898,1.0750873968845553e-08,5.6583548957434e-10
1899,9.949641111006713e-09,5.527578395003729e-10
1900,1.86877908703309e-08,0.0
1901,1.2854099118442264e-08,6.706486921359556e-09
1902,3.928227076954727e-09,0.0
1903,1.6200660368781428e-08,0.0
1904,1.0211787859759625e-08,0.0
1905,1.0837593933388234e-08,0.0
1906,3.446603713541663e-08,0.0
1907,1.2342823652033985e-08,4.6285588695127444e-09
1908,3.045061092166179e-08,4.911389073214423e-10
1909,2.2003934674330594e-08,2.7504918342913243e-09
1910,2.3514262537105424e-08,1.068830135508847e-09
1911,2.500575924102577e-08,0.0
1912,2.1879568379290504e-08,1.5628263128064646e-09
1913,1.6439267724877027e-08,0.0
1914,2.5447626228469744e-08,1.3393487430235496e-09
1915,1.295883844676382e-08,0.0
1916,2.4172416956957932e-08,0.0
1917,2.8512703309502285e-08,0.0
1918,3.331049214239101e-08,0.0
1919,3.038589824200244e-08,0.0
1920,1.0601124422748853e-08,0.0
1921,2.120369302360814e-08,0.0
1922,1.9920426197472807e-08,0.0
1923,1.4862327368803108e-08,3.1847844361720945e-09
1924,1.4180787211159895e-08,3.867487219366694e-09
1925,1.2097995494286806e-08,2.1996355847875293e-09
1926,2.3406890647947876e-08,0.0
1927,1.5608915049369898e-08,0.0
1928,9.14083297942625e-09,1.1426041224282812e-09
1929,2.4508894469477127e-08,2.2280812750352652e-09
1930,1.7856125467119455e-08,1.0503603542488804e-09
1931,3.193499864551086e-08,3.4216069977333063e-09
1932,1.6439305028370654e-08,1.0959536611565568e-09
1933,1.7205993074753678e-08,0.0
1934,2.156684431042777e-08,0.0
1935,3.111753699158726e-08,1.196828414151696e-09
1936,3.394919900756577e-08,0.0
1937,1.3850230295986421e-08,0.0
1938,1.4261735792331365e-08,0.0
1939,9.176430282309411e-09,0.0
1940,1.2678914806940611e-08,1.0143131667916805e-08
1941,1.7709016475464523e-08,2.9515025978810172e-09
1942,2.4273694165799498e-08,0.0
1943,1.7419411690866582e-08,5.806470415592457e-09
1944,6.4263723231761105e-09,0.0
1945,3.703456741277478e-08,0.0
1946,2.227376683094917e-08,1.3921104269343232e-09
1947,2.5033829231801974e-08,2.3841741914054637e-09
1948,1.4133454406817236e-08,3.2615663503321457e-09
1949,5.693864935096826e-08,0.0
1950,2.0207187034770868e-08,0.0
1951,2.8785784422780125e-08,0.0
1952,3.057992969957013e-08,2.1089607837865287e-09
1953,1.8315507332999914e-08,0.0
1954,2.5408594339637602e-08,0.0
1955,4.035811329572425e-08,9.385607846468247e-10
1956,4.0117249966442614e-08,0.0
1957,3.6223653410161205e-08,8.835037701437898e-10
1958,2.7298403537656668e-08,7.445019267748876e-09
1959,5.03798602835559e-08,3.8753737996444215e-09
1960,3.944875004435744e-08,4.152500121534786e-09
1961,5.280601200752244e-08,2.08444772553662e-09
1962,4.439369405417892e-08,3.805173953708163e-09
1963,5.560805860227447e-08,1.2932106496776896e-09
1964,4.4412967525886415e-08,1.2167936658258327e-09
1965,7.058935835857483e-08,1.0944086747954884e-09
1966,4.9297764093125807e-08,0.0
1967,5.965706151300765e-08,1.4791006197611978e-09
1968,5.210042530734427e-08,1.3474247273492779e-09
1969,6.63096670905361e-08,3.1792304344691047e-09
1970,6.530189722298019e-08,3.219107425067591e-09
1971,6.217460679636133e-08,2.569198631618974e-09
1972,5.335352781798974e-08,0.0
1973,6.615844228008427e-08,4.410563025913916e-09
1974,7.425754944279106e-08,3.937900228123681e-09
1975,6.282628106646371e-08,3.4268881066168433e-09
1976,5.484985621251326e-08,7.427584769459372e-09
1977,8.345030266809772e-08,4.7014254711541525e-09
1978,5.940591307762588e-08,7.128709622605811e-09
1979,6.612729919197591e-08,4.681578680276743e-09
1980,6.367368854398592e-08,6.822181042309694e-09
1981,7.211126273887203e-08,5.060439622894819e-09
1982,7.573152771556124e-08,1.8622506869903077e-09
1983,7.073153796000042e-08,6.946847541655643e-09
1984,6.436899724349132e-08,5.219107812592938e-09
1985,6.31633625403083e-08,1.8046674155058895e-09
1986,5.454981888419752e-08,7.1933827783254856e-09
1987,5.927492452428851e-08,4.277571630240118e-09
1988,5.996553653631054e-08,3.597932174415064e-09
1989,4.50026007570159e-08,4.390497743145261e-09
1990,5.121732016277747e-08,3.814055737905164e-09
1991,5.5683919697457895e-08,2.9307325455363298e-09
1992,6.722132184222573e-08,7.713921945651236e-09
1993,5.428423222042511e-08,6.093128224193833e-09
1994,6.910153871331204e-08,6.857404422078162e-09
1995,7.266083912327304e-08,5.4224509327127635e-09
1996,6.405710450962943e-08,5.871901187504136e-09
1997,6.185413781167881e-08,5.753873377756236e-09
1998,6.818424935772782e-08,3.814503379828693e-09
1999,7.815044256176407e-08,3.1991407301035224e-09
2000,4.8156543641653116e-08,7.068850393920911e-09
2001,4.556460098115167e-08,2.6287270138425356e-09
2002,5.5203390303404376e-08,3.9430991805033955e-09
2003,5.8336919295243206e-08,3.333538334260311e-09
2004,6.386947148939726e-08,2.642874807889939e-09
2005,7.701412130245444e-08,3.1526248278623825e-09
2006,5.723866891571561e-08,2.4707338397433887e-09
2007,4.0344243501522215e-08,2.7961355453243186e-09
2008,4.0871420026178384e-08,5.5346713878634546e-09
2009,4.4344190541778516e-08,1.907277002999308e-09
2010,4.393127639445993e-08,8.030448306328708e-09
2011,4.206369297321544e-08,4.971163480860241e-09
2012,2.9957423208770706e-08,2.382976926895708e-09
2013,2.5938863501551168e-08,4.462600067256517e-09
2014,2.3603352161671864e-08,2.815078836704288e-09
2015,1.573768493301486e-08,5.098123256885856e-09
2016,2.8170225263579596e-08,2.6927420293532123e-09
2017,2.264050280587071e-08,3.5218559180094644e-09
2018,2.0393587263356494e-08,3.3559066636712487e-09
2019,1.3265136544760026e-08,2.04079020349468e-09
