year,devant_VERB assurer_VERB,devant_VERB rassurer_VERB
1890,2.7528423984790606e-08,0.0
1891,3.059625441892422e-08,1.2748440081367107e-09
1892,7.020733794327327e-08,0.0
1893,3.510297474917934e-08,0.0
1894,5.356308463433379e-08,6.301539290376468e-10
1895,4.5741469278937075e-08,0.0
1896,5.012474701970859e-08,5.89702897624278e-10
1897,3.204692333724779e-08,0.0
1898,5.997856078465702e-08,5.6583548957434e-10
1899,8.125540063019798e-08,5.527578395003729e-10
1900,7.734669493775215e-08,0.0
1901,8.10367168924131e-08,0.0
1902,9.722361937747337e-08,0.0
1903,5.9402423202570276e-08,0.0
1904,4.568431410945095e-08,0.0
1905,7.431493287413105e-08,0.0
1906,7.716276684277545e-08,0.0
1907,6.47998230629554e-08,0.0
1908,7.367083298959187e-08,0.0
1909,5.555993354278144e-08,0.0
1910,6.359539383993251e-08,1.6032452032632705e-09
1911,9.310655002536805e-08,5.320374141248863e-10
1912,6.407587826995353e-08,0.0
1913,9.863560912481972e-08,0.0
1914,9.040603998755614e-08,0.0
1915,9.778032250551405e-08,0.0
1916,1.1317085579776176e-07,0.0
1917,8.882803825827068e-08,0.0
1918,9.418828295082449e-08,0.0
1919,1.114149625891514e-07,0.0
1920,7.799398815677705e-08,0.0
1921,1.029893681447902e-07,0.0
1922,9.517536775360824e-08,0.0
1923,9.766672093292073e-08,0.0
1924,1.1602462279824977e-07,0.0
1925,9.128487477028102e-08,1.0998177923937646e-09
1926,1.1146138234607861e-07,0.0
1927,1.0034302277972529e-07,0.0
1928,1.0854738974330758e-07,2.2852082448565625e-09
1929,8.243900850857244e-08,0.0
1930,9.138135337316555e-08,0.0
1931,8.55401722787974e-08,0.0
1932,1.150751316458809e-07,0.0
1933,1.5714807588551594e-07,5.735331320977366e-09
1934,1.0543790551764687e-07,0.0
1935,9.215578877785902e-08,0.0
1936,1.5519634288807538e-07,0.0
1937,1.64943647629201e-07,0.0
1938,1.841060388585447e-07,1.2965214457594243e-09
1939,1.5294050825787053e-07,0.0
1940,1.2171757646228798e-07,0.0
1941,1.239631082228243e-07,0.0
1942,1.0923162352405313e-07,0.0
1943,8.129058670647282e-08,0.0
1944,1.4138019288623127e-07,0.0
1945,1.198177215222529e-07,0.0
1946,1.1972149582817337e-07,0.0
1947,1.25169151710125e-07,0.0
1948,1.3263702491883578e-07,0.0
1949,1.4234662237821993e-07,0.0
1950,1.1805251176610909e-07,0.0
1951,1.1407700162280321e-07,0.0
1952,1.1493836582499029e-07,0.0
1953,1.1743471928227223e-07,2.1547654771580937e-09
1954,1.104296545317851e-07,0.0
1955,1.2389002357338086e-07,0.0
1956,1.316892419556126e-07,0.0
1957,1.4489461364064482e-07,0.0
1958,1.1912030456473488e-07,0.0
1959,1.3176271917991755e-07,0.0
1960,1.5917916584839986e-07,0.0
1961,1.2854094677550165e-07,0.0
1962,1.2303395635626657e-07,0.0
1963,1.3708033186343727e-07,0.0
1964,1.3567249540491488e-07,0.0
1965,1.4063151354548609e-07,0.0
1966,1.440159390631024e-07,1.1078149508847446e-09
1967,1.291747978582336e-07,0.0
1968,1.1318367731938395e-07,0.0
1969,1.3125680536907325e-07,0.0
1970,1.4118086189007784e-07,0.0
1971,1.4541665305234375e-07,0.0
1972,1.569824973901568e-07,0.0
1973,1.6374215205949838e-07,1.102640756478479e-09
1974,1.2995070131083253e-07,0.0
1975,1.633483313057127e-07,5.711480177694739e-10
1976,1.6055010809701287e-07,0.0
1977,1.5691006938212126e-07,0.0
1978,1.6396032220811207e-07,1.7821774056514528e-09
1979,1.51566106998402e-07,1.1703946700691858e-09
1980,1.5747867637694313e-07,2.2740602734216964e-09
1981,1.4801785375162524e-07,1.2651099057237047e-09
1982,1.6077430931016323e-07,6.207502289967692e-10
1983,1.23148667596773e-07,0.0
1984,1.472948163439014e-07,5.799008495621649e-10
1985,1.6362318044915725e-07,0.0
1986,1.4866324371531903e-07,1.1988970927134801e-09
1987,1.5888123816587552e-07,0.0
1988,1.3132452614250667e-07,0.0
1989,1.2951967998109382e-07,0.0
1990,1.0951788254054406e-07,0.0
1991,1.0492023072572465e-07,0.0
1992,1.190147906893202e-07,0.0
1993,1.1355374890387182e-07,2.7696036575264316e-09
1994,1.1288342682824748e-07,5.274926606624319e-10
1995,9.489289043429494e-08,1.0844901643380922e-09
1996,1.1583659720315609e-07,0.0
1997,1.4576478990502295e-07,4.79489448146353e-10
1998,1.3636849738318801e-07,0.0
1999,1.060286701215496e-07,9.140402323914998e-10
2000,1.1663603483036411e-07,4.4180314962005696e-10
2001,9.813914103595778e-08,8.762423564512289e-10
2002,1.1873109917459601e-07,2.6287327870022636e-09
2003,1.1167353441976502e-07,2.083461403401543e-09
2004,1.0615546841563628e-07,4.404791253964646e-10
2005,1.0899073998871245e-07,4.5037495954858286e-10
2006,1.0582977194584231e-07,1.2353669198716943e-09
2007,1.1144597777956733e-07,1.1983438685803094e-09
2008,1.013270644056874e-07,0.0
2009,9.63174906498665e-08,1.907277002999308e-09
2010,9.35310986438509e-08,1.4171379625338432e-09
2011,7.915621713650012e-08,1.1471915639660324e-09
2012,6.978717970174131e-08,6.808505426114664e-10
2013,7.865332363188315e-08,1.3945624655065103e-09
2014,6.691225462596151e-08,2.1654451842767486e-10
2015,6.206410763098802e-08,6.649726325136385e-10
2016,5.281917181410023e-08,1.0356699942093428e-09
2017,6.616057507402573e-08,5.031222660711876e-10
2018,6.840886768166854e-08,1.0325866828253538e-09
2019,5.5866631654133414e-08,2.55098775436835e-10
