year,veulent_VERB attraper_VERB,veulent_VERB rattraper_VERB
1982,6.2075020679230875e-09,4.966001831974154e-09
1983,1.89459470334441e-09,4.4207211225000265e-09
1984,2.3196033982486597e-09,2.3196033982486597e-09
1985,4.210890747202711e-09,3.0077789148208467e-09
1986,1.1988970927134801e-09,5.395036861699509e-09
1987,1.2221633705067347e-09,6.721898593298192e-09
1988,3.597932174415064e-09,8.395175221664886e-09
1989,1.0976244357863152e-09,4.390497743145261e-09
1990,1.6345953479657283e-09,6.538381391862913e-09
1991,2.9307325455363298e-09,2.9307325455363298e-09
1992,3.30596661157756e-09,8.815910668147353e-09
1993,5.539207426075166e-10,5.539207315052863e-09
1994,3.6924485691258724e-09,5.274926717646622e-09
1995,3.795715741716776e-09,4.337960657352369e-09
1996,1.6014276571496566e-09,3.736664311304594e-09
1997,4.794894259418925e-09,1.917957792585412e-09
1998,6.675381136744818e-09,1.43043876743576e-09
1999,2.285100553223174e-09,3.1991407301035224e-09
2000,2.2090156370779823e-09,1.7672125984802278e-09
2001,2.6287270138425356e-09,3.066848330846028e-09
2002,8.76244299341522e-10,7.448076377869484e-09
2003,2.083461403401543e-09,3.7502307925763034e-09
2004,3.9643119897903034e-09,4.845270407116686e-09
2005,3.1526248278623825e-09,1.8014998381943315e-09
2006,3.294311934354255e-09,4.117890028965121e-09
2007,3.1955835755326234e-09,4.7933754743212376e-09
2008,3.8316958494988285e-09,4.257439734089985e-09
2009,4.291373478793048e-09,8.582746957586096e-09
2010,3.7790344187271785e-09,3.7790344187271785e-09
2011,6.500752380844688e-09,1.529588788962144e-09
2012,5.446804340891731e-09,5.446804340891731e-09
2013,4.741512515948898e-09,5.020424964641279e-09
2014,2.165445156521173e-09,5.846701789380404e-09
2015,4.876465897751814e-09,3.546520632724537e-09
2016,5.178350193091319e-09,5.59261792432153e-09
2017,4.779661555431858e-09,4.2765391228272165e-09
2018,6.453666934191915e-09,4.3884935685412074e-09
2019,5.867272001580659e-09,3.826481798085979e-09
