year,fallut_VERB assurer_VERB,fallut_VERB rassurer_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,3.900678446910888e-09,0.0
1804,0.0,0.0
1805,5.685755422035754e-09,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,2.6672082320544632e-09,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,2.697223555614414e-09,0.0
1816,0.0,0.0
1817,1.556873407970727e-09,4.670620334934483e-09
1818,3.5763532135746345e-09,0.0
1819,0.0,0.0
1820,8.306536791735653e-09,0.0
1821,2.9584463767662328e-09,0.0
1822,3.5089655625597516e-08,0.0
1823,1.8777104315859106e-08,1.9765373782121287e-09
1824,3.3684450784221553e-09,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,1.4675682002973645e-08,0.0
1829,1.1145129263923081e-08,8.57317605795771e-10
1830,1.0436835840010872e-09,3.1310507520032616e-09
1831,6.236482441579483e-09,0.0
1832,0.0,0.0
1833,0.0,0.0
1834,2.8003592777992026e-09,0.0
1835,1.739510224751939e-08,0.0
1836,0.0,8.736974699274924e-09
1837,0.0,0.0
1838,6.312161904276081e-10,1.8936485712828244e-09
1839,6.9914751765765e-10,6.9914751765765e-10
1840,0.0,1.9109065441114126e-09
1841,1.926164561183441e-09,0.0
1842,8.049918065466954e-09,0.0
1843,1.594865928211675e-08,1.7720733769266417e-09
1844,4.9397050894128824e-09,2.7442805805577564e-09
1845,8.37034175305007e-09,0.0
1846,1.1709002656346001e-09,0.0
1847,5.393223645455691e-10,0.0
1848,0.0,0.0
1849,0.0,1.4245005175439474e-08
1850,1.3577992064028876e-09,6.788996032014438e-10
1851,3.8696632564949596e-09,6.449438760824933e-10
1852,0.0,6.510545436100301e-10
1853,0.0,0.0
1854,4.676098175337984e-09,0.0
1855,7.429711956774554e-09,0.0
1856,1.0354378465748937e-09,0.0
1857,4.881509085841174e-10,0.0
1858,7.829881631948865e-09,4.893676130990343e-09
1859,1.018434669930457e-09,0.0
1860,2.288591982591015e-09,0.0
1861,4.2443675241088386e-09,0.0
1862,6.776979422085105e-09,1.3553959066214816e-09
1863,3.496234635136375e-09,4.994620828036034e-10
1864,1.9178911792039344e-09,9.589455896019672e-10
1865,4.706844358715045e-10,1.4120533631256649e-09
1866,9.731225825149181e-10,0.0
1867,1.164674756637396e-08,9.7056229719783e-10
1868,1.4819622196071691e-09,4.93987406535723e-10
1869,6.8369265804335555e-09,5.371870948067681e-09
1870,3.4404292748035914e-09,2.8670243956696595e-09
1871,1.911811864374613e-08,2.1242354542039266e-09
1872,4.23313739617015e-09,6.047339295989218e-10
1873,6.584604861359367e-09,0.0
1874,6.572069999322139e-09,0.0
1875,7.437985338754061e-09,0.0
1876,2.418405919968336e-09,1.209202959984168e-09
1877,8.658742167710898e-09,2.4739263970730008e-09
1878,6.039088673581716e-10,6.039088673581716e-10
1879,6.10932526790009e-10,1.221865053580018e-09
1880,2.5671385017744797e-09,6.417846254436199e-10
1881,7.669758161910067e-09,0.0
1882,3.9932310791357395e-09,6.655385131892899e-10
1883,4.423537092179686e-09,0.0
1884,1.3203393933736152e-09,0.0
1885,9.66845359329227e-09,0.0
1886,4.5174246565693466e-09,5.808117542471791e-09
1887,1.3057849246322917e-09,0.0
1888,4.4384300679212174e-09,0.0
1889,4.385595886446936e-09,0.0
1890,3.9326319978272295e-09,0.0
1891,2.5496880162734215e-09,5.099376032546843e-09
1892,2.5074049503359674e-09,0.0
1893,5.542574843531156e-09,0.0
1894,5.041231432301174e-09,0.0
1895,3.611168697403855e-09,0.0
1896,5.897029087265082e-09,1.179405795248556e-09
1897,9.322741689743452e-09,0.0
1898,7.355861253444118e-09,0.0
1899,2.7637891975018647e-09,0.0
1900,7.786579381274805e-09,5.191053142894475e-10
1901,4.470991132876634e-09,0.0
1902,9.329538919189417e-09,0.0
1903,8.100330184390714e-09,0.0
1904,3.7622376325430196e-09,0.0
1905,2.580379465655369e-09,5.160759042333041e-10
1906,7.201858220895474e-09,0.0
1907,5.65712765521198e-09,0.0
1908,3.929111258571538e-09,4.911389073214423e-10
1909,8.801573692096554e-09,2.2003934230241384e-09
1910,4.275320542035388e-09,0.0
1911,7.980561100850991e-09,0.0
1912,9.376957876838787e-09,0.0
1913,1.0075680734189518e-08,2.121195885607108e-09
1914,1.4732836284281348e-08,3.3483718020477227e-09
1915,8.246533234057551e-09,0.0
1916,6.592477230782379e-09,0.0
1917,1.4256351654751143e-08,0.0
1918,5.743188147278033e-09,0.0
1919,3.6831393490643904e-09,7.366278698128781e-09
1920,9.086678076641874e-09,0.0
1921,1.5145495524393482e-08,0.0
1922,9.591316185719734e-09,0.0
1923,3.1847844361720945e-09,0.0
1924,9.02413699321869e-09,0.0
1925,4.399271169575059e-09,3.299453377181294e-09
1926,8.916910765321973e-09,3.343841648018042e-09
1927,8.919379901328739e-09,2.2298449753321847e-09
1928,9.14083297942625e-09,0.0
1929,7.798284684668033e-09,1.1140406375176326e-09
1930,8.402882833991043e-09,1.0503603542488804e-09
1931,6.843213995466613e-09,0.0
1932,5.4797681947604815e-09,0.0
1933,9.176529758292418e-09,0.0
1934,7.188948103475923e-09,0.0
1935,8.377798899061872e-09,0.0
1936,2.424942913137329e-09,3.6374143697059935e-09
1937,8.813782592653752e-09,1.2591118148108649e-09
1938,9.075650453382877e-09,1.2965214457594243e-09
1939,1.2235240376412548e-08,3.058810094103137e-09
1940,1.0143131667916805e-08,2.5357829169792012e-09
1941,2.9515025978810172e-09,0.0
1942,1.8205270180260413e-08,0.0
1943,5.806470415592457e-09,0.0
1944,1.6065930807940276e-08,6.4263723231761105e-09
1945,2.178504043826024e-09,0.0
1946,1.9489545977080525e-08,0.0
1947,9.536696765621855e-09,9.536696765621855e-09
1948,1.0871888278529696e-08,1.0871887834440486e-09
1949,7.853606653895895e-09,1.9634016634739737e-09
1950,8.508289184305795e-09,4.2541445921528975e-09
1951,7.462981344019681e-09,0.0
1952,6.326882129314981e-09,1.0544803918932644e-09
1953,1.0773827385790469e-09,0.0
1954,5.863521668203475e-09,2.9317608341017376e-09
1955,4.6928039232341234e-09,0.0
1956,3.488456634670456e-09,8.72114158667614e-10
1957,8.835037590415595e-09,8.835037701437898e-10
1958,8.272243334772611e-09,4.1361216673863055e-09
1959,6.200598257066758e-09,1.5501495642666896e-09
1960,6.920833239831836e-09,0.0
1961,3.47407969059077e-09,1.3896318540318475e-09
1962,5.0735651235811474e-09,6.341956404476434e-10
1963,1.0345685197421517e-08,0.0
1964,1.034274621503073e-08,1.2167936658258327e-09
1965,9.302473458205895e-09,0.0
1966,2.769537488234164e-09,0.0
1967,7.888536934785861e-09,1.9721342336964653e-09
1968,4.042274071025531e-09,1.3474247273492779e-09
1969,5.450109252791435e-09,0.0
1970,7.3579600190498695e-09,0.0
1971,5.652237344833111e-09,0.0
1972,6.669190977248718e-09,1.5390440033513642e-09
1973,1.102640756478479e-09,0.0
1974,4.500457340128605e-09,2.2502286700643026e-09
1975,5.140332159925265e-09,1.1422960355389478e-09
1976,7.427584769459372e-09,1.142705374768127e-09
1977,4.11374712072643e-09,5.876781838942691e-10
1978,2.970295565063452e-09,0.0
1979,6.437170796402825e-09,0.0
1980,1.0233271119375331e-08,0.0
1981,2.5302198114474095e-09,3.795329828193417e-09
1982,6.828252629986764e-09,0.0
1983,8.209910973278056e-09,0.0
1984,3.479405208395292e-09,3.479405208395292e-09
1985,3.0077789148208467e-09,6.015558051686298e-10
1986,1.7983456945813714e-09,5.994485463567401e-10
1987,2.4443267410134695e-09,0.0
1988,3.597932174415064e-09,5.996553809062277e-10
1989,5.488121956886971e-09,5.488122178931576e-10
1990,5.448650863826288e-09,5.44865097484859e-10
1991,3.5168792322792797e-09,0.0
1992,1.1019888113139586e-08,2.2039776670368383e-09
1993,6.647049133334804e-09,0.0
1994,4.2199412852994556e-09,5.274926606624319e-10
1995,2.7112254663563817e-09,5.422450821690461e-10
1996,3.2028553142993132e-09,1.067618438099771e-09
1997,4.315404922294874e-09,1.917957792585412e-09
1998,5.72175506974304e-09,4.768129224785866e-10
1999,3.656160929565999e-09,4.570201161957499e-10
2000,6.627047355323157e-09,0.0
2001,1.7524847129024579e-09,0.0
2002,1.3143663935011318e-09,3.066854992184176e-09
2003,4.166922806803086e-09,1.2500769308587678e-09
2004,5.726228824443069e-09,4.404791253964646e-10
2005,1.8014998381943315e-09,4.5037495954858286e-10
2006,2.0589450144825605e-09,2.4707338397433887e-09
2007,5.192823504529542e-09,2.3966877371606188e-09
2008,7.2376473703172906e-09,8.514879357157668e-10
2009,2.860915504498962e-09,2.384096253749135e-09
2010,6.140930874920514e-09,1.4171379625338432e-09
2011,1.911985902935953e-09,7.64794394481072e-10
2012,3.4042526575461807e-09,2.0425516833455504e-09
2013,3.3469500504423877e-09,5.578250084070646e-10
2014,3.4647122948427977e-09,6.496335691608124e-10
2015,2.659890530054554e-09,2.2165753954528356e-10
2016,1.0356699942093428e-09,8.285360175719347e-10
2017,3.773417134311785e-09,7.54683426862357e-10
2018,2.0651733656507076e-09,1.5488800242380307e-09
2019,2.2958890344426663e-09,1.53059265262101e-09
