year,dut_VERB éveiller_VERB,dut_VERB réveiller_VERB
1800,0.0,1.5720821977538435e-08
1801,0.0,0.0
1802,4.475680270843441e-09,4.2518962573012686e-08
1803,1.950339223455444e-09,0.0
1804,1.4831105232815389e-08,4.943701892301533e-09
1805,5.685755422035754e-09,0.0
1806,0.0,2.881669125542885e-09
1807,1.7081731584767113e-08,5.693910232196231e-09
1808,0.0,1.5862518409903714e-08
1809,2.259030518203531e-09,0.0
1810,0.0,2.3401267590372754e-09
1811,0.0,0.0
1812,0.0,5.3344164641089264e-09
1813,2.8757416448144113e-09,2.8757416448144113e-09
1814,0.0,6.293354282149721e-09
1815,5.394447111228828e-09,0.0
1816,9.270415546325239e-09,2.3176038865813098e-09
1817,3.113746815941454e-09,1.556873407970727e-09
1818,0.0,4.768470951432846e-09
1819,6.210630232317271e-09,1.035105001712111e-09
1820,8.306536791735653e-09,0.0
1821,4.930744257336528e-09,1.577838126820552e-08
1822,0.0,2.0051231786055723e-08
1823,9.882686891060644e-10,5.929612356680991e-09
1824,0.0,4.210556348027694e-09
1825,1.7610886970942374e-08,1.7610886082763955e-09
1826,0.0,2.642395191543301e-09
1827,4.2399456390285195e-08,0.0
1828,7.337841001486822e-09,9.172301140836225e-09
1829,3.429270423183084e-09,7.715858174606183e-09
1830,4.174734336004349e-09,1.0436835840010872e-09
1831,3.585977381703742e-08,9.354723218280014e-09
1832,5.411987746839486e-09,0.0
1833,6.950177322551099e-09,1.1583628500844156e-09
1834,0.0,9.334530925997342e-10
1835,0.0,0.0
1836,5.376600054063374e-09,8.064899859050456e-09
1837,1.1132625488130543e-08,4.87052354003481e-09
1838,1.1361890983607736e-08,3.1560809521380406e-09
1839,7.690622361167243e-09,4.194885327990505e-09
1840,1.0828470564661075e-08,0.0
1841,3.2102742686390684e-09,5.778493683550323e-09
1842,2.2808102073668124e-08,2.683306021822318e-09
1843,1.6539351221922516e-08,5.31621990873532e-09
1844,1.1525978393933656e-08,3.841992946007622e-09
1845,1.3950569588416784e-08,5.022205318283568e-09
1846,2.3418005312692003e-09,1.1123552745573306e-08
1847,1.5640349459999925e-08,9.707802561820245e-09
1848,1.6090443422100975e-09,1.126331028444838e-08
1849,1.9272654583346593e-08,5.02764896381791e-09
1850,4.752297222410107e-09,1.3577992064028876e-09
1851,1.1608989325395669e-08,0.0
1852,5.859490670445666e-09,6.510545436100301e-10
1853,2.9859659189668264e-09,5.971931837933653e-10
1854,1.1950028522278444e-08,2.5978321716024766e-09
1855,6.368324534378189e-09,1.0613874223963649e-09
1856,3.6240324075009767e-09,6.73034605824796e-09
1857,5.369659827891837e-09,4.881508974818871e-09
1858,1.468102750479261e-09,9.787352039936081e-10
1859,6.619825576592575e-09,2.5460866748261424e-09
1860,3.204028820036342e-09,5.034902272882391e-09
1861,9.903524222920623e-09,1.8863854922557266e-09
1862,7.680577063240435e-09,3.6143890103090826e-09
1863,8.490855130105501e-09,4.994620828036034e-10
1864,1.6302074357099627e-08,4.315255264231155e-09
1865,9.413688495385486e-09,3.765475486972036e-09
1866,2.432806400776144e-09,1.4596839292835284e-09
1867,1.4073153309368536e-08,9.7056229719783e-10
1868,9.87974813071446e-10,2.4699371437009177e-09
1869,1.8069020057964735e-08,1.4650557433881772e-09
1870,1.3188312664169644e-08,1.7202146374017957e-09
1871,7.434824311758348e-09,9.559059321873065e-09
1872,9.071008832961525e-09,1.8142017887967654e-09
1873,4.788803575905831e-09,5.986004469882289e-10
1874,8.364453130127458e-09,0.0
1875,9.7265964171811e-09,1.1443054281912168e-09
1876,1.4510435519810017e-08,1.209202959984168e-09
1877,0.0,0.0
1878,1.8117265465633636e-09,1.2078177347163432e-09
1879,1.832797580370027e-09,1.832797580370027e-09
1880,1.5402831010646878e-08,1.2835692508872398e-09
1881,7.669758161910067e-09,4.183504653809678e-09
1882,3.3276925659464496e-09,9.317538740560849e-09
1883,0.0,1.3902545781263598e-08
1884,3.300848483434038e-09,0.0
1885,7.7347630522695e-09,3.86738152613475e-09
1886,6.4534639854230136e-09,1.097088819790315e-08
1887,5.223139698529167e-09,0.0
1888,6.340614699951175e-09,1.268122939990235e-09
1889,4.385595886446936e-09,3.132568426877924e-09
1890,4.5880703680722945e-09,1.3108772956016423e-09
1891,2.5496880162734215e-09,3.824531802365527e-09
1892,3.1342561879199593e-09,3.1342561879199593e-09
1893,5.542574843531156e-09,4.310891643655168e-09
1894,2.520615716150587e-09,5.041231432301174e-09
1895,7.824199066419624e-09,3.611168697403855e-09
1896,1.4152869098893461e-08,5.89702897624278e-10
1897,1.7480140668268973e-09,2.9133566670225264e-09
1898,2.8291773368493978e-09,5.092519295146758e-09
1899,2.2110313580014918e-09,1.1055156790007459e-09
1900,2.595526460424935e-09,1.038210628578895e-09
1901,3.353243460679778e-09,9.500856101851696e-09
1902,6.874397495693074e-09,2.9461704187383475e-09
1903,5.400220270956879e-10,1.6200660812870638e-09
1904,7.524475265086039e-09,2.1498500757388683e-09
1905,3.096455536422127e-09,2.0643036169332163e-09
1906,0.0,1.5432553013283723e-09
1907,8.228549397415463e-09,5.142843373384665e-10
1908,3.437972351250096e-09,5.40252820258047e-09
1909,0.0,0.0
1910,1.6032452032632705e-09,2.137660271017694e-09
1911,4.25629931299909e-09,1.0640748282497725e-09
1912,4.167536982180309e-09,2.6047106693738442e-09
1913,3.181793939432964e-09,5.30298971401777e-10
1914,4.018046340092951e-09,1.3393487430235496e-09
1915,7.068456930880984e-09,0.0
1916,0.0,9.888715624128963e-09
1917,3.289927441585405e-09,0.0
1918,5.743188147278033e-09,4.594550517822427e-09
1919,9.207848372660976e-10,1.8415696745321952e-09
1920,6.057785384427916e-09,7.572231730534895e-10
1921,4.543648568500203e-09,1.5145494858259667e-09
1922,2.2133805899215986e-09,9.591316185719734e-09
1923,7.431163684401554e-09,1.0615948120573648e-09
1924,1.289162443462999e-09,2.578324886925998e-09
1925,2.1996355847875293e-09,0.0
1926,3.343841648018042e-09,6.687683296036084e-09
1927,5.574612327308159e-09,4.4596899506643695e-09
1928,1.1426041224282812e-09,3.4278122562625413e-09
1929,3.342121912552898e-09,4.4561625500705304e-09
1930,1.0503603542488804e-09,4.201441416995522e-09
1931,2.2810713318222042e-09,2.2810713318222042e-09
1932,2.1919073223131136e-09,0.0
1933,9.176529758292418e-09,5.735331320977366e-09
1934,7.188948103475923e-09,1.1981580172459871e-09
1935,8.377798899061872e-09,1.196828414151696e-09
1936,3.6374143697059935e-09,2.424942913137329e-09
1937,1.1332006444320086e-08,6.295559185076627e-09
1938,7.779128452511941e-09,1.2965214457594243e-09
1939,0.0,0.0
1940,0.0,0.0
1941,0.0,0.0
1942,6.068423541449874e-09,0.0
1943,5.806470415592457e-09,0.0
1944,6.4263723231761105e-09,0.0
1945,1.089252066321933e-08,2.178504043826024e-09
1946,4.1763312808029696e-09,5.568441707737293e-09
1947,3.5762612871081956e-09,4.7683483828109274e-09
1948,6.523132700664291e-09,2.174377566888097e-09
1949,2.945102384188658e-09,3.9268033269479474e-09
1950,2.1270722960764488e-09,5.317680518146517e-09
1951,0.0,3.1984206394497505e-09
1952,0.0,6.326882129314981e-09
1953,2.1547654771580937e-09,1.0773827385790469e-09
1954,2.9317608341017376e-09,4.886268278880834e-09
1955,8.447047505910632e-09,9.385607846468247e-10
1956,0.0,2.616342476002842e-09
1957,1.7670075402875796e-09,2.6505113659425206e-09
1958,1.6544486891589827e-09,6.617794756635931e-09
1959,4.650448914844674e-09,3.8753737996444215e-09
1960,7.612916519406099e-09,4.844583401109048e-09
1961,1.042223907177231e-08,6.25334317660986e-09
1962,1.9025869768540815e-09,3.805173953708163e-09
1963,2.5864212993553792e-09,2.5864212993553792e-09
1964,3.041984220075733e-09,2.4335873316516654e-09
1965,5.47204326295514e-09,2.73602163147757e-09
1966,2.215629901769489e-09,6.092982118843793e-09
1967,4.930335584241163e-10,2.465167847631733e-09
1968,2.245707841908029e-09,2.245707841908029e-09
1969,6.358460868938209e-09,2.7250546263957176e-09
1970,5.058597540852361e-09,2.7592350626548523e-09
1971,4.624557625731995e-09,2.0553589941130213e-09
1972,4.6171320100540925e-09,1.0260293725750103e-09
1973,3.859242703185828e-09,3.3079223804577396e-09
1974,0.0,2.812785782069227e-09
1975,3.998036124386317e-09,0.0
1976,5.713526873840635e-10,1.7140580066410394e-09
1977,1.1753563677885381e-09,1.1753563677885381e-09
1978,5.940591130126904e-09,1.1881182704343018e-09
1979,5.851973350345929e-10,2.925986564150662e-09
1980,1.1370301367108482e-09,3.411090521154847e-09
1981,1.8976649140967083e-09,5.69299452024552e-09
1982,6.207502289967692e-10,4.345251713999687e-09
1983,0.0,0.0
1984,1.1598016991243298e-09,1.1598016991243298e-09
1985,5.414002135495366e-09,1.8046674155058895e-09
1986,5.994485352545098e-09,5.994485463567401e-10
1987,1.8332451112712533e-09,1.2221633705067347e-09
1988,2.398621523624911e-09,2.99827696004229e-09
1989,5.488122178931576e-10,1.0976244357863152e-09
1990,1.089730194969718e-09,5.44865097484859e-10
1991,5.8614650910726596e-09,2.344586080837985e-09
1992,2.2039776670368383e-09,2.2039776670368383e-09
1993,2.7696036575264316e-09,2.2156829704300662e-09
1994,2.637463358823311e-09,1.0549853213248639e-09
1995,1.626735190995987e-09,5.422450821690461e-10
1996,2.6690460952494277e-09,1.6014276571496566e-09
1997,3.3564262480467733e-09,2.3974471297094624e-09
1998,2.86087753487152e-09,5.2449422582867555e-09
1999,1.3710603763428253e-09,1.3710603763428253e-09
2000,1.7672125984802278e-09,1.3254094488601709e-09
2001,1.3143635069212678e-09,2.190605918883648e-09
2002,1.752488598683044e-09,1.3143663935011318e-09
2003,1.2500769308587678e-09,4.166922806803086e-09
2004,2.2023955992267474e-09,1.7619165015858584e-09
2005,1.3511248786457486e-09,4.5037495954858286e-10
2006,1.2353669198716943e-09,3.294311934354255e-09
2007,2.3966877371606188e-09,3.1955835755326234e-09
2008,1.7029758714315335e-09,1.7029758714315335e-09
2009,1.430457752249481e-09,7.1522885392028e-09
2010,1.8895172093635892e-09,2.8342759250676863e-09
2011,7.64794394481072e-10,4.5887662558641296e-09
2012,1.7021263287730903e-09,6.127654827992046e-09
2013,3.6258624991347688e-09,8.646287241731443e-09
2014,2.5985342766432495e-09,1.017759210242275e-08
2015,3.103205470367243e-09,7.979671146074452e-09
2016,5.59261792432153e-09,7.042556315894899e-09
2017,1.2578056374223934e-09,7.2952728302766445e-09
2018,2.0651733656507076e-09,9.809573597863164e-09
2019,2.04079020349468e-09,1.0459049626376782e-08
