year,aient_VERB assuré_VERB,aient_VERB rassuré_VERB
1800,5.345079756580162e-08,0.0
1801,2.8574191901498125e-08,0.0
1802,4.4756802708434407e-08,0.0
1803,3.1205427575287104e-08,0.0
1804,7.4155526164076946e-09,0.0
1805,3.1271653710973624e-08,0.0
1806,0.0,0.0
1807,4.839823830593559e-08,0.0
1808,5.891792298484688e-08,0.0
1809,4.743964154840796e-08,0.0
1810,1.6380887757350138e-08,0.0
1811,2.0056614147279106e-08,0.0
1812,1.3336041604361526e-08,0.0
1813,1.1502966579257645e-08,0.0
1814,9.440030979135372e-09,0.0
1815,5.394447111228828e-09,0.0
1816,4.6352077731626196e-09,0.0
1817,5.1376822796100896e-08,0.0
1818,7.510341504257667e-08,0.0
1819,2.173720581311045e-08,0.0
1820,3.9159388620646496e-08,0.0
1821,1.3806083387635226e-08,0.0
1822,4.411270992932259e-08,0.0
1823,6.423746157224741e-08,0.0
1824,3.8737120178211626e-08,0.0
1825,1.937197424695114e-08,0.0
1826,2.9947145208097936e-08,0.0
1827,6.452091305675367e-09,1.8434546111834038e-09
1828,2.109629271274116e-08,9.172301251858528e-10
1829,2.0575622983187714e-08,0.0
1830,3.339787468803479e-08,1.0436835840010872e-09
1831,1.7150327380477393e-08,0.0
1832,6.764984572527055e-09,1.3529969367098715e-09
1833,1.0425265983826648e-08,0.0
1834,7.467624740797874e-09,0.0
1835,1.8907719834260206e-08,0.0
1836,7.392825018825988e-09,0.0
1837,2.2265250976261086e-08,0.0
1838,3.092959488526503e-08,0.0
1839,2.4470162784950844e-08,0.0
1840,1.1465439264668476e-08,0.0
1841,1.6051371787284552e-08,0.0
1842,1.6770663080478698e-08,0.0
1843,1.4767278067040479e-08,0.0
1844,9.879410178825765e-09,5.488561272137815e-10
1845,1.674068439427856e-09,0.0
1846,7.610851504580296e-09,0.0
1847,7.550513103637968e-09,0.0
1848,6.43617736884039e-09,0.0
1849,2.262441967104678e-08,0.0
1850,6.788996032014438e-09,0.0
1851,7.739326512989919e-09,1.2898877521649865e-09
1852,8.463708844885787e-09,0.0
1853,1.791579506971175e-08,5.971931837933653e-10
1854,2.4419623656513068e-08,1.0391328908454511e-09
1855,9.552486801567284e-09,0.0
1856,1.9673318973900678e-08,5.177189343896771e-09
1857,1.6597130780837688e-08,9.763018171682347e-10
1858,3.4255731584664773e-09,0.0
1859,9.165912473463322e-09,0.0
1860,2.288591982591015e-09,0.0
1861,1.744906619194353e-08,0.0
1862,1.2198563048571032e-08,0.0
1863,1.0988165932701577e-08,0.0
1864,3.835782358407869e-09,0.0
1865,7.0602665935837194e-09,0.0
1866,2.919367858567057e-09,0.0
1867,5.338092634588065e-09,0.0
1868,8.397785578040384e-09,2.4699371437009177e-09
1869,3.076617005604021e-08,4.883519144627257e-10
1870,6.307453670473251e-09,0.0
1871,2.1242353653860846e-08,5.3105884134652115e-09
1872,1.1489944995446422e-08,0.0
1873,7.183205141814142e-09,0.0
1874,1.7923826867161097e-09,1.7923826867161097e-09
1875,4.005069165202713e-09,0.0
1876,6.650616057868319e-09,0.0
1877,1.1132669008873108e-08,0.0
1878,1.9325083755461492e-08,0.0
1879,1.3440515367335593e-08,6.109325489944695e-09
1880,5.776061406947974e-09,0.0
1881,8.367009307619355e-09,0.0
1882,1.3976308999019693e-08,0.0
1883,1.516641390253426e-08,0.0
1884,1.386356363042296e-08,0.0
1885,7.7347630522695e-09,1.2891271383708158e-09
1886,1.871504551331782e-08,0.0
1887,8.48760173255414e-09,0.0
1888,1.3315291091942072e-08,0.0
1889,1.0650732740202784e-08,0.0
1890,1.4419650362640368e-08,0.0
1891,4.461953917456185e-09,0.0
1892,6.8953633913793055e-09,0.0
1893,1.970693297437265e-08,1.847525021858587e-09
1894,1.449354058991048e-08,0.0
1895,1.745398137131815e-08,0.0
1896,5.897029087265082e-09,0.0
1897,4.661370844871726e-09,0.0
1898,2.8291774256672397e-08,0.0
1899,1.1055156790007459e-08,0.0
1900,2.595526460424935e-09,0.0
1901,5.58873880507349e-09,0.0
1902,1.9641135384773634e-09,0.0
1903,1.296052865029651e-08,2.7001101354784396e-09
1904,7.524475265086039e-09,0.0
1905,1.651442893546573e-08,0.0
1906,1.18316245689698e-08,0.0
1907,1.5428529565042481e-09,2.057137349353866e-09
1908,1.5716445034286153e-08,4.4202499438483756e-09
1909,1.1552065082298668e-08,0.0
1910,1.7101282168141552e-08,0.0
1911,1.702519725199636e-08,0.0
1912,7.293189607793238e-09,2.0837684910901544e-09
1913,1.2196876397752021e-08,5.30298971401777e-10
1914,1.1384464038144415e-08,0.0
1915,3.534228465440492e-09,0.0
1916,1.2086208478478966e-08,0.0
1917,7.676496771580332e-09,0.0
1918,6.89182577673364e-09,1.1486376294556067e-09
1919,5.524709134618888e-09,0.0
1920,1.2872794385998532e-08,0.0
1921,1.060184651180407e-08,0.0
1922,1.9182632371439468e-08,0.0
1923,1.5923921736771263e-08,0.0
1924,9.02413699321869e-09,0.0
1925,6.598906754362588e-09,0.0
1926,7.802296586589819e-09,3.343841648018042e-09
1927,4.4596899506643695e-09,0.0
1928,3.4278122562625413e-09,0.0
1929,5.570202965543558e-09,0.0
1930,3.1510811737689437e-09,2.100720708497761e-09
1931,1.4826963656844327e-08,0.0
1932,6.575722188983946e-09,0.0
1933,1.605892663292252e-08,0.0
1934,1.3179738189705859e-08,0.0
1935,1.795242710045386e-08,0.0
1936,6.0623572828433225e-09,0.0
1937,1.888667711114067e-08,0.0
1938,1.0372171566075394e-08,1.2965214457594243e-09
1939,7.647025235257843e-09,0.0
1940,2.2822046474857416e-08,0.0
1941,2.3612020783048138e-08,0.0
1942,2.4273694165799498e-08,0.0
1943,1.1612940831184915e-08,0.0
1944,3.2131861615880553e-09,0.0
1945,8.714016175304096e-09,0.0
1946,1.2528993842408909e-08,0.0
1947,1.3112957830685446e-08,0.0
1948,6.523132700664291e-09,2.174377566888097e-09
1949,5.890204768377316e-09,0.0
1950,1.1698897850465073e-08,0.0
1951,9.595261474260042e-09,0.0
1952,1.1599284199803606e-08,0.0
1953,7.54167928107563e-09,0.0
1954,1.6613311615287785e-08,0.0
1955,1.220129064449793e-08,0.0
1956,1.5698054411927842e-08,0.0
1957,1.9437083054185678e-08,0.0
1958,1.2408365002158916e-08,0.0
1959,1.3176271629333769e-08,0.0
1960,5.536666680683311e-09,0.0
1961,1.667558180429296e-08,0.0
1962,1.2049716779927166e-08,6.341956404476434e-10
1963,1.6165133231993423e-08,0.0
1964,1.764350798794112e-08,1.8251904432275978e-09
1965,8.755269398363907e-09,0.0
1966,1.495550172592175e-08,1.1078149508847446e-09
1967,9.860671390526932e-09,4.930335584241163e-10
1968,4.042274071025531e-09,8.982831700699023e-10
1969,1.0446043141598693e-08,0.0
1970,1.6555409487750694e-08,0.0
1971,1.0276794526475896e-08,0.0
1972,7.182205497002769e-09,1.0260293725750103e-09
1973,1.2129047988196362e-08,5.513203782392395e-10
1974,1.4626486688484874e-08,0.0
1975,9.709516746170266e-09,0.0
1976,1.085570122683066e-08,0.0
1977,8.22749424145286e-09,5.876781838942691e-10
1978,1.4257419245211622e-08,2.970295565063452e-09
1979,9.363157360553487e-09,0.0
1980,1.3075846183596695e-08,0.0
