year,aient_VERB assuré_VERB,aient_VERB rassuré_VERB
1981,5.69299452024552e-09,0.0
1982,1.0552754226011984e-08,6.207502289967692e-10
1983,6.315316269933646e-09,0.0
1984,1.2177918229383522e-08,0.0
1985,7.218669662023558e-09,1.2031116103372597e-09
1986,1.0790073723399018e-08,0.0
1987,1.3443797186596385e-08,1.2221633705067347e-09
1988,1.0793796967334401e-08,0.0
1989,1.8659616074501173e-08,0.0
1990,9.262707045820662e-09,1.6345953479657283e-09
1991,1.4653663171770859e-08,0.0
1992,1.4876849085965205e-08,1.65298330578878e-09
1993,7.200969598386564e-09,0.0
1994,1.4242301560329906e-08,0.0
1995,1.0302656505700725e-08,0.0
1996,1.0676184380997711e-08,0.0
1997,1.1507746755512471e-08,1.917957792585412e-09
1998,1.0966696883940585e-08,0.0
1999,5.484241505371301e-09,0.0
2000,7.510653432518666e-09,8.836062992401139e-10
2001,1.445799924226776e-08,1.7524847129024579e-09
2002,1.1391176002462089e-08,1.3143663935011318e-09
2003,1.0833999475323708e-08,4.1669229178253886e-10
2004,1.4535810777260849e-08,0.0
2005,1.7564623533417034e-08,4.5037495954858286e-10
2006,1.1530091548195287e-08,8.235779835885637e-10
2007,9.586750948642475e-09,0.0
2008,8.51487946817997e-09,0.0
2009,8.582746957586096e-09,4.76819250749827e-10
2010,6.613310343794865e-09,0.0
2011,1.5295887223487625e-08,7.64794394481072e-10
2012,7.489355802192676e-09,6.808505426114664e-10
2013,6.9728125495771565e-09,0.0
2014,7.57905826986871e-09,2.1654451842767486e-10
2015,6.64972610309178e-09,2.2165753954528356e-10
2016,7.871092222444531e-09,8.285360175719347e-10
2017,5.282783988036499e-09,5.031222660711876e-10
2018,1.8070267504555204e-09,1.0325866828253538e-09
2019,4.3366790158927415e-09,5.1019755087367e-10
