year,pouvaient_VERB enseigner_VERB,pouvaient_VERB renseigner_VERB
1800,9.432493897065797e-09,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,2.259030518203531e-09,0.0
1810,0.0,0.0
1811,2.5070768572277302e-08,0.0
1812,2.6672082320544632e-09,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,5.394447111228828e-09,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,4.768470951432846e-09,0.0
1819,0.0,0.0
1820,2.3732962262101864e-08,0.0
1821,0.0,0.0
1822,2.3058916553964082e-08,0.0
1823,1.087095569118901e-08,0.0
1824,7.57900142644985e-09,0.0
1825,6.163809906922779e-09,0.0
1826,5.284790383086602e-09,0.0
1827,9.217273055917019e-10,0.0
1828,0.0,0.0
1829,2.2290258527846163e-08,0.0
1830,3.235419043789989e-08,0.0
1831,2.3386808933878456e-08,0.0
1832,1.3529969367098715e-09,0.0
1833,1.1583628278799551e-08,0.0
1834,7.467624740797874e-09,0.0
1835,1.5126175867408165e-08,0.0
1836,9.409050427677812e-09,0.0
1837,2.365682938432201e-08,0.0
1838,3.7241754569095065e-08,0.0
1839,2.23727205650448e-08,0.0
1840,7.0066574764382494e-09,0.0
1841,4.494383976094696e-09,0.0
1842,1.7441490030023488e-08,0.0
1843,3.839492279666956e-08,5.906911071384968e-10
1844,2.085653250105679e-08,0.0
1845,1.4508592549589139e-08,0.0
1846,3.8639708321852595e-08,5.854501328173001e-10
1847,4.314578916364553e-09,0.0
1848,4.82713291560799e-09,2.413566457803995e-09
1849,9.217356655710773e-09,0.0
1850,1.968808760466345e-08,0.0
1851,2.3217978650791338e-08,0.0
1852,3.906327261660181e-09,1.3021090872200602e-09
1853,1.0749477752369785e-08,0.0
1854,1.8704392701351935e-08,0.0
1855,9.552486801567284e-09,0.0
1856,3.1063134287023786e-08,0.0
1857,1.122747050885664e-08,5.857811125054013e-09
1858,1.3702292633865909e-08,4.893676019968041e-10
1859,1.884104072757964e-08,0.0
1860,1.4646988510946812e-08,1.8308735638683515e-09
1861,8.017138064531082e-09,0.0
1862,9.939570055905733e-09,0.0
1863,1.6482248454963155e-08,0.0
1864,1.0068928801842958e-08,0.0
1865,3.294791106611683e-09,0.0
1866,4.379051787850585e-09,0.0
1867,8.73506067478047e-09,4.85281148598915e-10
1868,9.87974857480367e-09,4.93987406535723e-10
1869,1.0255390314739543e-08,0.0
1870,1.2614907340946502e-08,1.7202146374017957e-09
1871,1.3807530230280918e-08,0.0
1872,5.07976487540418e-08,2.4189357183956872e-09
1873,1.4366410283628284e-08,5.986004469882289e-10
1874,9.559374625212058e-09,2.9873046258899194e-09
1875,1.0298748520654044e-08,2.8607636259891933e-09
1876,1.3301232115736639e-08,1.209202959984168e-09
1877,3.710889595609501e-09,0.0
1878,4.831270938865373e-09,9.058632954861423e-09
1879,1.4051448005147904e-08,6.10932526790009e-10
1880,4.492492600149944e-09,1.2835692508872398e-09
1881,7.669758161910067e-09,6.972507571312292e-10
1882,3.9932310791357395e-09,5.989846840748214e-09
1883,1.0110942305630033e-08,6.951272890631799e-09
1884,7.2618666635548834e-09,0.0
1885,2.0626034213933053e-08,6.445635691854079e-10
1886,1.2261581083805595e-08,6.453463874400711e-10
1887,1.1752064210668323e-08,0.0
1888,6.974675947901687e-09,0.0
1889,1.1903759755682586e-08,1.2530273485467092e-09
1890,8.520702365899524e-09,6.554386478008212e-10
1891,2.4859458491732767e-08,0.0
1892,3.322311670217459e-08,1.8805537127519756e-09
1893,1.4780200174868696e-08,3.695050043717174e-09
1894,3.150769645188234e-09,6.301539290376468e-10
1895,1.5648398132839247e-08,6.018614495673091e-10
1896,7.076434549446731e-09,0.0
1897,6.992056267307589e-09,5.826713556089658e-10
1898,5.6583546736987955e-09,3.3950129374460403e-09
1899,9.949641111006713e-09,2.2110313580014918e-09
1900,1.038210584169974e-08,5.191053142894475e-10
1901,7.824234593556412e-09,4.470991132876634e-09
1902,7.365425602756659e-09,1.9641135384773634e-09
1903,9.720396931811592e-09,9.1803746826713e-09
1904,9.674325340824907e-09,7.524475265086039e-09
1905,7.2250627702885595e-09,6.708986699521802e-09
1906,1.6461390472954918e-08,5.658602919567102e-09
1907,8.228549397415463e-09,2.057137349353866e-09
1908,4.4202499438483756e-09,0.0
1909,3.850688656825696e-09,2.2003934230241384e-09
1910,9.619471441624228e-09,1.6032452032632705e-09
1911,8.51259862599818e-09,1.5961122423746588e-09
1912,8.335073964360618e-09,5.209421227725386e-10
1913,1.4318072061314524e-08,1.590896969716482e-09
1914,1.6072185360371805e-08,8.036092680185902e-09
1915,5.890381071793627e-09,3.534228465440492e-09
1916,1.2086208478478966e-08,1.0987462051303964e-09
1917,2.1932848870420685e-09,6.57985488317081e-09
1918,2.1824114071478107e-08,6.89182577673364e-09
1919,5.524709134618888e-09,2.762354567309444e-09
1920,8.329454459499175e-09,3.028892692213958e-09
1921,1.1359120755116692e-08,1.5145494858259667e-09
1922,1.770704471937279e-08,2.2133805899215986e-09
1923,4.246379248229459e-09,5.307974060286824e-09
1924,1.4180787211159895e-08,2.578324886925998e-09
1925,1.4297631523163545e-08,4.399271169575059e-09
1926,5.57306911730393e-09,4.458455382660986e-09
1927,2.2298449753321847e-09,6.689535148041159e-09
1928,7.998228745975666e-09,5.713020723163709e-09
1929,2.2280812750352652e-09,1.1140406375176326e-09
1930,6.302162347537887e-09,1.0503603542488804e-09
1931,5.7026783295555106e-09,4.5621426636444085e-09
1932,1.53433514782364e-08,8.767629289252454e-09
1933,1.1470662641954732e-08,9.176529758292418e-09
1934,3.5944740517379614e-09,2.3963160344919743e-09
1935,1.0771455727365264e-08,4.787313656606784e-09
1936,2.424942913137329e-09,1.2124714565686645e-09
1937,8.813782592653752e-09,2.5182236296217297e-09
1938,1.1668692678767911e-08,1.2965214457594243e-09
1939,7.647025235257843e-09,1.5294050470515685e-09
1940,0.0,2.5357829169792012e-09
1941,0.0,0.0
1942,1.517105907566929e-08,6.068423541449874e-09
1943,5.806470415592457e-09,0.0
1944,6.4263723231761105e-09,0.0
1945,1.5249527862692958e-08,4.357008087652048e-09
1946,9.744772988540262e-09,0.0
1947,1.1920870957027319e-09,3.5762612871081956e-09
1948,6.523132700664291e-09,0.0
1949,8.835307596655184e-09,2.945102384188658e-09
1950,1.0635361480382244e-09,3.190608444114673e-09
1951,5.330700769690111e-09,5.330700769690111e-09
1952,6.326882129314981e-09,0.0
1953,3.232148326759443e-09,2.1547654771580937e-09
1954,2.9317608341017376e-09,9.772536113672459e-10
1955,2.815682353940474e-09,0.0
1956,3.488456634670456e-09,1.744228317335228e-09
1957,3.534015080575159e-09,3.534015080575159e-09
1958,9.099467845885556e-09,8.272243445794913e-10
1959,1.007597205671118e-08,3.8753737996444215e-09
1960,4.152500121534786e-09,2.7683333403416555e-09
1961,8.33779090214648e-09,3.47407969059077e-09
1962,1.2683912586908264e-08,1.2683912808952869e-09
1963,1.0992290633282664e-08,0.0
1964,5.475571551727398e-09,6.083968329129164e-10
1965,4.924839203113152e-09,1.6416130677043839e-09
1966,9.970334780007306e-09,4.431259803538978e-09
1967,7.888536934785861e-09,1.9721342336964653e-09
1968,7.186265360559219e-09,1.3474247273492779e-09
1969,5.904285060864822e-09,4.541757636644661e-09
1970,6.438214850135182e-09,2.7592350626548523e-09
1971,9.762954888969944e-09,5.138397485282553e-10
1972,5.130146973897354e-09,2.0520587451500205e-09
1973,3.859242703185828e-09,1.6539611902288698e-09
1974,1.1251143128276908e-08,1.1251143350321513e-09
1975,3.4268881066168433e-09,2.2845920710778955e-09
1976,3.4281160132820787e-09,5.713526873840635e-10
1977,9.990529292736028e-09,1.1753563677885381e-09
1978,4.752473081737207e-09,2.3762365408686037e-09
1979,3.5111840102075575e-09,4.681578680276743e-09
1980,6.822181042309694e-09,2.8425752862659692e-09
1981,7.590659656386833e-09,6.325549528618524e-10
1982,4.966001831974154e-09,6.207502289967692e-10
1983,9.47297440490047e-09,6.315316047889041e-10
1984,7.538710988796993e-09,1.739702604197646e-09
1985,6.617113967877231e-09,6.015558051686298e-10
1986,7.1933827783254856e-09,4.196139880008332e-09
1987,1.1610551631235921e-08,5.49973533381376e-09
1988,4.197587610832443e-09,6.596209356501959e-09
