year,pouvaient_VERB enseigner_VERB,pouvaient_VERB renseigner_VERB
1989,6.585746614717891e-09,5.488121956886971e-09
1990,2.724325431913144e-09,1.089730194969718e-09
1991,6.4476117778156095e-09,5.861465202094962e-10
1992,1.1019888113139586e-08,1.65298330578878e-09
1993,5.539207315052863e-09,1.661762283333701e-09
1994,1.2132331583813993e-08,3.164955852952289e-09
1995,5.964695848348356e-09,2.1689803286761844e-09
1996,1.2277611816102763e-08,4.270473752399084e-09
1997,9.58978851883785e-09,2.3974471297094624e-09
1998,6.675381136744818e-09,1.43043876743576e-09
1999,5.484241505371301e-09,1.3710603763428253e-09
2000,7.95245647111642e-09,3.092622158362701e-09
2001,3.5049694258049158e-09,1.3143635069212678e-09
2002,8.762443215459825e-09,4.38122149670761e-10
2003,7.500461585152607e-09,1.6667691671301554e-09
2004,1.0131019578807354e-08,8.809582507929292e-10
2005,4.053374524914943e-09,1.8014998381943315e-09
2006,7.823991232669414e-09,1.2353669198716943e-09
2007,1.1583990655594789e-08,1.997239706952314e-09
2008,5.5346713878634546e-09,4.257439678578834e-10
2009,8.105927484791664e-09,3.337734755248789e-09
2010,4.723792912386671e-09,9.447586046817946e-10
2011,5.353560705856353e-09,7.64794394481072e-10
2012,4.765953853791416e-09,2.382976926895708e-09
2013,5.578249862026041e-09,1.1156500168141292e-09
2014,5.846701789380404e-09,1.9489005964601347e-09
2015,5.098123256885856e-09,6.649726325136385e-10
2016,8.078226088059637e-09,2.278474076078396e-09
2017,3.773417134311785e-09,1.0062445321423752e-09
2018,7.228107001822082e-09,7.744400121190154e-10
2019,5.3570743396846865e-09,2.806086474294034e-09
