year,voulut_VERB avoir_VERB,voulut_VERB ravoir_VERB
1800,5.785262828794657e-07,0.0
1801,5.976768306936719e-07,2.3811825844433088e-09
1802,5.975033445793088e-07,2.2378401354217203e-08
1803,7.840363878131029e-07,1.3652374342143503e-08
1804,7.786330229464511e-07,4.943701892301533e-09
1805,6.993479360062338e-07,0.0
1806,6.397305583050183e-07,0.0
1807,5.181458391234628e-07,0.0
1808,4.758755380862567e-07,1.1330369531492579e-08
1809,6.596368962163979e-07,0.0
1810,5.312087978381896e-07,0.0
1811,7.420946985803312e-07,0.0
1812,8.081640885393426e-07,2.400487453257938e-08
1813,7.131839083740488e-07,0.0
1814,9.40856466513651e-07,0.0
1815,5.394447271100944e-07,0.0
1816,4.078982840383105e-07,6.952811659743929e-09
1817,7.644248398719355e-07,0.0
1818,7.665316843485925e-07,1.7881765401739358e-08
1819,8.788041441221139e-07,3.1053151161586356e-09
1820,8.543866556465218e-07,1.898636980968149e-08
1821,8.559771913496661e-07,0.0
1822,7.348776307480875e-07,1.0025615893027862e-09
1823,1.3064911854598904e-06,9.882686891060644e-10
1824,1.0787445035020937e-06,1.9368560089105813e-08
1825,8.831859190649993e-07,3.522177216552791e-09
1826,9.63593492997461e-07,7.0463874735082754e-09
1827,7.548946427959891e-07,0.0
1828,7.814800824235135e-07,0.0
1829,8.178810162462469e-07,8.57317605795771e-10
1830,7.848500445106765e-07,1.0436835395921662e-08
1831,5.020368121222418e-07,3.1182412207897414e-09
1832,5.168448069525766e-07,4.058990921151917e-09
1833,7.239767683131504e-07,0.0
1834,6.142121264929301e-07,1.8669061851994684e-09
1835,8.727803333385964e-07,7.563087933704082e-10
1836,8.300126523863582e-07,3.36037508930076e-09
1837,6.776985514989065e-07,1.1828414692161004e-08
1838,9.853284836935927e-07,2.7142295522253335e-08
1839,7.452912313965498e-07,6.9914751765765e-10
1840,6.739130640198709e-07,3.1848443882154243e-09
1841,6.343502150230051e-07,1.926164472365599e-08
1842,7.137593911465956e-07,1.341653010911159e-09
1843,7.170989988480869e-07,9.451057714215949e-09
1844,6.805815928601078e-07,8.781698035420504e-09
1845,6.138250796539069e-07,5.022205318283568e-09
1846,6.966856744838879e-07,8.196302303531411e-09
1847,6.692990268675203e-07,1.6179670936367074e-09
1848,6.774076837245957e-07,6.43617736884039e-09
1849,5.93262598158617e-07,2.513824481908955e-09
1850,6.63284936308628e-07,6.788996032014438e-09
1851,7.178225587267661e-07,8.384270167027807e-09
1852,5.436305627881666e-07,2.6042181744401205e-09
1853,6.39593906726077e-07,6.569124799682413e-09
1854,8.42217218632868e-07,1.0910895298366086e-08
1855,7.917950028968335e-07,6.368324534378189e-09
1856,6.797649234613345e-07,1.5531567143511893e-09
1857,7.30273768567713e-07,6.8341128311999455e-09
1858,6.763060014236544e-07,4.404308473482388e-09
1859,7.261439236572187e-07,1.018434669930457e-09
1860,6.467560638157011e-07,0.0
1861,6.800419782848621e-07,4.715963619617014e-09
1862,7.070648280205205e-07,4.517986262886353e-10
1863,5.948593297944171e-07,1.4983863039219614e-09
1864,6.913997481206025e-07,4.315255264231155e-09
1865,5.728229552914854e-07,9.41368871743009e-10
1866,5.741423478866636e-07,9.731225825149181e-10
1867,6.167923629618599e-07,9.7056229719783e-10
1868,6.752807735210808e-07,4.93987406535723e-10
1869,5.508609319804236e-07,2.9301114867763545e-09
1870,6.14116629549244e-07,2.2936195165357276e-09
1871,4.768908752339485e-07,3.18635318130589e-09
1872,4.81972961097199e-07,1.7537283625301825e-08
1873,5.764522370554914e-07,5.387403856360606e-09
1874,5.544437158278015e-07,1.0156835372754358e-08
1875,5.137931111676153e-07,4.577221712764867e-09
1876,5.773944167231093e-07,6.04601479992084e-10
1877,5.015886017645244e-07,8.040260901509555e-09
1878,5.628430699289311e-07,6.6429977074733415e-09
1879,5.706110073333548e-07,1.4662380642960215e-08
1880,4.511745999025152e-07,1.2835692508872398e-08
1881,4.4554323608281265e-07,9.064259565150223e-09
1882,5.424138862508698e-07,0.0
1883,4.733184937322221e-07,1.0110942305630033e-08
1884,3.6903486488881754e-07,3.9610181801208455e-09
1885,4.0800873080115707e-07,6.445635691854079e-10
1886,4.2334721683801035e-07,5.162771099520569e-09
1887,3.499503691273276e-07,6.528924623161458e-10
1888,4.6983956281110295e-07,6.340614699951175e-10
1889,4.147520655806147e-07,3.759081934617825e-09
1890,4.155481008183415e-07,3.2771931834929546e-09
1891,3.588685899558186e-07,1.9122659011827636e-09
1892,4.40676416246788e-07,2.5074049503359674e-09
1893,3.454871659869241e-07,2.463366621796581e-09
1894,3.138166562166589e-07,1.2603078580752936e-09
1895,3.3102378438343294e-07,1.8055843487019274e-09
1896,3.561805499430193e-07,5.89702897624278e-10
1897,3.006584279319213e-07,7.574727511894253e-09
1898,3.508179986511095e-07,3.960848538042683e-09
1899,3.1562473168378347e-07,6.633094074004475e-09
1900,3.5247251162218163e-07,4.15284251431558e-09
1901,3.347654740082362e-07,0.0
1902,2.9068880280647136e-07,2.455141867585553e-09
1903,3.04032397480114e-07,5.940242076007962e-09
1904,2.977542408189038e-07,2.1498500757388683e-09
1905,3.282242744262476e-07,4.64468330463319e-09
1906,2.901319930970203e-07,1.0288369045596824e-09
1907,3.1319916615757393e-07,3.0857059130084963e-09
1908,3.03032692272609e-07,3.929111258571538e-09
1909,3.1795684662938584e-07,2.2003934230241384e-09
1910,3.211834496141819e-07,5.344150677544235e-10
1911,3.0751763802072674e-07,1.0640748282497725e-09
1912,2.912066463522933e-07,2.0837684910901544e-09
1913,2.640888965288468e-07,4.772690687104841e-09
1914,2.9398705692074145e-07,2.0090231700464756e-09
1915,1.9673872486691835e-07,0.0
1916,2.010705486554798e-07,1.0987462051303964e-09
1917,1.8971914528265188e-07,0.0
1918,2.389166411376209e-07,2.2972752589112133e-09
1919,1.9888952351720945e-07,0.0
1920,2.627564299473306e-07,7.572231730534895e-10
1921,1.9159051589667797e-07,1.5145494858259667e-09
1922,2.8257491635486076e-07,0.0
1923,2.3355086398169078e-07,1.0615948120573648e-09
1924,3.029531683296227e-07,3.867487219366694e-09
1925,2.628564459428162e-07,3.299453377181294e-09
1926,2.4298580569848127e-07,1.1146138456652466e-09
1927,2.5866202690849605e-07,2.2298449753321847e-09
1928,2.593711485587846e-07,2.2852082448565625e-09
1929,2.484310641648335e-07,0.0
1930,2.57338285791775e-07,5.2518016602221e-09
1931,2.2810712607679307e-07,1.1405356659111021e-09
1932,2.038473780885397e-07,2.1919073223131136e-09
1933,1.5141273479457595e-07,3.4411986593596566e-09
1934,2.2525370013681822e-07,2.3963160344919743e-09
1935,1.9987034249879798e-07,1.196828414151696e-09
1936,1.7580836697561608e-07,3.6374143697059935e-09
1937,1.2968851592631836e-07,2.5182236296217297e-09
1938,1.4521040725412604e-07,5.186085783037697e-09
1939,1.391758530644438e-07,0.0
1940,1.572185368559076e-07,0.0
1941,1.4167213180371618e-07,0.0
1942,1.5474479653221351e-07,0.0
1943,1.9161352327046188e-07,0.0
1944,1.83151612986876e-07,0.0
1945,2.1567190344740084e-07,0.0
1946,1.5034792966162058e-07,0.0
1947,1.8715766714194615e-07,0.0
1948,1.6090393728518393e-07,0.0
1949,1.2369430635317258e-07,2.945102384188658e-09
1950,1.510221352418739e-07,7.444753258312176e-09
1951,1.5672260644805647e-07,1.0661401761424827e-09
1952,1.5922654483802035e-07,2.1089607837865287e-09
1953,1.4544666271376627e-07,0.0
1954,1.0945240092041786e-07,2.9317608341017376e-09
1955,1.1356585360999816e-07,0.0
1956,1.1860752380243866e-07,0.0
1957,1.369430862041554e-07,0.0
1958,8.768578396711746e-08,8.272243445794913e-10
1959,1.1083569262382298e-07,4.650448914844674e-09
1960,1.2803542404071777e-07,6.920833350854139e-10
1961,1.1950834277740796e-07,6.948159270159238e-10
1962,1.2874171773091803e-07,0.0
1963,1.2802784965515457e-07,6.466053248388448e-10
1964,1.478404243471232e-07,1.2167936658258327e-09
1965,1.4829237215963076e-07,1.6416130677043839e-09
1966,1.8057383499581192e-07,4.985167390003653e-09
1967,1.8538061397066485e-07,1.4791006197611978e-09
1968,2.0435942360563786e-07,0.0
1969,1.7440349608932593e-07,9.083515606356229e-10
1970,1.6693371662768186e-07,1.8394900047624674e-09
1971,1.495273664886554e-07,5.138397485282553e-10
1972,1.333838213213312e-07,2.565073486948677e-09
1973,1.2900896706469211e-07,2.205281512956958e-09
1974,8.888402902584858e-08,1.6876715580593782e-09
1975,8.967023745753977e-08,1.1422960355389478e-09
1976,1.1369918695436354e-07,1.142705374768127e-09
1977,8.991476363462425e-08,0.0
1978,1.3841578550000122e-07,1.1881182704343018e-09
1979,8.368321857687988e-08,5.851973350345929e-10
1980,8.072913715295726e-08,1.7055452605774235e-09
1981,5.69299452024552e-08,1.2651099057237047e-09
1982,7.386928047026231e-08,0.0
1983,6.883694680936969e-08,6.315316047889041e-10
1984,6.436899724349132e-08,5.799008495621649e-10
1985,6.797580454076524e-08,1.2632671797518924e-08
1986,6.953602849080198e-08,5.994485463567401e-10
1987,5.377518874638554e-08,0.0
1988,5.936588109989316e-08,0.0
1989,6.146697018039049e-08,5.488122178931576e-10
1990,6.919786699199904e-08,1.089730194969718e-09
1991,6.682070363694947e-08,1.7584396161396398e-09
1992,6.116037809533736e-08,0.0
1993,5.871559949355287e-08,0.0
1994,8.017888575295729e-08,0.0
1995,7.049185768437383e-08,0.0
1996,5.658377588702024e-08,2.6690460952494277e-09
1997,6.185413781167881e-08,0.0
1998,5.4833485307881347e-08,4.768129224785866e-10
1999,5.484241327735617e-08,0.0
2000,5.3899984919780763e-08,0.0
2001,6.790878614992835e-08,4.3812117822561447e-10
2002,8.324320788233308e-08,8.76244299341522e-10
2003,7.583799543908754e-08,0.0
2004,5.726228735625227e-08,8.809582507929292e-10
2005,6.170137112349039e-08,4.5037495954858286e-10
2006,5.188541152278958e-08,0.0
2007,4.7933752966855536e-08,0.0
2008,5.321799534385718e-08,4.257439678578834e-10
2009,6.198650481792356e-08,0.0
2010,4.440365586333428e-08,4.723793023408973e-10
2011,6.577231914661752e-08,0.0
2012,7.829780912516071e-08,0.0
2013,8.395266348770747e-08,2.789125042035323e-10
2014,1.3837194501320482e-07,0.0
2015,1.8331078877054097e-07,1.329945265027277e-09
2016,1.8807767787620833e-07,6.214020409345267e-10
2017,5.685281578848844e-08,2.515611330355938e-10
2018,1.0067719813378062e-07,2.5814667070633845e-10
2019,2.1377277903411596e-07,1.02039510174734e-09
