year,voulut_VERB emporter_VERB,voulut_VERB remporter_VERB
1800,1.8864987794131594e-08,0.0
1801,9.524730337773235e-09,0.0
1802,2.2378401354217203e-09,0.0
1803,7.801356893821776e-09,0.0
1804,1.730295728918918e-08,0.0
1805,4.5486043376286034e-08,0.0
1806,2.881669125542885e-08,0.0
1807,8.256169792275614e-08,0.0
1808,4.758755522971114e-08,0.0
1809,0.0,0.0
1810,1.6380887757350138e-08,0.0
1811,2.757784400841956e-08,0.0
1812,2.400487453257938e-08,0.0
1813,3.4508900625951355e-08,0.0
1814,6.293354282149721e-09,0.0
1815,8.091670444798638e-09,8.091670444798638e-09
1816,9.270415546325239e-09,0.0
1817,2.9580593974287694e-08,0.0
1818,6.556647491606782e-08,0.0
1819,2.4842520929269085e-08,0.0
1820,2.3732962262101864e-09,0.0
1821,8.875339574387908e-09,3.94459531705138e-09
1822,1.9048670196752937e-08,0.0
1823,5.929612001409623e-08,9.882686891060644e-10
1824,6.06320114115988e-08,0.0
1825,8.277116592125822e-08,8.805443041381977e-10
1826,6.165588928297439e-08,0.0
1827,5.438191053031005e-08,0.0
1828,1.3758452155343548e-08,0.0
1829,4.8009784592295546e-08,2.571952872898464e-09
1830,1.1480519646056564e-08,5.218417697960831e-09
1831,2.8064171431196883e-08,7.795603274018958e-09
1832,1.0823975493678972e-08,1.3529969367098715e-09
1833,1.3900354645102198e-08,1.1583628500844156e-09
1834,2.42697808516823e-08,9.334530925997342e-10
1835,4.5378527602224494e-08,0.0
1836,1.1425274948351216e-08,0.0
1837,3.270208637218275e-08,0.0
1838,4.797243136067664e-08,0.0
1839,6.082583325905944e-08,6.9914751765765e-10
1840,6.624475901162441e-08,0.0
1841,1.0272877659645019e-08,1.926164561183441e-09
1842,3.287049921141261e-08,0.0
1843,2.3036953678001737e-08,8.269675610961258e-09
1844,4.8848196598783034e-08,0.0
1845,2.622707206967334e-08,0.0
1846,2.9272506196775794e-08,1.1709002656346001e-09
1847,3.128069891999985e-08,5.393223645455691e-10
1848,3.137636639394259e-08,0.0
1849,1.4245005175439474e-08,0.0
1850,3.2587180953669304e-08,6.788996032014438e-09
1851,3.0957306051959677e-08,0.0
1852,1.9531636752390114e-08,0.0
1853,2.508211416341055e-08,0.0
1854,6.182840905921694e-08,0.0
1855,3.6087172361476405e-08,0.0
1856,1.8120163147727908e-08,0.0
1857,4.1980978693345605e-08,0.0
1858,1.761723389392955e-08,0.0
1859,3.768208145515928e-08,4.073738679721828e-09
1860,2.4716793944890014e-08,0.0
1861,3.584132457490341e-08,0.0
1862,2.0782737308877586e-08,1.3553959066214816e-09
1863,2.8968800691586694e-08,4.994620828036034e-10
1864,2.828889478223573e-08,0.0
1865,2.2592853810010638e-08,9.41368871743009e-10
1866,2.919367680931373e-08,0.0
1867,2.329349513274792e-08,0.0
1868,2.6181332657415624e-08,6.915823469455518e-09
1869,2.6371003158942585e-08,1.4650557433881772e-09
1870,3.7271316699616364e-08,0.0
1871,2.8677177965619194e-08,0.0
1872,1.5723081503438152e-08,0.0
1873,1.6760813181804224e-08,3.591602570907071e-09
1874,2.3898437007119355e-08,0.0
1875,2.345826111138649e-08,0.0
1876,1.1487427897804992e-08,0.0
1877,2.4120781816350245e-08,6.184815992682502e-10
1878,1.3889904337816006e-08,0.0
1879,2.932476128592043e-08,0.0
1880,3.016387850607316e-08,0.0
1881,1.324776466304911e-08,0.0
1882,1.5972924316542958e-08,0.0
1883,2.1485751844352308e-08,1.2638677882037541e-09
1884,1.7824582698722224e-08,0.0
1885,1.160214413431504e-08,0.0
1886,1.871504551331782e-08,0.0
1887,2.9380160526670807e-08,0.0
1888,1.4583413587843097e-08,6.340614699951175e-10
1889,6.891650361495749e-09,0.0
1890,4.129263331265065e-08,0.0
1891,1.3385862196457765e-08,0.0
1892,1.7551833764173352e-08,0.0
1893,8.621783287310336e-09,0.0
1894,1.3863386882917439e-08,6.301539290376468e-10
1895,1.3240951446391591e-08,0.0
1896,8.255840455717589e-09,0.0
1897,2.0976168357833558e-08,0.0
1898,1.3014216371232123e-08,5.6583548957434e-10
1899,6.080336234504102e-09,5.527578395003729e-09
1900,1.245852754294674e-08,0.0
1901,1.7883964531506535e-08,0.0
1902,7.856454153909453e-09,3.437198747846537e-09
1903,9.1803746826713e-09,1.0800440541913758e-09
1904,1.3974025492302644e-08,0.0
1905,7.2250627702885595e-09,0.0
1906,1.18316245689698e-08,0.0
1907,8.742834012309686e-09,0.0
1908,5.40252820258047e-09,0.0
1909,9.901770070541716e-09,0.0
1910,1.3894791983659616e-08,0.0
1911,1.1172785363555704e-08,0.0
1912,9.897900277167082e-09,0.0
1913,6.893886794756554e-09,0.0
1914,4.68772043404897e-09,0.0
1915,1.295883844676382e-08,0.0
1916,2.8567400889301098e-08,0.0
1917,1.315970976634162e-08,0.0
1918,2.067547733020092e-08,5.743188147278033e-09
1919,1.1049418269237776e-08,0.0
1920,7.572231730534895e-09,0.0
1921,9.844571380313027e-09,0.0
1922,5.902348387820666e-09,0.0
1923,1.6985516992917837e-08,0.0
1924,1.933743654092268e-08,1.289162443462999e-09
1925,1.8696901804560184e-08,1.0998177923937646e-09
1926,1.671920735191179e-08,0.0
1927,7.804457524684949e-09,0.0
1928,6.8556245125250825e-09,0.0
1929,1.4482528065684619e-08,0.0
1930,1.2604324695075775e-08,0.0
1931,9.124285327288817e-09,1.1405356659111021e-09
1932,7.6716757391182e-09,1.0959536611565568e-09
1933,1.9500125958415992e-08,0.0
1934,5.990790086229936e-09,0.0
1935,7.180970484910176e-09,0.0
1936,2.424942913137329e-09,0.0
1937,8.813782592653752e-09,0.0
1938,1.2965214457594243e-09,0.0
1939,1.988226472349197e-08,0.0
1940,1.0143131667916805e-08,0.0
1941,5.9030051957620344e-09,0.0
1942,4.5513175450651033e-08,0.0
1943,2.6129116648121453e-08,0.0
1944,9.639558484764166e-09,0.0
1945,1.089252066321933e-08,0.0
1946,1.2528993842408909e-08,0.0
1947,7.152522574216391e-09,4.7683483828109274e-09
1948,4.348755133776194e-09,0.0
1949,5.890204768377316e-09,0.0
1950,3.190608444114673e-09,0.0
1951,5.330700769690111e-09,1.0661401761424827e-09
1952,3.1634410646574906e-09,1.0544803918932644e-09
1953,1.0773827163745864e-08,0.0
1954,4.886268278880834e-09,2.9317608341017376e-09
1955,4.6928039232341234e-09,0.0
1956,1.0465369904011368e-08,0.0
1957,7.068030161150318e-09,0.0
1958,7.445019267748876e-09,0.0
1959,6.200598257066758e-09,3.8753737996444215e-09
1960,8.997083078554624e-09,0.0
1961,8.33779090214648e-09,0.0
1962,5.7077609305622445e-09,0.0
1963,1.0992290633282664e-08,6.466053248388448e-10
1964,9.125952438182594e-09,1.2167936658258327e-09
1965,8.755269398363907e-09,0.0
1966,6.092982118843793e-09,0.0
1967,4.930335695263466e-09,9.860671168482327e-10
1968,8.982831367632116e-09,0.0
1969,4.541757636644661e-09,1.3625273131978588e-09
1970,4.598724956395017e-09,9.197450023812337e-10
1971,6.166076982339064e-09,0.0
1972,3.0780880067027283e-09,0.0
1973,3.859242703185828e-09,0.0
1974,7.875800456247362e-09,0.0
1975,5.711480177694739e-09,0.0
1976,6.8562320265641574e-09,0.0
1977,4.7014254711541525e-09,0.0
1978,8.316828115084718e-09,2.3762365408686037e-09
1979,7.607565244427406e-09,0.0
1980,6.822181042309694e-09,0.0
1981,6.958104314946922e-09,6.325549528618524e-10
1982,5.586751949948621e-09,0.0
1983,1.2630632095778083e-09,0.0
1984,5.219107812592938e-09,5.799008495621649e-10
1985,1.0828004270990732e-08,0.0
1986,4.196139880008332e-09,0.0
1987,6.110816741511371e-09,0.0
1988,4.197587610832443e-09,0.0
1989,2.7440609784434855e-09,0.0
1990,2.724325431913144e-09,0.0
1991,1.2309077312977479e-08,0.0
1992,3.856960972825618e-09,0.0
1993,7.200969598386564e-09,0.0
1994,2.1099706426497278e-09,0.0
1995,7.591431483433553e-09,0.0
1996,3.736664311304594e-09,0.0
1997,2.876936688878118e-09,1.438468344439059e-09
1998,7.152193948201102e-09,0.0
1999,6.398281460207045e-09,0.0
2000,3.5344251969604557e-09,4.4180314962005696e-10
2001,5.257454027685071e-09,4.3812117822561447e-10
2002,6.571832411594869e-09,4.38122149670761e-10
2003,5.416999737661854e-09,0.0
2004,4.404791198453495e-09,0.0
2005,4.053374524914943e-09,4.5037495954858286e-10
2006,2.0589450144825605e-09,4.1178899179428186e-10
2007,2.3966877371606188e-09,0.0
2008,3.8316958494988285e-09,0.0
2009,3.814554005998616e-09,0.0
2010,3.3066551718974324e-09,4.723793023408973e-10
2011,4.206369030868018e-09,7.64794394481072e-10
2012,7.489355802192676e-09,1.7021263287730903e-09
2013,8.646287241731443e-09,0.0
2014,6.9294245896855955e-09,2.1654451842767486e-10
2015,9.087958829923082e-09,0.0
2016,1.491364898242864e-08,0.0
2017,4.528100561174142e-09,0.0
2018,7.228107001822082e-09,2.5814667070633845e-10
2019,7.397864543179367e-09,2.55098775436835e-10
