year,tout_ADV à_ADP,tout_ADV a_ADP,tout_ADV ras_ADJ
1800,5.996550646614196e-05,8.174827748064217e-08,3.144164395507687e-08
1801,5.755794586548291e-05,8.096020920334013e-08,0.0
1802,5.0000062287836045e-05,3.1329761895904085e-08,0.0
1803,4.7473206336690055e-05,9.75169611727722e-09,0.0
1804,5.224009714765998e-05,7.168367943677367e-08,0.0
1805,6.225902257028793e-05,4.8328920421170096e-08,5.685755422035754e-09
1806,5.2717253765877103e-05,4.610670689686458e-08,8.645007376628655e-09
1807,5.1236651870567584e-05,3.701041562109708e-08,1.9928686256776018e-08
1808,5.832194665345014e-05,6.798222029757994e-08,0.0
1809,6.22611394192063e-05,1.1295152724244417e-07,4.518061036407062e-09
1810,5.4461770105262985e-05,6.552355102940055e-08,2.3401267590372754e-09
1811,5.065799268777482e-05,4.0113227850469e-08,0.0
1812,6.114308212090691e-05,9.86867028096583e-08,2.6672082320544632e-09
1813,6.606441456824541e-05,5.751483267424362e-08,0.0
1814,6.545403198288113e-05,3.776012524880912e-08,0.0
1815,5.926879180151445e-05,2.9669458667669346e-08,1.0788894222457657e-08
1816,5.627605673907965e-05,9.965696712299632e-08,2.3176038865813098e-09
1817,5.6000737231443054e-05,7.005930469095034e-08,1.556873407970727e-09
1818,6.268989727686858e-05,5.126106117359086e-08,0.0
1819,6.34426196484128e-05,6.10711972104383e-08,1.5526575580793178e-08
1820,7.145164340727206e-05,7.119888589812717e-08,3.5599443393152796e-09
1821,6.968521756789414e-05,5.6210482601848355e-08,9.86148829262845e-10
1822,6.240645120669797e-05,4.3110148340019805e-08,7.017931125119503e-09
1823,6.226586697266612e-05,9.48737950423606e-08,9.882686891060644e-10
1824,6.232381201698445e-05,8.25269044213428e-08,7.57900142644985e-09
1825,6.582596643056604e-05,4.490776062127111e-08,8.805443041381977e-10
1826,5.659746670971799e-05,5.108630807271197e-08,0.0
1827,5.6680700481592794e-05,4.97732742799073e-08,9.217273055917019e-10
1828,6.00272064730234e-05,5.961995791503583e-08,1.8344602503717056e-09
1829,6.177144928187772e-05,6.258418583371395e-08,0.0
1830,6.640228070864396e-05,5.114049561605327e-08,9.39315203396518e-09
1831,6.531935923703713e-05,5.1450979254852314e-08,0.0
1832,6.401028622349259e-05,5.5472874960216245e-08,5.411987746839486e-09
1833,7.239536080305697e-05,8.108539906181988e-08,0.0
1834,6.84099800309923e-05,6.160790455567167e-08,0.0
1835,7.839216004867922e-05,5.596685070941021e-08,1.5126175867408165e-09
1836,8.290717596537434e-05,5.914260164940899e-08,6.720750067579218e-10
1837,9.171613464786788e-05,5.844628414575226e-08,0.0
1838,9.274585499952082e-05,8.521418370932565e-08,2.5248647617104325e-09
1839,9.779255879038828e-05,8.040196541880817e-08,0.0
1840,0.00010406223827885697,8.025807729516998e-08,7.64362617644565e-09
1841,0.00010642315965014859,1.0080261336753438e-07,1.2841097074556274e-09
1842,0.00011586045684452984,1.200779422561027e-07,2.0124795163667386e-09
1843,0.00012344853439572034,1.2168236984688718e-07,3.5441467538532834e-09
1844,0.00012097996204829542,8.562155412450423e-08,1.097712254427563e-09
1845,0.00013232841365606873,9.31898081479865e-08,5.580227835366713e-09
1846,0.00011852437728521181,1.1182097270356905e-07,1.1709002656346001e-09
1847,0.00011183873994013993,1.1002176414365294e-07,1.0786447290911383e-09
1848,0.00012545236177174957,9.332457018285112e-08,1.6090443422100975e-09
1849,0.00013009125450480497,9.971503911465618e-08,1.0893239199560867e-08
1850,0.00012350541419436922,1.5343131121170472e-07,1.3577992064028876e-09
1851,0.00012202789821458282,9.80314658338699e-08,1.2898877521649865e-09
1852,0.00011970158493568306,1.4453410646098064e-07,5.208436348880241e-09
1853,0.00013033382310823072,1.3735443404883085e-07,7.166318205520383e-09
1854,0.00012854229908043635,1.3456770964204168e-07,1.8704392701351935e-08
1855,0.00013001359366171528,1.1675261646360013e-07,3.1841622671890946e-09
1856,0.0001332561955678102,1.4962076833047178e-07,3.1063134287023786e-09
1857,0.00014055670726520475,1.513267823272102e-07,1.122747050885664e-08
1858,0.0001448121965950122,1.3115051933354493e-07,3.4255731584664773e-09
1859,0.00014625536550738616,1.4054398800311674e-07,9.165912473463322e-09
1860,0.00015165446711762343,1.4784304203097065e-07,9.154367819341758e-10
1861,0.0001457020548514265,1.5091083738205668e-07,2.8295783494058924e-09
1862,0.0001443722539988812,1.5090074245716067e-07,3.162590411776023e-09
1863,0.00014179428853822174,1.2186874803754577e-07,2.9967726078439227e-09
1864,0.00014899808820700855,1.308960722035124e-07,3.835782358407869e-09
1865,0.00014870568656988326,1.6332749636083221e-07,1.4120533631256649e-09
1866,0.00014458412306339596,1.6007866254774683e-07,7.784980660119345e-09
1867,0.00014644620114268037,1.4461378583519036e-07,2.426405742994575e-09
1868,0.0001453874083381379,1.4029242401125686e-07,9.87974813071446e-10
1869,0.00014983906567067606,1.484589858824492e-07,9.767038289254515e-10
1870,0.0001450955105610774,1.9381084337410925e-07,2.8670243956696595e-09
1871,0.00013902164846513188,1.2851624475729295e-07,0.0
1872,0.00014662136345577892,1.6630182919641356e-07,3.0236697590169115e-09
1873,0.00014542338885803474,2.0651715659791847e-07,0.0
1874,0.00014453058065555524,1.601195289135937e-07,6.572069999322139e-09
1875,0.00014738997560925782,1.630635239613376e-07,4.005069165202713e-09
1876,0.0001441116019123001,1.505457676298505e-07,3.02300739996042e-09
1877,0.00013781624875264242,1.3915836238886925e-07,3.710889595609501e-09
1878,0.00013375131629800308,1.5580848744534137e-07,4.831270938865373e-09
1879,0.00013544679586630082,1.6556271387191401e-07,3.0546627449723474e-09
1880,0.0001329270753558376,1.6493865340194702e-07,1.2835692508872398e-09
1881,0.000138992057145515,2.210284916759342e-07,4.8807553554297556e-09
1882,0.00014284121061791666,1.7769878901674474e-07,1.9966155395678697e-09
1883,0.00013893320101487916,1.9210790586088322e-07,2.5277355764075082e-09
