year,tout_ADV à_ADP,tout_ADV a_ADP,tout_ADV ras_ADJ
1884,0.00014087558611208806,1.802263289718553e-07,1.3203393933736152e-09
1885,0.00013081610904919216,2.0110383747162786e-07,1.0313017106966527e-08
1886,0.00013135573317413218,2.2845262354076468e-07,6.4534639854230136e-09
1887,0.00013147817844583187,1.7758675180390426e-07,8.48760173255414e-09
1888,0.00013163432777218986,2.0226561381342378e-07,5.706553452000662e-09
1889,0.00013277516154630575,1.9421923952434028e-07,5.6386229019267375e-09
1890,0.0001315537538175704,2.2022738027649424e-07,1.3108772956016423e-09
1891,0.00012802430046576774,1.905891812148397e-07,6.3742202627281586e-09
1892,0.00012835468487537582,1.9557758612620546e-07,6.8953633913793055e-09
1893,0.00012789860738848802,2.1184952769814913e-07,3.695050043717174e-09
1894,0.00012826090369344456,2.1425233187599702e-07,5.671385139294216e-09
1895,0.00013051545556663768,2.2389246567833254e-07,9.027921521465032e-09
1896,0.00012911957674077712,2.3057383380375995e-07,9.435246361988447e-09
1897,0.00012863577603638987,2.2782449549119121e-07,1.7480140668268973e-09
1898,0.00012961310812897864,2.5066511699645133e-07,7.921697076085366e-09
1899,0.00012921599045512266,2.1612830813921846e-07,3.8693048765026106e-09
1900,0.00012852684494646383,2.0504660169784472e-07,7.26747462209687e-09
1901,0.00012670006208281848,2.352859079790548e-07,4.470991132876634e-09
1902,0.00011183269634784665,2.1507043429513928e-07,1.9641135384773634e-09
1903,0.0001246268225258973,2.6029061106491724e-07,4.860198465905796e-09
1904,0.00012312459875829518,2.2788410269924952e-07,1.1286712897629059e-08
1905,0.00012582962517626584,2.2242871244859685e-07,2.580379465655369e-09
1906,0.00012726609838864533,2.1605574884731027e-07,4.115347618238729e-09
1907,0.00012527966600828222,2.5199932374153633e-07,9.257117739025489e-09
1908,0.00013172542549000354,2.1855682019733536e-07,8.840499887696751e-09
1909,0.00013066156179775135,2.447937701433034e-07,2.7504918342913243e-09
1910,0.00013629241675516823,2.3353938893855286e-07,1.068830135508847e-09
1911,0.00012526022737802123,2.6601870461995247e-07,2.6601871816467337e-09
1912,0.00012767197222274262,2.2556793716210777e-07,9.376957876838787e-09
1913,0.00012890666403109208,2.2219526135680567e-07,3.181793939432964e-09
1914,0.00012534027200672426,2.2969831214858516e-07,2.678697486047099e-09
1915,0.00011946870654355735,2.049852542151953e-07,9.424609537234119e-09
1916,0.00011994792703262647,2.4611914817285196e-07,1.4283700444650549e-08
1917,0.00012515322214312619,2.1494192115056876e-07,1.0966424435210342e-09
1918,0.00011930209575439221,2.6074073389281693e-07,3.44591288836682e-09
1919,0.00011851973886223277,2.1085973350709608e-07,4.603924352863942e-09
1920,0.00012195609542686725,1.8173356375328353e-07,6.057785384427916e-09
1921,0.00013098656745569315,1.7190136447631232e-07,5.300923255902035e-09
1922,0.0001339936334261438,1.8813736119005497e-07,5.902348387820666e-09
1923,0.00013234159223429742,1.0828266949758358e-07,2.1231896241147297e-09
1924,0.00013696963742404478,1.1344629291532016e-07,2.578324886925998e-09
1925,0.00013368395593715832,1.1768050467431124e-07,5.499089184013428e-09
1926,0.0001341460001640371,1.5047287083014282e-07,3.343841648018042e-09
1927,0.00013676307844434632,1.1260717058814151e-07,8.919379901328739e-09
1928,0.00012859438265877543,1.0397697403075057e-07,3.4278122562625413e-09
1929,0.0001318132835876895,1.1920234821438669e-07,1.3368487650211591e-08
1930,0.00012546134348667692,1.0398567562575067e-07,1.0503603542488804e-09
1931,0.00012393972974678036,1.0949142570382264e-07,1.596749932275543e-08
1932,0.00011971321328019258,1.2384276637522618e-07,0.0
1933,0.0001151918313553324,1.5141274323227094e-07,1.1470662197865522e-09
1934,0.00011605598410824314,1.258065900344718e-07,1.4377896206951846e-08
1935,0.00011731671202142024,7.659701939388697e-08,3.590485242455088e-09
1936,0.00011730661026376765,1.2245961711343512e-07,3.6374143697059935e-09
1937,0.00011173358234373154,1.0576539077877811e-07,2.5182236296217297e-09
1938,0.0001120596457440115,1.30948667909081e-07,5.186085783037697e-09
1939,0.00010515118765397347,1.0858776100519663e-07,0.0
1940,9.424997779206024e-05,1.5214697701715352e-07,5.0715658339584024e-09
1941,0.00010349739250159473,9.444808135583571e-08,1.1806010391524069e-08
1942,0.00010788140070872032,1.2136847393762196e-07,6.068423541449874e-09
1943,0.00010679841034288984,1.3354882133498336e-07,2.9032352077962287e-09
1944,0.00011110233981526108,1.7993842149621742e-07,3.2131861615880553e-09
1945,0.00011403161443013232,1.0238969050391233e-07,4.357008087652048e-09
1946,0.00011417811629144126,7.9350293447078e-08,4.1763312808029696e-09
1947,0.00012565074575832114,1.3351375849346425e-07,5.960435700558264e-09
1948,0.00011529854691616492,1.1959077084178205e-07,9.784699273041042e-09
1949,0.00010179354012507247,1.7866955337453305e-07,6.8719057111366055e-09
1950,0.00010948785484288237,1.127348325802302e-07,1.2762433776458693e-08
1951,0.00011344584709149785,1.2047384045921206e-07,1.0661401761424827e-09
1952,0.0001045875837917265,1.1282940282075771e-07,1.0544803918932644e-09
1953,0.00010033988428403973,1.1312518577444308e-07,4.3095309543161875e-09
1954,0.00011115966481156647,1.1238416686154551e-07,9.772536113672459e-10
1955,0.00010034904244093923,8.916327454144835e-08,1.8771215692936494e-09
1956,0.00010362547891418217,1.1250272757834523e-07,3.488456634670456e-09
1957,9.567020470058196e-05,1.3605958354423464e-07,8.835037701437898e-10
1958,9.61805440056196e-05,1.0174859665923464e-07,0.0
1959,0.00010010943151428364,9.688434510213284e-08,3.100299128533379e-09
1960,0.00010013891869675717,9.689166657889103e-08,6.920833350854139e-10
1961,0.00010300089888914954,1.0491720592309406e-07,4.86371165564492e-09
1962,0.00010203003103015362,1.0908165165579575e-07,6.341956404476434e-10
1963,0.00010246301690131077,8.535190354486133e-08,5.1728425987107585e-09
1964,0.00010213096629740903,1.3384730268573009e-07,7.300761772910391e-09
1965,9.988065949073643e-05,1.0342162293230928e-07,3.2832261354087677e-09
1966,9.999359554058174e-05,1.362612397359797e-07,3.3234448526542337e-09
1967,0.00010217084991381853,1.1832805490996634e-07,8.381570104631919e-09
1968,0.0001028453416438424,1.1453110193571092e-07,1.7965663401398047e-09
1969,9.288757564718253e-05,1.0536878072842093e-07,6.8126366770115965e-09
1970,9.542630641590222e-05,1.2048659972507814e-07,2.7592350626548523e-09
1971,9.841007658906165e-05,1.3616753613554522e-07,4.624557625731995e-09
1972,9.356567352369893e-05,1.4056602493095482e-07,2.0520587451500205e-09
1973,9.526540270599071e-05,9.978898884988041e-08,3.859242703185828e-09
1974,8.764978429098846e-05,1.0632330166293613e-07,1.1251143350321513e-09
1975,8.432486674792017e-05,1.3079289340467426e-07,3.998036124386317e-09
1976,8.870650390235824e-05,1.279829981437608e-07,2.285410749536254e-09
1977,9.012221244120155e-05,1.0695742747035553e-07,0.0
1978,9.222589869750664e-05,1.5742566872312125e-07,0.0
1979,9.671147017797921e-05,1.515661109952049e-07,3.5111840102075575e-09
1980,9.776412434803206e-05,1.4667688313929617e-07,2.2740602734216964e-09
1981,9.65702652138134e-05,1.2271566185440008e-07,5.060439622894819e-09
1982,9.776691967999795e-05,1.4773855350203036e-07,0.0
1983,9.901846988213947e-05,1.0799190597321484e-07,1.89459470334441e-09
1984,9.858024804998422e-05,9.046453319783154e-08,5.219107812592938e-09
1985,9.535562048768043e-05,1.1068626715182717e-07,1.2031116103372597e-09
1986,0.00010347381385145127,1.1269632627097792e-07,1.7983456945813714e-09
1987,9.830654153120122e-05,1.234385004211802e-07,4.277571630240118e-09
1988,9.841004339250503e-05,1.283262502926874e-07,2.99827696004229e-09
1989,0.00010243195902148727,1.2128749782291948e-07,2.7440609784434855e-09
1990,9.717124248709297e-05,1.149665357358387e-07,3.814055737905164e-09
1991,0.00010040338020189665,9.730032179966486e-08,1.1722930404189924e-09
1992,9.551102812110912e-05,9.697501673899822e-08,6.61193322315512e-09
1993,9.770885253601591e-05,9.305868398090666e-08,1.1078414852150331e-09
1994,9.773542524271761e-05,9.811363521627925e-08,5.274926606624319e-10
1995,9.461417585043819e-05,8.730145850677218e-08,4.337960657352369e-09
1996,9.110949167734361e-05,1.0943089145953877e-07,1.6014276571496566e-09
1997,9.088243132282514e-05,9.781584908719054e-08,2.3974471297094624e-09
1998,9.28173585634795e-05,1.0203796863006431e-07,1.9072516899143466e-09
1999,9.056767976289848e-05,9.734528522153951e-08,1.3710603763428253e-09
2000,9.004566936710034e-05,7.333932361408557e-08,3.97622823555821e-09
2001,9.268584790333989e-05,1.0733968455745035e-07,4.3812117822561447e-10
2002,9.05265487745055e-05,1.121592694275364e-07,3.066854992184176e-09
2003,9.086975478567183e-05,8.458853301140934e-08,2.5001538617175356e-09
2004,8.915121225072653e-05,7.135761950771702e-08,4.404791253964646e-10
2005,8.854551651893416e-05,1.0088399360341782e-07,2.251874686720612e-09
2006,9.019990784508991e-05,9.553504759507447e-08,8.235779835885637e-10
2007,9.583674955138122e-05,6.590891163393842e-08,1.5977917877663117e-09
2008,9.650381298342836e-05,1.0217855250793662e-07,2.554463751636149e-09
2009,9.662741922511486e-05,8.964201825278906e-08,3.337734755248789e-09
2010,0.00010691738589230226,8.03044820085752e-08,9.447586046817946e-10
2011,0.00010672055577742867,5.735957830932392e-08,2.2943831279320648e-09
2012,0.0001215747151945834,5.5148892896816903e-08,4.765953853791416e-09
2013,0.00012876469918410294,4.992533730874271e-08,5.578249862026041e-09
2014,0.00013779052460449748,3.681256824372703e-08,4.330890313042346e-09
2015,0.0001421935266989749,2.5712273865607926e-08,3.32486305154589e-09
2016,0.00014599280984839424,3.314143981469897e-08,5.3854840587064245e-09
2017,0.00011775526036217343,2.6665480767906757e-08,1.509366853724714e-09
2018,0.00013661018601851538,3.175203994176812e-08,1.8070267504555204e-09
2019,0.00013668983592651784,2.72955691382748e-08,3.5713827450933877e-09
