year,durent_VERB acheter_VERB,durent_VERB racheter_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,9.440030979135372e-09
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,1.1921177378582115e-09,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,9.861488514673056e-09,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,2.5263338088166165e-09
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,0.0,0.0
1830,0.0,0.0
1831,0.0,0.0
1832,0.0,1.3529969367098715e-09
1833,8.108539617524002e-09,0.0
1834,1.8669061851994684e-09,6.534171426153534e-09
1835,1.5126175867408165e-09,2.2689263801112247e-09
1836,6.048674894287842e-09,2.688300027031687e-09
1837,6.957890930081589e-10,6.957890930081589e-10
1838,0.0,5.049729523420865e-09
1839,1.3982950353153e-09,3.4957374772659477e-09
1840,5.732719632334238e-09,0.0
1841,1.2841097074556274e-09,1.926164561183441e-09
1842,7.379091560011375e-09,0.0
1843,1.7720733769266417e-09,0.0
1844,8.232841963717874e-09,3.2931368743049916e-09
1845,5.580227946389016e-10,1.674068439427856e-09
1846,6.439951683034906e-09,1.7563503984519002e-09
1847,3.235934187273415e-09,0.0
1848,1.769948809737798e-08,0.0
1849,0.0,4.1897072478036534e-09
1850,6.788996032014438e-10,0.0
1851,7.739326512989919e-09,0.0
1852,6.510545436100301e-09,3.2552727180501506e-09
1853,5.3747388761848924e-09,4.777545470346922e-09
1854,2.0782657816909023e-09,4.1565315633818045e-09
1855,1.0613874223963649e-09,1.6451505047143655e-08
1856,2.5885946719483854e-09,1.0354378465748937e-09
1857,9.763018171682347e-10,0.0
1858,9.297984604472731e-09,9.787352039936081e-10
1859,1.5785737161877478e-08,0.0
1860,3.204028820036342e-09,2.288591982591015e-09
1861,1.2733101684148096e-08,0.0
1862,1.1746764450037972e-08,4.517986262886353e-10
1863,1.048870412745373e-08,5.494082966350788e-09
1864,1.1986819536957682e-08,0.0
1865,5.6482134525026595e-09,9.413688495385486e-09
1866,1.1677471434268227e-08,3.8924903300596725e-09
1867,1.3102591012170706e-08,9.7056229719783e-10
1868,1.0867722721741302e-08,4.93987406535723e-10
1869,5.371870948067681e-09,2.441759683335931e-09
1870,4.013834153937523e-09,1.7202146374017957e-09
1871,7.434824311758348e-09,0.0
1872,6.047339295989218e-10,3.628403577593531e-09
1873,8.979006871356887e-09,1.1972008939764578e-09
1874,1.4936523129449597e-08,7.766991494406739e-09
1875,6.865832347102696e-09,1.1443054281912168e-09
1876,2.418405919968336e-09,4.232210137899983e-09
1877,1.1132669008873108e-08,6.184815992682502e-10
1878,3.6234530931267273e-09,3.6234530931267273e-09
1879,2.077170613290491e-08,6.10932526790009e-10
1880,8.343199908722454e-09,5.776061406947974e-09
1881,1.6036766581351003e-08,3.4862537301449947e-09
1882,1.7969540522244642e-08,2.6621540527571597e-09
1883,1.1374810426900694e-08,5.687405213450347e-09
1884,1.9144920315739e-08,3.300848483434038e-09
1885,1.4180398189012067e-08,1.933690763067375e-09
1886,2.452316216761119e-08,9.034849313138693e-09
1887,8.48760173255414e-09,6.528924512139156e-09
1888,1.014498351992188e-08,1.268122939990235e-09
1889,7.51816386923565e-09,1.2530273485467092e-09
1890,2.6217545912032847e-09,1.9663159989136147e-09
1891,2.4859458491732767e-08,7.649063604731055e-09
1892,4.387958441043338e-09,3.1342561879199593e-09
1893,8.621783287310336e-09,4.310891643655168e-09
1894,1.3863386882917439e-08,6.301539290376468e-10
1895,1.2639090662958097e-08,4.213029924926559e-09
1896,8.845543852942228e-09,8.255840455717589e-09
1897,5.826713334045053e-09,2.330685422435863e-09
1898,3.960848538042683e-09,6.7900258748920805e-09
1899,7.738609753005221e-09,1.6582735185011188e-09
1900,3.633737311048435e-09,2.595526460424935e-09
1901,5.029864968975062e-09,2.235495566438317e-09
1902,5.4013122863239005e-09,6.38336894454028e-09
1903,7.560307935250421e-09,4.860198465905796e-09
1904,1.289910045443321e-08,1.0749250378694342e-09
1905,5.160758931310738e-09,5.676835002077496e-09
1906,7.201858220895474e-09,1.0288369267641428e-08
1907,1.697138252154673e-08,1.028568674676933e-09
1908,8.840499887696751e-09,1.964555629285769e-09
1909,5.5009836685826485e-09,4.400786846048277e-09
1910,7.481810726517324e-09,4.275320542035388e-09
1911,3.7242617878519013e-09,7.448523575703803e-09
1912,1.1981668990301841e-08,4.167536982180309e-09
1913,6.893886794756554e-09,3.181793939432964e-09
1914,5.357394972094198e-09,1.0714789944188396e-08
1915,2.0027295377644805e-08,3.534228465440492e-09
1916,2.307367097387214e-08,0.0
1917,2.1932848870420685e-09,2.1932848870420685e-09
1918,6.89182577673364e-09,5.743188147278033e-09
1919,1.8415696745321952e-09,0.0
1920,9.843901693784574e-09,1.514446346106979e-09
1921,3.7863738810983705e-09,1.5145494858259667e-09
1922,3.6889677978990676e-09,7.377935484775833e-10
1923,4.246379248229459e-09,1.0615948120573648e-09
1924,2.578324886925998e-09,1.289162443462999e-09
1925,3.299453377181294e-09,1.0998177923937646e-09
1926,1.1146138456652466e-09,1.1146138456652466e-09
1927,2.2298449753321847e-09,3.3447675740205796e-09
1928,2.2852082448565625e-09,0.0
1929,5.570202965543558e-09,5.570202965543558e-09
1930,3.1510811737689437e-09,4.201441416995522e-09
1931,6.843213995466613e-09,7.983749661377715e-09
1932,4.383814644626227e-09,7.6716757391182e-09
1933,8.02946331646126e-09,1.1470662197865522e-09
1934,5.990790086229936e-09,3.5944740517379614e-09
1935,4.787313656606784e-09,5.98414207075848e-09
1936,6.0623572828433225e-09,3.6374143697059935e-09
1937,3.777335333410292e-09,5.0364472592434595e-09
1938,1.0372171566075394e-08,5.186085783037697e-09
1939,6.117620188206274e-09,1.5294050470515685e-09
1940,0.0,5.0715658339584024e-09
1941,1.7709016475464523e-08,1.4757512545315876e-08
1942,6.068423541449874e-09,0.0
1943,5.806470415592457e-09,1.1612940831184915e-08
1944,2.2492303131116387e-08,1.2852744646352221e-08
1945,6.535512131478072e-09,2.178504043826024e-09
1946,4.1763312808029696e-09,2.7842208538686464e-09
1947,9.536696765621855e-09,0.0
1948,1.195907639583993e-08,0.0
1949,3.9268033269479474e-09,0.0
1950,5.317680518146517e-09,1.0635361480382244e-09
1951,3.1984206394497505e-09,3.1984206394497505e-09
1952,9.490323193972472e-09,0.0
1953,6.464296653518886e-09,3.232148326759443e-09
1954,4.886268278880834e-09,9.772536113672459e-10
1955,1.8771215692936494e-09,9.385607846468247e-10
1956,9.593255967388359e-09,1.744228317335228e-09
1957,5.301022731885041e-09,3.534015080575159e-09
1958,3.3088973783179654e-09,2.4816730892496253e-09
1959,7.750747599288843e-09,2.325224457422337e-09
1960,6.920833239831836e-09,1.3841666701708277e-09
1961,2.08444772553662e-09,1.3896318540318475e-09
1962,3.170978146727066e-09,6.341956404476434e-10
1963,1.4871922360271128e-08,6.466053248388448e-10
1964,1.1559539991878864e-08,1.8251904432275978e-09
1965,3.830430195250756e-09,4.377634699181954e-09
1966,7.754704434148607e-09,5.539074754423723e-10
1967,7.395503320850594e-09,2.9582012395223956e-09
1968,3.1439910674890825e-09,3.1439910674890825e-09
1969,5.450109252791435e-09,1.8167031212712459e-09
1970,2.2993624781975086e-09,4.5987250119061684e-10
1971,2.0553589941130213e-09,2.0553589941130213e-09
1972,5.130146973897354e-09,1.0260293725750103e-09
1973,3.859242703185828e-09,4.410563025913916e-09
1974,3.3753431161187564e-09,1.6876715580593782e-09
1975,3.4268881066168433e-09,1.1422960355389478e-09
1976,6.8562320265641574e-09,5.713526873840635e-10
1977,8.22749424145286e-09,5.876781838942691e-10
1978,7.72276909088987e-09,5.940591352171509e-10
1979,3.5111840102075575e-09,1.1703946700691858e-09
1980,6.253665585376211e-09,1.1370301367108482e-09
1981,9.488323904349727e-09,6.325549417596221e-09
1982,1.8622506869903077e-09,1.8622506869903077e-09
1983,6.946847541655643e-09,1.89459470334441e-09
1984,1.0438215625185876e-08,1.1598016991243298e-09
1985,3.609334831011779e-09,1.2031116103372597e-09
1986,1.1988970927134801e-09,2.3977941854269602e-09
1987,3.0554083707556856e-09,1.8332451112712533e-09
1988,4.197587610832443e-09,2.398621523624911e-09
1989,5.488121956886971e-09,1.0976244357863152e-09
1990,4.358920779878872e-09,1.6345953479657283e-09
1991,3.5168792322792797e-09,1.7584396161396398e-09
1992,4.4079553340736766e-09,1.1019888335184191e-09
1993,3.877445031719162e-09,0.0
1994,5.802419433820205e-09,5.274926606624319e-10
1995,1.626735190995987e-09,5.422450821690461e-10
1996,6.939520069693117e-09,1.067618438099771e-09
1997,2.876936688878118e-09,4.79489448146353e-10
1998,3.337690568372409e-09,9.536258449571733e-10
1999,3.1991407301035224e-09,1.3710603763428253e-09
2000,3.092622158362701e-09,4.4180314962005696e-10
2001,3.943090742808408e-09,8.762423564512289e-10
2002,4.381221607729913e-09,8.76244299341522e-10
2003,2.083461403401543e-09,1.6667691671301554e-09
2004,1.7619165015858584e-09,0.0
2005,4.503749373441224e-09,2.251874686720612e-09
2006,8.235779835885637e-10,2.0589450144825605e-09
2007,2.7961355453243186e-09,3.994479413904628e-09
2008,2.554463751636149e-09,1.2772318758180745e-09
2009,2.860915504498962e-09,0.0
2010,3.3066551718974324e-09,1.8895172093635892e-09
2011,3.82397197240536e-10,7.64794394481072e-10
2012,3.404252713057332e-10,3.404252713057332e-10
2013,5.578250084070646e-10,3.6258624991347688e-09
2014,3.031623174720721e-09,1.2992671383216248e-09
2015,3.546520632724537e-09,1.5516027351836215e-09
2016,1.6570720351438695e-09,4.1426800878596737e-10
2017,1.2578056374223934e-09,2.515611330355938e-10
2018,1.290733298020541e-09,1.5488800242380307e-09
2019,2.806086474294034e-09,7.65296326310505e-10
