year,peut_VERB ajouter_VERB,peut_VERB rajouter_VERB
1853,1.88713045190525e-06,0.0
1854,1.9400611108721932e-06,0.0
1855,1.9142121345794294e-06,0.0
1856,1.982345793294371e-06,0.0
1857,1.736352828629606e-06,0.0
1858,1.860086285887519e-06,0.0
1859,1.849986574598006e-06,0.0
1860,1.6830305185067118e-06,0.0
1861,1.7562249468028313e-06,4.715963730639317e-10
1862,1.8284290490555577e-06,4.517986262886353e-10
1863,1.8505070329410955e-06,0.0
1864,1.8987122984981397e-06,0.0
1865,1.8996823882844183e-06,0.0
1866,1.773515919012425e-06,0.0
1867,1.90472849226353e-06,0.0
1868,1.9132132820232073e-06,0.0
1869,1.94217545868014e-06,4.883519144627257e-10
1870,1.873313749456429e-06,5.734048791339319e-10
1871,1.965979890883318e-06,1.0621177271019633e-09
1872,1.908540298245498e-06,0.0
1873,1.8089705235979636e-06,0.0
1874,1.9106801119050942e-06,0.0
1875,1.82688359018357e-06,5.721527140956084e-10
1876,1.928678784679505e-06,0.0
1877,1.822046783672704e-06,0.0
1878,1.8050835706162616e-06,0.0
1879,1.7607075051273569e-06,0.0
1880,1.7751763152773492e-06,0.0
1881,1.684557787484664e-06,0.0
1882,1.7942918475455372e-06,0.0
1883,1.9918556972697843e-06,0.0
1884,1.817447127905325e-06,0.0
1885,2.0039481114508817e-06,0.0
1886,1.7850280755737913e-06,1.2906927748801422e-09
1887,1.7601980744075263e-06,0.0
1888,1.9250105651735794e-06,0.0
1889,1.7385754063070635e-06,0.0
1890,1.8457152464179671e-06,1.3108772956016423e-09
1891,1.90397952337662e-06,0.0
1892,1.8680167386264657e-06,6.268512375839919e-10
1893,2.0532161215669475e-06,6.158416554491453e-10
1894,1.9547373995010275e-06,0.0
1895,1.839288643168402e-06,0.0
1896,1.8734860987024149e-06,0.0
1897,1.8004544699579128e-06,5.826713556089658e-10
1898,1.7965277265830082e-06,1.13167097914868e-09
1899,1.9164115201419918e-06,0.0
1900,1.7675536128081148e-06,0.0
1901,1.7850431959232083e-06,0.0
1902,2.0873617359029595e-06,1.9641135384773634e-09
1903,1.6810885199447512e-06,4.320176216765503e-09
1904,1.8273725572726107e-06,5.374625189347171e-10
1905,1.7639474663155852e-06,0.0
1906,1.862709268607432e-06,0.0
1907,1.7439382418160676e-06,5.142843373384665e-10
1908,1.7671177374722902e-06,9.822778146428846e-10
1909,1.83182748969557e-06,0.0
1910,1.7956346027858672e-06,0.0
1911,1.8073310457111802e-06,0.0
1912,1.7680775954431738e-06,0.0
1913,1.8406677781968028e-06,0.0
1914,1.8114691329174093e-06,4.018046340092951e-09
1915,1.9332230749569135e-06,4.712304768617059e-09
1916,1.8568811128716334e-06,1.0987462051303964e-09
1917,1.9169310689903796e-06,0.0
1918,1.7057268451026175e-06,1.1486376294556067e-09
1919,1.6472840798087418e-06,0.0
1920,1.7234399365406716e-06,1.514446346106979e-09
1921,1.8015566638496239e-06,0.0
1922,1.7411928183719283e-06,0.0
1923,1.6964285123322043e-06,1.0615948120573648e-09
1924,1.7545501123095164e-06,1.289162443462999e-09
1925,1.7410116015526e-06,1.0998177923937646e-09
1926,1.6518577012902824e-06,1.1146138456652466e-09
1927,1.7916804608830716e-06,1.1149224876660924e-09
1928,1.792745820239361e-06,0.0
1929,1.601990447852586e-06,0.0
1930,1.7530513787278323e-06,3.1510811737689437e-09
1931,1.5819230156921549e-06,1.1405356659111021e-09
1932,1.631874965823954e-06,1.0959536611565568e-09
1933,1.6850402744239545e-06,0.0
1934,1.7433198991056997e-06,0.0
1935,1.670772462603054e-06,4.787313656606784e-09
1936,1.608949673936877e-06,0.0
1937,1.5675941540393978e-06,0.0
1938,1.7762343986760243e-06,0.0
1939,1.682345555309439e-06,0.0
1940,1.6558662991883466e-06,0.0
1941,1.8328830719838152e-06,0.0
1942,1.7659112927503884e-06,0.0
1943,1.7100055629271083e-06,2.9032352077962287e-09
1944,1.7222678252437618e-06,0.0
1945,1.413849076925544e-06,0.0
1946,1.4658922964372323e-06,0.0
1947,1.4877247167532914e-06,1.1920870957027319e-09
1948,1.4394379377336008e-06,0.0
1949,1.4715695897393744e-06,2.945102384188658e-09
1950,1.569779328747245e-06,1.0635361480382244e-09
1951,1.4712734355271095e-06,1.0661401761424827e-09
1952,1.751491936374805e-06,5.272402070488624e-09
1953,1.5826752814973588e-06,5.386913581872932e-09
1954,1.4541533346346114e-06,2.9317608341017376e-09
1955,1.6537441069885972e-06,9.385607846468247e-10
1956,1.4843383269180777e-06,8.72114158667614e-10
1957,1.5178594594544847e-06,3.534015080575159e-09
1958,1.4790771274419967e-06,5.790570245522986e-09
1959,1.527672338852426e-06,7.750747821333448e-10
1960,1.5689529391238466e-06,4.844583401109048e-09
1961,1.4452170944423415e-06,5.55852741612739e-09
1962,1.4916281543264631e-06,2.5367825617905737e-09
1963,1.4749067531738547e-06,1.939815863494232e-09
1964,1.6280699810522492e-06,5.475571551727398e-09
1965,1.5852509704927797e-06,5.47204326295514e-09
1966,1.677231807661883e-06,8.308612464702492e-09
1967,1.5900332073215395e-06,8.381570104631919e-09
1968,1.654188508837251e-06,4.491415683816058e-09
1969,1.469258677389007e-06,5.450109252791435e-09
1970,1.564486296956602e-06,8.277704743875347e-09
1971,1.5363808643087395e-06,4.1107179882260425e-09
1972,1.6036839269872871e-06,9.747279428040656e-09
1973,1.6120608279379667e-06,7.718485406371656e-09
1974,1.5155289929680293e-06,8.438357568252286e-09
1975,1.650046669965377e-06,1.0851811893530794e-08
1976,1.5637923524991493e-06,2.399681342524218e-08
1977,1.5291386716853594e-06,1.4104276857551667e-08
1978,1.5386131053674035e-06,1.544553818177974e-08
1979,1.6169002492461004e-06,1.580032815695631e-08
1980,1.5548887404293055e-06,2.38776323158163e-08
1981,1.621870865164965e-06,2.340453342242199e-08
1982,1.7939681811185437e-06,2.110550845202397e-08
1983,1.6047217741288478e-06,2.1472073896688926e-08
1984,1.6179233170987573e-06,2.3196033538397387e-08
1985,1.6187866549444152e-06,1.4437339324047116e-08
1986,1.610118829376006e-06,1.8582904104391673e-08
1987,1.634032400943397e-06,2.5054349706010726e-08
1988,1.542313611935242e-06,3.2381390013824785e-08
1989,1.5152705827858881e-06,3.84168536982088e-08
1990,1.5141800986384624e-06,2.3429199913493903e-08
1991,1.4700555084345979e-06,2.2273567878983158e-08
1992,1.653534241086163e-06,3.250866953408149e-08
1993,1.5221742160065332e-06,3.268132431344384e-08
1994,1.5434435454153572e-06,2.5847139539791897e-08
1995,1.5947427982609952e-06,3.633041956163652e-08
1996,1.6147729411386536e-06,3.683283722466513e-08
1997,1.5516278608629364e-06,3.83591540753514e-08
1998,1.6602625692030415e-06,3.57609692969163e-08
1999,1.5415288316944498e-06,5.347135356714716e-08
2000,1.6748757616369403e-06,4.373851325567557e-08
2001,1.6556599575778819e-06,5.082205589701516e-08
2002,1.6591685607636464e-06,4.7317193718754424e-08
2003,1.6034318832680583e-06,7.458792339321008e-08
2004,1.5976178247001371e-06,5.5059889092490266e-08
2005,1.711875256660278e-06,7.115924205436386e-08
2006,1.5944469851092435e-06,6.753339221177157e-08
2007,1.5682326193200424e-06,5.1129337208521974e-08
2008,1.4505096714856336e-06,6.982200773109071e-08
2009,1.4099545069257147e-06,7.962881198864125e-08
2010,1.3325819736564881e-06,7.321879280652865e-08
2011,1.2967088878212962e-06,8.030340836739924e-08
2012,1.078807713383867e-06,6.87659067466484e-08
2013,1.0177517424381222e-06,5.968727379013217e-08
2014,9.363384947391751e-07,6.106555616725018e-08
2015,1.0001188002206618e-06,5.098123523339382e-08
2016,1.0164065997742e-06,5.136923419968298e-08
2017,9.60208808464813e-07,5.0815348373589586e-08
2018,9.0945070496673e-07,6.014817444111031e-08
2019,9.839159247349016e-07,5.7397222974486795e-08
