year,auront_VERB acheté_VERB,auront_VERB racheté_VERB
1846,3.9810608143397985e-08,4.0981511517657054e-09
1847,6.148275133455172e-08,0.0
1848,3.378993085334514e-08,8.045221711050488e-10
1849,2.9327951622803994e-08,1.6758829879393033e-09
1850,3.733947906425783e-08,0.0
1851,2.3217978650791338e-08,0.0
1852,4.492276417522589e-08,0.0
1853,3.2248433257109355e-08,0.0
1854,3.844791862661623e-08,0.0
1855,3.1841622671890946e-08,5.306937111981824e-10
1856,2.5368226630462232e-08,2.5885946719483854e-09
1857,1.4644527368545823e-08,0.0
1858,2.0064071293290908e-08,3.9149408159744326e-09
1859,3.6154432336843456e-08,5.092173349652285e-10
1860,3.7990627532735743e-08,1.373155145145688e-09
1861,3.772770895693611e-08,2.357981809808507e-09
1862,1.445755604123633e-08,2.710791813242963e-09
1863,3.1965573299430616e-08,4.994620828036034e-10
1864,5.8495679411407764e-08,1.6302074357099627e-08
1865,3.388927893865912e-08,0.0
1866,3.2113046444237625e-08,0.0
1867,9.220341823379385e-09,1.94112459439566e-09
1868,1.679557115608077e-08,2.4699371437009177e-09
1869,1.6115613732381462e-08,0.0
1870,2.981705193860762e-08,0.0
1871,2.442870794538976e-08,3.18635318130589e-09
1872,2.9027228620748247e-08,6.047339518033823e-09
1873,5.088103804951061e-08,1.7359413462259e-08
1874,3.525019565131515e-08,0.0
1875,1.5448122780981066e-08,4.005069165202713e-09
1876,2.9625471853478302e-08,0.0
1877,1.7317484335421796e-08,0.0
1878,1.6305540029293297e-08,0.0
1879,3.360128886242819e-08,7.94212251520321e-09
1880,5.0700986520269e-08,7.059631101924424e-09
1881,4.044054335849978e-08,0.0
1882,3.3276926103553706e-08,3.3276925659464496e-09
1883,1.8958017378167824e-08,1.8958017378167824e-09
1884,1.650424152899177e-08,1.3203393933736152e-08
1885,1.353583467533781e-08,3.2228177904158883e-09
1886,1.5488312854472497e-08,2.5813855497602844e-09
1887,2.4809914123125054e-08,0.0
1888,1.7119660356001987e-08,0.0
1889,1.1903759755682586e-08,5.6386229019267375e-09
1890,1.7696843102044113e-08,3.9326319978272295e-09
1891,1.211101796627645e-08,0.0
1892,2.0686091062316336e-08,1.8805537127519756e-09
1893,2.0938616174248637e-08,0.0
1894,3.276800342177921e-08,6.301539290376468e-10
1895,1.745398137131815e-08,1.2037228991346183e-09
1896,2.7716035688740703e-08,2.948514543632541e-09
1897,2.7968225069230357e-08,0.0
1898,2.093591255913907e-08,7.355861253444118e-09
1899,2.3215829259015663e-08,7.185851913504848e-09
1900,2.2321527737290126e-08,1.038210628578895e-09
1901,3.297355988252093e-08,2.794369402536745e-09
1902,1.178468167495339e-08,9.820567692386817e-10
1903,2.5381035939631147e-08,0.0
1904,4.6759240035498806e-08,5.374625189347171e-10
1905,3.302885787093146e-08,2.580379465655369e-09
1906,3.035068729673185e-08,1.5432553013283723e-09
1907,2.4171363577352167e-08,2.5714217422034835e-09
1908,3.1432890068572306e-08,0.0
1909,1.4852655993990993e-08,2.2003934230241384e-09
1910,3.847788576649691e-08,5.344150677544235e-10
1911,1.702519725199636e-08,4.25629931299909e-09
1912,1.5628263128064646e-08,5.209421227725386e-10
1913,1.8030165804816534e-08,1.060597942803554e-09
1914,1.875088173619588e-08,3.3483718020477227e-09
1915,2.1205371680821372e-08,1.295883844676382e-08
1916,2.0876177231343718e-08,0.0
1917,1.864292187292449e-08,1.0966424213165737e-08
1918,1.378365155346728e-08,0.0
1919,2.762354434082681e-08,4.603924352863942e-09
1920,1.9687803387569147e-08,7.572231730534895e-09
1921,7.572747762196741e-09,7.572747429129834e-10
1922,2.5084981203349344e-08,6.640141769764796e-09
1923,1.6985516992917837e-08,2.1231896241147297e-09
1924,3.2229060309418855e-08,2.578324886925998e-09
1925,1.4297631523163545e-08,1.0998177923937646e-09
1926,1.2260752413340015e-08,0.0
1927,6.689535148041159e-09,3.3447675740205796e-09
1928,6.8556245125250825e-09,2.2852082448565625e-09
1929,2.2280811862174232e-08,0.0
1930,1.7856125467119455e-08,0.0
1931,1.596749932275543e-08,0.0
1932,1.4247397928102146e-08,0.0
1933,2.064719240024715e-08,1.1470662197865522e-09
1934,3.354842448288764e-08,0.0
1935,2.5133395809007197e-08,0.0
1936,1.6974599503782883e-08,0.0
1937,1.1332006444320086e-08,0.0
1938,1.1668692678767911e-08,0.0
1939,3.058810094103137e-08,0.0
1940,2.5357829613881222e-08,0.0
1941,1.4757512545315876e-08,0.0
1942,1.517105907566929e-08,3.034211770724937e-09
1943,2.0322646676618206e-08,0.0
1944,9.639558484764166e-09,0.0
1945,8.714016175304096e-09,2.178504043826024e-09
1946,9.744772988540262e-09,2.7842208538686464e-09
1947,1.7881307101674793e-08,0.0
1948,1.7395020535104777e-08,0.0
1949,3.9268033269479474e-09,1.9634016634739737e-09
1950,2.1270722072586068e-08,0.0
1951,9.595261474260042e-09,0.0
1952,6.326882129314981e-09,0.0
1953,1.0773827163745864e-08,0.0
1954,2.9317608341017376e-09,0.0
1955,1.8771215692936494e-09,0.0
1956,1.3081712602058815e-08,0.0
1957,5.301022731885041e-09,0.0
1958,6.617794756635931e-09,0.0
1959,8.525822714489095e-09,0.0
1960,9.689166802218097e-09,6.920833350854139e-10
1961,1.042223907177231e-08,1.3896318540318475e-09
1962,1.0147130247162295e-08,6.341956404476434e-10
1963,6.466053470433053e-09,0.0
1964,5.475571551727398e-09,1.2167936658258327e-09
1965,4.924839203113152e-09,5.472043373977442e-10
1966,1.3293779410616935e-08,6.092982118843793e-09
1967,6.853166212295037e-08,9.860671168482327e-10
1968,1.527081394669949e-08,0.0
1969,2.8613074576355757e-08,0.0
1970,1.1956685419534097e-08,0.0
1971,1.0276794526475896e-08,0.0
1972,7.69522046084603e-09,0.0
1973,1.1577728109557484e-08,5.513203782392395e-10
1974,1.5751600912494723e-08,0.0
1975,5.711480177694739e-09,0.0
1976,9.712995741040231e-09,5.713526873840635e-10
1977,8.815172591880582e-09,5.876781838942691e-10
1978,1.0099005187669263e-08,3.5643548113029055e-09
1979,9.363157360553487e-09,5.851973350345929e-10
1980,1.3644362084619388e-08,5.685150683554241e-10
1981,7.590659656386833e-09,0.0
1982,1.1794254461960918e-08,0.0
1983,5.68378455412244e-09,0.0
1984,5.799008384599347e-09,0.0
1985,1.2031115659283387e-08,6.015558051686298e-10
1986,1.0790073723399018e-08,1.1988970927134801e-09
1987,1.3443797186596385e-08,6.110816741511371e-09
1988,1.9188972188999287e-08,1.1993107618124554e-09
1989,1.3720305780395847e-08,5.488122178931576e-10
1990,1.0352437129768077e-08,0.0
1991,5.8614650910726596e-09,1.7584396161396398e-09
1992,6.060938417817852e-09,5.509944167592096e-10
1993,8.308811416668505e-09,0.0
1994,1.0549853435293244e-08,0.0
1995,9.21816667442954e-09,5.422450821690461e-10
1996,8.007138063703678e-09,5.338092190498855e-10
1997,6.233362714880286e-09,4.79489448146353e-10
1998,3.814503379828693e-09,0.0
1999,9.597422412355172e-09,0.0
2000,8.394259509714175e-09,1.3254094488601709e-09
2001,7.886181485616817e-09,0.0
2002,6.133709984368352e-09,4.38122149670761e-10
2003,1.12506919336397e-08,2.083461403401543e-09
2004,6.607186797680242e-09,0.0
2005,8.557123898356167e-09,4.5037495954858286e-10
2006,1.2765458912156191e-08,1.2353669198716943e-09
2007,7.190063211481856e-09,0.0
2008,1.0643598891135753e-08,0.0
2009,5.721831008997924e-09,0.0
2010,7.558068837454357e-09,9.447586046817946e-10
2011,1.1471915861704929e-08,3.82397197240536e-10
2012,7.829781267787439e-09,6.808505426114664e-10
2013,9.483025031897796e-09,0.0
2014,5.630157673408576e-09,2.1654451842767486e-10
2015,8.644644111654998e-09,4.433150790905671e-10
2016,9.942432654952427e-09,1.0356699942093428e-09
2017,6.5405894034142875e-09,0.0
2018,5.6792268665617485e-09,7.744400121190154e-10
2019,5.612172948588068e-09,2.55098775436835e-10
