year,pouvant_VERB avoir_VERB,pouvant_VERB ravoir_VERB
1859,7.857223636165145e-07,1.018434669930457e-09
1860,6.449251941376133e-07,0.0
1861,7.654008982171945e-07,0.0
1862,7.10679216808785e-07,9.035972525772706e-10
1863,7.142307936192083e-07,0.0
1864,6.837282171545667e-07,0.0
1865,7.206178906926652e-07,0.0
1866,7.0697353748983e-07,9.731225825149181e-10
1867,6.730849690939067e-07,0.0
1868,8.05199476872076e-07,0.0
1869,7.720843768765917e-07,4.883519144627257e-10
1870,6.909529020049376e-07,2.8670243956696595e-09
1871,8.666880830787704e-07,0.0
1872,8.236476105594193e-07,0.0
1873,8.033218250602658e-07,0.0
1874,8.059747642619186e-07,2.9873046258899194e-09
1875,6.390945941348036e-07,0.0
1876,7.781221142977301e-07,6.04601479992084e-10
1877,6.852775982224557e-07,1.2369631985365004e-09
1878,6.800013920837955e-07,0.0
1879,7.532797781095724e-07,1.832797580370027e-09
1880,8.266185886895983e-07,0.0
1881,7.279297733475687e-07,0.0
1882,7.221092914733163e-07,1.9966155395678697e-09
1883,7.640080639248481e-07,0.0
1884,7.083621085257619e-07,0.0
1885,7.328687843255466e-07,0.0
1886,6.763229976058938e-07,0.0
1887,7.913056379038608e-07,6.528924623161458e-10
1888,8.179392807505792e-07,0.0
1889,7.81889070822217e-07,0.0
1890,8.415832439823134e-07,0.0
1891,8.025143074519292e-07,0.0
1892,7.672659307900176e-07,1.8805537127519756e-09
1893,8.11063443961757e-07,6.158416554491453e-10
1894,8.65201343458466e-07,6.301539290376468e-09
1895,8.733009622119425e-07,3.0093072478365457e-09
1896,8.090723895293195e-07,5.89702897624278e-10
1897,9.031405738824105e-07,5.826713556089658e-10
1898,7.989597179403063e-07,5.6583548957434e-10
1899,7.799413310749514e-07,1.1055156790007459e-09
1900,7.760624498587276e-07,2.595526460424935e-09
1901,8.288099593301013e-07,0.0
1902,1.1725758213287918e-06,0.0
1903,8.186734135051665e-07,0.0
1904,7.846952598811185e-07,0.0
1905,8.293339988085791e-07,0.0
1906,8.626797693978006e-07,1.5432553013283723e-09
1907,9.010261692310451e-07,1.028568674676933e-09
1908,7.327792559408408e-07,0.0
1909,8.229471291087975e-07,1.6502950117569526e-09
1910,8.588050377511536e-07,0.0
1911,8.885024840310507e-07,0.0
1912,8.678895824232313e-07,0.0
1913,7.949181508593028e-07,3.181793939432964e-09
1914,7.312843877116393e-07,0.0
1915,8.423244821642584e-07,0.0
1916,7.229750167425664e-07,0.0
1917,7.698429840274912e-07,0.0
1918,6.776962209187332e-07,0.0
1919,8.066075452006771e-07,0.0
1920,8.412749252784124e-07,7.572231730534895e-10
1921,7.921094038465526e-07,0.0
1922,8.248532026300381e-07,0.0
1923,7.728410196250479e-07,0.0
1924,7.554492071903951e-07,0.0
1925,8.061664402703173e-07,0.0
1926,6.687682798656169e-07,0.0
1927,7.871352636357187e-07,0.0
1928,8.32958392038563e-07,0.0
1929,8.956886858868529e-07,0.0
1930,7.152954140110523e-07,0.0
1931,7.812669196027855e-07,0.0
1932,9.030658247866086e-07,0.0
1933,7.364164957834873e-07,0.0
1934,7.596322006975242e-07,0.0
1935,6.92963624260301e-07,0.0
1936,7.432449820043985e-07,0.0
1937,6.950297120056348e-07,0.0
1938,7.15679846052808e-07,0.0
1939,6.591735655092634e-07,0.0
1940,8.013074079826765e-07,0.0
1941,6.817970756856084e-07,0.0
1942,6.371844847308239e-07,6.068423541449874e-09
1943,6.764537943126925e-07,0.0
1944,5.205361617299786e-07,0.0
1945,5.010559220863797e-07,0.0
1946,5.443151849249261e-07,0.0
1947,5.614730298475479e-07,0.0
1948,5.849075819241989e-07,0.0
1949,6.479225476141437e-07,0.0
1950,6.200415896273626e-07,0.0
1951,6.951233899599174e-07,0.0
1952,7.391907388409891e-07,0.0
1953,6.90602348640823e-07,0.0
1954,7.124178864614805e-07,0.0
1955,6.513611765512906e-07,0.0
1956,6.575740485459391e-07,0.0
1957,7.015020173639641e-07,0.0
1958,6.907323495397577e-07,0.0
1959,6.626889330618724e-07,0.0
1960,6.207987439665885e-07,0.0
1961,6.843936830591701e-07,0.0
1962,6.481479317699268e-07,0.0
1963,6.110420258664817e-07,0.0
1964,7.057403195176448e-07,0.0
1965,6.331154054350918e-07,0.0
1966,6.447482974181185e-07,5.539074754423723e-10
1967,6.917260861882824e-07,4.930335584241163e-10
1968,5.987057534184714e-07,0.0
1969,6.449296279242844e-07,0.0
1970,6.27266103947477e-07,9.197450023812337e-10
1971,6.032478836459632e-07,5.138397485282553e-10
1972,6.361382247632719e-07,0.0
1973,6.086576718189463e-07,0.0
1974,6.874448672533617e-07,0.0
1975,6.156975587146007e-07,0.0
1976,5.902073212382675e-07,0.0
1977,6.023701644153334e-07,0.0
1978,5.875244823982939e-07,0.0
1979,6.045088412065525e-07,0.0
1980,6.259351152948511e-07,0.0
1981,5.838482479703089e-07,0.0
1982,5.959201985206164e-07,1.2415004579935385e-09
1983,5.993234708512318e-07,0.0
1984,5.880194748897338e-07,0.0
1985,6.731409598614846e-07,0.0
1986,6.108380716796091e-07,0.0
1987,5.628062353935093e-07,0.0
1988,5.648753926834615e-07,0.0
1989,5.532027103072323e-07,0.0
1990,5.356023962121981e-07,0.0
1991,5.796989057671453e-07,0.0
1992,6.06644846357085e-07,0.0
1993,5.273325314192334e-07,0.0
1994,5.617797000923019e-07,0.0
1995,5.661038926518813e-07,0.0
1996,5.412825316852832e-07,0.0
1997,5.298358587424445e-07,0.0
1998,5.130506792738743e-07,0.0
1999,5.42025873073726e-07,0.0
2000,5.354654035727435e-07,0.0
2001,5.743768838328833e-07,0.0
2002,5.537863785320951e-07,0.0
2003,5.254489678918617e-07,4.1669229178253886e-10
2004,5.836348577759054e-07,0.0
2005,5.634190642922476e-07,9.007499190971657e-10
2006,5.122655011291499e-07,0.0
2007,5.312657549438882e-07,7.988958938831558e-10
2008,5.555958750846912e-07,4.257439678578834e-10
2009,5.616930707219581e-07,0.0
2010,5.144210604157706e-07,0.0
2011,5.238841822574614e-07,0.0
2012,4.728507008167071e-07,0.0
2013,4.5992672426109493e-07,0.0
2014,3.951937515012105e-07,0.0
2015,4.765637129366951e-07,4.433150790905671e-10
2016,4.2669606159506657e-07,2.0713400439298368e-10
2017,4.344460649008397e-07,0.0
2018,4.2800718347280053e-07,2.5814667070633845e-10
2019,4.4106579366598453e-07,0.0
