year,pourront_VERB établir_VERB,pourront_VERB etablir_VERB,pourront_VERB rétablir_VERB
1923,4.989495749896378e-08,0.0,1.1677542488541803e-08
1924,6.703644572780831e-08,0.0,1.289162443462999e-09
1925,6.268961527666761e-08,0.0,1.0998177923937646e-09
1926,7.244990030130793e-08,0.0,0.0
1927,8.250426475342465e-08,0.0,2.2298449753321847e-09
1928,7.084145892122251e-08,0.0,2.2852082448565625e-09
1929,6.461435475557664e-08,1.1140406375176326e-09,3.342121912552898e-09
1930,4.411513643276521e-08,0.0,5.2518016602221e-09
1931,5.7026781519198266e-08,0.0,4.5621426636444085e-09
1932,7.890866271509367e-08,0.0,4.383814644626227e-09
1933,7.11181087353907e-08,0.0,6.882397318719313e-09
1934,6.230421689679133e-08,0.0,4.7926320689839486e-09
1935,8.258115968828861e-08,0.0,3.590485242455088e-09
1936,5.456121598967911e-08,0.0,6.0623572828433225e-09
1937,6.043736533456467e-08,0.0,1.0072894518486919e-08
1938,6.223302762009553e-08,0.0,1.2965214457594243e-09
1939,9.176430637580779e-08,0.0,4.588215141154706e-09
1940,1.1157445101162011e-07,0.0,5.0715658339584024e-09
1941,7.969057236323351e-08,0.0,5.9030051957620344e-09
1942,6.068423630267716e-08,0.0,3.034211770724937e-09
1943,2.322588166236983e-08,0.0,5.806470415592457e-09
1944,4.4984606262232774e-08,0.0,9.639558484764166e-09
1945,7.406913482554955e-08,0.0,0.0
1946,4.5939643200654245e-08,0.0,9.744772988540262e-09
1947,4.172304812755101e-08,0.0,3.5762612871081956e-09
1948,6.305695166020087e-08,0.0,6.523132700664291e-09
1949,6.97007607186606e-08,0.0,8.835307596655184e-09
1950,3.19060831088791e-08,0.0,3.190608444114673e-09
1951,4.904244832459881e-08,0.0,4.264560704569931e-09
1952,3.690681538159879e-08,0.0,6.326882129314981e-09
1953,2.8011951869189033e-08,0.0,5.386913581872932e-09
1954,2.8340354063516315e-08,9.772536113672459e-10,1.9545072227344917e-09
1955,3.472674947602172e-08,0.0,7.508486277174597e-09
1956,2.0930739808022736e-08,0.0,6.976913269340912e-09
1957,2.47381048978923e-08,8.835037701437898e-10,0.0
1958,3.1434524316864554e-08,0.0,1.6544486891589827e-09
1959,5.5805383425422406e-08,0.0,6.975672928177801e-09
1960,3.668041514970355e-08,0.0,8.305000243069571e-09
1961,4.58578526263409e-08,0.0,4.86371165564492e-09
1962,2.663621678777872e-08,0.0,1.0781326054143392e-08
1963,2.5864213881732212e-08,0.0,1.939815863494232e-09
1964,3.4070222199034106e-08,0.0,5.475571551727398e-09
1965,4.2134733035936733e-08,0.0,6.5664522708175355e-09
1966,2.9357096309468034e-08,0.0,3.3234448526542337e-09
1967,4.3879985867079085e-08,0.0,6.902469706915326e-09
1968,3.0092486724697665e-08,0.0,4.940557296606585e-09
1969,8.220581548812333e-08,4.5417578031781147e-10,7.72098829315837e-09
1970,5.150571880108146e-08,0.0,6.898087434592526e-09
1971,3.134422499329048e-08,0.0,2.569198631618974e-09
1972,4.052816038324636e-08,5.130146862875051e-10,5.130146973897354e-09
1973,2.9771300091852027e-08,0.0,5.513203782392395e-10
1974,3.206575982517279e-08,0.0,3.937900228123681e-09
1975,2.9128548462153958e-08,0.0,2.8557400888473694e-09
1976,2.9138986334942274e-08,0.0,3.4281160132820787e-09
1977,2.3507126911681553e-08,5.876781838942691e-10,4.11374712072643e-09
1978,1.9603952239322098e-08,0.0,5.346532105932056e-09
1979,4.037861600636461e-08,0.0,5.851973128301324e-09
1980,3.1268328370970266e-08,0.0,2.8425752862659692e-09
1981,3.921840630027873e-08,0.0,3.1627747087981106e-09
1982,3.786576385778062e-08,6.207502289967692e-10,2.483000915987077e-09
1983,2.3998200759933752e-08,0.0,3.157658134966823e-09
1984,2.2616132966390978e-08,0.0,2.8995041922996734e-09
1985,2.466378745680231e-08,0.0,4.812446441349039e-09
1986,1.6185110141009318e-08,0.0,1.7983456945813714e-09
1987,2.261002229886344e-08,0.0,3.0554083707556856e-09
1988,2.818380373525997e-08,0.0,5.996553809062277e-10
1989,2.57941739079115e-08,0.0,3.841685636274406e-09
1990,2.0704874259536155e-08,0.0,5.993515905799995e-09
1991,1.75843961613964e-08,0.0,3.5168792322792797e-09
1992,2.6998726809779328e-08,0.0,3.856960972825618e-09
1993,2.3818591543545153e-08,0.0,4.985286850001103e-09
1994,2.3737170451454404e-08,0.0,5.802419433820205e-09
1995,2.6570008415660595e-08,0.0,1.0844901643380922e-09
1996,2.081855932090093e-08,0.0,2.135236876199542e-09
1997,1.91795770376757e-08,4.79489448146353e-10,2.3974471297094624e-09
1998,2.2410207023426665e-08,0.0,2.86087753487152e-09
1999,1.7366764026860437e-08,4.570201161957499e-10,3.656160929565999e-09
2000,1.899753598877396e-08,0.0,2.2090156370779823e-09
2001,1.8839211080035057e-08,0.0,2.6287270138425356e-09
2002,1.8401129509015846e-08,0.0,1.752488598683044e-09
2003,1.750107614384433e-08,0.0,3.7502307925763034e-09
2004,2.070251881036711e-08,0.0,4.845270407116686e-09
2005,1.8465373230469595e-08,0.0,2.702249757291497e-09
2006,2.1001238081908014e-08,0.0,4.529678854225949e-09
2007,1.917350189728495e-08,0.0,3.994479413904628e-09
2008,2.0009967016676455e-08,0.0,2.1287198670449925e-09
2009,1.5735034608610476e-08,0.0,1.430457752249481e-09
2010,2.0784689525044087e-08,0.0,1.8895172093635892e-09
2011,1.185431308670104e-08,0.0,3.4415748029203996e-09
2012,9.19148224198807e-09,0.0,2.382976926895708e-09
2013,1.3666713094551142e-08,0.0,2.7891249310130206e-09
2014,1.277612682315521e-08,0.0,1.9489005964601347e-09
2015,1.2856137487915476e-08,2.2165753954528356e-10,1.7732603163622684e-09
2016,1.3670844012381167e-08,0.0,2.4856081637381067e-09
2017,9.30776167251679e-09,0.0,2.515611330355938e-10
2018,1.058401366549333e-08,0.0,1.5488800242380307e-09
2019,8.418259866971312e-09,0.0,3.06118530524202e-09
