year,pourront_VERB établir_VERB,pourront_VERB etablir_VERB,pourront_VERB rétablir_VERB
1800,3.772997558826319e-08,0.0,0.0
1801,7.381665767525192e-08,0.0,0.0
1802,3.1329761895904085e-08,0.0,1.3427040812530322e-08
1803,2.5354410126965377e-08,0.0,2.145373123596528e-08
1804,7.909923027682453e-08,0.0,2.4718509461507665e-09
1805,2.55858996212055e-08,0.0,2.842877711017877e-09
1806,8.645007198992971e-08,0.0,5.76333825108577e-09
1807,4.555128185756985e-08,0.0,2.8469551160981155e-09
1808,4.5321478125970316e-08,0.0,0.0
1809,7.454800510231507e-08,0.0,0.0
1810,1.6380887757350138e-08,0.0,7.020380277111826e-09
1811,1.0028307428910921e-07,0.0,2.5070767684098882e-09
1812,1.3336041604361526e-08,0.0,2.6672082320544632e-09
1813,2.8757416004054903e-08,0.0,5.7514832008109806e-08
1814,4.405347908686963e-08,0.0,2.5173417128598885e-08
1815,6.74305908887618e-08,0.0,5.394447111228828e-09
1816,7.184571870766376e-08,0.0,1.3905623319487859e-08
1817,9.185553295765203e-08,0.0,4.670620334934483e-09
1818,9.417730240102173e-08,0.0,1.9073883805731384e-08
1819,3.726378139390363e-08,0.0,1.035105001712111e-09
1820,4.865257352548724e-08,0.0,5.933240565525466e-09
1821,5.325203744632745e-08,9.86148829262845e-10,0.0
1822,3.308453244699194e-08,0.0,8.02049271442229e-09
1823,1.7788837070042973e-08,0.0,4.941343334508019e-09
1824,4.6316120716483056e-08,0.0,7.57900142644985e-09
1825,1.4969252504215547e-08,0.0,1.7610886082763955e-09
1826,6.958307352533666e-08,0.0,8.807984341885344e-10
1827,9.954654700550236e-08,0.0,1.8434546111834038e-09
1828,8.071624790773058e-08,1.8344602503717056e-09,1.8344602503717056e-09
1829,8.573176302206775e-08,0.0,0.0
1830,3.339787468803479e-08,0.0,3.1310507520032616e-09
1831,3.897801548191637e-08,0.0,1.870944643656003e-08
1832,4.19429042608499e-08,0.0,3.5177919244233635e-08
1833,9.846084481068829e-08,0.0,1.853380560135065e-08
1834,1.4001795989315724e-07,1.8669061851994684e-09,2.8003592777992026e-09
1835,4.5378527602224494e-08,0.0,0.0
1836,7.52724034214225e-08,0.0,3.36037508930076e-09
1837,7.653680000885288e-08,0.0,6.957891152126194e-09
1838,7.827080850120183e-08,0.0,1.199310784016916e-08
1839,6.781731087812659e-08,0.0,1.3283802502428443e-08
1840,9.618229768193487e-08,0.0,1.3376346252869098e-08
1841,9.438206660661308e-08,0.0,3.2102742686390684e-09
1842,3.018719141323345e-08,0.0,8.720745015011744e-09
1843,6.084118098215185e-08,0.0,4.134837805480629e-09
1844,6.366730787021879e-08,0.0,1.1525978393933656e-08
1845,3.794555070157912e-08,0.0,5.580227946389016e-10
1846,7.20103656703941e-08,5.854501328173001e-10,5.854501328173001e-10
1847,5.3392913201832926e-08,0.0,4.853901280910122e-09
1848,9.010648227558704e-08,0.0,1.609044275596716e-08
1849,6.871120206142223e-08,0.0,3.3517659758786067e-09
1850,5.0917471128286707e-08,0.0,6.788996032014438e-10
1851,7.932809609201286e-08,0.0,1.0319102017319892e-08
1852,5.468858077506411e-08,1.3021090872200602e-09,3.906327261660181e-09
1853,2.269334054005867e-08,0.0,1.7915795513800958e-09
1854,5.6632742939655145e-08,1.0391328908454511e-09,1.558699391779328e-09
1855,5.519214596461097e-08,0.0,8.491099379170919e-09
1856,8.231730674879145e-08,0.0,1.1907535402144731e-08
1857,6.541222319356166e-08,0.0,9.763018171682347e-10
1858,6.214968806261822e-08,0.0,1.6149130033227266e-08
1859,7.485494535330872e-08,1.5276520048956854e-09,1.5276520048956854e-09
1860,7.46080957014783e-08,0.0,2.288591982591015e-09
1861,5.75347591791342e-08,1.8863854922557266e-09,4.2443675241088386e-09
1862,1.8071945717679228e-08,2.2589932147099034e-09,2.710791813242963e-09
1863,2.5472566278494924e-08,0.0,3.496234635136375e-09
1864,5.370095124135332e-08,0.0,0.0
1865,3.718406915709238e-08,9.41368871743009e-10,1.882737743486018e-09
1866,6.811858099808887e-08,1.4596839292835284e-09,6.3252967308358166e-09
1867,3.105799351033056e-08,0.0,4.85281148598915e-10
1868,3.457912001181285e-08,0.0,0.0
1869,5.4695412643468444e-08,4.883519144627257e-10,1.4650557433881772e-09
1870,3.55511033944822e-08,0.0,5.160643912205387e-09
1871,5.8416475212652585e-08,0.0,1.0621177271019633e-09
1872,5.9868661139717e-08,0.0,6.652073114565837e-09
1873,2.1549615425442425e-08,5.986004469882289e-10,0.0
1874,4.062734149101743e-08,0.0,2.3898436563030145e-09
1875,6.865832347102696e-08,0.0,5.721527251978387e-09
1876,7.376137745040978e-08,0.0,5.441413541973361e-09
1877,3.710889728836264e-08,0.0,5.566334504436554e-09
1878,7.428079129567777e-08,0.0,3.6234530931267273e-09
1879,1.2585209674398357e-07,0.0,6.10932526790009e-10
1880,9.11334154807264e-08,0.0,7.059631101924424e-09
1881,6.554157039317943e-08,0.0,1.3945014920579979e-08
1882,6.855047018916594e-08,0.0,0.0
1883,7.456819872686538e-08,0.0,5.0554711528150165e-09
1884,4.423137056619453e-08,0.0,9.242375753615306e-09
1885,7.154655889962669e-08,0.0,3.2228177904158883e-09
1886,8.454037470073672e-08,1.2906927748801422e-09,9.034849313138693e-09
1887,5.7454535351553204e-08,6.528924623161458e-10,2.6115698492645834e-09
1888,1.1096075525074411e-07,0.0,2.53624587998047e-09
1889,6.453090861668898e-08,6.265136742733546e-10,6.891650361495749e-09
1890,6.161123167203186e-08,0.0,8.520702365899524e-09
1891,8.095259573792646e-08,0.0,1.9122659011827636e-09
1892,8.587861799469465e-08,0.0,3.761107425503951e-09
1893,7.88277318974906e-08,0.0,5.542574843531156e-09
1894,7.246769939683873e-08,0.0,3.150769645188234e-09
1895,8.245501703640912e-08,6.018614495673091e-10,1.2037228991346183e-09
1896,7.725108019940308e-08,0.0,5.897029087265082e-09
1897,6.351118031489023e-08,0.0,5.2440420894583895e-09
1898,1.3240550345017255e-07,5.6583548957434e-10,2.26334195829736e-09
1899,1.0557674556821439e-07,2.7637891975018647e-09,5.527578395003729e-10
1900,6.125442553184257e-08,1.5573159428683425e-09,4.671947717582725e-09
1901,4.470991044058792e-08,5.588738916095792e-10,2.235495566438317e-09
1902,4.713872669981356e-08,0.0,1.9641135384773634e-09
1903,6.804277319361063e-08,0.0,4.320176216765503e-09
1904,8.00819179858081e-08,0.0,2.6873125946735854e-09
1905,4.541468001661997e-08,0.0,3.6125313851442797e-09
1906,6.327346824264168e-08,5.144184522798412e-10,4.629765903985117e-09
1907,6.685696263275531e-08,0.0,5.142843484406967e-09
1908,5.598983676691205e-08,0.0,5.893666887857307e-09
1909,5.5009834909469646e-08,0.0,0.0
1910,5.076943310200477e-08,0.0,5.34415089958884e-09
1911,5.4267815130515373e-08,0.0,1.0640748282497725e-09
1912,5.46989227245831e-08,0.0,3.125652625612929e-09
1913,6.787826833942745e-08,0.0,5.30298971401777e-10
1914,5.6922321078900495e-08,0.0,2.678697486047099e-09
1915,8.246533411693235e-08,0.0,0.0
1916,5.383856560570166e-08,0.0,6.592477230782379e-09
1917,6.579854527899442e-08,1.0966424435210342e-09,3.289927441585405e-09
1918,5.858051821405752e-08,0.0,1.1486376294556067e-08
1919,9.944476175860473e-08,0.0,2.762354567309444e-09
1920,7.2693424613135e-08,7.572231730534895e-10,3.786115865267448e-09
1921,4.8465583546430935e-08,0.0,2.2718242842501013e-09
1922,6.64014194740048e-08,0.0,7.377935595798135e-09
