year,pouvaient_VERB ouvrir_VERB,pouvaient_VERB rouvrir_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,4.475680270843441e-09,0.0
1803,0.0,0.0
1804,1.2359254952798437e-08,0.0
1805,2.2743021688143017e-08,0.0
1806,0.0,0.0
1807,5.97860605466849e-08,0.0
1808,2.945896149242344e-08,0.0
1809,2.0331274441787173e-08,0.0
1810,1.4040760554223652e-08,0.0
1811,3.259199843341776e-08,0.0
1812,8.00162425207418e-09,0.0
1813,1.1502966579257645e-08,0.0
1814,0.0,0.0
1815,5.394447111228828e-09,0.0
1816,4.6352077731626196e-09,0.0
1817,7.784366928831332e-09,0.0
1818,1.1921176934492905e-08,0.0
1819,1.7596784473994376e-08,1.035105001712111e-09
1820,2.254631326081835e-08,0.0
1821,3.94459531705138e-09,0.0
1822,2.90742860897808e-08,4.010246357211145e-09
1823,6.917880934764753e-09,0.0
1824,4.210556348027694e-09,0.0
1825,1.584979791857677e-08,0.0
1826,5.284790383086602e-09,8.807984341885344e-10
1827,1.1060727445055818e-08,4.608636583469661e-09
1828,1.559291185060374e-08,0.0
1829,3.0006116702452346e-08,0.0
1830,3.339787468803479e-08,0.0
1831,3.1182412207897414e-09,0.0
1832,9.470978667991403e-09,1.3529969367098715e-09
1833,4.6334514003376626e-09,0.0
1834,1.8669062740173104e-08,0.0
1835,2.7227116561334697e-08,0.0
1836,2.688300071440608e-08,0.0
1837,1.1132625488130543e-08,0.0
1838,2.4617431648721322e-08,0.0
1839,2.6567605004856887e-08,0.0
1840,2.8663599493938818e-08,6.369688665408546e-10
1841,4.943822418113086e-08,0.0
1842,6.03743828264669e-08,6.708265054555795e-10
1843,1.9492807368237663e-08,0.0
1844,2.305195678786731e-08,0.0
1845,1.9530798311961917e-08,1.674068439427856e-09
1846,1.8148954339380907e-08,0.0
1847,4.422443566909351e-08,0.0
1848,1.609044275596716e-08,8.045221711050488e-10
1849,2.1786478399121734e-08,2.262441967104678e-08
1850,9.504594444820214e-09,0.0
1851,1.9993260380601896e-08,1.9348316282474798e-09
1852,1.1718981340891332e-08,4.557382027314816e-09
1853,1.7318601663873778e-08,0.0
1854,1.0910895298366086e-08,7.27393034694046e-09
1855,2.2819829581521844e-08,1.5920811335945473e-09
1856,2.692138423299184e-08,0.0
1857,1.6597130780837688e-08,9.763018171682347e-10
1858,2.7404585267731818e-08,0.0
1859,3.1571474323754956e-08,2.5460866748261424e-09
1860,4.851814949802247e-08,3.204028820036342e-09
1861,2.263662679524714e-08,0.0
1862,3.8402884428023754e-08,0.0
1863,1.9479021062807078e-08,2.4973103585068657e-09
1864,3.2604148714199255e-08,1.4384183844029508e-09
1865,8.943004559114343e-09,2.3534221238463715e-09
1866,1.6056523222118813e-08,0.0
1867,1.5043715606566366e-08,1.455843445796745e-09
1868,9.385760613156435e-09,0.0
1869,1.2208797528501236e-08,4.883519144627257e-10
1870,4.185855573268782e-08,0.0
1871,5.098165090089424e-08,0.0
1872,1.9956219787786722e-08,0.0
1873,1.616221290134945e-08,5.986004469882289e-10
1874,4.660195074279727e-08,0.0
1875,2.689117728493784e-08,0.0
1876,9.673623679873344e-09,6.04601479992084e-10
1877,2.9068635498674666e-08,0.0
1878,2.5968081018845623e-08,0.0
1879,2.443730195977878e-08,3.0546627449723474e-09
1880,1.1552122813895949e-08,6.417846254436199e-10
1881,1.5339516323820135e-08,1.3945015142624584e-09
1882,1.4641846846075168e-08,0.0
1883,3.2860562271253e-08,0.0
1884,1.8484751507230612e-08,1.3203393933736152e-09
1885,2.1915161241281567e-08,1.933690763067375e-09
1886,2.6459201052375647e-08,0.0
1887,2.154545164501087e-08,6.528924623161458e-10
1888,1.9021843655764314e-08,0.0
1889,1.3156786771162388e-08,6.265136742733546e-10
1890,1.5075089621063853e-08,0.0
1891,1.466070642663908e-08,6.374220040683554e-10
1892,2.1312942521944933e-08,1.8805537127519756e-09
1893,1.539604177480669e-08,6.158416554491453e-10
1894,1.8904618315218613e-08,0.0
1895,1.023164486468886e-08,7.22233739480771e-09
1896,2.1229304536518612e-08,2.948514543632541e-09
1897,2.5637540090883704e-08,2.9133566670225264e-09
1898,1.3014216371232123e-08,5.6583548957434e-10
1899,1.879376654301268e-08,5.527578395003729e-10
1900,1.4015843596837385e-08,5.191053142894475e-10
1901,2.9620316865930363e-08,3.353243460679778e-09
1902,1.276673788908056e-08,4.910283846193408e-10
1903,2.808114629715419e-08,5.400220270956879e-10
1904,1.3974025492302644e-08,4.299700151477737e-09
1905,2.167518786677647e-08,0.0
1906,1.0802787109298606e-08,5.144184522798412e-10
1907,3.599990305858114e-09,1.5428529565042481e-09
1908,2.0136695866312948e-08,1.964555629285769e-09
1909,2.1453836041018803e-08,3.300590023513905e-09
1910,2.4583092894658876e-08,1.6032452032632705e-09
1911,1.3832972989291648e-08,0.0
1912,1.2502610502451716e-08,1.0418842455450772e-09
1913,1.5378670781274195e-08,0.0
1914,1.2054139020278853e-08,0.0
1915,3.062998032987707e-08,2.3561523843085297e-09
1916,1.538244731591476e-08,0.0
1917,2.3029491202919417e-08,0.0
1918,3.44591288836682e-09,0.0
1919,1.3811772170413406e-08,0.0
1920,2.3473917920568965e-08,0.0
1921,6.815472630705699e-09,0.0
1922,1.696925089333945e-08,7.377935484775833e-10
1923,1.0615948120573648e-08,0.0
1924,1.804827398643738e-08,0.0
1925,2.3096173862313663e-08,2.1996355847875293e-09
1926,1.89484357093761e-08,0.0
1927,2.0068604555945058e-08,0.0
1928,1.1426041446327417e-08,0.0
1929,1.2254447234738564e-08,0.0
1930,1.470504518152893e-08,0.0
1931,1.0264820993199919e-08,0.0
1932,1.4247397928102146e-08,0.0
1933,1.261772819560747e-08,0.0
1934,1.3179738189705859e-08,0.0
1935,1.0771455727365264e-08,0.0
1936,2.182448710641438e-08,1.2124714565686645e-09
1937,1.0072894518486919e-08,1.2591118148108649e-09
1938,1.1668692678767911e-08,0.0
1939,2.7529290846928234e-08,0.0
1940,5.0715658339584024e-09,0.0
1941,1.1806010391524069e-08,2.9515025978810172e-09
1942,1.2136847082899749e-08,6.068423541449874e-09
1943,8.709705845433291e-09,0.0
1944,1.2852744646352221e-08,0.0
1945,1.089252066321933e-08,0.0
1946,9.744772988540262e-09,1.3921104269343232e-09
1947,1.1920871401116528e-08,5.960435700558264e-09
1948,1.522064252412747e-08,2.174377566888097e-09
1949,1.570721330779179e-08,0.0
1950,1.2762433776458693e-08,0.0
1951,2.1322803078760444e-08,3.1984206394497505e-09
1952,1.5817205323287453e-08,2.1089607837865287e-09
1953,1.939288907237824e-08,1.0773827385790469e-09
1954,1.7590565448699635e-08,0.0
1955,2.1586897602787758e-08,0.0
1956,5.232684952005684e-09,0.0
1957,1.0602045463770082e-08,8.835037701437898e-10
1958,9.099467845885556e-09,2.4816730892496253e-09
1959,1.9376869886400527e-08,0.0
1960,1.1073333361366622e-08,6.920833350854139e-10
1961,1.528595028332802e-08,6.948159270159238e-10
1962,2.3465238641051656e-08,1.9025869768540815e-09
1963,1.681173777967615e-08,3.879631726988464e-09
1964,2.1902286206909594e-08,1.2167936658258327e-09
1965,1.3680108601477059e-08,5.472043373977442e-10
1966,1.8832853498906843e-08,5.539074754423723e-10
1967,1.7749208325312793e-08,2.465167847631733e-09
1968,1.0779397818794223e-08,0.0
1969,1.3171097990039016e-08,4.5417578031781147e-10
1970,1.1956685419534097e-08,0.0
1971,2.0553589052951793e-08,5.138397485282553e-10
1972,1.2312352026810913e-08,2.0520587451500205e-09
1973,2.260413545229767e-08,5.513203782392395e-10
1974,1.4626486688484874e-08,1.1251143350321513e-09
1975,1.8847885030481848e-08,0.0
1976,2.0568696967870892e-08,0.0
1977,2.4094806150287695e-08,0.0
1978,9.504946163474415e-09,0.0
1979,9.948355028654987e-09,5.851973350345929e-10
1980,1.4212877097463661e-08,0.0
1981,2.1506869174459098e-08,1.2651099057237047e-09
1982,1.3656505259973528e-08,6.207502289967692e-10
1983,1.1999100379966876e-08,0.0
1984,1.6237223121606803e-08,0.0
1985,1.2632671797518924e-08,0.0
1986,1.9182353483415682e-08,0.0
1987,1.9554613928107756e-08,0.0
1988,2.0388283061834045e-08,5.996553809062277e-10
1989,1.2622680678475717e-08,0.0
1990,2.45189291092629e-08,0.0
1991,1.6998249918742658e-08,0.0
1992,1.1019888113139586e-08,1.1019888335184191e-09
1993,1.1632335983335906e-08,0.0
1994,2.8484603120659813e-08,5.274926606624319e-10
1995,1.626735190995987e-08,0.0
1996,2.2419987644184403e-08,0.0
1997,1.5343662340683295e-08,4.79489448146353e-10
1998,2.288702027897216e-08,9.536258449571733e-10
1999,1.7823785114501334e-08,4.570201161957499e-10
2000,1.502130686503733e-08,0.0
2001,1.1391150245287918e-08,0.0
2002,2.0153619217921914e-08,0.0
2003,1.9584538435424292e-08,0.0
2004,2.2904915297772277e-08,8.809582507929292e-10
2005,1.8014997493764895e-08,4.5037495954858286e-10
2006,1.93540827808647e-08,4.1178899179428186e-10
2007,2.077129401811817e-08,7.988958938831558e-10
2008,2.0435710013089192e-08,0.0
2009,1.8595951445377068e-08,0.0
2010,2.5980861906305108e-08,0.0
2011,1.911985947344874e-08,0.0
2012,2.008509092377153e-08,1.0212758416727752e-09
2013,2.0081699858565116e-08,1.3945624655065103e-09
2014,2.2087540685333806e-08,1.2992671383216248e-09
2015,1.906254887273917e-08,1.5516027351836215e-09
2016,2.2991875070488277e-08,2.0713400439298368e-10
2017,2.4904551310100942e-08,5.031222660711876e-10
2018,2.2716907466246994e-08,1.0325866828253538e-09
2019,2.3213988953330045e-08,1.02039510174734e-09
