year,avaient_VERB établi_VERB,avaient_VERB etabli_VERB,avaient_VERB rétabli_VERB
1843,9.226595238942537e-07,2.3627644285539873e-09,9.51012708583221e-08
1844,1.1696124602167401e-06,1.097712254427563e-09,7.738871232731981e-08
1845,1.1411566447350197e-06,4.464182357111213e-09,6.752075876192976e-08
1846,1.161533077720378e-06,1.7563503984519002e-09,8.254846761701629e-08
1847,1.1374308996892069e-06,5.393223645455691e-10,1.0678582640366585e-07
1848,9.557722933095647e-07,1.287235473768078e-08,5.873011943435813e-08
1849,9.837433481152402e-07,5.865590679832167e-09,4.776266493422554e-08
1850,1.1609183729888173e-06,1.3577992064028876e-09,6.85688590351674e-08
1851,1.2034652172587812e-06,2.579775504329973e-09,7.997304152240758e-08
1852,9.153827136287873e-07,3.906327261660181e-09,6.380334838240742e-08
1853,9.895491075440077e-07,3.5831591027601917e-09,6.628844317901894e-08
1854,9.4716961029917e-07,2.0782657816909023e-09,7.481757080540774e-08
1855,1.0868607205338776e-06,1.0613874223963649e-09,9.021793090369101e-08
1856,9.261991635867162e-07,1.5531567143511893e-09,7.248065259091163e-08
1857,9.001502689898189e-07,4.881509085841174e-10,5.27202992373077e-08
1858,9.136493304140458e-07,2.4468380654951716e-09,4.942612719105455e-08
1859,9.288124260820041e-07,5.092173349652285e-10,7.332729978770658e-08
1860,1.012930852084537e-06,2.288591982591015e-09,8.879737123379527e-08
1861,8.686805017532606e-07,1.8863854922557266e-09,6.979626476777412e-08
1862,8.629353942524176e-07,9.035972525772706e-10,6.551080389272101e-08
1863,9.429843998987053e-07,9.989241656072068e-10,5.2942979777981236e-08
1864,8.457899980385264e-07,9.589455896019672e-10,5.6098315326380543e-08
1865,8.364062296095653e-07,0.0,5.977692296710302e-08
1866,8.354257374776353e-07,2.432806400776144e-09,5.692767146570077e-08
1867,7.822732186468784e-07,9.7056229719783e-10,7.23068893648815e-08
1868,8.965871529653668e-07,4.93987406535723e-10,5.08807040944248e-08
1869,7.691542691645736e-07,4.883519144627257e-10,4.248661511496721e-08
1870,7.666423016416957e-07,1.1468097582678638e-09,7.683625113941162e-08
1871,9.070485589290911e-07,3.18635318130589e-09,5.629224020253787e-08
1872,8.375565130336327e-07,0.0,4.233137573805834e-08
1873,8.73956651048502e-07,0.0,2.3944018323618366e-08
1874,7.719194741184765e-07,5.974609140757536e-10,5.675878611555163e-08
1875,7.048921588648227e-07,0.0,3.833423178889461e-08
1876,7.914233606243215e-07,6.04601479992084e-10,4.53451107773617e-08
1877,7.298082778106618e-07,1.8554447978047506e-09,3.834585982076533e-08
1878,8.370176942662511e-07,6.039088673581716e-10,6.6429976186555e-08
1879,7.318971597669588e-07,0.0,5.070739916845923e-08
1880,7.592312272208801e-07,0.0,6.610381575455904e-08
1881,8.931781962928653e-07,1.3945015142624584e-09,4.462404845639867e-08
1882,6.86170210428827e-07,0.0,6.389169726617183e-08
1883,6.925995421624975e-07,6.319338941018771e-10,2.1485751844352308e-08
1884,7.770197498757625e-07,6.601696966868076e-10,5.809493330843907e-08
1885,7.464046234417765e-07,0.0,3.7384687345820566e-08
1886,7.008461579971481e-07,0.0,5.6145136539953455e-08
1887,6.679089779026981e-07,2.6115698492645834e-09,3.525619263200497e-08
1888,6.613261120946845e-07,6.340614699951175e-10,3.867775077992519e-08
1889,6.941771744095604e-07,0.0,4.636201111907212e-08
1890,6.895214710311848e-07,0.0,3.604912635069013e-08
1891,7.069010052873637e-07,0.0,2.5496881050912634e-08
1892,7.810566557964194e-07,6.268512375839919e-10,5.014809900671935e-08
1893,6.429386871786846e-07,0.0,3.571881634911733e-08
1894,6.389760756064788e-07,0.0,3.7809236630437226e-08
1895,7.366784302575979e-07,6.018614495673091e-10,3.49079627426363e-08
1896,7.524608918174636e-07,1.179405795248556e-09,4.009979548413867e-08
1897,5.855847007296688e-07,0.0,4.777905004971217e-08
1898,6.733442319273308e-07,0.0,2.2067583316243145e-08
1899,6.450683827097237e-07,0.0,2.432134493801641e-08
1900,6.094296622904949e-07,0.0,3.218453059616877e-08
1901,6.002305781294126e-07,1.1177477832191585e-09,3.129693837422565e-08
1902,5.303106718201889e-07,0.0,2.897067474805226e-08
1903,6.053646757209208e-07,0.0,2.592105730059302e-08
1904,6.309809919002873e-07,5.374625189347171e-10,3.9772224624812225e-08
1905,6.001963015478395e-07,1.5482277682110634e-09,3.4577084306874895e-08
1906,5.982686843708507e-07,0.0,1.6461390472954918e-08
1907,5.482270921675081e-07,1.028568674676933e-09,3.085705913008496e-08
1908,4.906477784061281e-07,4.911389073214423e-10,2.0136695866312948e-08
1909,5.099411737319315e-07,0.0,2.0353638774395222e-08
1910,5.11435246153269e-07,0.0,2.9927242906069296e-08
1911,5.394859385887685e-07,5.320374141248863e-10,3.458243114096149e-08
1912,5.18858371378883e-07,0.0,2.1879568379290504e-08
1913,5.302989620759035e-07,5.30298971401777e-10,2.0151361468379037e-08
1914,5.544903842746862e-07,0.0,2.209925398233281e-08
1915,6.585445930795686e-07,0.0,2.238344798399794e-08
1916,7.196787805696658e-07,0.0,1.538244731591476e-08
1917,6.404391683645372e-07,0.0,3.289927263949721e-08
1918,5.674269800692855e-07,1.1486376294556067e-09,4.020231614276781e-08
1919,5.920646231061255e-07,0.0,4.051453217357448e-08
1920,5.012817609895137e-07,0.0,4.694783584113793e-08
1921,4.998013309887028e-07,7.572747429129834e-10,3.0290991048786964e-08
1922,5.149798880665912e-07,0.0,1.9920426197472807e-08
1923,4.904567845187557e-07,0.0,2.5478275489376756e-08
1924,4.6280931087494537e-07,0.0,3.0939897754933554e-08
1925,4.718218349353265e-07,1.0998177923937646e-09,2.0896537833436923e-08
1926,5.361292778616189e-07,0.0,2.5636119005412183e-08
1927,5.061747856416332e-07,1.1149224876660924e-09,1.5608915049369898e-08
1928,4.6046946522437793e-07,1.1426041224282812e-09,2.170947865920425e-08
1929,5.068885116088495e-07,1.1140406375176326e-09,3.342121956961819e-08
1930,4.779139430866053e-07,1.0503603542488804e-09,3.676261073337628e-08
1931,4.584953501307609e-07,1.1405356659111021e-09,3.42160717536899e-08
1932,4.756439011543989e-07,2.1919073223131136e-09,3.1782654730250215e-08
1933,5.127386089043284e-07,0.0,2.064719240024715e-08
1934,4.241479416577931e-07,0.0,4.4331848414458364e-08
1935,4.703535694261518e-07,1.196828414151696e-09,2.8723881939640705e-08
1936,4.7165138994387235e-07,0.0,4.122403041151301e-08
1937,4.7342604148070677e-07,0.0,3.021868266728234e-08
1938,4.447068420176947e-07,1.2965214457594243e-09,2.7226949583791793e-08
1939,4.236451900396787e-07,0.0,2.141167065872196e-08
1940,5.274428644952422e-07,0.0,4.057252667166722e-08
1941,5.165129550732672e-07,0.0,2.066051862925633e-08
1942,5.643634040097822e-07,0.0,3.034211815133858e-08
1943,4.761305660849757e-07,2.9032352077962287e-09,1.7419411690866582e-08
1944,5.719471118936781e-07,6.4263723231761105e-09,2.8918675454292497e-08
1945,5.032344461142202e-07,0.0,2.3963544037997053e-08
1946,4.983755275134172e-07,1.3921104269343232e-09,4.454753366189834e-08
1947,5.173657768864359e-07,1.1920870957027319e-09,2.9802176726434482e-08
1948,5.609894060398801e-07,0.0,3.913879709216417e-08
1949,4.780882818522514e-07,0.0,3.6322930441201606e-08
1950,3.966989936543541e-07,0.0,2.9779013033248702e-08
1951,5.042842872171605e-07,1.0661401761424827e-09,2.4521224162299404e-08
1952,4.449907180514856e-07,0.0,3.057992969957013e-08
1953,4.546555203432945e-07,1.0773827385790469e-09,2.693456835345387e-08
1954,3.811288991073525e-07,0.0,2.5408594339637602e-08
1955,3.6885438703393447e-07,0.0,2.5341140741375057e-08
1956,3.863465849462955e-07,8.72114158667614e-10,2.8779767902165077e-08
1957,4.4793640086027153e-07,0.0,1.6786572132332367e-08
1958,3.6066981579097046e-07,8.272243445794913e-10,2.1507833736222892e-08
1959,4.2319084059272427e-07,0.0,2.40273188012452e-08
1960,3.85490409371414e-07,0.0,3.114374891310945e-08
1961,4.022984114726569e-07,6.948159270159238e-10,2.153929301584867e-08
1962,4.204717072298081e-07,0.0,2.8538803320543593e-08
1963,4.2029347468997e-07,0.0,2.133797494252576e-08
1964,3.85723581075581e-07,0.0,2.007709554163739e-08
1965,3.874206697673799e-07,5.472043373977442e-10,3.1190648286383293e-08
1966,3.993672805790993e-07,0.0,2.1602390987141007e-08
1967,3.8160797544151137e-07,4.930335584241163e-10,2.3665609916179164e-08
1968,4.1635425418462546e-07,8.982831700699023e-10,3.09907690621003e-08
1969,4.0239973486677627e-07,0.0,3.8150766101807676e-08
1970,3.7663556895495276e-07,0.0,3.2650948611490094e-08
1971,3.6996462426941434e-07,5.138397485282553e-10,2.1581270104320538e-08
1972,3.4577189467199787e-07,1.0260293725750103e-09,2.7702792948502974e-08
1973,3.6332014019535563e-07,0.0,2.7014698034122375e-08
1974,3.2684570783203526e-07,1.6876715580593782e-09,2.2502286256553816e-08
1975,3.643924344487459e-07,5.711480177694739e-10,1.8847885030481848e-08
1976,3.5081055216323875e-07,0.0,1.0284348483935446e-08
1977,3.3791496889534756e-07,5.876781838942691e-10,1.9981058585472056e-08
1978,2.9821768521287595e-07,0.0,2.0792070287711795e-08
1979,3.0839899523016356e-07,0.0,2.2822696621460636e-08
1980,3.3144428357445577e-07,1.1370301367108482e-09,1.3644362084619388e-08
1981,3.219704751700192e-07,1.8976649140967083e-09,2.1506869174459098e-08
1982,3.457578827692487e-07,3.7245013739806154e-09,8.690503427999374e-09
1983,2.8418921260708885e-07,0.0,9.47297440490047e-09
1984,3.491003042199736e-07,5.799008495621649e-10,1.5077421977593986e-08
1985,3.1581680559611414e-07,1.8046674155058895e-09,2.466378745680231e-08
1986,3.1471049055653566e-07,5.994485463567401e-10,1.3187867686781374e-08
1987,2.853751368547819e-07,1.2221633705067347e-09,1.9554613928107756e-08
1988,2.6504767447477207e-07,1.798966087207532e-09,1.8589316752581908e-08
1989,3.2489683121639246e-07,0.0,2.0854864501984594e-08
1990,3.007655209330551e-07,5.44865097484859e-10,2.3429199913493903e-08
1991,2.760750135166745e-07,0.0,1.2895223555631219e-08
1992,3.597993440962455e-07,0.0,2.0386792698445788e-08
1993,3.151808982693183e-07,0.0,1.827938511667071e-08
1994,3.186055721471348e-07,0.0,1.8462243289718572e-08
1995,3.280582632214646e-07,5.422450821690461e-10,1.572510655023507e-08
1996,3.02669832308311e-07,0.0,1.1743802375008272e-08
1997,2.8913214578096813e-07,9.58978896292706e-10,1.2946214766884623e-08
1998,3.0802115702499577e-07,4.768129224785866e-10,1.621164003040576e-08
1999,3.144298261759104e-07,4.570201161957499e-10,1.553868322901053e-08
2000,3.0926219096727436e-07,0.0,1.1486881668076876e-08
2001,3.0843730769447575e-07,0.0,2.1467938537966802e-08
2002,3.097523517681111e-07,0.0,1.3581786362237835e-08
2003,3.1710283110442106e-07,0.0,2.2918076325595393e-08
2004,3.396094143681694e-07,0.0,1.1011977996133737e-08
2005,3.265218424530758e-07,4.5037495954858286e-10,1.3961623857028371e-08
2006,3.269604462730058e-07,4.1178899179428186e-10,1.6883348052942893e-08
2007,2.9998540185260936e-07,0.0,1.997239706952314e-08
2008,2.9844650839550013e-07,4.257439678578834e-10,1.4475294740634581e-08
2009,3.166079807215283e-07,0.0,1.2874119548200724e-08
2010,3.1932842148307827e-07,0.0,1.1809482280966677e-08
2011,3.128009211650351e-07,0.0,1.606068167347985e-08
2012,3.496167551020335e-07,0.0,2.1787217363566924e-08
2013,3.770897194499412e-07,0.0,1.9523875849358774e-08
2014,3.8306725969050603e-07,0.0,2.165445245339015e-08
2015,3.5797691566585854e-07,0.0,1.8175917659846164e-08
2016,4.4181683733768295e-07,0.0,2.6927420293532123e-08
2017,3.096717478001665e-07,0.0,1.6603035390971854e-08
2018,3.3894659168254293e-07,7.744400121190154e-10,1.4972506789945328e-08
2019,3.5331180470166146e-07,0.0,1.607122257496485e-08
