year,petit_ADJ épi_NOUN,petit_ADJ répit_NOUN
1800,2.5153315874604232e-08,3.144164484325529e-09
1801,4.7623651688866175e-09,2.3811825844433088e-09
1802,6.042168365638645e-08,2.2378401354217203e-09
1803,3.90067853572873e-08,3.900678446910888e-09
1804,1.4831105232815389e-08,9.887403784603066e-09
1805,3.1271653710973624e-08,0.0
1806,0.0,0.0
1807,6.263301344233696e-08,0.0
1808,6.798221985349073e-09,0.0
1809,2.259030518203531e-09,0.0
1810,4.680253518074551e-09,0.0
1811,7.270522450752992e-08,7.521229861140455e-09
1812,5.3344164641089264e-09,0.0
1813,3.163315653864629e-08,0.0
1814,9.440030979135372e-09,0.0
1815,1.3486118000116676e-08,0.0
1816,1.1588019432906549e-08,2.3176038865813098e-09
1817,1.556873407970727e-09,7.784366928831332e-09
1818,4.768470951432846e-09,0.0
1819,1.6561680249438382e-08,1.035105001712111e-09
1820,1.1866481131050932e-09,1.1866481131050932e-08
1821,9.86148829262845e-10,1.676452932031225e-08
1822,3.0076847679083585e-09,6.015369535816717e-09
1823,0.0,9.882686891060644e-10
1824,0.0,0.0
1825,1.584979791857677e-08,3.522177216552791e-09
1826,1.6735169694470642e-08,1.7615968683770689e-09
1827,2.6730091917670507e-08,9.217273055917019e-10
1828,2.7516904310687096e-08,2.7516904310687096e-09
1829,1.1145129097389628e-08,8.57317605795771e-10
1830,8.349468672008697e-09,1.0436835840010872e-09
1831,9.354723218280014e-09,0.0
1832,8.117981842303834e-09,5.411987746839486e-09
1833,9.26690302271993e-09,1.1583628500844156e-09
1834,9.334531370086552e-09,1.120143711119681e-08
1835,8.31939672707449e-09,3.025235173481633e-09
1836,4.032449929525228e-09,1.3441500135158435e-09
1837,4.87052354003481e-09,1.3915781860163179e-09
1838,3.1560809521380406e-09,3.1560809521380406e-09
1839,1.6080392128969834e-08,2.0974426639952526e-09
1840,1.2739377330817092e-09,0.0
1841,8.988767952189392e-09,6.420548537278137e-10
1842,6.708265054555795e-09,0.0
1843,2.3627644285539873e-09,5.906911071384968e-10
1844,1.0428266250528395e-08,0.0
1845,6.138250630005615e-09,5.580227946389016e-10
1846,5.854501106128396e-09,4.0981511517657054e-09
1847,3.235934187273415e-09,2.1572894581822766e-09
1848,9.65426583121598e-09,0.0
1849,5.865590679832167e-09,0.0
1850,7.467895635215882e-09,0.0
1851,9.674158363282004e-09,0.0
1852,7.812654523320361e-09,0.0
1853,8.957897534855874e-09,5.971931837933653e-10
1854,1.0910894965299178e-08,0.0
1855,7.960405667972736e-09,1.5920811335945473e-09
1856,1.0872097000458325e-08,5.177189232874468e-10
1857,9.274867096564776e-09,0.0
1858,2.300027723833864e-08,4.893676019968041e-10
1859,1.1202780925145817e-08,5.092173349652285e-10
1860,1.373155189554609e-08,4.577183909670879e-10
1861,1.4147890858851042e-08,0.0
1862,1.3553959066214816e-09,4.517986262886353e-10
1863,7.491931519609807e-09,0.0
1864,1.3904711160250827e-08,1.4384183844029508e-09
1865,9.413688495385486e-09,9.41368871743009e-10
1866,2.432806400776144e-09,2.919367858567057e-09
1867,4.367530337390235e-09,1.94112459439566e-09
1868,8.397785578040384e-09,9.87974813071446e-10
1869,1.953407657850903e-09,2.441759683335931e-09
1870,2.2936195165357276e-09,1.1468097582678638e-09
1871,8.496941816815706e-09,0.0
1872,2.4189357183956872e-09,6.047339295989218e-10
1873,2.3944017879529156e-09,4.788803575905831e-09
1874,1.9118749250424116e-08,2.3898436563030145e-09
1875,5.721527140956084e-10,0.0
1876,1.813804439976252e-09,6.04601479992084e-10
1877,5.566334504436554e-09,1.1751150275074451e-08
1878,1.2078177347163432e-08,1.2078177347163432e-09
1879,4.27652757650776e-09,0.0
1880,9.626769603698904e-09,0.0
1881,3.4862537301449947e-09,6.972507571312292e-10
1882,1.5972924316542958e-08,7.986462158271479e-09
1883,1.2638677882037541e-09,6.319338941018771e-10
1884,3.300848483434038e-09,0.0
1885,7.7347630522695e-09,2.5782542767416317e-09
1886,2.5813855497602844e-09,0.0
1887,1.3057849246322917e-09,3.9173548849191775e-09
1888,1.394935256193719e-08,0.0
1889,7.51816386923565e-09,0.0
1890,9.176140958189194e-09,0.0
1891,4.461953917456185e-09,2.5496880162734215e-09
1892,6.268512375839919e-09,6.268512375839919e-10
1893,0.0,1.847525021858587e-09
1894,5.671385361338821e-09,6.301539290376468e-10
1895,4.814891596538473e-09,3.0093072478365457e-09
1896,1.1794057674929803e-08,1.7691086373616827e-09
1897,4.078699600285063e-09,9.322741689743452e-09
1898,8.487532454637403e-09,1.13167097914868e-09
1899,1.3818945987509323e-08,5.527578395003729e-10
1900,5.191053142894475e-10,4.15284251431558e-09
1901,1.0059730048972426e-08,0.0
1902,1.4730852093691738e-09,2.455141867585553e-09
1903,6.48026410310365e-09,0.0
1904,1.0749250378694342e-08,0.0
1905,4.64468330463319e-09,0.0
1906,1.080278771992127e-08,2.0576738091193647e-09
1907,1.3371392326710918e-08,1.028568674676933e-09
1908,7.367083609821634e-09,0.0
1909,3.850688656825696e-09,1.1001967115120692e-09
1910,9.085056262847502e-09,3.740905363258662e-09
1911,1.0640748615564632e-08,1.0640748282497725e-09
1912,5.730363294986773e-09,5.209421227725386e-10
1913,3.71209285532359e-09,1.060597942803554e-09
1914,7.366418142140674e-09,0.0
1915,4.712304657594757e-09,0.0
1916,1.0987461607214755e-08,1.0987462051303964e-09
1917,2.1932848870420685e-09,0.0
1918,4.594550517822427e-09,0.0
1919,7.366278698128781e-09,0.0
1920,4.543339038320937e-09,7.572231730534895e-10
1921,8.330022005509363e-09,8.330022005509363e-09
1922,2.2133805899215986e-09,6.640141769764796e-09
1923,9.554353308516284e-09,2.1231896241147297e-09
1924,1.0313299547703991e-08,0.0
1925,9.898360353588487e-09,0.0
1926,6.687683296036084e-09,1.1146138456652466e-09
1927,0.0,1.1149224876660924e-09
1928,3.4278123672848437e-09,6.8556245125250825e-09
1929,1.1140405931087116e-08,0.0
1930,7.352522590764465e-09,8.402882833991043e-09
1931,6.843213995466613e-09,1.1405356659111021e-09
1932,8.767629289252454e-09,1.0959536611565568e-09
1933,4.588264879146209e-09,1.1470662197865522e-09
1934,0.0,4.7926320689839486e-09
1935,7.180970484910176e-09,2.393656828303392e-09
1936,7.274828739411987e-09,6.0623572828433225e-09
1937,5.0364472592434595e-09,3.777335333410292e-09
1938,2.5930428915188486e-09,1.2965214457594243e-09
1939,9.176430282309411e-09,1.5294050470515685e-09
1940,7.607348528892999e-09,7.607348528892999e-09
1941,0.0,0.0
1942,6.068423541449874e-09,0.0
1943,1.7419411690866582e-08,2.0322646676618206e-08
1944,3.2131861615880553e-09,6.4263723231761105e-09
1945,2.178504043826024e-09,8.714016175304096e-09
1946,1.3921104269343232e-08,1.3921104269343232e-08
1947,8.344609447874518e-09,3.5762612871081956e-09
1948,4.348755133776194e-09,6.523132700664291e-09
1949,3.9268033269479474e-09,0.0
1950,1.0635361480382244e-09,2.1270722960764488e-09
1951,4.264560815592233e-09,0.0
1952,7.381362632230548e-09,3.1634410646574906e-09
1953,6.464296653518886e-09,6.464296653518886e-09
1954,6.840775501615326e-09,1.9545072227344917e-09
1955,4.6928039232341234e-09,1.8771215692936494e-09
1956,6.104799332717903e-09,1.744228317335228e-09
1957,4.417518795207798e-09,8.835037701437898e-10
1958,7.445019101215422e-09,1.4062813857851353e-08
1959,1.3951346411467114e-08,6.9756733722670106e-09
1960,8.305000243069571e-09,1.1073333361366622e-08
1961,5.55852741612739e-09,3.47407969059077e-09
1962,2.5367825617905737e-09,6.341956293454132e-09
1963,3.879631726988464e-09,3.2330267352165265e-09
1964,2.4335873316516654e-09,7.300761772910391e-09
1965,4.377634699181954e-09,3.830430195250756e-09
1966,2.215629901769489e-09,4.985167390003653e-09
1967,4.930335695263466e-09,7.888536934785861e-09
1968,2.6948494546985557e-09,4.042274071025531e-09
1969,9.083515606356229e-10,5.904285060864822e-09
1970,2.7592350626548523e-09,3.6789800095249348e-09
1971,4.624557625731995e-09,2.0553589941130213e-09
1972,3.0780880067027283e-09,6.669190977248718e-09
1973,0.0,4.410563025913916e-09
1974,0.0,5.625571564138454e-09
1975,1.1422960355389478e-09,2.2845920710778955e-09
1976,4.570821499072508e-09,4.570821499072508e-09
1977,8.22749424145286e-09,3.526069214387917e-09
1978,6.534650376366358e-09,1.1881182704343018e-09
1979,1.7555920051037788e-09,5.266775904289034e-09
1980,2.8425752862659692e-09,3.411090521154847e-09
1981,3.1627747087981106e-09,5.060439622894819e-09
1982,3.1037510339615437e-09,8.690503427999374e-09
1983,2.5261264191556165e-09,1.0104505676622466e-08
1984,6.958810416790584e-09,9.278413592994639e-09
1985,1.8046674155058895e-09,7.820225356169885e-09
1986,2.3977941854269602e-09,9.591176797218992e-09
1987,2.4443267410134695e-09,6.721898593298192e-09
1988,5.396898483667201e-09,1.139345240375178e-08
1989,1.0976244357863152e-09,3.841685636274406e-09
1990,2.179460389939436e-09,1.0897301727652575e-08
1991,5.2753188484189195e-09,2.344586080837985e-09
1992,4.958949750832886e-09,8.815910668147353e-09
1993,4.985286850001103e-09,9.416652346772025e-09
1994,3.6924485691258724e-09,1.2132331583813993e-08
1995,4.337960657352369e-09,7.59143092832204e-09
1996,1.6014276571496566e-09,8.540947060708959e-09
1997,2.876936688878118e-09,6.233362714880286e-09
1998,5.72175506974304e-09,1.2873949017944142e-08
1999,1.8280804647829996e-09,6.855301937225278e-09
2000,8.836062992401139e-10,1.0161472552283612e-08
2001,3.943090520763803e-09,1.0514907833325537e-08
2002,4.81934359086722e-09,8.762442937904069e-09
2003,1.2500769308587678e-09,8.333845613606172e-09
2004,2.2023955992267474e-09,6.607186797680242e-09
2005,1.8014998381943315e-09,1.0808999362232896e-08
2006,2.4707338397433887e-09,1.1941880539989569e-08
2007,1.997239706952314e-09,1.6776813549501668e-08
2008,5.5346713878634546e-09,2.1287198753716652e-08
2009,1.907277002999308e-09,1.7165492804949167e-08
2010,6.140930874920514e-09,2.8815136943194375e-08
2011,4.206369030868018e-09,2.562061141020422e-08
2012,1.0212758416727752e-09,3.846805396445774e-08
2013,2.2313000336282585e-09,2.984363711711069e-08
2014,5.630157673408576e-09,3.637947801338193e-08
2015,5.984753762011685e-09,3.435691964259746e-08
2016,6.006886238418829e-09,2.8377358352038584e-08
2017,5.534345121072093e-09,3.723104902153551e-08
2018,7.744399788123246e-09,3.975458584548619e-08
2019,3.5713827450933877e-09,2.98465569481543e-08
