year,devrait_VERB ouvrir_VERB,devrait_VERB rouvrir_VERB
1992,8.540413176660877e-08,3.856960972825618e-09
1993,9.250476296074339e-08,5.539207315052863e-09
1994,1.1182844161794492e-07,3.6924485691258724e-09
1995,1.0302656505700725e-07,3.253470381991974e-09
1996,9.715327564663312e-08,6.4057106285986265e-09
1997,9.541840029214654e-08,6.233362714880286e-09
1998,9.631621367134358e-08,3.814503379828693e-09
1999,1.1288396706277126e-07,4.570201106446348e-09
2000,1.0912538073171163e-07,3.97622823555821e-09
2001,8.981484000969431e-08,0.0
2002,9.55106287392482e-08,1.1829298429688606e-08
2003,9.125561462042242e-08,1.4167538253673229e-08
2004,1.0307211795179683e-07,1.5857247959161214e-08
2005,1.0628848912119793e-07,8.106749049829887e-09
2006,9.841756565265314e-08,1.070651389767363e-08
2007,9.22724723295687e-08,1.1184542181297275e-08
2008,1.0813896977879267e-07,2.2138685551453818e-08
2009,8.34433677709967e-08,1.6211854969583328e-08
2010,8.408351703792505e-08,1.6533276081531767e-08
2011,8.833374920413917e-08,3.823971894689748e-08
2012,9.225524877365388e-08,2.2808492872172792e-08
2013,7.168051041617218e-08,2.2034088331679413e-08
2014,6.517989703525018e-08,1.1260315346817151e-08
2015,7.181704120284849e-08,1.3742767812630063e-08
2016,6.586861189816773e-08,1.3463710146766061e-08
2017,6.439965005711201e-08,1.2074934829797712e-08
2018,8.441396204261764e-08,1.3165480261534412e-08
2019,6.607058367080754e-08,2.219359274135968e-08
