year,devrait_VERB ouvrir_VERB,devrait_VERB rouvrir_VERB
1800,0.0,0.0
1801,2.3811825844433088e-09,0.0
1802,0.0,0.0
1803,7.801356893821776e-09,0.0
1804,2.4718509461507665e-09,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,4.5321479902327155e-09,0.0
1809,2.259030518203531e-09,0.0
1810,7.020380277111826e-09,0.0
1811,2.5070767684098882e-09,0.0
1812,0.0,0.0
1813,5.751483289628823e-09,0.0
1814,3.1466771410748606e-09,0.0
1815,2.697223555614414e-09,0.0
1816,4.6352077731626196e-09,0.0
1817,9.341240669868967e-09,0.0
1818,4.768470951432846e-09,0.0
1819,2.5877625375869684e-08,0.0
1820,2.3732962262101864e-09,1.1866481131050932e-09
1821,2.070912508145284e-08,0.0
1822,5.012807946513931e-09,0.0
1823,3.9530747564242574e-09,0.0
1824,6.736890156844311e-09,0.0
1825,1.7610886970942374e-08,0.0
1826,8.80798456392995e-09,0.0
1827,2.3043183361437514e-08,0.0
1828,7.337841001486822e-09,0.0
1829,1.714635211591542e-09,0.0
1830,1.5655253093882493e-08,0.0
1831,2.8064171431196883e-08,0.0
1832,4.7354891563600177e-08,0.0
1833,2.6642345218874652e-08,1.1583628500844156e-09
1834,2.6136685704614138e-08,0.0
1835,2.647080776796429e-08,0.0
1836,1.5457725766054864e-08,0.0
1837,8.349468672008697e-09,0.0
1838,1.2624323808552163e-08,0.0
1839,3.4957374772659477e-09,0.0
1840,3.821813088222825e-09,0.0
1841,1.9903700021473014e-08,0.0
1842,5.366612043644636e-09,0.0
1843,2.7762482091020502e-08,0.0
1844,2.140538946093784e-08,1.097712254427563e-09
1845,6.138250796539069e-09,5.580227946389016e-10
1846,2.6930706553685013e-08,0.0
1847,1.4561703842730367e-08,0.0
1848,1.769948809737798e-08,2.413566457803995e-09
1849,5.865590679832167e-09,8.379414939696517e-10
1850,2.7155984128057753e-09,0.0
1851,8.384270167027807e-09,0.0
1852,7.161600201754936e-09,0.0
1853,1.0152284346531815e-08,0.0
1854,2.4939190268469247e-08,0.0
1855,3.661786607267459e-08,5.306937111981824e-10
1856,1.9673318973900678e-08,0.0
1857,2.0990489346672803e-08,0.0
1858,1.3702292633865909e-08,0.0
1859,1.018434669930457e-08,0.0
1860,2.1512764902809067e-08,0.0
1861,1.3204698667834691e-08,0.0
1862,9.035972858839614e-09,4.517986262886353e-10
1863,1.5982786649715308e-08,0.0
1864,2.4932585773740357e-08,0.0
1865,2.2122168985561075e-08,0.0
1866,1.1677471434268227e-08,0.0
1867,3.0572714138088486e-08,0.0
1868,1.333765986544222e-08,0.0
1869,5.323035878745941e-08,0.0
1870,3.841812556970581e-08,0.0
1871,2.8677177965619194e-08,0.0
1872,1.8746751706544273e-08,0.0
1873,2.573981916498269e-08,0.0
1874,1.3741600746186577e-08,0.0
1875,1.0298748520654044e-08,0.0
1876,1.6324239737741664e-08,0.0
1877,2.8450154232473324e-08,0.0
1878,2.2344627481629686e-08,0.0
1879,2.6270098985037293e-08,0.0
1880,1.9895322722618403e-08,0.0
1881,1.673401861523871e-08,0.0
1882,1.5972924316542958e-08,7.320923423037584e-09
1883,6.319338829996468e-09,0.0
1884,1.386356363042296e-08,0.0
1885,1.0313017106966527e-08,0.0
1886,9.034849313138693e-09,0.0
1887,2.9380160526670807e-08,6.528924623161458e-10
1888,1.268122939990235e-08,1.268122939990235e-09
1889,2.6940087494153886e-08,0.0
1890,3.1461055982617836e-08,0.0
1891,1.9760081571007504e-08,0.0
1892,1.3163876211308434e-08,1.2537024751679837e-09
1893,8.621783287310336e-09,3.695050043717174e-09
1894,1.449354058991048e-08,0.0
1895,2.166701307260155e-08,0.0
1896,2.8305738197786923e-08,0.0
1897,1.2818770045441852e-08,0.0
1898,1.0750873968845553e-08,0.0
1899,2.2110313580014918e-08,6.080336234504102e-09
1900,3.1665425836990835e-08,4.671947717582725e-09
1901,1.900171220370339e-08,1.1177477832191585e-09
1902,3.928227076954727e-09,0.0
1903,1.7820726228023887e-08,0.0
1904,2.4723275870996986e-08,0.0
1905,1.909480928929952e-08,0.0
1906,2.1605574218597212e-08,0.0
1907,1.131425531042396e-08,5.142843373384665e-10
1908,3.388858615949175e-08,0.0
1909,1.5952851484257735e-08,0.0
1910,1.60324518105881e-08,0.0
1911,1.755723388896513e-08,0.0
1912,1.9795800554334164e-08,0.0
1913,2.2802856491921375e-08,3.181793939432964e-09
1914,2.0090231700464756e-08,0.0
1915,3.2986132936230206e-08,0.0
1916,3.186363883855847e-08,0.0
1917,2.9609346086090227e-08,2.1932848870420685e-09
1918,1.6080926812378493e-08,2.2972752589112133e-09
1919,2.762354434082681e-08,9.207848372660976e-10
1920,2.1202248845497706e-08,0.0
1921,1.741731914250977e-08,7.572747429129834e-10
1922,1.9920426197472807e-08,0.0
1923,1.3800733000834953e-08,1.0615948120573648e-09
1924,1.2891624656674594e-08,0.0
1925,1.2097995494286806e-08,0.0
1926,2.1177662290483568e-08,0.0
1927,2.6758140592164636e-08,0.0
1928,9.14083297942625e-09,1.1426041224282812e-09
1929,2.33948540540041e-08,0.0
1930,1.7856125467119455e-08,0.0
1931,1.710803587684495e-08,0.0
1932,2.082311922890767e-08,0.0
1933,2.523545639121494e-08,0.0
1934,1.1981580172459871e-08,0.0
1935,2.6330225111337313e-08,0.0
1936,1.576212937948185e-08,1.2124714565686645e-09
1937,1.888667711114067e-08,5.0364472592434595e-09
1938,1.5558256905023882e-08,0.0
1939,1.3764645423464117e-08,0.0
1940,1.2678914806940611e-08,0.0
1941,1.7709016475464523e-08,0.0
1942,3.034211770724937e-09,3.034211770724937e-09
1943,1.4516175816936538e-08,0.0
1944,9.639558484764166e-09,0.0
1945,3.921307367704685e-08,0.0
1946,2.5057987684817817e-08,0.0
1947,2.3841742802233057e-08,0.0
1948,2.8266908813634473e-08,2.174377566888097e-09
1949,2.4542520904446974e-08,0.0
1950,1.808011518278363e-08,0.0
1951,3.5182626589858046e-08,0.0
1952,2.6362009464264702e-08,2.1089607837865287e-09
1953,2.693456835345387e-08,0.0
1954,2.9317607896928166e-08,0.0
1955,1.783265446420046e-08,9.385607846468247e-10
1956,2.0058624983221307e-08,0.0
1957,2.9155623693100097e-08,0.0
1958,2.8952852559882558e-08,0.0
1959,2.7902691712711203e-08,0.0
1960,3.0451666077624395e-08,1.3841666701708277e-09
1961,2.848745239703021e-08,0.0
1962,2.980719671086263e-08,0.0
1963,2.7804029301137234e-08,6.466053248388448e-10
1964,3.589541464066315e-08,1.2167936658258327e-09
1965,3.283226135408768e-08,0.0
1966,2.76953731059848e-08,1.1078149508847446e-09
1967,3.500538170442269e-08,4.930335584241163e-10
1968,3.458390196442451e-08,8.982831700699023e-10
1969,4.859681013158479e-08,4.5417578031781147e-10
1970,3.7709543931896405e-08,3.6789800095249348e-09
1971,4.72732573086887e-08,1.0276794970565106e-09
1972,4.9762423515176124e-08,1.5390440033513642e-09
1973,6.009392450323503e-08,2.205281512956958e-09
1974,5.513060230555311e-08,1.1251143350321513e-09
1975,3.998036035568475e-08,1.1422960355389478e-09
1976,8.570290077614118e-08,1.7140580066410394e-09
1977,1.2341241983904183e-07,2.938390863960194e-09
1978,1.4019795457898e-07,1.7821774056514528e-09
1979,9.889834728937785e-08,5.851973350345929e-10
1980,1.108604408273095e-07,1.1370301367108482e-09
1981,1.0184134424662261e-07,1.8976649140967083e-09
1982,8.7525783953879e-08,2.483000915987077e-09
1983,7.957298464589257e-08,1.2630632095778083e-09
1984,7.190770645593147e-08,5.799008495621649e-10
1985,5.654624501971739e-08,4.812446441349039e-09
1986,6.773768745915731e-08,1.1988970927134801e-09
1987,7.882953667603942e-08,3.6664902225425067e-09
1988,9.774382903060541e-08,4.797243047249822e-09
1989,1.0482313683723987e-07,2.1952488715726304e-09
1990,9.262706868184978e-08,4.358920779878872e-09
1991,9.143885648654759e-08,2.9307325455363298e-09
