year,aient_VERB empli_VERB,aient_VERB rempli_VERB
1927,1.1149224876660924e-09,2.7873062080630007e-08
1928,0.0,1.7139061725401916e-08
1929,0.0,2.4508894469477127e-08
1930,0.0,2.2057568216382606e-08
1931,0.0,2.5091784650044247e-08
1932,0.0,2.301502632917618e-08
1933,1.1470662197865522e-09,2.523545639121494e-08
1934,0.0,2.2765002327673756e-08
1935,0.0,2.8723881939640705e-08
1936,0.0,1.6974599503782883e-08
1937,0.0,3.273690651894867e-08
1938,0.0,2.074434313215079e-08
1939,0.0,1.2235240376412548e-08
1940,0.0,2.2822046474857416e-08
1941,0.0,4.132103725851266e-08
1942,0.0,2.730790527039062e-08
1943,0.0,2.0322646676618206e-08
1944,0.0,3.855823393905666e-08
1945,0.0,2.6142048525912287e-08
1946,0.0,3.201854070766785e-08
1947,0.0,1.1920871401116528e-08
1948,4.348755133776194e-09,2.6092530802657166e-08
1949,0.0,1.2762110479513922e-08
1950,0.0,1.808011518278363e-08
1951,0.0,1.3859822622919182e-08
1952,0.0,1.2653764258629963e-08
1953,0.0,1.723812381726475e-08
1954,0.0,1.5636057781875934e-08
1955,9.385607846468247e-10,1.0324168187025862e-08
1956,2.616342476002842e-09,1.5698054411927842e-08
1957,0.0,1.5903067307476704e-08
1958,0.0,2.2335056470978998e-08
1959,7.750747821333448e-10,1.4726420971555854e-08
1960,6.920833350854139e-10,1.3841666479663672e-08
1961,0.0,1.667558180429296e-08
1962,0.0,1.331810839388936e-08
1963,0.0,1.2285501505004959e-08
1964,0.0,1.4601523545820783e-08
1965,1.0944086747954884e-09,1.6963333848707407e-08
1966,0.0,1.2185964237687585e-08
1967,0.0,1.3804939413830652e-08
1968,0.0,9.88111459321317e-09
1969,4.5417578031781147e-10,3.179230390060184e-08
1970,0.0,1.7935027685211935e-08
1971,0.0,8.221435976452085e-09
1972,0.0,9.234264020108185e-09
1973,0.0,2.3706776985932265e-08
1974,0.0,1.3501372464475025e-08
1975,0.0,1.770558810676448e-08
1976,0.0,9.141642998145016e-09
1977,0.0,1.469195431980097e-08
1978,0.0,1.4257419245211622e-08
1979,0.0,1.7555919384903973e-08
1980,0.0,1.1370301145063877e-08
1981,0.0,1.8976647808699454e-08
1982,0.0,9.932003663948308e-09
1983,0.0,1.4525227243211702e-08
1984,1.1598016991243298e-09,1.333771937339634e-08
1985,0.0,1.3835783185811579e-08
1986,0.0,7.1933827783254856e-09
1987,0.0,4.277571630240118e-09
1988,0.0,1.739000587974715e-08
1989,0.0,1.4817929994137558e-08
1990,0.0,9.80757164370516e-09
1991,0.0,8.20605094986604e-09
1992,0.0,6.060938417817852e-09
1993,0.0,8.862731881720265e-09
1994,0.0,1.318731612798274e-08
1995,0.0,1.0302656505700725e-08
1996,5.338092190498855e-10,8.540947504798169e-09
1997,0.0,5.753873377756236e-09
1998,0.0,9.059445638115449e-09
1999,0.0,1.2339542720951613e-08
2000,0.0,1.0161472552283612e-08
2001,4.3812117822561447e-10,1.4019877703219663e-08
2002,0.0,1.4896152755738967e-08
2003,1.2500769308587678e-09,1.0417307017007715e-08
2004,0.0,8.80958239690699e-09
2005,0.0,1.1259373877692269e-08
2006,4.1178899179428186e-10,1.4824403926638752e-08
2007,1.5977917877663117e-09,9.98619853476157e-09
2008,0.0,9.366367237362283e-09
2009,0.0,6.675469510497578e-09
2010,0.0,6.613310343794865e-09
2011,0.0,6.500752380844688e-09
2012,0.0,6.468080293586809e-09
2013,2.789125042035323e-10,8.646287241731443e-09
2014,2.1654451842767486e-10,5.846701789380404e-09
2015,4.433150790905671e-10,7.536356427806368e-09
2016,0.0,9.528164035543796e-09
2017,0.0,1.282961736848165e-08
2018,0.0,6.195520096952123e-09
2019,0.0,6.377469219387422e-09
