year,ait_VERB acheté_VERB,ait_VERB racheté_VERB
1800,8.174827570428533e-08,0.0
1801,3.333655484993869e-08,4.7623651688866175e-09
1802,4.2518962573012686e-08,2.2378401354217203e-09
1803,1.2482171030114841e-07,0.0
1804,3.163969211072981e-07,4.449331569844617e-08
1805,1.648869130121966e-07,1.421438877713399e-08
1806,1.0662175498055149e-07,0.0
1807,1.679703558465917e-07,8.540865792383556e-09
1808,1.8808414381510374e-07,0.0
1809,1.1521055398588942e-07,2.0331274441787173e-08
1810,1.0296557917399696e-07,0.0
1811,8.774768645025688e-08,0.0
1812,9.335229123053068e-08,0.0
1813,9.202373263406116e-08,0.0
1814,7.552024783308298e-08,0.0
1815,6.74305908887618e-08,3.236668177919455e-08
1816,3.0128852301913867e-08,4.6352077731626196e-09
1817,5.7604317760251433e-08,0.0
1818,6.318224166079744e-08,4.768470951432846e-09
1819,9.522965882524659e-08,0.0
1820,7.357218123615894e-08,0.0
1821,1.3608854487756616e-07,1.2819934447350079e-08
1822,1.1228689800191205e-07,1.0025615893027862e-09
1823,1.1661570198384652e-07,1.9765373782121287e-09
1824,1.0694812857536817e-07,1.51580028528997e-08
1825,4.6668848341369085e-08,8.805443041381977e-10
1826,3.963592831723872e-08,8.807984341885344e-10
1827,1.4747637067102914e-07,2.7651818612639545e-09
1828,5.4116576109208836e-08,9.172301140836225e-09
1829,1.0287811136322489e-07,1.2859763920403111e-08
1830,7.931995327226105e-08,1.5655253093882493e-08
1831,7.951515357262906e-08,1.5591206103948707e-09
1832,6.3590853471851e-08,1.3529969367098715e-09
1833,9.382738852536932e-08,6.950177322551099e-09
1834,8.401077877806529e-08,1.120143711119681e-08
1835,1.0815215745196838e-07,5.294161553592858e-09
1836,8.132107609526429e-08,2.688300027031687e-09
1837,8.766942727334026e-08,6.957891152126194e-09
1838,1.117252637072852e-07,3.787297142565649e-09
1839,5.733009800223954e-08,1.2584655095793096e-08
1840,8.790170369366024e-08,2.5478754661634184e-09
1841,7.255219713897532e-08,8.346713542550788e-09
1842,6.372852112690452e-08,5.366612043644636e-09
1843,6.497602100807853e-08,1.4767278067040479e-08
1844,9.275668588770714e-08,1.701453911095996e-08
1845,7.031087534414837e-08,1.2276501593078137e-08
1846,6.322861167973315e-08,5.269050973311096e-09
1847,1.0516786375092124e-07,5.393223645455691e-10
1848,1.0458788324285706e-07,8.04522137798358e-09
1849,8.630797054820505e-08,1.6758828991214614e-08
1850,6.245876704724651e-08,8.146795238417326e-09
1851,8.384270699934859e-08,6.449438760824933e-10
1852,1.0351767087968256e-07,5.208436348880241e-09
1853,9.43565225952625e-08,2.388772735173461e-09
1854,4.1565314745639625e-08,5.7152309551611324e-09
1855,5.5722839675809155e-08,8.491099379170919e-09
1856,8.69767760036666e-08,3.6240324075009767e-09
1857,8.347380742179666e-08,1.0739319655783675e-08
1858,6.704335930862726e-08,1.565976326389773e-08
1859,5.550468884507609e-08,4.582956236731661e-09
1860,5.767251565202969e-08,1.830873586072812e-08
1861,5.1875602480322414e-08,4.2443675241088386e-09
1862,5.1053245186949425e-08,3.6143890103090826e-09
1863,5.4940830551686304e-08,5.494082966350788e-09
1864,5.130359070903978e-08,5.274200631788517e-09
1865,5.9306238142653456e-08,9.413688495385486e-09
1866,3.2113046444237625e-08,4.379051787850585e-09
1867,5.143980175148499e-08,2.426405742994575e-09
1868,7.95319721191845e-08,7.409810987013543e-09
1869,5.860222884734867e-08,1.4162205630441349e-08
1870,6.078091985273204e-08,6.880858549607183e-09
1871,5.735435593123839e-08,5.3105884134652115e-09
1872,5.32165849165267e-08,9.071008832961525e-09
1873,5.147963832996538e-08,5.387403856360606e-09
1874,5.556386639682387e-08,5.377148060148329e-09
1875,4.291145216939185e-08,1.602027666081085e-08
1876,6.892457093954363e-08,1.813804439976252e-09
1877,7.174386240649255e-08,6.184816214727107e-09
1878,5.314398165978673e-08,1.5701630218245555e-08
1879,5.498392852132383e-08,1.0996785704264767e-08
1880,5.968597349692573e-08,7.059631101924424e-09
1881,3.834879080955034e-08,5.5780060570498335e-09
1882,6.189507928411331e-08,6.655385131892899e-09
1883,6.5721124542506e-08,6.319338829996468e-09
1884,5.413391335196138e-08,8.582206056928499e-09
1885,3.545099502844096e-08,6.445635580831777e-09
1886,5.8726520535401505e-08,3.2267319927115068e-09
1887,4.7661149693567495e-08,8.48760173255414e-09
1888,4.057993407968752e-08,1.5851536971922542e-08
1889,5.137412273370501e-08,7.51816386923565e-09
1890,6.357755211183758e-08,1.9663159989136147e-09
1891,6.182993672609882e-08,7.0116419337296065e-09
1892,7.772955257223657e-08,1.002961980134387e-08
1893,5.357822274731916e-08,0.0
1894,5.1042469806361623e-08,3.150769645188234e-09
1895,5.5973114143625935e-08,4.814891596538473e-09
1896,3.597187614445829e-08,5.897029087265082e-09
1897,5.9432476717802274e-08,8.740070001067579e-09
1898,4.9227686815811467e-08,5.6583546736987955e-09
1899,4.09040801230276e-08,5.527578395003729e-09
1900,5.8658901735952895e-08,8.30568502863116e-09
1901,4.191554126009578e-08,1.4530721514915967e-08
1902,3.093478895266344e-08,1.9641135384773634e-09
1903,4.104167317109386e-08,4.320176216765503e-09
1904,4.5146851590516235e-08,6.449550227216605e-09
1905,4.231822359201942e-08,1.651442893546573e-08
1906,3.961022088105892e-08,4.629765903985117e-09
1907,4.937129460813594e-08,3.599990305858114e-09
1908,6.237463878733251e-08,6.384805573134145e-09
1909,3.850688656825696e-08,5.500983557560346e-10
1910,3.313373397872965e-08,2.67207544979442e-09
1911,5.054355511902031e-08,1.5961122423746588e-09
1912,4.063348413296808e-08,7.293189607793238e-09
1913,5.302989691813309e-08,4.772690687104841e-09
1914,4.553785615257766e-08,1.1384464038144415e-08
1915,3.887651445211304e-08,1.1780761921542648e-09
1916,4.1752354462687435e-08,4.394984820521586e-09
1917,2.8512703309502285e-08,3.289927441585405e-09
1918,2.986458014220261e-08,4.594550517822427e-09
1919,4.788081042761405e-08,5.524709134618888e-09
1920,5.982062845077962e-08,1.0601124422748853e-08
1921,5.376650591415455e-08,6.815472630705699e-09
1922,3.9103056792555435e-08,6.640141769764796e-09
1923,1.9108707505210987e-08,5.307974060286824e-09
1924,4.2542360745301266e-08,1.289162443462999e-09
1925,4.8391981977147225e-08,6.598906754362588e-09
1926,4.0126099776216506e-08,1.2260752413340015e-08
1927,4.2367055641534535e-08,5.574612327308159e-09
1928,3.7705934374798744e-08,1.1426041224282812e-09
1929,5.013182757807044e-08,5.570202965543558e-09
1930,2.2057568216382606e-08,4.201441416995522e-09
1931,7.983749839013399e-08,1.1405356659111021e-09
1932,3.3974561830518724e-08,0.0
1933,3.211785326584504e-08,4.588264879146209e-09
1934,3.5944740517379614e-08,0.0
1935,3.231436807027421e-08,2.393656828303392e-09
1936,4.00115567344983e-08,3.6374143697059935e-09
1937,2.6441348666139675e-08,1.2591118370153254e-08
1938,3.8895642262559704e-08,1.2965214457594243e-09
1939,1.8352860564618823e-08,1.5294050470515685e-09
1940,5.832300686847702e-08,0.0
1941,3.246652724442356e-08,0.0
1942,4.247896612241675e-08,6.068423541449874e-09
1943,2.322588166236983e-08,2.9032352077962287e-09
1944,3.534504600111177e-08,3.2131861615880553e-09
1945,2.178504132643866e-08,4.357008087652048e-09
1946,2.645009899993056e-08,2.7842208538686464e-09
1947,3.5762614203349585e-08,2.3841741914054637e-09
1948,2.391815279167986e-08,2.174377566888097e-09
1949,2.6505922789965553e-08,5.890204768377316e-09
1950,3.19060831088791e-08,4.2541445921528975e-09
1951,3.5182626589858046e-08,2.1322803522849654e-09
1952,3.057992969957013e-08,0.0
1953,3.3398865895151175e-08,1.0773827385790469e-09
1954,4.397641362174909e-08,2.9317608341017376e-09
1955,3.566530892840092e-08,1.8771215692936494e-09
1956,4.273359266449006e-08,5.232684952005684e-09
1957,3.6223653410161205e-08,8.835037701437898e-10
1958,3.3088973339090444e-08,1.6544486891589827e-09
1959,3.4878365084978213e-08,0.0
1960,3.5296249478733444e-08,4.844583401109048e-09
1961,4.168895628708924e-08,7.64297514166401e-09
1962,3.805173776072479e-08,3.805173953708163e-09
1963,3.0390449268224984e-08,5.1728425987107585e-09
1964,3.711220841751128e-08,3.6503808864551957e-09
1965,3.6662690661160013e-08,9.849678406226303e-09
1966,4.2096967689531084e-08,7.754704434148607e-09
1967,3.7963584276212714e-08,6.409436092980059e-09
1968,4.1321026600371624e-08,5.3896989093971115e-09
1969,3.587988572917311e-08,4.995933444718048e-09
1970,2.713247759800197e-08,7.3579600190498695e-09
1971,3.9051819555879774e-08,5.138397263237948e-09
1972,2.5137719461554298e-08,4.6171320100540925e-09
1973,3.252790392593852e-08,1.102640756478479e-09
1974,2.7565301152776556e-08,2.812785782069227e-09
1975,4.16938057412608e-08,9.138368284311582e-09
1976,3.028169359708954e-08,4.570821499072508e-09
1977,3.937443793233797e-08,6.464460078348111e-09
1978,3.9801960838303785e-08,4.752473081737207e-09
1979,3.920822067016161e-08,5.266775904289034e-09
1980,3.865902442612423e-08,5.116635559687666e-09
1981,2.783241725978769e-08,6.958104314946922e-09
1982,4.407326770206055e-08,3.7245013739806154e-09
1983,3.599730291625747e-08,7.57837881337764e-09
1984,3.2474446243213606e-08,2.8995041922996734e-09
1985,4.331201708396293e-08,3.609334831011779e-09
1986,2.6975184752586756e-08,1.1988970927134801e-09
1987,3.299841111470414e-08,7.332980445085013e-09
1988,2.938311283173789e-08,4.797243047249822e-09
1989,4.555141330797596e-08,1.6464366536794728e-09
1990,3.2691904294779306e-08,3.814055737905164e-09
1991,3.51687923227928e-08,8.20605094986604e-09
1992,2.8100714644097025e-08,1.65298330578878e-09
1993,3.10195602537533e-08,4.4313659408601325e-09
1994,3.481451571474281e-08,1.002236071911966e-08
1995,3.145021310047014e-08,5.964695848348356e-09
1996,3.4163790019192675e-08,3.2028553142993132e-09
1997,3.5002731380018304e-08,3.3564262480467733e-09
1998,2.5747898035888284e-08,7.629006759657386e-09
1999,3.97607493596297e-08,2.285100553223174e-09
2000,3.799507197754792e-08,2.2090156370779823e-09
2001,3.9430904763548824e-08,6.133696661692056e-09
2002,3.329728315293323e-08,4.38122149670761e-10
2003,3.791899771954377e-08,5.8336921959778465e-09
2004,2.5547789661573006e-08,6.166707589017051e-09
2005,3.1075870765562286e-08,4.954124666056714e-09
2006,3.294312023172097e-08,4.941467679486777e-09
2007,3.9545348329284025e-08,4.393927444112933e-09
2008,3.448526086913262e-08,4.257439734089985e-09
2009,3.337734710839868e-08,3.814554005998616e-09
2010,2.8815136943194375e-08,1.8895172093635892e-09
2011,4.168129308368407e-08,1.911985902935953e-09
2012,4.49361365895129e-08,6.808505315092361e-09
2013,6.163966048688962e-08,4.183687618564136e-09
2014,7.059351503357902e-08,5.197068553286499e-09
2015,4.809968601193759e-08,7.093041265449074e-09
2016,5.5304777646369985e-08,5.59261792432153e-09
2017,5.8362182642213156e-08,3.5218559180094644e-09
2018,5.033859906689031e-08,5.6792268665617485e-09
2019,7.346844910216532e-08,5.867272001580659e-09
