year,pouvant_VERB ouvrir_VERB,pouvant_VERB rouvrir_VERB
1931,2.2810713318222042e-08,0.0
1932,2.082311922890767e-08,0.0
1933,1.7205993074753678e-08,0.0
1934,1.5576054224197833e-08,0.0
1935,1.6755597798123745e-08,0.0
1936,8.487299751891442e-09,0.0
1937,1.3850230295986421e-08,0.0
1938,2.3337385357535823e-08,0.0
1939,2.4470480752825097e-08,0.0
1940,2.5357829613881222e-08,0.0
1941,2.6563522936839945e-08,0.0
1942,2.4273694165799498e-08,0.0
1943,2.322588166236983e-08,0.0
1944,1.6065930807940276e-08,0.0
1945,2.3963544037997053e-08,4.357008087652048e-09
1946,9.744772988540262e-09,1.3921104269343232e-09
1947,1.6689218895749036e-08,0.0
1948,1.6307831529616124e-08,0.0
1949,1.668891336237266e-08,0.0
1950,1.808011518278363e-08,0.0
1951,2.5587365115598004e-08,7.462981344019681e-09
1952,1.7926167217297007e-08,2.1089607837865287e-09
1953,4.3095309543161875e-09,0.0
1954,1.6613311615287785e-08,0.0
1955,1.6894095011821264e-08,0.0
1956,2.2674967681268754e-08,0.0
1957,1.236905244894615e-08,0.0
1958,1.6544486669545222e-08,0.0
1959,1.5501495198577686e-08,0.0
1960,1.868625076895114e-08,0.0
1961,2.014966149488373e-08,0.0
1962,2.917300001570311e-08,0.0
1963,1.2932106940866106e-08,0.0
1964,3.6503809752730376e-08,0.0
1965,2.954903344232207e-08,5.472043373977442e-10
1966,3.26805427164345e-08,0.0
1967,2.8102911997507363e-08,0.0
1968,2.8295920273535557e-08,0.0
1969,3.133812853661766e-08,9.083515606356229e-10
1970,2.2993624781975086e-08,2.7592350626548523e-09
1971,3.596878173084406e-08,1.541519245584766e-09
1972,2.5137719461554298e-08,0.0
1973,3.252790392593852e-08,5.513203782392395e-10
1974,2.5877628928583363e-08,1.1251143350321513e-09
1975,3.255543745694922e-08,0.0
1976,1.7711933253394818e-08,0.0
1977,2.2331770210826107e-08,0.0
1978,3.5049488644745e-08,0.0
1979,2.5163485517509798e-08,0.0
1980,2.3309118191150446e-08,5.685150683554241e-10
1981,2.1506869174459098e-08,0.0
1982,1.924325765401136e-08,6.207502289967692e-10
1983,1.7682884490000106e-08,0.0
1984,1.797692661398287e-08,0.0
1985,2.285912081845254e-08,0.0
1986,1.978180286243969e-08,0.0
1987,2.199894133525504e-08,0.0
1988,2.5785181989590455e-08,5.996553809062277e-10
1989,2.5245361356951435e-08,5.488122178931576e-10
1990,2.3429199913493903e-08,0.0
1991,1.875668864670388e-08,5.861465202094962e-10
1992,1.4325855168806356e-08,2.2039776670368383e-09
1993,1.883330469354405e-08,0.0
1994,2.320967773528082e-08,0.0
1995,1.572510655023507e-08,1.0844901643380922e-09
1996,2.028474987980644e-08,0.0
1997,1.8700088588730068e-08,0.0
1998,2.2410207023426665e-08,0.0
1999,1.828080442578539e-08,9.140402323914998e-10
2000,2.3415566374751506e-08,4.4180314962005696e-10
2001,2.4096664219541708e-08,0.0
2002,3.417352800738627e-08,0.0
2003,2.416815370054337e-08,4.1669229178253886e-10
2004,1.9821561281219147e-08,0.0
2005,2.296912349208924e-08,0.0
2006,2.388376074691223e-08,4.1178899179428186e-10
2007,2.676301313897511e-08,0.0
2008,3.193079933794252e-08,0.0
2009,2.0026408975581944e-08,4.76819250749827e-10
2010,3.070465481869178e-08,4.723793023408973e-10
2011,2.7532598423363197e-08,0.0
2012,2.144679278615058e-08,0.0
2013,2.5381037715987986e-08,0.0
2014,1.7323561252169384e-08,2.1654451842767486e-10
2015,2.0835809522168347e-08,2.2165753954528356e-10
2016,2.0713400772365276e-08,6.214020409345267e-10
2017,2.3143623906207722e-08,2.515611330355938e-10
2018,2.323320025254816e-08,2.5814667070633845e-10
2019,1.6836519733942623e-08,7.65296326310505e-10
