year,devront_VERB établir_VERB,devront_VERB rétablir_VERB
1911,3.2454281040372734e-08,3.7242617878519013e-09
1912,3.64659484830554e-08,1.5628263128064646e-09
1913,3.340883480973389e-08,1.590896969716482e-09
1914,3.616241528447972e-08,0.0
1915,5.419150639340842e-08,0.0
1916,1.3294828704601969e-07,0.0
1917,7.895825859804972e-08,0.0
1918,5.743188324913717e-08,0.0
1919,8.471220525052559e-08,9.207848372660976e-10
1920,6.96645301445642e-08,4.543339038320937e-09
1921,3.180553775905537e-08,1.5145494858259667e-09
1922,5.5334517412575224e-08,0.0
1923,6.688047449188161e-08,2.1231896241147297e-09
1924,7.219309594574952e-08,0.0
1925,3.629398648286042e-08,1.0998177923937646e-09
1926,4.346993875969929e-08,0.0
1927,5.4631200896437804e-08,0.0
1928,3.999114284169991e-08,0.0
1929,8.243900850857244e-08,0.0
1930,5.3568378177715203e-08,2.100720708497761e-09
1931,5.018356930008849e-08,1.1405356659111021e-09
1932,6.13734059129456e-08,0.0
1933,4.7029715233293246e-08,0.0
1934,4.553000465534751e-08,7.188948103475923e-09
1935,7.4203363453762e-08,1.196828414151696e-09
1936,4.7286388138445545e-08,0.0
1937,4.910535977842301e-08,0.0
1938,4.408173026604345e-08,0.0
1939,7.035263394072899e-08,1.5294050470515685e-09
1940,1.1918179865233469e-07,2.5357829169792012e-09
1941,6.493305448884712e-08,2.9515025978810172e-09
1942,5.158160121254696e-08,9.102635090130207e-09
1943,4.064529335323641e-08,2.9032352077962287e-09
1944,7.069009200222354e-08,0.0
1945,4.1391576388605245e-08,0.0
1946,3.897909195416105e-08,2.7842208538686464e-09
1947,2.9802176726434482e-08,5.960435700558264e-09
1948,2.9354097819123126e-08,3.2615663503321457e-09
1949,4.417653798327592e-08,9.817008317369869e-10
1950,2.9779013033248702e-08,0.0
1951,4.691016641800161e-08,0.0
1952,4.8506098693223976e-08,3.1634410646574906e-09
1953,8.942276963352924e-08,0.0
1954,5.2771696346098906e-08,1.9545072227344917e-09
1955,3.660387193349379e-08,4.6928039232341234e-09
1956,4.6222051963695776e-08,1.2209598665435806e-08
1957,5.566073824070372e-08,2.6505113659425206e-09
1958,6.4523497655955e-08,0.0
1959,4.80546376024904e-08,1.5501495642666896e-09
1960,4.775375117560543e-08,6.920833350854139e-10
1961,2.570818935510033e-08,0.0
1962,3.4880759613997725e-08,2.5367825617905737e-09
1963,3.879631904624148e-08,1.939815863494232e-09
1964,4.806334885643082e-08,1.2167936658258327e-09
1965,3.6662690661160013e-08,5.472043373977442e-10
1966,3.932743197765376e-08,5.539074754423723e-10
1967,2.6130779318123132e-08,9.860671168482327e-10
1968,3.2787337289619245e-08,4.4914158503495116e-10
1969,5.04135115875215e-08,9.083515606356229e-10
1970,2.9431840076199478e-08,3.219107425067591e-09
1971,2.1067430466814585e-08,0.0
1972,2.4111690422046195e-08,1.0260293725750103e-09
1973,2.3155456219114967e-08,2.7566018356850464e-09
1974,3.8816445169231883e-08,1.6876715580593782e-09
1975,2.6843956391076063e-08,1.1422960355389478e-09
1976,3.142439908287997e-08,5.713526873840635e-10
1977,2.4682483612537e-08,5.876781838942691e-10
1978,2.970295653881294e-08,1.7821774056514528e-09
1979,3.160065631391262e-08,2.3407893401383717e-09
1980,1.989802811408481e-08,0.0
1981,3.28928564385933e-08,1.8976649140967083e-09
1982,3.5382761609525915e-08,6.207502289967692e-10
1983,2.084054351314535e-08,0.0
1984,2.7835241667162336e-08,1.1598016991243298e-09
1985,1.9851341903631692e-08,6.015558051686298e-10
1986,3.057187569766029e-08,5.994485463567401e-10
1987,3.299841111470414e-08,1.2221633705067347e-09
1988,2.6384837426007834e-08,0.0
1989,2.359892548042808e-08,1.6464366536794728e-09
1990,1.9070277801347402e-08,5.44865097484859e-10
1991,2.8721180100887977e-08,5.861465202094962e-10
1992,2.259077191979486e-08,0.0
1993,2.4372512896775334e-08,5.539207426075166e-10
1994,2.5847139539791897e-08,5.274926606624319e-10
1995,1.1929391696696712e-08,5.422450821690461e-10
1996,1.5480466686312866e-08,5.338092190498855e-10
1997,1.965906726297817e-08,2.876936688878118e-09
1998,2.0979769033147022e-08,4.768129224785866e-10
1999,2.4679085441903226e-08,4.570201161957499e-10
2000,2.0322945104567225e-08,0.0
2001,2.6287271026603776e-08,0.0
2002,2.716357272447567e-08,4.38122149670761e-10
2003,2.2084691408963408e-08,4.1669229178253886e-10
2004,2.2904915297772277e-08,1.3214374039449694e-09
2005,2.7923247714056743e-08,1.3511248786457486e-09
2006,1.8118715416903797e-08,4.1178899179428186e-10
2007,1.677681460421354e-08,3.994479469415779e-10
2008,1.5326783397995314e-08,8.514879357157668e-10
2009,1.2397300963584712e-08,9.53638501499654e-10
2010,1.4171378737160012e-08,9.447586046817946e-10
2011,1.0324724186716594e-08,3.82397197240536e-10
2012,5.7872298064864935e-09,1.0212758416727752e-09
2013,9.761937924679387e-09,0.0
2014,9.311413862178597e-09,6.496335691608124e-10
2015,9.752931795503628e-09,2.2165753954528356e-10
2016,1.0563834251797743e-08,4.1426800878596737e-10
2017,8.553078245654433e-09,7.54683426862357e-10
2018,8.26069346260283e-09,0.0
2019,6.12237061048404e-09,0.0
