year,peuvent_VERB avoir_VERB,peuvent_VERB ravoir_VERB
1800,9.136942026088946e-06,0.0
1801,8.143644663505256e-06,0.0
1802,1.0287350960425101e-05,0.0
1803,9.262161256629042e-06,0.0
1804,9.983806194213685e-06,0.0
1805,9.438354027224705e-06,0.0
1806,9.595958545105532e-06,0.0
1807,1.0696010576793924e-05,0.0
1808,1.003644138108939e-05,0.0
1809,9.637024049879983e-06,0.0
1810,9.39794881560374e-06,0.0
1811,8.346058166353032e-06,2.5070767684098882e-09
1812,1.0671499694581144e-05,0.0
1813,1.01398654805962e-05,0.0
1814,9.282697646995075e-06,0.0
1815,9.577840501151513e-06,0.0
1816,1.1034112503693905e-05,0.0
1817,8.771425200393423e-06,1.556873407970727e-09
1818,8.075405276031233e-06,0.0
1819,9.467070412938483e-06,0.0
1820,9.118203706748318e-06,0.0
1821,8.675151548231952e-06,9.86148829262845e-10
1822,8.920793334254995e-06,1.0025615893027862e-09
1823,7.865630323067307e-06,0.0
1824,7.51668540033279e-06,0.0
1825,7.640483090654016e-06,0.0
1826,8.388724381802604e-06,0.0
1827,9.081779353437014e-06,0.0
1828,9.190645869239233e-06,0.0
1829,8.898099622456357e-06,8.57317605795771e-10
1830,9.768878044269513e-06,0.0
1831,8.442638318229001e-06,0.0
1832,7.929915227578022e-06,0.0
1833,8.427089596807491e-06,0.0
1834,8.851935490383767e-06,0.0
1835,7.95863707026001e-06,0.0
1836,8.104552762233652e-06,0.0
1837,7.852675480535254e-06,6.957890930081589e-10
1838,8.099766091618221e-06,0.0
1839,8.197504939744249e-06,2.0974426639952526e-09
1840,7.844271749490872e-06,6.369688665408546e-10
1841,8.643342880532146e-06,0.0
1842,7.825191460142378e-06,0.0
1843,8.362413609575015e-06,0.0
1844,8.481473741994705e-06,0.0
1845,7.893232577771414e-06,1.1160455892778032e-09
1846,7.99783447291702e-06,0.0
1847,8.059633728407789e-06,0.0
1848,8.000973139132839e-06,4.02261068899179e-09
1849,8.6961572378641e-06,0.0
1850,7.611143246322172e-06,3.394498016007219e-09
1851,7.755450496915728e-06,0.0
1852,8.304200491693337e-06,0.0
1853,7.393848591163987e-06,0.0
1854,7.502539574488765e-06,1.558699391779328e-09
1855,7.243969321280019e-06,1.0613874223963649e-09
1856,7.287411790457554e-06,0.0
1857,6.596871571673546e-06,0.0
1858,7.046403879940044e-06,6.361778659424999e-09
1859,6.952853709663032e-06,1.5276520048956854e-09
1860,6.511959327326622e-06,3.204028820036342e-09
1861,6.676861630694475e-06,0.0
1862,7.4076901910302695e-06,4.517986262886353e-10
1863,7.040417585812975e-06,3.496234635136375e-09
1864,6.9811239882255904e-06,3.835782358407869e-09
1865,6.897880211909069e-06,0.0
1866,6.9320385591709055e-06,0.0
1867,6.691056569252396e-06,0.0
1868,7.080321665853262e-06,0.0
1869,7.2036791607388295e-06,1.953407657850903e-09
1870,7.0201958806137554e-06,0.0
1871,6.896330432937248e-06,0.0
1872,6.789347935409751e-06,0.0
1873,7.1083804868976586e-06,0.0
1874,7.073339929775102e-06,0.0
1875,7.245741926453775e-06,0.0
1876,6.988588665990392e-06,0.0
1877,6.68887832944165e-06,0.0
1878,6.488397048087791e-06,6.039088673581716e-10
1879,7.130804533517221e-06,6.10932526790009e-10
1880,6.640545507252682e-06,0.0
1881,6.9055713538546115e-06,0.0
1882,6.301318535406608e-06,0.0
1883,6.905773716425756e-06,0.0
1884,6.530398422910366e-06,0.0
1885,6.718930762872333e-06,2.5782542767416317e-09
1886,6.497992671938846e-06,0.0
1887,6.94351138008642e-06,6.528924623161458e-10
1888,6.9074658313184045e-06,6.340614699951175e-10
1889,6.496946753031807e-06,0.0
1890,7.0787373260827735e-06,6.554386478008212e-10
1891,7.25513746147044e-06,0.0
1892,6.848349585197866e-06,0.0
1893,7.155464118113741e-06,0.0
1894,6.560532710864209e-06,0.0
1895,6.535613465530332e-06,0.0
1896,7.08292145645828e-06,1.7691086373616827e-09
1897,6.602831945201615e-06,5.826713556089658e-10
1898,6.9592106228810735e-06,0.0
1899,6.519778708025115e-06,0.0
1900,6.674137239315314e-06,5.191053142894475e-10
1901,6.728841526637552e-06,0.0
1902,7.319760243262863e-06,1.4730852093691738e-09
1903,6.621749889745843e-06,0.0
1904,6.749454314558534e-06,0.0
1905,6.8550361902453005e-06,0.0
1906,6.736309842381161e-06,5.144184522798412e-10
1907,6.692896477034083e-06,0.0
1908,6.559160283359233e-06,0.0
1909,6.569824563484872e-06,1.6502950117569526e-09
1910,6.705306077492423e-06,0.0
1911,6.677601504634367e-06,0.0
1912,6.646179826930165e-06,0.0
1913,6.391693659679731e-06,0.0
1914,6.680001661152346e-06,0.0
1915,6.501802545244573e-06,0.0
1916,6.349654540827032e-06,0.0
1917,6.2991143749968614e-06,0.0
1918,5.81210633754381e-06,0.0
1919,6.183990990393795e-06,0.0
1920,6.133507667982485e-06,7.572231730534895e-10
1921,6.397457127604866e-06,7.572747429129834e-10
1922,6.294854756561108e-06,7.377935484775833e-10
1923,6.222007414180553e-06,2.1231896241147297e-09
1924,6.163485522847623e-06,0.0
1925,6.3382499320141505e-06,0.0
1926,5.8729001466417685e-06,0.0
1927,5.8589175750967115e-06,1.1149224876660924e-09
1928,6.023808964528143e-06,3.4278122562625413e-09
1929,6.428014330595033e-06,1.1140406375176326e-09
1930,6.108895831857808e-06,0.0
1931,6.059665793145541e-06,0.0
1932,6.19433012616355e-06,0.0
1933,5.687154498446034e-06,0.0
1934,5.6744765970506705e-06,0.0
1935,5.681344646291109e-06,0.0
1936,6.228465736057842e-06,0.0
1937,5.925380264670821e-06,0.0
1938,6.1299533626879565e-06,0.0
1939,6.062561624275986e-06,1.5294050470515685e-08
1940,5.857658379682107e-06,0.0
1941,5.905956641072407e-06,0.0
1942,5.731626060878625e-06,0.0
1943,5.951632374490146e-06,0.0
1944,5.777308615506627e-06,0.0
1945,5.134734237799421e-06,0.0
1946,5.632478860206902e-06,0.0
1947,5.693408184015425e-06,0.0
1948,5.738182608183706e-06,0.0
1949,6.128758286649827e-06,0.0
1950,6.035567821527366e-06,0.0
1951,6.120710622781189e-06,0.0
1952,6.3511351982015185e-06,1.0544803918932644e-09
1953,6.004253918945324e-06,0.0
1954,6.338466846500523e-06,0.0
1955,6.152265996206552e-06,0.0
1956,6.297536401689285e-06,0.0
1957,6.383314939739648e-06,0.0
1958,6.381208550010342e-06,0.0
1959,6.24477752353414e-06,0.0
1960,6.137394848337863e-06,0.0
1961,6.153289632493397e-06,0.0
1962,6.267755452427082e-06,0.0
1963,6.16602847003378e-06,0.0
1964,6.386949735315284e-06,0.0
1965,6.253451374504948e-06,5.472043373977442e-10
1966,6.13230986346025e-06,1.1078149508847446e-09
1967,6.395138370862696e-06,0.0
1968,5.908457751502283e-06,3.5931326802796093e-09
1969,6.761315034964355e-06,0.0
1970,6.445113285735715e-06,0.0
1971,6.094653144828044e-06,0.0
1972,6.261344424274284e-06,0.0
1973,6.187468443386024e-06,5.513203782392395e-10
1974,6.2719500419916585e-06,0.0
1975,5.829136625834508e-06,0.0
1976,5.887789484404493e-06,0.0
1977,5.712231995858019e-06,1.1753563677885381e-09
1978,5.624551704386249e-06,0.0
1979,6.050355295883492e-06,0.0
1980,5.810224138258491e-06,0.0
1981,5.654408596456051e-06,0.0
1982,5.972858616587473e-06,0.0
1983,6.047546776244417e-06,0.0
1984,6.015891358401859e-06,0.0
1985,5.728616088163108e-06,0.0
1986,5.619830062641995e-06,0.0
1987,5.802220584882889e-06,0.0
1988,5.759090072388062e-06,0.0
1989,5.677462468156591e-06,0.0
1990,5.734705155191477e-06,0.0
1991,5.543187853618292e-06,0.0
1992,5.478537332237465e-06,0.0
1993,5.717015937989345e-06,0.0
1994,5.904225417907583e-06,0.0
1995,5.732615136366803e-06,5.422450821690461e-10
1996,5.977061846351717e-06,0.0
1997,5.635919023916358e-06,0.0
1998,6.077934358472703e-06,0.0
1999,6.37588755125762e-06,0.0
2000,6.3708012021379545e-06,0.0
2001,6.425047104130499e-06,0.0
2002,6.65551351630711e-06,0.0
2003,6.681661034235731e-06,0.0
2004,6.623924946325133e-06,0.0
2005,6.7637311076396145e-06,0.0
2006,6.566387128259521e-06,0.0
2007,6.1574901337735355e-06,0.0
2008,6.588387805095408e-06,0.0
2009,6.4723444666014984e-06,0.0
2010,6.5655999605951365e-06,0.0
2011,6.637268143094843e-06,0.0
2012,5.790634077129653e-06,0.0
2013,5.623712695523864e-06,0.0
2014,4.70811073682853e-06,0.0
2015,5.041157237428706e-06,0.0
2016,4.9546451919013634e-06,0.0
2017,5.076251909486018e-06,0.0
2018,4.922598691337043e-06,0.0
2019,4.964732397638727e-06,0.0
