year,doit_VERB aller_VERB,doit_VERB râler_VERB
1956,8.668814643897349e-07,0.0
1957,7.695317663092283e-07,0.0
1958,7.610464081153623e-07,8.272243445794913e-10
1959,8.913360147744243e-07,0.0
1960,9.301600130129373e-07,6.920833350854139e-10
1961,9.512029919278575e-07,0.0
1962,8.523589372089191e-07,0.0
1963,9.912459972838406e-07,6.466053248388448e-10
1964,8.785250429355074e-07,1.8251904432275978e-09
1965,9.023399343277561e-07,1.0944086747954884e-09
1966,9.023152642839705e-07,0.0
1967,8.179426913557108e-07,0.0
1968,9.126557074523589e-07,2.6948494546985557e-09
1969,8.956346277955163e-07,9.083515606356229e-10
1970,9.096278290599003e-07,2.2993624781975086e-09
1971,9.218285299539275e-07,1.0276794970565106e-09
1972,9.013668318402779e-07,0.0
1973,8.473793968732934e-07,0.0
1974,8.404604159295559e-07,1.1251143350321513e-09
1975,8.138859470818716e-07,5.711480177694739e-10
1976,8.198911132240028e-07,1.142705374768127e-09
1977,8.127589126161183e-07,0.0
1978,8.411877274738799e-07,0.0
1979,7.162815336414496e-07,0.0
1980,7.544194886577316e-07,0.0
1981,7.818379117452423e-07,0.0
1982,8.603598189438344e-07,6.207502289967692e-10
1983,9.289830131820054e-07,1.89459470334441e-09
1984,8.872482908373058e-07,5.799008495621649e-10
1985,8.385687806367059e-07,2.4062232206745193e-09
1986,8.338329280377366e-07,0.0
1987,8.848462584865047e-07,6.110816852533674e-10
1988,7.573647735625855e-07,1.798966087207532e-09
1989,8.59988745105511e-07,0.0
1990,8.696047189005185e-07,0.0
1991,9.84140001492051e-07,0.0
1992,8.391644996663672e-07,0.0
1993,9.228319299836585e-07,0.0
1994,9.489592684985837e-07,0.0
1995,8.39937627006293e-07,0.0
1996,8.80785194112832e-07,0.0
1997,8.784246574577992e-07,0.0
1998,9.359837918054836e-07,9.536258449571733e-10
1999,9.474027251599182e-07,9.140402323914998e-10
2000,9.260194246962783e-07,4.4180314962005696e-10
2001,9.38455571031227e-07,1.7524847129024579e-09
2002,9.848986337601673e-07,0.0
2003,9.417245792064932e-07,8.333845835650777e-10
2004,9.276490118281799e-07,0.0
2005,9.462377761337848e-07,4.5037495954858286e-10
2006,9.495853987573355e-07,8.235779835885637e-10
2007,9.77449076344783e-07,3.994479469415779e-10
2008,9.898546977638034e-07,4.257439678578834e-10
2009,1.0428036603116198e-06,0.0
2010,1.0789143516376498e-06,0.0
2011,9.762600257090526e-07,3.82397197240536e-10
2012,1.0614460279612103e-06,3.404252713057332e-10
2013,1.0492688033991726e-06,1.1156500168141292e-09
2014,1.0485085795153282e-06,2.5985342766432495e-09
2015,1.0220628610113636e-06,4.654808538617772e-09
2016,1.05451920262567e-06,6.214020409345267e-10
2017,1.068128540282487e-06,2.264050280587071e-09
2018,1.1244868574067368e-06,2.581466596041082e-09
2019,1.0660577345333877e-06,2.806086474294034e-09
