year,put_VERB envoyer_VERB,put_VERB renvoyer_VERB
1850,3.1229383523623255e-08,4.752297222410107e-09
1851,6.320450296470881e-08,4.514607354622058e-09
1852,5.078225484567156e-08,6.510545436100301e-10
1853,4.120633079196523e-08,1.1943863675867306e-09
1854,5.7152309551611324e-08,9.871762074453727e-09
1855,5.678422709820552e-08,1.5920811335945473e-08
1856,4.866558001026533e-08,0.0
1857,3.172980811427806e-08,6.8341128311999455e-09
1858,5.4809170535463636e-08,9.787352261980686e-09
1859,5.9578429301154756e-08,5.092173349652285e-10
1860,6.408057373619158e-08,9.154367819341758e-10
1861,4.810283016354333e-08,6.13075279431996e-09
1862,4.472806480748659e-08,4.517986262886353e-10
1863,3.7459656709870615e-08,9.989241656072068e-10
1864,4.267307929239905e-08,4.794727948009836e-10
1865,6.589581857951998e-08,9.41368871743009e-10
1866,3.16264845423575e-08,7.298419202328432e-09
1867,6.745408143160603e-08,4.85281148598915e-10
1868,4.791677810089823e-08,4.44588676984381e-09
1869,5.07885999923019e-08,1.4650557433881772e-09
1870,5.963410387721524e-08,0.0
1871,5.629224020253787e-08,0.0
1872,6.349706183073067e-08,6.047339295989218e-10
1873,4.7289436366781956e-08,1.7958012854535355e-09
1874,6.094101223652615e-08,3.5847653734322193e-09
1875,3.776207790906483e-08,4.005069165202713e-09
1876,4.292670396921494e-08,1.209202959984168e-09
1877,6.741449709579683e-08,0.0
1878,7.367687970827319e-08,5.435179861734696e-09
1879,5.1929266220440695e-08,0.0
1880,3.786529134686134e-08,1.2835692508872398e-09
1881,6.066081681410651e-08,6.972507571312292e-10
1882,4.791877472598571e-08,1.3310770263785798e-09
1883,4.676310894069502e-08,3.159669414998234e-09
1884,5.149323811792783e-08,3.300848483434038e-09
1885,9.797366118391437e-08,6.445635580831777e-09
1886,5.485444276587259e-08,3.2267319927115068e-09
1887,3.4603299781110763e-08,0.0
1888,3.9311810695608074e-08,1.9021844099853524e-09
1889,4.636201111907212e-08,6.265136742733546e-10
1890,3.2771932723107966e-08,3.2771931834929546e-09
1891,4.0157587477551715e-08,0.0
1892,5.767031296954883e-08,0.0
1893,5.7273272346947124e-08,4.926733243593162e-09
1894,7.309785843290229e-08,0.0
1895,4.393588426410133e-08,1.8055843487019274e-09
1896,6.250850503874972e-08,7.076434549446731e-09
1897,4.777905004971217e-08,1.1653427112179315e-09
1898,4.0174320758978865e-08,1.13167097914868e-09
1899,3.758753308602536e-08,5.527578395003729e-10
1900,3.218453059616877e-08,2.07642125715779e-09
1901,4.63865319488832e-08,5.029864968975062e-09
1902,3.5845072687834545e-08,3.437198747846537e-09
1903,3.726151831529023e-08,2.7001101354784396e-09
1904,4.192207825326477e-08,7.524475265086039e-09
1905,4.8511136441220515e-08,1.5482277682110634e-09
1906,4.73264982758792e-08,6.6874399351490865e-09
1907,4.525702124169584e-08,5.142843373384665e-10
1908,3.1432890068572306e-08,4.911389073214423e-10
1909,4.620826032919467e-08,1.1001967115120692e-09
1910,3.847788576649691e-08,3.740905363258662e-09
1911,4.309503154331651e-08,5.320374141248863e-10
1912,5.990834495150921e-08,4.167536982180309e-09
1913,4.348451554392341e-08,5.302989602995467e-09
1914,3.4823067096567684e-08,4.018046340092951e-09
1915,5.890380805340101e-08,0.0
1916,3.84561182897869e-08,7.69122365795738e-09
1917,2.52227767560953e-08,9.869782324756216e-09
1918,7.121553124989077e-08,0.0
1919,7.182121919413476e-08,0.0
1920,6.284952291935042e-08,2.2716695191604686e-09
1921,3.332008802203745e-08,2.2718242842501013e-09
1922,4.426761179843197e-08,0.0
1923,3.1847843473542525e-08,5.307974060286824e-09
1924,4.640984840875717e-08,5.156649773851996e-09
1925,5.829034321891413e-08,2.1996355847875293e-09
1926,4.458455293843144e-08,5.57306911730393e-09
1927,3.2332753363562006e-08,5.574612327308159e-09
1928,7.655447831211859e-08,4.570416489713125e-09
1929,5.904415445456834e-08,1.1140406375176326e-09
1930,6.512234307365361e-08,4.201441416995522e-09
1931,2.8513390759599133e-08,5.7026783295555106e-09
1932,4.4934100884574946e-08,1.0959536611565568e-09
1933,6.423570653169008e-08,2.2941324395731044e-09
1934,1.4377896206951846e-08,1.1981580172459871e-09
1935,5.864459140525469e-08,1.196828414151696e-09
1936,4.7286388138445545e-08,0.0
1937,4.406891207509034e-08,6.295559185076627e-09
1938,2.9819993585533666e-08,3.8895642262559704e-09
1939,2.5999884911698246e-08,0.0
1940,2.2822046474857416e-08,0.0
1941,4.7224041566096275e-08,0.0
1942,3.034211815133858e-08,9.102635090130207e-09
1943,4.645176332473966e-08,0.0
1944,4.4984606262232774e-08,0.0
1945,3.921307367704685e-08,2.178504043826024e-09
1946,3.897909195416105e-08,1.3921104269343232e-09
1947,7.033313664805974e-08,2.3841741914054637e-09
1948,3.587722829934137e-08,1.0871887834440486e-09
1949,3.337782672474532e-08,2.945102384188658e-09
1950,3.084254984742074e-08,4.2541445921528975e-09
1951,2.5587365115598004e-08,3.1984206394497505e-09
1952,3.057992969957013e-08,7.381362632230548e-09
1953,2.1547654327491728e-08,0.0
1954,2.14995790059902e-08,0.0
1955,3.191106756617046e-08,1.8771215692936494e-09
1956,2.1802854632824165e-08,0.0
1957,2.9155623693100097e-08,0.0
1958,3.391619785020339e-08,0.0
1959,3.022791617013354e-08,0.0
1960,2.422291700554524e-08,0.0
1961,2.292892631317045e-08,2.779263708063695e-09
1962,3.55149545328004e-08,2.5367825617905737e-09
1963,2.651081842941494e-08,6.466053248388448e-10
1964,2.007709554163739e-08,0.0
1965,3.173785145804686e-08,3.2832261354087677e-09
1966,2.9357096309468034e-08,2.215629901769489e-09
1967,2.8102911997507363e-08,1.4791006197611978e-09
1968,3.4134760795723196e-08,1.7965663401398047e-09
1969,2.4071315607443466e-08,2.2708788183223305e-09
1970,2.8052221878738237e-08,2.7592350626548523e-09
1971,2.003974941544584e-08,5.138397485282553e-10
1972,1.9494558856081312e-08,5.643161493651405e-09
1973,1.8193572870472963e-08,2.7566018356850464e-09
1974,2.025205780853412e-08,3.937900228123681e-09
1975,1.4849848462006321e-08,0.0
1976,1.5997875024709174e-08,1.7140580066410394e-09
1977,1.704266772151186e-08,1.1753563677885381e-09
1978,1.3663360221016774e-08,2.970295565063452e-09
1979,1.8141117053005473e-08,0.0
1980,1.4212877097463661e-08,0.0
1981,1.5181319312773667e-08,0.0
1982,1.5518756057986138e-08,6.207502289967692e-10
1983,1.705135410645653e-08,0.0
1984,1.4497521405587577e-08,2.3196033982486597e-09
1985,1.9851341903631692e-08,0.0
1986,1.1988970705090196e-08,5.994485463567401e-10
1987,2.261002229886344e-08,1.2221633705067347e-09
1988,1.139345240375178e-08,1.798966087207532e-09
1989,1.7013178421620978e-08,0.0
1990,1.689081763345257e-08,1.089730194969718e-09
1991,2.1687421636329418e-08,1.7584396161396398e-09
1992,1.5427843891302473e-08,1.1019888335184191e-09
1993,1.2186256448387667e-08,5.539207426075166e-10
1994,1.5824779708850656e-08,1.5824779264761446e-09
1995,1.626735190995987e-08,0.0
1996,1.3345230698291743e-08,0.0
1997,1.5823152565985765e-08,0.0
1998,6.675381136744818e-09,9.536258449571733e-10
1999,1.416762351880152e-08,0.0
2000,9.719669513685858e-09,1.7672125984802278e-09
2001,1.9277331730904734e-08,1.3143635069212678e-09
2002,1.8839251936242363e-08,4.38122149670761e-10
2003,1.750107614384433e-08,4.1669229178253886e-10
2004,1.6297727611913615e-08,8.809582507929292e-10
2005,1.5763124139311913e-08,0.0
2006,1.1118302722934459e-08,1.2353669198716943e-09
2007,1.7176262190332636e-08,7.988958938831558e-10
2008,1.2772319202269955e-08,1.2772318758180745e-09
2009,1.8119131084404216e-08,0.0
2010,5.196172381261022e-09,1.4171379625338432e-09
2011,9.55992973672437e-09,1.529588788962144e-09
2012,1.191488419038933e-08,1.7021263287730903e-09
2013,1.7292574483462886e-08,1.3945624655065103e-09
2014,1.2992670939127038e-08,1.5158115873603606e-09
2015,1.4629397249166232e-08,5.098123256885856e-09
2016,1.7813524877396958e-08,3.314144070287739e-09
2017,1.0565567976072998e-08,1.509366853724714e-09
2018,1.2649186587054828e-08,1.5488800242380307e-09
2019,1.2754938438774843e-08,7.65296326310505e-10
