year,grand_ADJ éveil_NOUN,grand_ADJ réveil_NOUN
1851,0.0,1.6123596680017727e-08
1852,0.0,3.1250618093281446e-08
1853,1.7915795513800958e-09,4.001194398028929e-08
1854,0.0,2.7537021551893304e-08
1855,0.0,2.7065379271107304e-08
1856,5.694908100650764e-09,5.5913645269356493e-08
1857,1.4644527812635033e-09,5.0767695825015835e-08
1858,1.9574704079872163e-09,4.306434908674106e-08
1859,1.018434669930457e-09,7.129042955966725e-08
1860,1.8308735638683515e-09,6.133426308507772e-08
1861,1.8863854922557266e-09,3.961409689168249e-08
1862,3.885468302655681e-08,3.6143891435358455e-08
1863,2.2475793670651e-08,5.4940830551686304e-08
1864,7.671564716815737e-09,8.53461585847981e-08
1865,2.4004906507002488e-08,6.495444893062086e-08
1866,1.4110277390955162e-08,3.308616669528419e-08
1867,9.7056229719783e-09,4.31900204489466e-08
1868,4.93987406535723e-10,6.174842503980926e-08
1869,3.125452252561445e-08,3.564969119906891e-08
1870,1.7202146374017957e-09,4.3578772590535664e-08
1871,0.0,4.460894431623785e-08
1872,1.3908880269752899e-08,5.926392532273894e-08
1873,9.577607151811662e-09,4.90852380963247e-08
1874,0.0,2.688574179954273e-08
1875,0.0,4.2339301842275745e-08
1876,4.232210137899983e-09,7.617978914353785e-08
1877,2.4739263970730008e-09,7.421779135707851e-08
1878,1.268208649207736e-08,5.435179772916854e-08
1879,2.443730107160036e-09,3.604501941367744e-08
1880,1.2835692508872398e-09,7.508879917850209e-08
1881,4.8807553554297556e-09,4.392679642251096e-08
1882,1.8635077481121698e-08,4.791877272758427e-08
1883,3.791603475633565e-09,3.4124429504345244e-08
1884,1.3203393933736152e-09,4.555170995956814e-08
1885,3.86738152613475e-09,4.1252068427866107e-08
1886,1.0325542199041138e-08,4.065682190912412e-08
1887,3.264462256069578e-09,5.6801642500659e-08
1888,1.268122939990235e-09,6.847864142400795e-08
1889,8.771191772893872e-09,5.325366103647866e-08
1890,2.5562107097698572e-08,4.129263331265065e-08
1891,1.0198752065093686e-08,4.461954006274027e-08
1892,6.268512375839919e-09,5.140180125984273e-08
1893,9.23762488724833e-09,1.785940839660327e-08
1894,1.8904617871129403e-09,4.7261544011689693e-08
1895,1.023164486468886e-08,5.296380911623544e-08
1896,1.2383760683576384e-08,2.4767522477375792e-08
1897,6.409385022720926e-09,4.661370778258345e-08
1898,6.7900258748920805e-09,3.451596342074481e-08
1899,6.080336234504102e-09,5.251199475253543e-08
1900,6.748368974740515e-09,3.789468761006276e-08
1901,4.470991132876634e-09,3.688567729032144e-08
1902,4.419255628107521e-09,2.8970674414985353e-08
1903,3.7801539676252105e-09,5.400220137730116e-08
1904,5.374625189347171e-10,3.654745217573918e-08
1905,6.708986699521802e-09,5.676834913259654e-08
1906,3.600929110447737e-09,5.864370322683499e-08
1907,1.028568674676933e-09,4.577130496841164e-08
1908,4.911389073214423e-10,4.5675918158849527e-08
1909,7.151278680339601e-09,4.125737723681411e-08
1910,3.206490406526541e-09,4.328761948890758e-08
1911,6.384448858476333e-09,4.25629930189686e-08
1912,3.125652625612929e-09,7.032718651878156e-08
1913,3.181793939432964e-09,3.499973211251728e-08
1914,4.68772043404897e-09,4.285915938817553e-08
1915,2.3561523843085297e-09,7.068457053005517e-08
1916,4.394984820521586e-09,1.0438089037556608e-07
1917,4.386569774084137e-09,1.0856760546129607e-07
1918,1.1486376294556067e-08,4.135095554858026e-08
1919,8.287063479883727e-09,7.090043219193376e-08
1920,3.786115865267448e-09,6.436396704501135e-08
1921,5.300923255902035e-09,2.953371441849484e-08
1922,1.4755870969551665e-09,4.943216830310959e-08
1923,1.0615948120573648e-08,5.8387715995422695e-08
1924,6.445812328337297e-09,4.2542360301212057e-08
1925,5.499089184013428e-09,3.4094350676028284e-08
1926,6.687683296036084e-09,3.901148559748435e-08
1927,1.0034302277972529e-08,4.348197735204451e-08
1928,1.7139061725401916e-08,4.4561559775502246e-08
1929,3.342121912552898e-09,2.8965055687280028e-08
1930,5.2518016602221e-09,6.617270575937084e-08
1931,2.2810713318222042e-09,2.167017854048936e-08
1932,5.4797684168050864e-09,2.5206933651489294e-08
1933,3.4411986593596566e-09,5.047091433674211e-08
1934,8.38710612072191e-09,4.912447870708547e-08
1935,2.393656828303392e-09,4.4282649547255915e-08
1936,1.2124714565686645e-09,2.909931406946953e-08
1937,7.554670666820584e-09,2.6441348555117372e-08
1938,7.779128452511941e-09,4.2785206488815675e-08
1939,7.647025235257843e-09,1.8352860564618823e-08
1940,0.0,3.0429394115571995e-08
1941,2.9515025978810172e-09,5.60785480274717e-08
1942,1.517105907566929e-08,6.675265740163638e-08
1943,2.0322646676618206e-08,2.6129117314255268e-08
1944,6.4263723231761105e-09,5.1410978585408884e-08
1945,1.5249527862692958e-08,6.099811145077183e-08
1946,9.744772988540262e-09,4.5939644088832665e-08
1947,5.8412268799656886e-08,2.6225915883415496e-08
1948,7.610321262063735e-09,4.783630669358274e-08
1949,9.817008539414473e-09,2.2579119018928395e-08
1950,4.2541445921528975e-09,2.552486688678357e-08
1951,6.396841278899501e-09,2.132280330080505e-08
1952,1.4762725264461096e-08,4.11247347287258e-08
1953,1.1851209791302608e-08,3.7708394295954406e-08
1954,7.818028890937967e-09,1.8567818838022276e-08
1955,4.6928039232341234e-09,4.411235554613313e-08
1956,6.104799332717903e-09,2.616342431593921e-08
1957,7.068030161150318e-09,2.650511388146981e-08
1958,4.1361216673863055e-09,3.4743422805405544e-08
1959,6.975673039200103e-09,4.107896334204497e-08
1960,6.2287499602575735e-09,4.0140832990864794e-08
1961,2.1539293348915578e-08,4.79422994636991e-08
1962,1.0147130247162295e-08,4.883306425895739e-08
1963,1.4871922360271128e-08,4.267595155038606e-08
1964,3.041984220075733e-09,3.3461826087766156e-08
1965,7.1136563306595235e-09,4.760677585480266e-08
1966,7.754704434148607e-09,4.320478397268346e-08
1967,8.874604162656397e-09,4.585212054486476e-08
1968,9.88111459321317e-09,3.233819428904994e-08
1969,8.175163990209455e-09,4.178417023492642e-08
1970,8.277704743875347e-09,2.483311556389367e-08
1971,1.284599360218408e-08,3.237190526750311e-08
1972,4.104117490300041e-09,3.3858970016620304e-08
1973,7.1671650836435674e-09,3.4181863228788245e-08
1974,1.2938814464291681e-08,3.206575804881595e-08
1975,9.709516746170266e-09,4.0551509705721855e-08
1976,6.2848797277581525e-09,3.085304522976173e-08
1977,5.289103821581875e-09,4.2900507146725886e-08
1978,1.128712323605896e-08,3.26732525479656e-08
1979,5.266775904289034e-09,3.686743288433547e-08
1980,9.66475616204221e-09,5.1166356485055076e-08
1981,1.138598904049104e-08,5.313461737266323e-08
1982,3.7245013739806154e-09,4.59355158355379e-08
1983,6.315316269933646e-09,3.4734237708278215e-08
1984,4.059305780401701e-09,6.320919310187634e-08
1985,1.8648229405116012e-08,3.3687123868197943e-08
1986,4.7955883708539204e-09,3.9563603282388726e-08
1987,9.166225112267057e-09,4.8275453690127534e-08
1988,4.197587610832443e-09,4.017690979907229e-08
1989,8.232182935330457e-09,3.786804381178399e-08
1990,8.717841670780047e-09,5.9390295348293876e-08
1991,4.68917216167597e-09,3.3996498338684233e-08
1992,7.162927584403178e-09,4.352856031175634e-08
1993,1.1632335983335906e-08,6.09312806876261e-08
1994,8.967375286772494e-09,5.116678802874475e-08
1995,5.422450655157007e-09,5.097103805695724e-08
1996,8.540947504798169e-09,4.2704735747634004e-08
1997,2.301549295591343e-08,7.048494865546928e-08
1998,7.1521938371788e-09,6.05552412658028e-08
1999,2.8792268125243936e-08,4.6159032152104373e-08
2000,1.8997536210818566e-08,4.0204087170536695e-08
2001,1.3581756608260775e-08,4.2497755092796297e-08
2002,5.6955880012310445e-09,4.5564703454736843e-08
2003,9.167230530238157e-09,4.7086228693871135e-08
2004,5.285749615779878e-09,7.047666061854585e-08
2005,1.3511248786457486e-08,5.7647995710397026e-08
2006,1.0706513342562118e-08,4.5708578477743345e-08
2007,1.7176261746243426e-08,5.2727129329355193e-08
2008,5.108927503272298e-09,8.174284199524706e-08
2009,1.668867355419934e-08,8.344336599463986e-08
2010,1.6060896168568206e-08,4.6765551431349195e-08
2011,1.2236710089652547e-08,3.9004513285867404e-08
2012,8.510631643865452e-09,4.493613614542369e-08
2013,1.6455837803519557e-08,3.7653188733610676e-08
2014,1.0827225893628167e-08,5.0887962121937136e-08
2015,1.0196246513771712e-08,4.233658990049349e-08
2016,1.0563834473842348e-08,6.379727257588286e-08
2017,1.5596790081673362e-08,4.150758725618431e-08
2018,1.6005093694815287e-08,5.162933364166733e-08
2019,1.02039510174734e-08,3.9285210196027265e-08
