year,devaient_VERB abattre_VERB,devaient_VERB rabattre_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,8.645007376628655e-09,0.0
1807,2.8469551160981155e-09,0.0
1808,0.0,0.0
1809,1.8072244145628247e-08,0.0
1810,4.680253518074551e-09,0.0
1811,4.011322829455821e-08,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,2.697223555614414e-09
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,6.210630232317271e-09,0.0
1820,0.0,0.0
1821,7.88919063410276e-09,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,9.263223965660927e-09,0.0
1825,4.4027217427355936e-09,0.0
1826,8.807984341885344e-10,0.0
1827,2.7651818612639545e-09,0.0
1828,4.586150570418113e-09,0.0
1829,1.714635211591542e-09,0.0
1830,2.0873671680021744e-09,0.0
1831,1.5591206548037917e-08,0.0
1832,0.0,0.0
1833,1.1583628500844156e-09,0.0
1834,3.733812370398937e-09,0.0
1835,1.1344631900556124e-08,0.0
1836,0.0,0.0
1837,9.74104708006962e-09,0.0
1838,1.009945904684173e-08,0.0
1839,7.690622361167243e-09,0.0
1840,1.9109066329292546e-08,0.0
1841,1.0272877659645019e-08,0.0
1842,5.366612043644636e-09,0.0
1843,5.31621990873532e-09,0.0
1844,2.5796238034558883e-08,0.0
1845,1.674068439427856e-09,0.0
1846,6.439951683034906e-09,0.0
1847,8.089835468183537e-09,5.393223645455691e-10
1848,0.0,0.0
1849,5.865590679832167e-09,0.0
1850,6.1100964288129944e-09,0.0
1851,7.094382858952031e-09,0.0
1852,1.9531636308300904e-09,0.0
1853,5.971931837933653e-10,0.0
1854,5.7152309551611324e-09,0.0
1855,5.306937111981824e-09,0.0
1856,5.177189232874468e-10,0.0
1857,3.4170564155999728e-09,0.0
1858,1.8595969208945462e-08,0.0
1859,2.5460866748261424e-09,3.5645213447565993e-09
1860,2.288591982591015e-09,3.204028820036342e-09
1861,3.3011746669586728e-09,0.0
1862,1.3553959066214816e-09,0.0
1863,9.989241656072068e-10,0.0
1864,1.4384183844029508e-09,0.0
1865,3.294791106611683e-09,4.706844358715045e-10
1866,1.4110277390955162e-08,4.865612912574591e-10
1867,4.85281148598915e-10,0.0
1868,5.433861360870651e-09,4.93987406535723e-10
1869,8.790334682373668e-09,0.0
1870,4.587239033071455e-09,5.734048791339319e-10
1871,7.434824311758348e-09,0.0
1872,3.628403577593531e-09,0.0
1873,1.1972008939764578e-09,0.0
1874,5.974609140757536e-10,0.0
1875,2.2886108563824337e-09,0.0
1876,6.04601479992084e-10,0.0
1877,7.421779191219002e-09,0.0
1878,3.0195443923020093e-09,0.0
1879,4.887460214320072e-09,1.221865053580018e-09
1880,3.2089231272180996e-09,0.0
1881,0.0,1.3945015142624584e-09
1882,3.3276925659464496e-09,0.0
1883,3.159669414998234e-09,0.0
1884,1.3203393933736152e-09,0.0
1885,2.5782542767416317e-09,6.445635691854079e-10
1886,2.5813855497602844e-09,0.0
1887,3.264462256069578e-09,0.0
1888,2.53624587998047e-09,0.0
1889,4.385595886446936e-09,0.0
1890,3.2771931834929546e-09,0.0
1891,3.824531802365527e-09,0.0
1892,0.0,0.0
1893,6.774258043407144e-09,0.0
1894,6.301539290376468e-10,6.301539290376468e-10
1895,1.8055843487019274e-09,6.018614495673091e-10
1896,0.0,0.0
1897,0.0,0.0
1898,6.7900258748920805e-09,0.0
1899,8.291367592505594e-09,0.0
1900,5.191053142894475e-10,0.0
1901,1.676621730339889e-09,0.0
1902,2.455141867585553e-09,0.0
1903,4.320176216765503e-09,0.0
1904,3.2247751136083025e-09,0.0
1905,2.0643036169332163e-09,0.0
1906,2.572092316910357e-09,0.0
1907,2.5714217422034835e-09,0.0
1908,3.437972351250096e-09,0.0
1909,3.300590023513905e-09,0.0
1910,8.01622590529405e-09,1.068830135508847e-09
1911,2.6601871816467337e-09,1.5961122423746588e-09
1912,2.0837684910901544e-09,0.0
1913,2.6514948014977335e-09,0.0
1914,2.0090231700464756e-09,0.0
1915,0.0,0.0
1916,8.789969641043172e-09,0.0
1917,0.0,0.0
1918,5.743188147278033e-09,0.0
1919,3.6831393490643904e-09,9.207848372660976e-10
1920,6.815008557481406e-09,0.0
1921,3.7863738810983705e-09,0.0
1922,5.902348387820666e-09,1.4755870969551665e-09
1923,2.1231896241147297e-09,0.0
1924,5.156649773851996e-09,0.0
1925,2.1996355847875293e-09,0.0
1926,3.343841648018042e-09,0.0
1927,1.1149224876660924e-09,0.0
1928,0.0,0.0
1929,0.0,0.0
1930,0.0,0.0
1931,3.4216069977333063e-09,2.2810713318222042e-09
1932,1.0959536611565568e-09,0.0
1933,0.0,1.1470662197865522e-09
1934,0.0,1.1981580172459871e-09
1935,1.0771455727365264e-08,0.0
1936,8.487299751891442e-09,0.0
1937,6.295559185076627e-09,0.0
1938,2.5930428915188486e-09,0.0
1939,9.176430282309411e-09,0.0
1940,5.0715658339584024e-09,0.0
1941,1.1806010391524069e-08,0.0
1942,2.1239483061208375e-08,0.0
1943,0.0,0.0
1944,3.2131861615880553e-09,0.0
1945,4.357008087652048e-09,0.0
1946,9.744772988540262e-09,0.0
1947,7.152522574216391e-09,0.0
1948,3.2615663503321457e-09,0.0
1949,1.9634016634739737e-09,0.0
1950,2.1270722960764488e-09,1.0635361480382244e-09
1951,2.1322803522849654e-09,0.0
1952,6.326882129314981e-09,0.0
1953,2.1547654771580937e-09,0.0
1954,5.863521668203475e-09,0.0
1955,4.6928039232341234e-09,9.385607846468247e-10
1956,2.616342476002842e-09,0.0
1957,1.7670075402875796e-09,0.0
1958,4.9633461784992505e-09,8.272243445794913e-10
1959,6.975672928177801e-09,0.0
1960,2.7683333403416555e-09,6.920833350854139e-10
1961,2.08444772553662e-09,1.3896318540318475e-09
1962,2.5367825617905737e-09,6.341956404476434e-10
1963,3.879631726988464e-09,0.0
1964,7.909158661334459e-09,0.0
1965,6.0192477668863376e-09,5.472043373977442e-10
1966,4.985167390003653e-09,0.0
1967,3.451234853457663e-09,0.0
1968,5.3896989093971115e-09,0.0
1969,1.3625273131978588e-09,0.0
1970,3.219107425067591e-09,4.5987250119061684e-10
1971,5.138397263237948e-09,5.138397485282553e-10
1972,4.6171320100540925e-09,0.0
1973,6.064523994098181e-09,0.0
1974,3.3753431161187564e-09,5.625571675160757e-10
1975,5.711480177694739e-09,2.2845920710778955e-09
1976,1.7140580066410394e-09,1.7140580066410394e-09
1977,4.7014254711541525e-09,0.0
1978,2.3762365408686037e-09,0.0
1979,1.7555920051037788e-09,0.0
1980,2.8425752862659692e-09,0.0
1981,1.2651099057237047e-09,1.2651099057237047e-09
1982,2.483000915987077e-09,0.0
1983,1.89459470334441e-09,0.0
1984,6.958810416790584e-09,0.0
1985,1.8046674155058895e-09,0.0
1986,8.392279760016663e-09,0.0
1987,6.110816852533674e-10,6.110816852533674e-10
1988,5.996553809062277e-10,5.996553809062277e-10
1989,4.390497743145261e-09,0.0
1990,2.724325431913144e-09,0.0
1991,4.68917216167597e-09,5.861465202094962e-10
1992,3.30596661157756e-09,0.0
1993,1.661762283333701e-09,0.0
1994,1.0549853435293244e-08,2.1099706426497278e-09
1995,4.880205572987961e-09,5.422450821690461e-10
1996,3.2028553142993132e-09,0.0
1997,4.315404922294874e-09,4.79489448146353e-10
1998,4.768129224785866e-10,0.0
1999,3.656160929565999e-09,0.0
2000,2.2090156370779823e-09,8.836062992401139e-10
2001,3.5049694258049158e-09,4.3812117822561447e-10
2002,2.6287327870022636e-09,0.0
2003,1.6667691671301554e-09,4.1669229178253886e-10
2004,6.607186797680242e-09,0.0
2005,6.7556245042510454e-09,9.007499190971657e-10
2006,4.941467679486777e-09,4.1178899179428186e-10
2007,2.7961355453243186e-09,0.0
2008,1.7029758714315335e-09,0.0
2009,3.337734755248789e-09,0.0
2010,4.723792912386671e-09,0.0
2011,3.4415748029203996e-09,0.0
2012,4.765953853791416e-09,0.0
2013,6.136075203500013e-09,5.578250084070646e-10
2014,5.197068553286499e-09,2.1654451842767486e-10
2015,5.319781060109108e-09,0.0
2016,4.142679976837371e-09,6.214020409345267e-10
2017,3.2702947017071438e-09,7.54683426862357e-10
2018,4.904786798931582e-09,2.5814667070633845e-10
2019,4.591778068885333e-09,2.55098775436835e-10
