year,pouvait_VERB aller_VERB,pouvait_VERB râler_VERB
1800,4.244622004989651e-07,0.0
1801,3.262220218402945e-07,0.0
1802,2.886813774694019e-07,0.0
1803,1.9503391968100914e-07,0.0
1804,5.166168648429448e-07,0.0
1805,1.847870549909203e-07,0.0
1806,2.622318788780831e-07,0.0
1807,2.1636859059981361e-07,0.0
1808,2.1980918063491117e-07,0.0
1809,3.5240876172792923e-07,0.0
1810,2.4103306373035593e-07,0.0
1811,2.4820059252306237e-07,0.0
1812,3.200649985046766e-07,0.0
1813,4.4286420575190277e-07,0.0
1814,3.5872119497071253e-07,0.0
1815,3.884001955611893e-07,0.0
1816,3.5459339642329724e-07,0.0
1817,7.052636306070781e-07,0.0
1818,5.471820259117521e-07,0.0
1819,3.6746226328432385e-07,0.0
1820,5.494180754794797e-07,0.0
1821,6.725534831275581e-07,0.0
1822,5.594293952526641e-07,0.0
1823,4.654745566767815e-07,0.0
1824,5.271616601021378e-07,0.0
1825,6.366335583152249e-07,0.0
1826,4.5096879830452963e-07,0.0
1827,6.876085762996809e-07,0.0
1828,4.723735003153706e-07,0.0
1829,8.144517096297932e-07,0.0
1830,6.011617301737715e-07,0.0
1831,5.690790203516372e-07,0.0
1832,5.912596634516376e-07,0.0
1833,7.112348043847305e-07,0.0
1834,6.394153615474352e-07,0.0
1835,7.540398883065791e-07,0.0
1836,6.176369424792938e-07,0.0
1837,7.097048637660919e-07,0.0
1838,7.378917530331819e-07,0.0
1839,6.851645935057604e-07,0.0
1840,7.223226816677197e-07,0.0
1841,6.356343078550708e-07,0.0
1842,7.124177727746428e-07,0.0
1843,6.586205927305855e-07,0.0
1844,7.11866391611693e-07,0.0
1845,7.901602998572343e-07,0.0
1846,6.779512773391616e-07,0.0
1847,6.11591588040028e-07,0.0
1848,5.502931799128419e-07,0.0
1849,5.706381784875703e-07,0.0
1850,6.1576196230817e-07,0.0
1851,6.733213808729488e-07,0.0
1852,5.156351789992186e-07,0.0
1853,6.025679226695502e-07,0.0
1854,5.980209607514553e-07,0.0
1855,7.058226287881553e-07,0.0
1856,6.973673976062855e-07,0.0
1857,7.009846854089119e-07,0.0
1858,6.32752289675409e-07,0.0
1859,6.79805168601888e-07,0.0
1860,6.17462092122878e-07,0.0
1861,6.003421617606364e-07,0.0
1862,6.456202186200244e-07,0.0
1863,6.473028406617232e-07,0.0
1864,7.077018722156936e-07,0.0
1865,6.311878451015218e-07,0.0
1866,6.631830160586105e-07,0.0
1867,6.837611294940871e-07,0.0
1868,6.337858167171362e-07,0.0
1869,6.998083108555875e-07,0.0
1870,6.118229975982103e-07,0.0
1871,5.95848064222082e-07,0.0
1872,7.365659371316724e-07,0.0
1873,5.884242568754416e-07,0.0
1874,7.121734029169602e-07,0.0
1875,6.408110380107246e-07,0.0
1876,6.33017748441489e-07,0.0
1877,6.28377279099368e-07,4.329371083855449e-09
1878,6.081362471377361e-07,0.0
1879,6.934084240128868e-07,0.0
1880,5.865911703040183e-07,0.0
1881,6.275257078414143e-07,6.972507571312292e-10
1882,4.998194071959006e-07,0.0
1883,4.967000677424949e-07,0.0
1884,5.089908086119976e-07,0.0
1885,5.485235874402861e-07,0.0
1886,4.969166980117734e-07,0.0
1887,5.301486680764356e-07,0.0
1888,6.156736844786792e-07,6.340614699951175e-10
1889,5.162472689335118e-07,6.265136742733546e-10
1890,4.96822508466721e-07,0.0
1891,5.51370021639741e-07,0.0
1892,4.952124754709075e-07,0.0
1893,5.01295119192946e-07,6.158416554491453e-10
1894,5.154658992978511e-07,0.0
1895,5.037580308453471e-07,0.0
1896,5.177591333449527e-07,0.0
1897,4.253500947015709e-07,0.0
1898,4.951060645908001e-07,0.0
1899,5.510995606528013e-07,0.0
1900,4.941882707498735e-07,0.0
1901,4.4598135673368233e-07,3.912117296778206e-09
1902,4.193382494577236e-07,0.0
1903,4.4065797055736766e-07,0.0
1904,4.7296703087340575e-07,0.0
1905,4.071838759500679e-07,0.0
1906,5.195626613385684e-07,0.0
1907,4.787987109011738e-07,0.0
1908,4.926123438053764e-07,0.0
1909,4.2907672082037607e-07,0.0
1910,4.6547552301490214e-07,0.0
1911,5.437422601062281e-07,0.0
1912,4.860390276917315e-07,0.0
1913,4.937083417644317e-07,0.0
1914,4.2993093529730686e-07,0.0
1915,3.7345014902712137e-07,0.0
1916,3.8785739775448747e-07,1.0987462051303964e-09
1917,4.726528857190715e-07,1.0966424435210342e-09
1918,3.8823952763777925e-07,1.1486376294556067e-09
1919,4.447390722361888e-07,0.0
1920,5.012817609895137e-07,1.514446346106979e-09
1921,4.808694598068541e-07,0.0
1922,4.729256772861845e-07,0.0
1923,4.872720182902412e-07,0.0
1924,4.215561091314157e-07,0.0
1925,5.169143832972622e-07,0.0
1926,4.815131546820339e-07,0.0
1927,5.875641591046588e-07,3.3447675740205796e-09
1928,4.993179913981294e-07,1.1426041224282812e-09
1929,5.53678205506003e-07,0.0
1930,4.800147053174442e-07,0.0
1931,5.098194151287316e-07,0.0
1932,4.2742192363220965e-07,0.0
1933,4.312969110742415e-07,0.0
1934,4.07373732969063e-07,0.0
1935,4.667630832955183e-07,3.590485242455088e-09
1936,4.00115567344983e-07,0.0
1937,4.0543400814385677e-07,0.0
1938,4.43410328898608e-07,0.0
1939,4.7105675093916943e-07,0.0
1940,4.665840549478162e-07,0.0
1941,4.250163669894391e-07,0.0
1942,3.610711871715466e-07,0.0
1943,5.574211741077306e-07,0.0
1944,4.884042823505297e-07,3.2131861615880553e-09
1945,6.775147767257295e-07,0.0
1946,6.055680614736048e-07,1.3921104269343232e-09
1947,4.6610605863861565e-07,0.0
1948,4.7183993956423365e-07,0.0
1949,5.124478548168554e-07,0.0
1950,5.572929353547806e-07,0.0
1951,5.053504423813138e-07,0.0
1952,4.966602773492923e-07,0.0
1953,5.128341626914334e-07,0.0
1954,4.5930920578030054e-07,0.0
1955,4.345536410710338e-07,0.0
1956,4.866396920988336e-07,0.0
1957,4.744415207369457e-07,8.835037701437898e-10
1958,4.3015666051360313e-07,0.0
1959,4.402424735872046e-07,0.0
1960,5.502062663254037e-07,1.3841666701708277e-09
1961,5.127741360411164e-07,2.08444772553662e-09
1962,5.955097321930225e-07,0.0
1963,4.868937821811414e-07,0.0
1964,5.13486952513631e-07,6.083968329129164e-10
1965,4.738789698421897e-07,1.6416130677043839e-09
1966,5.461527621264395e-07,1.6617224263271169e-09
1967,5.132479259373213e-07,2.9582012395223956e-09
1968,5.497493020811817e-07,8.982831700699023e-10
1969,5.023184144192783e-07,1.8167031212712459e-09
1970,4.842457315135107e-07,4.5987250119061684e-10
1971,4.634834454009251e-07,1.541519245584766e-09
1972,4.191329878722172e-07,0.0
1973,4.6200648284866475e-07,0.0
1974,4.736731398224947e-07,0.0
1975,4.51206943807847e-07,1.1422960355389478e-09
1976,4.365134600448073e-07,5.713526873840635e-10
1977,4.695548625477386e-07,1.7630346071939584e-09
1978,5.049502647125337e-07,5.940591352171509e-10
1979,4.921509457744833e-07,0.0
1980,4.7129898916864477e-07,0.0
1981,5.009835035707511e-07,0.0
1982,5.586751967712189e-07,0.0
1983,5.045937427894387e-07,6.315316047889041e-10
1984,5.201710564506357e-07,0.0
1985,4.974866669726907e-07,0.0
1986,4.501858654748503e-07,0.0
1987,4.7236613909262815e-07,0.0
1988,4.953153620590456e-07,0.0
1989,5.257621182863659e-07,5.488122178931576e-10
1990,5.050899289926747e-07,1.089730194969718e-09
1991,5.134643288329244e-07,0.0
1992,5.35015601599298e-07,0.0
1993,5.478275966197543e-07,1.661762283333701e-09
1994,4.779083724315569e-07,0.0
1995,5.156750830792589e-07,0.0
1996,4.798944814865536e-07,5.338092190498855e-10
1997,5.029844487580704e-07,0.0
1998,5.235405637904478e-07,0.0
1999,5.333424724085489e-07,9.140402323914998e-10
2000,4.7317118401224434e-07,4.4180314962005696e-10
2001,4.771139856529771e-07,0.0
2002,5.366996447264683e-07,0.0
2003,5.492004220286617e-07,8.333845835650777e-10
2004,5.347416731638077e-07,1.7619165015858584e-09
2005,5.728769565394032e-07,9.007499190971657e-10
2006,5.690923785550694e-07,4.1178899179428186e-10
2007,5.460453280647926e-07,1.1983438685803094e-09
2008,5.773088105343049e-07,8.514879357157668e-10
2009,6.322622994048288e-07,0.0
2010,7.543897595496674e-07,1.8895172093635892e-09
2011,8.12594066701422e-07,1.1471915639660324e-09
2012,8.599142233833845e-07,2.7234021704458655e-09
2013,9.625269967727945e-07,4.183687618564136e-09
2014,1.066914819602971e-06,2.5985342766432495e-09
2015,9.95464006336988e-07,2.438232948875907e-09
2016,9.923790003085742e-07,1.0356699942093428e-09
2017,9.192043535222183e-07,2.264050280587071e-09
2018,1.0054812946691527e-06,4.3884935685412074e-09
2019,9.594265293344506e-07,2.04079020349468e-09
