year,eurent_VERB empli_VERB,eurent_VERB rempli_VERB
1800,0.0,3.144164484325529e-09
1801,0.0,3.095537337571841e-08
1802,0.0,2.2378401354217203e-09
1803,0.0,1.950339223455444e-09
1804,0.0,9.887403784603066e-09
1805,0.0,5.685755422035754e-09
1806,0.0,0.0
1807,0.0,8.540865792383556e-09
1808,0.0,2.2660739951163578e-09
1809,0.0,2.0331274441787173e-08
1810,0.0,2.8081521108447305e-08
1811,0.0,1.0028307073639553e-08
1812,0.0,2.1337665856435706e-08
1813,0.0,2.8757416448144113e-09
1814,3.1466771410748606e-09,9.440030979135372e-09
1815,0.0,2.6972236000233352e-08
1816,0.0,0.0
1817,0.0,9.341240669868967e-09
1818,0.0,8.344824387052086e-09
1819,0.0,9.315945348475907e-09
1820,0.0,1.4239777357261119e-08
1821,0.0,1.1833785507064931e-08
1822,1.0025615893027862e-09,8.02049271442229e-09
1823,0.0,7.906149512848515e-09
1824,0.0,5.052667617633233e-09
1825,0.0,9.68598712347557e-09
1826,0.0,4.403992281964975e-09
1827,0.0,2.7651818612639545e-09
1828,0.0,2.109629271274116e-08
1829,0.0,1.457439946506156e-08
1830,2.0873671680021744e-09,2.400472176589119e-08
1831,0.0,2.3386808933878456e-08
1832,0.0,2.0294953273491956e-08
1833,0.0,9.266902800675325e-09
1834,0.0,1.0267983796552471e-08
1835,0.0,3.100866052818674e-08
1836,0.0,8.736974699274924e-09
1837,6.957890930081589e-10,8.349468672008697e-09
1838,0.0,8.837027110075724e-09
1839,0.0,1.957613093850341e-08
1840,0.0,7.0066574764382494e-09
1841,0.0,6.420548537278137e-09
1842,0.0,4.695785538189057e-09
1843,0.0,1.3585895075607368e-08
1844,0.0,2.195424508855126e-09
1845,0.0,6.696273757711424e-09
1846,0.0,5.854501328173001e-09
1847,0.0,1.6179670936367074e-08
1848,8.045221711050488e-10,8.04522137798358e-09
1849,0.0,1.6758829879393033e-09
1850,0.0,4.073397619208663e-09
1851,6.449438760824933e-10,7.739326512989919e-09
1852,0.0,1.9531636308300904e-09
1853,0.0,1.1943863675867306e-08
1854,0.0,3.63696517347023e-09
1855,0.0,8.491099379170919e-09
1856,0.0,1.0354378465748937e-09
1857,0.0,3.4170564155999728e-09
1858,1.9574704079872163e-09,1.0766087576996597e-08
1859,5.092173349652285e-10,4.582956236731661e-09
1860,0.0,1.5562426014525954e-08
1861,0.0,1.131831339762357e-08
1862,0.0,4.066187830886747e-09
1863,9.989241656072068e-10,2.4973103585068657e-09
1864,0.0,6.233146443435089e-09
1865,0.0,2.023943146411966e-08
1866,0.0,9.731225603104576e-09
1867,0.0,7.279217228983725e-09
1868,0.0,6.421836395986702e-09
1869,0.0,1.953407657850903e-09
1870,0.0,5.734048791339319e-09
1871,0.0,2.1242354542039266e-09
1872,0.0,3.628403577593531e-09
1873,0.0,1.1972008939764578e-09
1874,0.0,7.766991494406739e-09
1875,0.0,4.577221712764867e-09
1876,0.0,6.650616057868319e-09
1877,0.0,7.421779191219002e-09
1878,0.0,0.0
1879,6.10932526790009e-10,1.221865053580018e-09
1880,0.0,1.9253538763308597e-09
1881,0.0,1.045876096839038e-08
1882,0.0,1.9966155395678697e-09
1883,0.0,6.951272890631799e-09
1884,0.0,5.281357573494461e-09
1885,1.2891271383708158e-09,2.5782542767416317e-09
1886,1.2906927748801422e-09,6.453463874400711e-10
1887,0.0,8.48760173255414e-09
1888,0.0,3.804368819970705e-09
1889,0.0,5.6386229019267375e-09
1890,0.0,1.9663159989136147e-09
1891,0.0,4.461953917456185e-09
1892,0.0,1.2537024751679837e-09
1893,0.0,0.0
1894,0.0,1.2603078580752936e-09
1895,0.0,4.814891596538473e-09
1896,0.0,3.5382172747233653e-09
1897,1.7480140668268973e-09,3.4960281336537946e-09
1898,0.0,5.092519295146758e-09
1899,0.0,2.7637891975018647e-09
1900,0.0,5.710158568206225e-09
1901,1.676621730339889e-09,6.706486921359556e-09
1902,4.910283846193408e-10,9.820567692386817e-10
1903,0.0,3.2401321625741275e-09
1904,0.0,0.0
1905,0.0,1.0321518084666081e-09
1906,0.0,3.600929110447737e-09
1907,5.142843373384665e-10,9.257117739025489e-09
1908,0.0,1.964555629285769e-09
1909,0.0,5.5009836685826485e-09
1910,0.0,0.0
1911,0.0,5.320374141248863e-10
1912,0.0,2.6047106693738442e-09
1913,1.060597942803554e-09,1.590896969716482e-09
1914,0.0,1.3393487430235496e-09
1915,0.0,0.0
1916,0.0,0.0
1917,0.0,0.0
1918,0.0,1.1486376294556067e-09
1919,9.207848372660976e-10,0.0
1920,0.0,0.0
1921,0.0,0.0
1922,0.0,0.0
1923,0.0,0.0
1924,1.289162443462999e-09,0.0
1925,0.0,3.299453377181294e-09
1926,0.0,3.343841648018042e-09
1927,0.0,2.2298449753321847e-09
1928,0.0,1.1426041224282812e-09
1929,1.1140406375176326e-09,5.570202965543558e-09
1930,2.100720708497761e-09,5.2518016602221e-09
1931,0.0,1.1405356659111021e-09
1932,0.0,7.6716757391182e-09
1933,1.1470662197865522e-09,2.2941324395731044e-09
1934,0.0,4.7926320689839486e-09
1935,0.0,2.393656828303392e-09
1936,0.0,0.0
1937,0.0,1.0072894518486919e-08
1938,0.0,1.2965214457594243e-09
1939,0.0,0.0
1940,0.0,0.0
1941,0.0,2.9515025978810172e-09
1942,0.0,0.0
1943,0.0,0.0
1944,0.0,0.0
1945,2.178504043826024e-09,4.357008087652048e-09
1946,1.3921104269343232e-09,2.7842208538686464e-09
1947,0.0,5.960435700558264e-09
1948,1.0871887834440486e-09,6.523132700664291e-09
1949,0.0,7.853606653895895e-09
1950,0.0,1.0635361480382244e-09
1951,0.0,0.0
1952,0.0,0.0
1953,0.0,5.386913581872932e-09
1954,0.0,1.9545072227344917e-09
1955,0.0,9.385607846468247e-10
1956,0.0,3.488456634670456e-09
1957,8.835037701437898e-10,8.835037701437898e-10
1958,0.0,1.6544486891589827e-09
1959,3.8753737996444215e-09,7.750747821333448e-10
1960,0.0,2.076250060767393e-09
1961,0.0,1.3896318540318475e-09
1962,6.341956404476434e-10,0.0
1963,4.526237162849611e-09,2.5864212993553792e-09
1964,6.083968329129164e-10,4.258777774879263e-09
1965,0.0,4.924839203113152e-09
1966,5.539074754423723e-10,3.8773522170743036e-09
1967,9.860671168482327e-10,4.437302081328198e-09
1968,4.4914158503495116e-10,1.3474247273492779e-09
1969,9.083515606356229e-10,1.3625273131978588e-09
1970,4.5987250119061684e-10,2.2993624781975086e-09
1971,0.0,5.138397485282553e-10
1972,0.0,2.0520587451500205e-09
1973,0.0,5.513203782392395e-10
1974,5.625571675160757e-10,3.3753431161187564e-09
1975,0.0,1.1422960355389478e-09
1976,0.0,1.142705374768127e-09
1977,5.876781838942691e-10,4.11374712072643e-09
1978,0.0,1.1881182704343018e-09
1979,0.0,5.266775904289034e-09
1980,0.0,1.1370301367108482e-09
1981,6.325549528618524e-10,3.1627747087981106e-09
1982,0.0,1.8622506869903077e-09
1983,0.0,0.0
1984,0.0,2.8995041922996734e-09
1985,0.0,4.210890747202711e-09
1986,5.994485463567401e-10,2.997242676272549e-09
1987,0.0,1.8332451112712533e-09
1988,0.0,1.798966087207532e-09
1989,0.0,5.488122178931576e-10
1990,5.44865097484859e-10,1.6345953479657283e-09
1991,1.1722930404189924e-09,2.344586080837985e-09
1992,0.0,3.30596661157756e-09
1993,2.7696036575264316e-09,3.877445031719162e-09
1994,0.0,3.164955852952289e-09
1995,1.626735190995987e-09,3.253470381991974e-09
1996,0.0,3.736664311304594e-09
1997,0.0,9.58978896292706e-10
1998,0.0,4.768129224785866e-10
1999,1.8280804647829996e-09,1.3710603763428253e-09
2000,0.0,1.7672125984802278e-09
2001,8.762423564512289e-10,4.3812117822561447e-10
2002,4.38122149670761e-10,1.3143663935011318e-09
2003,0.0,4.583615265119079e-09
2004,0.0,3.0833537945085254e-09
2005,0.0,2.251874686720612e-09
2006,0.0,2.0589450144825605e-09
2007,0.0,3.994479469415779e-10
2008,0.0,1.7029758714315335e-09
2009,0.0,4.76819250749827e-09
2010,9.447586046817946e-10,4.723792912386671e-09
2011,0.0,1.911985902935953e-09
2012,6.808505426114664e-10,6.468080293586809e-09
2013,2.789125042035323e-10,6.136075203500013e-09
2014,2.1654451842767486e-10,4.330890313042346e-09
2015,4.433150790905671e-10,4.654808538617772e-09
2016,6.214020409345267e-10,5.178350193091319e-09
2017,2.515611330355938e-10,9.810884549210641e-09
2018,2.5814667070633845e-10,3.872199894061623e-09
2019,7.65296326310505e-10,5.3570743396846865e-09
