year,dut_VERB apporter_VERB,dut_VERB rapporter_VERB
1800,0.0,0.0
1801,2.8574191901498125e-08,2.3811825844433088e-09
1802,2.2378401354217203e-09,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,1.9900143755080535e-08,0.0
1806,0.0,0.0
1807,5.693910232196231e-09,2.8469551160981155e-09
1808,2.2660739951163578e-09,0.0
1809,9.036122072814123e-09,0.0
1810,2.106114038724627e-08,0.0
1811,3.760615285841595e-08,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,4.72001566720337e-08,0.0
1815,0.0,0.0
1816,1.1588019432906549e-08,0.0
1817,3.7364962679475866e-08,0.0
1818,2.384235475716423e-09,0.0
1819,1.8631890696951814e-08,0.0
1820,2.4919611263385377e-08,0.0
1821,1.0847637454958203e-08,2.9584463767662328e-09
1822,2.5064039732569654e-08,0.0
1823,0.0,0.0
1824,1.3473780313688621e-08,0.0
1825,3.0819052199149155e-08,0.0
1826,8.80798456392995e-09,0.0
1827,3.6869092223668076e-09,0.0
1828,1.8344602503717056e-09,0.0
1829,5.143905745796928e-09,3.429270423183084e-09
1830,1.5655253093882493e-08,0.0
1831,2.494592976631793e-08,0.0
1832,3.111892965534935e-08,0.0
1833,4.2859426230279496e-08,1.50587169400751e-08
1834,3.733812370398937e-09,0.0
1835,2.193295500774184e-08,6.050470346963266e-09
1836,1.68018754465038e-08,6.720750067579218e-10
1837,1.8090515752078318e-08,3.478945576063097e-09
1838,1.64116205070286e-08,2.5248647617104325e-09
1839,9.788065469251706e-09,6.9914751765765e-10
1840,3.121147429396842e-08,3.1848443882154243e-09
1841,2.3756030032018316e-08,8.346713542550788e-09
1842,2.884553929050071e-08,1.542900918138912e-08
1843,2.7171790151214736e-08,1.3585895075607368e-08
1844,3.2382512671347286e-08,0.0
1845,2.399498022498392e-08,1.674068439427856e-09
1846,2.1661655580373917e-08,2.3418005312692003e-09
1847,3.182001862001016e-08,0.0
1848,1.367687652020777e-08,5.63165514222419e-09
1849,3.267971848686102e-08,0.0
1850,3.055048125588655e-08,1.0862393651223101e-08
1851,2.3217978650791338e-08,1.3543821175687754e-08
1852,2.4740073101270355e-08,3.906327261660181e-09
1853,2.269334054005867e-08,0.0
1854,3.4810952342922974e-08,2.0782657816909023e-09
1855,1.1144567935161831e-08,1.0613874223963649e-09
1856,3.831119954611495e-08,6.212626857404757e-09
1857,2.39193944651106e-08,7.322263684272912e-09
1858,3.3766365703513657e-08,3.4255731584664773e-09
1859,2.4442432078330967e-08,1.2221216039165483e-08
1860,1.6020143434047895e-08,3.204028820036342e-09
1861,1.650587222457034e-08,2.8295783494058924e-09
1862,3.7047488632424574e-08,1.490935552794781e-08
1863,3.146611149418277e-08,5.494082966350788e-09
1864,2.7329949858767577e-08,7.1920918109924514e-09
1865,1.5061901947888146e-08,4.706844247692743e-09
1866,2.432806489593986e-08,9.731225603104576e-09
1867,1.2132028714972876e-08,5.338092634588065e-09
1868,3.655506830568811e-08,1.679557115608077e-08
1869,2.9301114423674335e-08,4.883519366671862e-09
1870,3.4404294524392753e-08,1.2614907340946502e-08
1871,2.3366590440332402e-08,1.3807530230280918e-08
1872,3.930770375859538e-08,1.7537283625301825e-08
1873,2.1549615425442425e-08,1.7958012854535355e-09
1874,2.9275584623178474e-08,6.572069999322139e-09
1875,2.2886109007913547e-08,4.577221712764867e-09
1876,2.7811667635546655e-08,4.836811839936672e-09
1877,2.72131899237138e-08,1.9172929910382663e-08
1878,3.140326043649111e-08,3.0195443923020093e-09
1879,1.1607718342077078e-08,1.221865097988939e-08
1880,2.1820676820993867e-08,8.343199908722454e-09
1881,3.416528571165145e-08,6.9725074602899895e-09
1882,1.7969540522244642e-08,7.320923423037584e-09
1883,1.64302811356265e-08,0.0
1884,3.6969503014461225e-08,6.601696966868076e-09
1885,2.1915161241281567e-08,2.5782542767416317e-09
1886,1.613365974151293e-08,9.034849313138693e-09
1887,1.6322312390570914e-08,1.6322312390570914e-08
1888,1.0779045211961602e-08,6.340614699951175e-09
1889,2.1301465480405568e-08,6.891650361495749e-09
1890,2.2284913470116408e-08,5.243509182406569e-09
1891,9.561330394092238e-09,7.649063604731055e-09
1892,9.402768341715273e-09,4.387958441043338e-09
1893,1.7243566574620672e-08,1.0469308087124318e-08
1894,2.142523314319078e-08,7.561847148451761e-09
1895,2.046328972937772e-08,6.018614495673091e-09
1896,2.5946928161602045e-08,1.0614652268259306e-08
1897,8.157399200570126e-09,2.9133566670225264e-09
1898,1.7540900287826844e-08,1.2448380992680086e-08
1899,1.6029977345510815e-08,9.949641111006713e-09
1900,2.076421168339948e-08,1.142031713641245e-08
1901,1.397184767881754e-08,1.7883964531506535e-08
1902,1.0802624572647801e-08,9.820567692386817e-10
1903,1.0800440541913758e-08,8.100330184390714e-09
1904,2.6335662539622717e-08,1.1286712897629059e-08
1905,1.909480928929952e-08,2.0643036169332163e-09
1906,1.6975809202790515e-08,3.600929110447737e-09
1907,2.7257069490360664e-08,2.5714217422034835e-09
1908,2.0136695866312948e-08,1.080505640516094e-08
1909,9.901770070541716e-09,1.320236009405562e-08
1910,1.977335806202518e-08,1.1757131268552712e-08
1911,9.576673676292558e-09,9.044636151145369e-09
1912,1.927485904218429e-08,1.40654377034366e-08
1913,1.5378670781274195e-08,7.42418571064718e-09
1914,8.705766774141921e-09,4.018046340092951e-09
1915,2.1205371680821372e-08,1.1780762143587253e-08
1916,2.307367097387214e-08,5.493730803607377e-09
1917,1.0966424213165737e-08,1.0966424435210342e-09
1918,2.067547733020092e-08,1.1486376294556067e-09
1919,1.4732557396257562e-08,7.366278698128781e-09
1920,9.843901693784574e-09,8.329454459499175e-09
1921,2.499006690470651e-08,9.087297137000405e-09
1922,1.770704471937279e-08,8.853522359686394e-09
1923,1.8047112249064412e-08,1.0615948120573648e-09
1924,1.2891624656674594e-08,3.867487219366694e-09
1925,1.0998178368026856e-08,1.3197813508725176e-08
1926,1.5604593173179637e-08,8.916910765321973e-09
1927,2.1183527820767267e-08,1.4493992672726108e-08
1928,1.1426041446327417e-08,5.713020723163709e-09
1929,8.912325100141061e-09,2.2280811862174232e-08
1930,3.151081173768944e-08,9.453243521306831e-09
1931,1.9389105432310316e-08,3.4216069977333063e-09
1932,8.767629289252454e-09,8.767629289252454e-09
1933,1.4911860191091364e-08,1.261772819560747e-08
1934,1.1981580172459871e-08,3.5944740517379614e-09
1935,8.377798899061872e-09,5.98414207075848e-09
1936,9.699771652549316e-09,1.6974599503782883e-08
1937,1.888667711114067e-08,1.1332006444320086e-08
1938,1.2965214679638848e-08,1.2965214457594243e-09
1939,1.6823456405745674e-08,1.5294050470515685e-09
1940,1.5214697057785997e-08,2.5357829169792012e-09
1941,0.0,5.9030051957620344e-09
1942,1.8205270180260413e-08,0.0
1943,1.1612940831184915e-08,8.709705845433291e-09
1944,2.8918675454292497e-08,6.4263723231761105e-09
1945,1.3071024262956144e-08,1.3071024262956144e-08
1946,1.3921104269343232e-08,4.1763312808029696e-09
1947,1.907339353124371e-08,3.5762612871081956e-09
1948,1.0871888278529696e-08,9.784699273041042e-09
1949,1.570721330779179e-08,6.8719057111366055e-09
1950,2.0207187034770868e-08,9.571825110299415e-09
1951,1.5992101864981123e-08,8.529121409139861e-09
1952,1.2653764258629963e-08,2.1089607837865287e-09
1953,2.477980309834038e-08,5.386913581872932e-09
1954,1.172704333640695e-08,6.840775057526116e-09
1955,1.595553378308523e-08,5.631364707880948e-09
1956,6.976913269340912e-09,1.1337483840634377e-08
1957,1.9437083054185678e-08,5.301022731885041e-09
1958,1.9026160202884057e-08,4.9633461784992505e-09
1959,1.1626121398933265e-08,4.650448914844674e-09
1960,1.2457499920515147e-08,5.536666680683311e-09
1961,6.25334317660986e-09,6.94815938118154e-09
1962,8.8787386332001e-09,6.341956293454132e-09
1963,1.6165133231993423e-08,6.466053470433053e-09
1964,1.1559539991878864e-08,3.041984220075733e-09
1965,5.47204326295514e-09,1.1491291473930687e-08
1966,1.1078149952936656e-08,8.862519607077957e-09
1967,1.429797347185513e-08,9.367637332502454e-09
1968,6.287982134978165e-09,1.7965663401398047e-09
1969,1.090021850558287e-08,4.541757636644661e-09
1970,1.5175793066646293e-08,5.978342709767048e-09
1971,1.284599360218408e-08,6.166076982339064e-09
1972,9.234264020108185e-09,7.182205497002769e-09
1973,3.859242703185828e-09,3.3079223804577396e-09
1974,1.0688586016271984e-08,1.6876715580593782e-09
1975,8.567219822452898e-09,4.569184142155791e-09
1976,1.1427053969725876e-08,1.199840671262109e-08
1977,7.639816779203557e-09,5.876781727920388e-09
1978,1.7227714366185864e-08,5.346532105932056e-09
1979,1.2289143924704149e-08,6.437170796402825e-09
1980,8.527726080842513e-09,3.411090521154847e-09
1981,6.325549528618524e-10,6.325549417596221e-09
1982,1.3656505259973528e-08,5.586751949948621e-09
1983,4.4207211225000265e-09,1.2630632095778083e-09
1984,7.538710988796993e-09,5.799008495621649e-10
1985,4.812446441349039e-09,1.8046674155058895e-09
1986,7.792831269171074e-09,2.3977941854269602e-09
1987,4.888653482026939e-09,1.8332451112712533e-09
1988,1.3192418713003917e-08,2.398621523624911e-09
1989,1.3720305780395847e-08,5.488121956886971e-09
1990,7.083246433836621e-09,2.724325431913144e-09
1991,7.6199047072123e-09,5.2753188484189195e-09
1992,8.264915862810085e-09,1.1019888335184191e-09
