year,dut_VERB apporter_VERB,dut_VERB rapporter_VERB
1993,6.093128224193833e-09,8.308811416668505e-09
1994,5.274926717646622e-09,4.2199412852994556e-09
1995,7.591431483433553e-09,3.253470381991974e-09
1996,7.473328622609188e-09,2.135236876199542e-09
1997,5.753873377756236e-09,4.794894259418925e-09
1998,6.198567881199324e-09,9.536258449571733e-10
1999,1.1425503210205079e-08,1.3710603763428253e-09
2000,7.068850393920911e-09,2.6508188977203417e-09
2001,1.095302959441824e-08,5.257454027685071e-09
2002,4.81934359086722e-09,1.752488598683044e-09
2003,5.8336921959778465e-09,1.6667691671301554e-09
2004,5.726228824443069e-09,2.2023955992267474e-09
2005,4.954124666056714e-09,1.8014998381943315e-09
2006,3.294311934354255e-09,1.6471559671771274e-09
2007,6.391167151065247e-09,4.393927444112933e-09
2008,4.6831836186811415e-09,3.405951742863067e-09
2009,5.721831008997924e-09,2.860915504498962e-09
2010,6.140930874920514e-09,9.447586046817946e-10
2011,3.823971805871906e-09,2.6767803529281764e-09
2012,6.127654827992046e-09,2.0425516833455504e-09
2013,6.693900100884775e-09,4.741512515948898e-09
2014,8.661780626084692e-09,4.547434873103384e-09
2015,5.54143841924315e-09,2.438232948875907e-09
2016,5.3854840587064245e-09,2.6927420293532123e-09
2017,4.528100561174142e-09,1.509366853724714e-09
2018,4.64663996169179e-09,3.872199894061623e-09
2019,4.08158040698936e-09,2.806086474294034e-09
