year,avaient_VERB ajouté_VERB,avaient_VERB rajouté_VERB
1966,6.702280330728172e-08,2.769537488234164e-09
1967,5.669885894121762e-08,1.9721342336964653e-09
1968,6.19815381242006e-08,2.6948494546985557e-09
1969,7.312230110301243e-08,0.0
1970,8.185730848708772e-08,4.5987250119061684e-10
1971,5.087013477123037e-08,0.0
1972,6.002272101568451e-08,0.0
1973,5.458071683506205e-08,0.0
1974,5.906850120140916e-08,0.0
1975,3.940921189382607e-08,5.711480177694739e-10
1976,5.5421210731765314e-08,1.142705374768127e-09
1977,4.8777287986467854e-08,0.0
1978,5.405938097169383e-08,5.940591352171509e-10
1979,5.208256226296726e-08,4.096381456264453e-09
1980,3.809050852510154e-08,3.97960553399912e-09
1981,4.8706731092806876e-08,2.5302198114474095e-09
1982,5.090151944386889e-08,6.207502289967692e-10
1983,4.357568172963511e-08,1.89459470334441e-09
1984,5.8569984417999876e-08,2.3196033982486597e-09
1985,4.812446263713355e-08,6.015558051686298e-10
1986,5.155257554179116e-08,5.994485463567401e-10
1987,5.316410778277714e-08,4.277571630240118e-09
1988,4.557380961500712e-08,5.996553809062277e-10
1989,5.7625282323670035e-08,0.0
1990,3.9775152060883556e-08,2.724325431913144e-09
1991,4.2202550787351356e-08,4.68917216167597e-09
1992,5.620142928819405e-08,1.1019888335184191e-09
1993,5.040678630052753e-08,1.661762283333701e-09
1994,4.641935547056164e-08,2.637463358823311e-09
1995,3.904164458390369e-08,4.337960657352369e-09
1996,4.003569031851839e-08,2.135236876199542e-09
1997,4.363354122460805e-08,9.58978896292706e-10
1998,3.480734278582531e-08,3.337690568372409e-09
1999,5.529943436499707e-08,5.484241505371301e-09
2000,4.859834490389403e-08,2.6508188977203417e-09
2001,5.783199696907104e-08,2.6287270138425356e-09
2002,4.819343502049378e-08,3.066854992184176e-09
2003,4.000246178748057e-08,3.7502307925763034e-09
2004,4.757174565384048e-08,1.3214374039449694e-09
2005,4.008337128880157e-08,3.1526248278623825e-09
2006,5.723866891571561e-08,2.0589450144825605e-09
2007,5.991719120856942e-08,1.997239706952314e-09
2008,5.2792252347444446e-08,1.7029758714315335e-09
2009,5.8648769396540956e-08,5.245011536203492e-09
2010,6.471596236679034e-08,3.7790344187271785e-09
2011,6.271314134664863e-08,3.823971805871906e-09
2012,8.408504470480693e-08,9.531907707582832e-09
2013,8.925199779241666e-08,8.925200134513034e-09
2014,1.0718953546984267e-07,8.445236510112863e-09
2015,9.065793449281045e-08,9.97458915463767e-09
2016,9.486737440056459e-08,6.006886099640951e-09
2017,6.3896528956775e-08,8.049956257139002e-09
2018,9.422353741683764e-08,6.9699601645822895e-09
2019,1.0408029993413948e-07,6.887666881283394e-09
