year,voulait_VERB approcher_VERB,voulait_VERB rapprocher_VERB
1800,1.5720821977538435e-08,1.2576657937302116e-08
1801,2.3811825844433088e-09,2.3811825844433088e-09
1802,1.7902721083373763e-08,1.3427040812530322e-08
1803,0.0,1.950339223455444e-09
1804,4.943701892301533e-09,0.0
1805,0.0,2.842877711017877e-09
1806,5.76333825108577e-09,5.76333825108577e-09
1807,2.8469551160981155e-09,0.0
1808,1.8128591960930862e-08,2.2660739951163578e-09
1809,1.3554183553310395e-08,1.8072244145628247e-08
1810,2.3401267590372754e-09,2.3401267590372754e-09
1811,1.2535384286138651e-08,0.0
1812,0.0,5.3344164641089264e-09
1813,1.4378708002027452e-08,0.0
1814,0.0,2.5173417128598885e-08
1815,2.4275012222574333e-08,0.0
1816,1.8540831092650478e-08,9.270415546325239e-09
1817,1.2454987263765815e-08,3.89218364205135e-08
1818,1.0729059418679299e-08,1.4305412854298538e-08
1819,0.0,2.794783426907088e-08
1820,2.3732962262101864e-09,9.493184904840746e-09
1821,4.930744257336528e-09,3.94459531705138e-09
1822,1.5038423839541792e-08,6.015369535816717e-09
1823,1.9765373782121287e-09,2.9648061783404955e-09
1824,7.57900142644985e-09,2.5263338088166165e-09
1825,1.6730341556581152e-08,9.68598712347557e-09
1826,2.3781558056157337e-08,9.688783109140786e-09
1827,4.608636583469661e-09,1.474763688946723e-08
1828,6.420610709767516e-09,6.420610709767516e-09
1829,4.286587973467704e-09,1.1145129263923081e-08
1830,1.7742621594152297e-08,5.218417697960831e-09
1831,1.870944643656003e-08,2.0268567268999504e-08
1832,1.8941957335982806e-08,5.411987746839486e-09
1833,1.0425265983826648e-08,9.266902800675325e-09
1834,1.3068342852307069e-08,1.213489042584115e-08
1835,1.4369867074037757e-08,2.193295500774184e-08
1836,2.352262562510532e-08,6.048674894287842e-09
1837,2.0873671680021744e-09,5.5663127440652715e-09
1838,3.1560809521380406e-09,7.574594285131298e-09
1839,7.690622361167243e-09,1.6080392128969834e-08
1840,7.64362617644565e-09,1.0828470564661075e-08
1841,9.630822361827995e-09,1.6051371787284552e-08
1842,9.391571076378114e-09,2.4820581145945653e-08
1843,1.0041748765843295e-08,1.2404512972352677e-08
1844,7.683985892015244e-09,1.4819115712327857e-08
1845,6.696273757711424e-09,7.254296274794569e-09
1846,1.8734404250153602e-08,9.952652035849496e-09
1847,1.294373674909366e-08,7.011190739092399e-09
1848,1.367687652020777e-08,9.65426583121598e-09
1849,8.379414939696517e-10,4.692472543865733e-08
1850,8.146795238417326e-09,1.4935791270431764e-08
1851,1.4188765717904062e-08,1.4188765717904062e-08
1852,1.9531636308300904e-09,1.5625309046640723e-08
1853,1.4332636411040767e-08,1.4332636411040767e-08
1854,9.352196350675968e-09,7.79349651480743e-09
1855,7.960405667972736e-09,1.8043586180738203e-08
1856,9.318940286107136e-09,2.019103817474388e-08
1857,5.857811125054013e-09,1.5620829074691756e-08
1858,8.808616946964776e-09,5.872411001917044e-09
1859,5.092173349652285e-10,1.4258085379026397e-08
1860,1.2816115280145368e-08,5.492620580582752e-09
1861,3.3011746669586728e-09,1.650587222457034e-08
1862,7.680577063240435e-09,1.671654992208005e-08
1863,8.490855130105501e-09,1.2486552236623538e-08
1864,1.0068928801842958e-08,1.1507347075223606e-08
1865,1.2708479601997169e-08,2.8241067262513297e-09
1866,3.4059290943133647e-09,2.1408697037372804e-08
1867,9.7056229719783e-09,1.7955402498159856e-08
1868,3.457911734727759e-09,5.9278488784286765e-09
1869,5.371870948067681e-09,5.860222973552709e-09
1870,6.307453670473251e-09,8.027668307875047e-09
1871,3.18635318130589e-09,0.0
1872,8.4662747923403e-09,4.23313739617015e-09
1873,2.3944017879529156e-09,1.6760813181804224e-08
1874,1.1949218281515073e-09,1.2546679251101978e-08
1875,2.8607636259891933e-09,2.8607636259891933e-09
1876,5.441413541973361e-09,1.209202959984168e-08
1877,1.2369631985365004e-09,9.895705588292003e-09
1878,1.8117265465633636e-09,1.8117265465633636e-09
1879,1.832797580370027e-09,9.774920428640144e-09
1880,7.059631101924424e-09,5.134277003548959e-09
1881,4.183504653809678e-09,1.673401861523871e-08
1882,1.9966155395678697e-09,7.986462158271479e-09
1883,3.159669414998234e-09,1.3902545781263598e-08
1884,5.281357573494461e-09,1.0562715146988921e-08
1885,7.090199094506033e-09,5.156508553483263e-09
1886,9.034849313138693e-09,3.2267319927115068e-09
1887,3.264462256069578e-09,1.1099172247952538e-08
1888,4.4384300679212174e-09,8.242799331981132e-09
1889,6.265136742733546e-10,4.385595886446936e-09
1890,5.898947996740844e-09,9.176140736144589e-09
1891,1.466070642663908e-08,5.099376032546843e-09
1892,2.5074049503359674e-09,1.6298132621272998e-08
1893,1.847525021858587e-09,2.155445777418663e-08
1894,1.2603078580752936e-09,1.8904618315218613e-08
1895,3.0093072478365457e-09,1.3240951446391591e-08
1896,5.897029087265082e-09,1.0024948871034667e-08
1897,4.661370844871726e-09,1.7480140668268973e-09
1898,7.921697076085366e-09,1.0185038590293516e-08
1899,1.2713430308508578e-08,3.8693048765026106e-09
1900,9.34389543516545e-09,7.786579381274805e-09
1901,1.117747761014698e-08,2.235495566438317e-09
1902,2.9461704187383475e-09,2.9461704187383475e-09
1903,2.7001101354784396e-09,1.1340462791054051e-08
1904,4.837162670412454e-09,9.674325340824907e-09
1905,3.096455536422127e-09,4.1286072338664326e-09
1906,2.0576738091193647e-09,9.259531807970234e-09
1907,3.599990305858114e-09,5.65712765521198e-09
1908,1.080505640516094e-08,5.893666887857307e-09
1909,5.500983557560346e-10,1.7603147384193107e-08
1910,3.206490406526541e-09,6.412980813053082e-09
1911,7.448523575703803e-09,1.3832972989291648e-08
1912,6.251305251225858e-09,4.167536982180309e-09
1913,1.060597942803554e-09,1.0605979205990934e-08
1914,1.3393487430235496e-09,3.3483718020477227e-09
1915,2.3561523843085297e-09,2.3561523843085297e-09
1916,0.0,1.4283700444650549e-08
1917,2.1932848870420685e-09,1.6449636319748606e-08
1918,1.378365155346728e-08,5.743188147278033e-09
1919,2.762354567309444e-09,1.5653341733923298e-08
1920,4.543339038320937e-09,7.572231730534895e-09
1921,4.543648568500203e-09,8.330022005509363e-09
1922,2.951174193910333e-09,4.426761179843197e-09
1923,2.1231896241147297e-09,7.431163684401554e-09
1924,1.0313299547703991e-08,9.02413699321869e-09
1925,6.598906754362588e-09,4.399271169575059e-09
1926,5.57306911730393e-09,8.916910765321973e-09
1927,4.4596899506643695e-09,4.4596899506643695e-09
1928,4.570416489713125e-09,1.5996457491951332e-08
1929,4.4561625500705304e-09,7.798284684668033e-09
1930,2.100720708497761e-09,8.402882833991043e-09
1931,4.5621426636444085e-09,4.5621426636444085e-09
1932,1.0959536611565568e-09,8.767629289252454e-09
1933,3.4411986593596566e-09,1.0323596200123575e-08
1934,7.188948103475923e-09,3.5944740517379614e-09
1935,5.98414207075848e-09,7.180970484910176e-09
1936,0.0,6.0623572828433225e-09
1937,3.777335333410292e-09,1.2591118370153254e-08
1938,9.075650453382877e-09,5.186085783037697e-09
1939,3.058810094103137e-09,3.058810094103137e-09
1940,2.5357829169792012e-09,5.0715658339584024e-09
1941,0.0,0.0
1942,0.0,2.1239483061208375e-08
1943,5.806470415592457e-09,5.806470415592457e-09
1944,0.0,0.0
1945,6.535512131478072e-09,4.357008087652048e-09
1946,1.3921104269343232e-09,8.352662561605939e-09
1947,8.344609447874518e-09,5.960435700558264e-09
1948,7.610321262063735e-09,1.0871887834440486e-09
1949,6.8719057111366055e-09,7.853606653895895e-09
1950,6.381216888229346e-09,5.317680518146517e-09
1951,7.462981344019681e-09,1.0661401761424827e-09
1952,6.326882129314981e-09,5.272402070488624e-09
1953,3.232148326759443e-09,3.232148326759443e-09
1954,6.840775057526116e-09,5.863521668203475e-09
1955,7.508486277174597e-09,4.6928039232341234e-09
1956,4.360570571293465e-09,3.488456634670456e-09
1957,7.951533653738352e-09,8.835037590415595e-09
1958,3.3088973783179654e-09,2.4816730892496253e-09
1959,3.8753737996444215e-09,7.750747599288843e-09
1960,1.3841666701708277e-09,1.1073333361366622e-08
1961,4.86371165564492e-09,4.16889545107324e-09
1962,2.5367825617905737e-09,2.2831043722248978e-08
1963,5.819448034571906e-09,3.2330267352165265e-09
1964,6.083968440151466e-09,9.734349326606662e-09
1965,1.6416130677043839e-09,8.20806533852192e-09
1966,2.215629901769489e-09,7.754704434148607e-09
1967,3.944268467392931e-09,9.860671390526932e-09
1968,4.491415683816058e-09,6.737123747768692e-09
1969,3.1792304344691047e-09,1.1808570121729645e-08
1970,4.1388523719376735e-09,3.6789800095249348e-09
1971,3.083038491169532e-09,1.541519245584766e-09
1972,1.0260293725750103e-09,5.643161493651405e-09
1973,2.205281512956958e-09,4.410563025913916e-09
1974,3.937900228123681e-09,2.2502286700643026e-09
1975,4.569184142155791e-09,2.8557400888473694e-09
1976,1.7140580066410394e-09,3.9994687561772935e-09
1977,1.7630346071939584e-09,1.1753563677885381e-09
1978,1.1881182704343018e-09,3.5643548113029055e-09
1979,3.5111840102075575e-09,4.681578680276743e-09
1980,2.2740602734216964e-09,2.2740602734216964e-09
1981,1.2651099057237047e-09,3.1627747087981106e-09
1982,3.7245013739806154e-09,6.2075020679230875e-09
1983,3.157658134966823e-09,6.315316269933646e-09
1984,2.3196033982486597e-09,6.378909400694965e-09
1985,2.4062232206745193e-09,1.0828004270990732e-08
1986,5.395036861699509e-09,5.395036861699509e-09
1987,1.2221633705067347e-09,4.888653482026939e-09
1988,1.1993107618124554e-09,5.99655392008458e-09
1989,5.488121956886971e-09,4.390497743145261e-09
1990,5.448650863826288e-09,4.358920779878872e-09
1991,2.344586080837985e-09,4.10302547493302e-09
1992,7.713921945651236e-09,7.713921945651236e-09
1993,5.539207315052863e-09,2.2156829704300662e-09
1994,3.164955852952289e-09,2.637463358823311e-09
1995,2.7112254663563817e-09,4.880205572987961e-09
1996,4.270473752399084e-09,2.135236876199542e-09
1997,2.3974471297094624e-09,9.58978851883785e-09
1998,4.7681290027412615e-09,5.2449422582867555e-09
1999,3.656160929565999e-09,5.0272213059088244e-09
2000,3.97622823555821e-09,5.3016377954406835e-09
2001,3.5049694258049158e-09,5.257454027685071e-09
2002,6.133709984368352e-09,3.9430991805033955e-09
2003,3.333538334260311e-09,6.250384210204629e-09
2004,5.726228824443069e-09,2.2023955992267474e-09
2005,1.8014998381943315e-09,6.7556245042510454e-09
2006,4.529678854225949e-09,5.353256948836815e-09
2007,4.7933754743212376e-09,3.1955835755326234e-09
2008,3.8316958494988285e-09,6.3861596011349775e-09
2009,4.76819250749827e-09,3.814554005998616e-09
2010,8.030448306328708e-09,3.7790344187271785e-09
2011,8.030340836739924e-09,4.5887662558641296e-09
2012,5.1063788752969685e-09,2.382976926895708e-09
2013,9.483025031897796e-09,3.6258624991347688e-09
2014,8.87832563023494e-09,3.2481677347817595e-09
2015,1.329945220618356e-08,3.768178213903184e-09
2016,1.1806638333666797e-08,4.556948152156792e-09
2017,9.810884549210641e-09,4.2765391228272165e-09
2018,7.486253394972664e-09,2.8396134332808742e-09
2019,5.867272001580659e-09,4.846876677788714e-09
