year,veut_VERB ajouter_VERB,veut_VERB rajouter_VERB
1800,2.1694735607979965e-07,0.0
1801,1.5477687043130572e-07,0.0
1802,1.879785713754245e-07,0.0
1803,1.326230716358623e-07,0.0
1804,1.0628959046243835e-07,0.0
1805,1.250866148438945e-07,0.0
1806,6.339671898558663e-08,0.0
1807,9.964342950752325e-08,0.0
1808,9.970725756147658e-08,0.0
1809,1.7168632382436044e-07,0.0
1810,1.661489932303084e-07,0.0
1811,9.27618373225414e-08,0.0
1812,1.893717893608482e-07,0.0
1813,1.782959770935122e-07,0.0
1814,1.5104049566616595e-07,0.0
1815,1.6453063267363177e-07,0.0
1816,9.733936678912869e-08,0.0
1817,1.2454987086130132e-07,0.0
1818,1.0490636270787945e-07,0.0
1819,1.3456364911235141e-07,0.0
1820,1.3171793966648693e-07,0.0
1821,1.410192851380998e-07,0.0
1822,1.4737655362750957e-07,0.0
1823,6.324919610278812e-08,0.0
1824,8.842168597311684e-08,0.0
1825,8.629334047327575e-08,0.0
1826,1.1714619319036501e-07,0.0
1827,8.572063592282575e-08,0.0
1828,5.961995697134626e-08,0.0
1829,6.687077558353849e-08,0.0
1830,1.1063045946002603e-07,0.0
1831,1.2940701310526492e-07,0.0
1832,8.253281436054749e-08,0.0
1833,4.170106393530659e-08,0.0
1834,1.1854854164994322e-07,0.0
1835,4.764745398233572e-08,0.0
1836,1.0013917517426307e-07,0.0
1837,9.393152566872232e-08,0.0
1838,9.846972659488529e-08,0.0
1839,9.158832625644209e-08,0.0
1840,6.624475901162441e-08,0.0
1841,6.869986890478685e-08,0.0
1842,4.695785449371215e-08,0.0
1843,4.6073907356003474e-08,0.0
1844,8.891469605032398e-08,0.0
1845,4.2409730838244286e-08,0.0
1846,6.615586300995346e-08,0.0
1847,7.388716483092139e-08,0.0
1848,1.1343762906790289e-07,0.0
1849,9.552532986845108e-08,0.0
1850,9.640374543096186e-08,0.0
1851,5.224045551699419e-08,0.0
1852,6.380334838240742e-08,0.0
1853,8.778739868375851e-08,0.0
1854,7.741540031247496e-08,0.0
1855,7.323573214534917e-08,0.0
1856,3.882891874695815e-08,0.0
1857,7.224633691294002e-08,0.0
1858,7.732008100447274e-08,0.0
1859,5.29586046127406e-08,0.0
1860,5.40107691904268e-08,0.0
1861,5.2818794671338765e-08,0.0
1862,7.770936605311363e-08,0.0
1863,8.191177869321109e-08,0.0
1864,8.007195617665275e-08,0.0
1865,8.001635620757952e-08,0.0
1866,8.75810357570117e-08,0.0
1867,7.570385918143074e-08,0.0
1868,6.471235280969267e-08,0.0
1869,5.909058131692291e-08,0.0
1870,5.5620272831902184e-08,0.0
1871,8.284518315804235e-08,0.0
1872,5.624025689598966e-08,0.0
1873,5.3874039451784483e-08,0.0
1874,6.452577849813679e-08,0.0
1875,5.89317288302027e-08,0.0
1876,6.348315650939185e-08,0.0
1877,6.555904974447913e-08,0.0
1878,7.488470288308235e-08,0.0
1879,7.758843167948726e-08,0.0
1880,4.6208491255583795e-08,0.0
1881,3.765154232837631e-08,0.0
1882,7.387477296560974e-08,0.0
1883,8.278333751832179e-08,0.0
1884,4.357119820497246e-08,0.0
1885,4.576401479994274e-08,0.0
1886,4.711028722681476e-08,0.0
1887,5.941321390423582e-08,0.0
1888,5.452928775184773e-08,0.0
1889,5.262714708464955e-08,0.0
1890,6.423298515301212e-08,0.0
1891,6.629188931128738e-08,0.0
1892,7.27147408952078e-08,0.0
1893,3.7566341148931315e-08,0.0
1894,7.246769939683873e-08,0.0
1895,7.342709551494409e-08,0.0
1896,8.137899953908345e-08,0.0
1897,4.777905004971217e-08,0.0
1898,4.3003495875382214e-08,0.0
1899,6.688370035590196e-08,0.0
1900,4.4123950715402316e-08,0.0
1901,4.973977496547377e-08,0.0
1902,5.057592389334786e-08,4.910283846193408e-10
1903,5.886240117547459e-08,0.0
1904,4.83716249277677e-08,0.0
1905,5.470404573770793e-08,0.0
1906,6.430230570231288e-08,5.144184522798412e-10
1907,7.765693510464189e-08,0.0
1908,5.107844458507316e-08,0.0
1909,4.620826032919467e-08,0.0
1910,3.313373397872965e-08,0.0
1911,4.5223181643905264e-08,0.0
1912,5.62617508137464e-08,0.0
1913,6.734796897944761e-08,0.0
1914,8.30396231776831e-08,0.0
1915,5.419150639340842e-08,0.0
1916,9.449217230894646e-08,0.0
1917,5.263883906536648e-08,0.0
1918,7.006689628497043e-08,0.0
1919,3.314825391953491e-08,9.207848372660976e-10
1920,5.2248399384779987e-08,0.0
1921,4.922285867792198e-08,0.0
1922,4.131644004701229e-08,0.0
1923,5.095655097875351e-08,0.0
1924,4.769901096324247e-08,0.0
1925,3.959344141435395e-08,0.0
1926,6.35329868714507e-08,0.0
1927,4.6826745148109694e-08,0.0
1928,4.913197670930458e-08,0.0
1929,7.241263944024467e-08,0.0
1930,4.516549623190258e-08,0.0
1931,5.930785462737731e-08,1.1405356659111021e-09
1932,4.603005265835236e-08,0.0
1933,7.800050383366397e-08,0.0
1934,5.990790441501304e-08,0.0
1935,3.590485420090772e-08,0.0
1936,5.577368611398015e-08,0.0
1937,2.895957251780601e-08,0.0
1938,4.797129449229942e-08,0.0
1939,2.7529290846928234e-08,0.0
1940,5.832300686847702e-08,0.0
1941,7.37875680556499e-08,0.0
1942,6.675266206457309e-08,0.0
1943,3.193558839598154e-08,0.0
1944,5.462416652335378e-08,0.0
1945,5.446259976338297e-08,0.0
1946,4.872386583087973e-08,0.0
1947,3.457052599742383e-08,0.0
1948,4.240036233227329e-08,0.0
1949,3.5341230386620737e-08,0.0
1950,5.9558026066497405e-08,0.0
1951,6.716683031982029e-08,0.0
1952,3.374337254058446e-08,0.0
1953,4.955960619668076e-08,0.0
1954,3.713563856422297e-08,0.0
1955,5.162084448784299e-08,1.8771215692936494e-09
1956,3.226822542501395e-08,0.0
1957,3.710716001137371e-08,0.0
1958,3.557064687242928e-08,0.0
1959,3.332821663093455e-08,0.0
1960,4.221708493901133e-08,0.0
1961,3.335116360858592e-08,6.948159270159238e-10
1962,3.424656469519505e-08,0.0
1963,4.138274078968607e-08,0.0
1964,5.4755716405452404e-08,0.0
1965,4.7059572239049885e-08,0.0
1966,3.323444985880997e-08,2.769537488234164e-09
1967,3.7963584276212714e-08,4.930335584241163e-10
1968,4.8058151236318736e-08,0.0
1969,4.995933622353732e-08,0.0
1970,4.736686776141141e-08,9.197450023812337e-10
1971,3.699646100585596e-08,0.0
1972,4.463227654127877e-08,5.130146862875051e-10
1973,3.748978727458052e-08,0.0
1974,3.6566216721212186e-08,1.1251143350321513e-09
1975,3.8838066984681063e-08,5.711480177694739e-10
1976,4.285145038807059e-08,1.142705374768127e-09
1977,3.349765620441758e-08,1.7630346071939584e-09
1978,2.7920778578049976e-08,5.940591352171509e-10
1979,3.5697038214266286e-08,1.1703946700691858e-09
1980,6.935884044878549e-08,5.685150683554241e-10
1981,5.3134616706529414e-08,6.325549528618524e-10
1982,3.7245012407538525e-08,3.1037510339615437e-09
1983,4.2312617409834274e-08,6.315316047889041e-10
1984,5.219107634957254e-08,0.0
1985,3.9702683807263384e-08,0.0
1986,5.035367678374314e-08,1.7983456945813714e-09
1987,3.788706592899871e-08,1.2221633705067347e-09
1988,4.3774843305754985e-08,5.996553809062277e-10
1989,3.786804469996241e-08,1.0976244357863152e-09
