year,pouvaient_VERB allumer_VERB,pouvaient_VERB rallumer_VERB
2005,2.702249757291497e-09,0.0
2006,2.4707338397433887e-09,4.1178899179428186e-10
2007,3.1955835755326234e-09,7.988958938831558e-10
2008,4.257439678578834e-10,0.0
2009,4.76819250749827e-10,0.0
2010,4.723793023408973e-10,1.4171379625338432e-09
2011,1.1471915639660324e-09,0.0
2012,3.744677901096338e-09,1.3617010852229328e-09
2013,3.6258624991347688e-09,8.367375126105969e-10
2014,5.197068553286499e-09,8.661780737106994e-10
2015,4.43315073539452e-09,4.433150790905671e-10
2016,4.556948152156792e-09,4.1426800878596737e-10
2017,2.264050280587071e-09,0.0
2018,2.581466596041082e-09,2.5814667070633845e-10
2019,4.591778068885333e-09,5.1019755087367e-10
