year,devraient_VERB établir_VERB,devraient_VERB rétablir_VERB
1854,1.0391328908454511e-09,5.195664454227256e-10
1855,4.2455496895854594e-09,0.0
1856,5.694908100650764e-09,5.177189232874468e-10
1857,5.369659827891837e-09,0.0
1858,1.1744822003834088e-08,2.4468380654951716e-09
1859,2.036869339860914e-09,0.0
1860,5.492620580582752e-09,0.0
1861,2.8295783494058924e-09,0.0
1862,3.6143890103090826e-09,0.0
1863,5.9935452156878455e-09,0.0
1864,2.3973640850272204e-09,0.0
1865,7.530950973944073e-09,0.0
1866,5.838735717134114e-09,4.865612912574591e-10
1867,7.279217228983725e-09,2.426405742994575e-09
1868,1.877152122631287e-08,3.457911734727759e-09
1869,1.5138908793232986e-08,0.0
1870,1.1468097582678638e-09,0.0
1871,4.248470908407853e-09,0.0
1872,5.442605477412599e-09,0.0
1873,1.4366410283628284e-08,0.0
1874,1.7923826867161097e-09,0.0
1875,1.4303817685856757e-08,0.0
1876,1.6928840551599933e-08,0.0
1877,6.80329748092845e-09,0.0
1878,6.6429977074733415e-09,0.0
1879,1.0996785704264767e-08,6.10932526790009e-10
1880,5.776061406947974e-09,0.0
1881,9.064259565150223e-09,0.0
1882,5.989846840748214e-09,0.0
1883,5.0554711528150165e-09,0.0
1884,1.7164412113856997e-08,0.0
1885,1.353583467533781e-08,1.2891271383708158e-09
1886,1.4842966855610484e-08,0.0
1887,9.140494583448344e-09,1.9586774424595887e-09
1888,1.7119660356001987e-08,0.0
1889,6.891650361495749e-09,6.265136742733546e-10
1890,7.865263995654459e-09,6.554386478008212e-10
1891,1.0198752065093686e-08,0.0
1892,7.522214851007902e-09,0.0
1893,8.005941687372342e-09,0.0
1894,1.764431090123253e-08,0.0
1895,2.1065151400989635e-08,0.0
1896,1.0614652268259306e-08,0.0
1897,9.905413378419325e-09,4.078699600285063e-09
1898,9.05336783318944e-09,1.13167097914868e-09
1899,2.04520400615138e-08,0.0
1900,6.748368974740515e-09,0.0
1901,1.5648469187112823e-08,0.0
1902,1.8659077838378835e-08,0.0
1903,1.9440793863623185e-08,0.0
1904,1.289910045443321e-08,2.1498500757388683e-09
1905,1.3934049469810361e-08,0.0
1906,6.6874399351490865e-09,0.0
1907,1.2342823652033985e-08,0.0
1908,8.840499887696751e-09,0.0
1909,2.1453836041018803e-08,1.1001967115120692e-09
1910,1.7101282168141552e-08,0.0
1911,1.0640748726586935e-08,0.0
1912,1.0418842677495377e-08,5.209421227725386e-10
1913,1.2196876397752021e-08,1.060597942803554e-09
1914,1.6741859454327823e-08,2.0090231700464756e-09
1915,7.068456930880984e-09,0.0
1916,9.888715624128963e-09,0.0
1917,2.0836205649743533e-08,1.0966424435210342e-09
1918,1.1486376294556067e-08,0.0
1919,1.4732557396257562e-08,0.0
1920,9.086678076641874e-09,7.572231730534895e-10
1921,9.087297137000405e-09,7.572747429129834e-10
1922,1.9920426197472807e-08,7.377935484775833e-10
1923,2.653987074552333e-08,0.0
1924,6.445812328337297e-09,0.0
1925,1.0998178368026856e-08,0.0
1926,1.3375366592072169e-08,1.1146138456652466e-09
1927,4.4596899506643695e-09,5.574612327308159e-09
1928,9.14083297942625e-09,0.0
1929,2.2280811862174232e-08,0.0
1930,1.575540586884472e-08,0.0
1931,1.4826963656844327e-08,0.0
1932,2.082311922890767e-08,4.383814644626227e-09
1933,1.9500125958415992e-08,0.0
1934,1.3179738189705859e-08,0.0
1935,1.196828414151696e-08,0.0
1936,1.8187071404440758e-08,2.424942913137329e-09
1937,1.0072894518486919e-08,0.0
1938,1.2965214679638848e-08,0.0
1939,1.6823456405745674e-08,1.5294050470515685e-09
1940,1.5214697057785997e-08,0.0
1941,1.4757512545315876e-08,0.0
1942,3.034211770724937e-09,0.0
1943,8.709705845433291e-09,2.9032352077962287e-09
1944,1.2852744646352221e-08,3.2131861615880553e-09
1945,4.357008087652048e-09,0.0
1946,1.1136883415474585e-08,2.7842208538686464e-09
1947,1.3112957830685446e-08,0.0
1948,1.522064252412747e-08,1.0871887834440486e-09
1949,1.3743811422273211e-08,0.0
1950,1.0635361036293034e-08,0.0
1951,1.3859822622919182e-08,0.0
1952,1.2653764258629963e-08,0.0
1953,1.723812381726475e-08,3.232148326759443e-09
1954,2.247683283940205e-08,9.772536113672459e-10
1955,2.9095383879962355e-08,1.8771215692936494e-09
1956,1.3953826538681824e-08,2.616342476002842e-09
1957,2.2087593976038988e-08,0.0
1958,2.3162280982091943e-08,1.6544486891589827e-09
1959,1.3176271629333769e-08,3.100299128533379e-09
1960,2.5607082676515347e-08,4.152500121534786e-09
1961,3.057190056665604e-08,6.948159270159238e-10
1962,1.7123282347597524e-08,6.341956404476434e-10
1963,1.8104948651398445e-08,0.0
1964,1.3993127545575135e-08,3.041984220075733e-09
1965,2.188817305182056e-08,2.188817349590977e-09
1966,2.880318916709257e-08,5.539074754423723e-10
1967,8.381570104631919e-09,9.860671168482327e-10
1968,1.6169096284102125e-08,8.982831700699023e-10
1969,2.043791091921321e-08,0.0
1970,2.483311511980446e-08,1.8394900047624674e-09
1971,2.4664307929356255e-08,2.569198631618974e-09
1972,1.6416469961200164e-08,5.130146862875051e-10
1973,2.4809416743210022e-08,5.513203782392395e-10
1974,2.5315072704756858e-08,1.6876715580593782e-09
1975,1.599214449754527e-08,2.8557400888473694e-09
1976,1.1427053969725876e-08,0.0
1977,1.5867311020656416e-08,2.3507127355770763e-09
1978,1.6039596317796168e-08,5.940591352171509e-10
1979,2.3993090181306798e-08,1.7555920051037788e-09
1980,1.9329512213062117e-08,1.7055452605774235e-09
1981,2.783241725978769e-08,6.325549528618524e-10
1982,1.6139505731871395e-08,6.207502289967692e-10
1983,1.894594880980094e-08,1.89459470334441e-09
1984,1.6237223121606803e-08,2.3196033982486597e-09
1985,2.2257564680217e-08,4.210890747202711e-09
1986,1.978180286243969e-08,3.5966913891627428e-09
1987,1.649920555735207e-08,1.2221633705067347e-09
1988,1.6190695006912392e-08,1.798966087207532e-09
1989,2.3050112929468014e-08,3.2928733073589456e-09
1990,1.7980548605578406e-08,1.6345953479657283e-09
1991,1.641210189973208e-08,4.10302547493302e-09
1992,2.3692759754112558e-08,2.2039776670368383e-09
1993,1.717154241021035e-08,1.1078414852150331e-09
1994,1.8462243289718572e-08,1.0549853213248639e-09
1995,2.4401028753118226e-08,1.626735190995987e-09
1996,2.081855932090093e-08,2.135236876199542e-09
1997,2.8289877107567918e-08,1.917957792585412e-09
1998,3.0516027038629545e-08,9.536258449571733e-10
1999,2.2393985332769262e-08,1.3710603763428253e-09
2000,2.7391795498488136e-08,4.4180314962005696e-10
2001,2.2782300490575835e-08,4.3812117822561447e-10
2002,2.891606243338174e-08,4.38122149670761e-10
2003,3.62522278862798e-08,2.083461403401543e-09
2004,4.977414036488881e-08,2.2023955992267474e-09
2005,2.296912349208924e-08,1.8014998381943315e-09
2006,2.7178073125355695e-08,4.1178899179428186e-10
2007,2.3567428897308673e-08,3.994479469415779e-10
2008,1.9158479247494142e-08,8.514879357157668e-10
2009,1.907277002999308e-08,1.430457752249481e-09
2010,3.590082542359596e-08,1.8895172093635892e-09
2011,2.829739287335542e-08,7.64794394481072e-10
2012,1.3617010630184723e-08,0.0
2013,1.8966050063795592e-08,8.367375126105969e-10
2014,4.547434873103384e-09,4.330890368553497e-10
2015,7.314698624583116e-09,2.2165753954528356e-10
2016,1.2013772199281902e-08,1.0356699942093428e-09
2017,8.301517695485927e-09,7.54683426862357e-10
2018,1.0067719991013746e-08,0.0
2019,7.1427654901867754e-09,1.02039510174734e-09
