year,tout_DET achat_NOUN,tout_DET rachat_NOUN
1800,3.144164395507687e-08,0.0
1801,1.4287095950749062e-08,0.0
1802,5.594600338554301e-08,4.475680270843441e-09
1803,4.4857802805609026e-08,1.950339223455444e-09
1804,4.696516775481996e-08,0.0
1805,1.9900144199169745e-08,0.0
1806,5.76333825108577e-09,5.76333825108577e-09
1807,2.04980771911778e-07,0.0
1808,2.855253242728395e-07,6.798221985349073e-09
1809,9.487928132045909e-08,6.7770917766551975e-09
1810,9.828532654410083e-08,0.0
1811,6.267691787797958e-08,5.0141535368197765e-09
1812,1.0135391192989118e-07,2.6672082320544632e-09
1813,1.4953856464217097e-07,8.627224934443234e-09
1814,1.290137632281585e-07,0.0
1815,8.900837666914185e-08,0.0
1816,5.3304889391370125e-08,0.0
1817,1.71256075987003e-08,9.341240669868967e-09
1818,1.1921176934492905e-08,0.0
1819,2.898294049202832e-08,0.0
1820,4.746592452420373e-08,2.3732962262101864e-09
1821,5.5224334438719325e-08,0.0
1822,3.8097340393505874e-08,9.023054303725075e-09
1823,5.5343047478118024e-08,5.929612356680991e-09
1824,4.7158231097910175e-08,5.894778887238772e-09
1825,4.490775928900348e-08,2.641632912414593e-09
1826,1.1009980660503516e-07,2.642395191543301e-09
1827,9.032927383856304e-08,1.935627302884768e-08
1828,5.8702728900073e-08,0.0
1829,8.65890772416833e-08,0.0
1830,1.0228099256437417e-07,0.0
1831,5.145097947689692e-08,1.5591206548037917e-08
1832,3.2471926925126127e-08,2.705993873419743e-09
1833,6.718504685920834e-08,3.4750886612755494e-09
1834,7.187588835222414e-08,2.8003592777992026e-09
1835,4.386591001548368e-08,0.0
1836,5.645430078971003e-08,2.688300027031687e-09
1837,9.114837240531415e-08,3.478945576063097e-09
1838,6.185918799417323e-08,7.574594285131298e-09
1839,1.0207553913232914e-07,4.194885327990505e-09
1840,7.898413834084295e-08,1.2739377330817092e-09
1841,9.566617364953345e-08,1.2841097074556274e-09
1842,6.574099842282521e-08,0.0
1843,9.155712277220118e-08,5.906911071384968e-10
1844,1.212972051689576e-07,6.5862733600319245e-09
1845,2.3269550197824174e-07,5.580227946389016e-10
1846,1.1826092372047015e-07,3.5127007969038004e-09
1847,9.276344670183789e-08,7.011190739092399e-09
1848,6.194820834082293e-08,2.011305433313737e-08
1849,7.29009101974043e-08,9.217356655710773e-09
1850,7.46789554639804e-08,1.3577992064028876e-09
1851,1.709101269398161e-07,6.449438760824933e-10
1852,9.70071276640283e-08,5.208436348880241e-09
1853,8.300984966069791e-08,2.9859659189668264e-09
1854,6.598493751397427e-08,0.0
1855,6.845948874456553e-08,0.0
1856,9.784887566866018e-08,5.177189343896771e-09
1857,8.249750393929389e-08,3.4170563045776703e-09
1858,7.144766733802044e-08,9.787352150958384e-09
1859,9.573286074981979e-08,2.5460866748261424e-09
1860,6.911548000587686e-08,9.154368152408665e-09
1861,7.215424346895816e-08,6.602349444939648e-09
1862,6.776979732947552e-08,2.2589931314431766e-09
1863,8.690640029840324e-08,4.495158800743582e-09
1864,9.10998316783207e-08,6.712618905169165e-09
1865,7.766292853261803e-08,3.294791106611683e-09
1866,7.639012089555308e-08,6.3252967308358166e-09
1867,6.793935902749126e-08,7.76449837758264e-09
1868,6.619431403009912e-08,7.903798504571569e-09
1869,8.253147321113374e-08,4.395167341186834e-09
1870,8.429051590042036e-08,1.548193084843774e-08
1871,9.240423981538015e-08,1.4869647957382881e-08
1872,6.41017958713519e-08,1.269941218851045e-08
1873,1.4965011274625795e-07,7.781805422268917e-09
1874,8.722929045745786e-08,8.364452408482492e-09
1875,9.440519832537575e-08,5.7215269744226305e-09
1876,9.069021977836655e-08,7.859819461941697e-09
1877,4.63861216104533e-08,1.2369631985365004e-09
1878,6.58260641550612e-08,1.7513357875031943e-08
1879,7.819936520547799e-08,4.27652757650776e-09
1880,5.776061762219342e-08,5.776061406947974e-09
1881,8.715634702838315e-08,6.9725074602899895e-09
1882,9.517200538766701e-08,9.317539406694664e-09
1883,6.951272712996115e-08,2.1485752732530727e-08
1884,6.997798607244476e-08,1.1222884843675729e-08
1885,7.154655623509143e-08,7.090199316550638e-09
1886,8.13136420418914e-08,3.2267319372003556e-09
1887,5.7454535351553204e-08,9.14049436140374e-09
1888,1.0018171359149619e-07,7.60873763994141e-09
1889,5.5759715067438265e-08,6.891650361495749e-09
1890,7.209825270138026e-08,8.520702365899524e-09
1891,1.2493471679420054e-07,8.286486163910922e-09
1892,1.0719156406935326e-07,8.149066310636499e-09
1893,7.205347518635108e-08,1.1700991731089516e-08
1894,7.750893438185358e-08,4.4110775032635274e-09
1895,1.0773320013868215e-07,6.018614495673091e-09
1896,1.1735087479536332e-07,1.2383760461531779e-08
1897,1.1187289850056459e-07,6.409385022720926e-09
1898,1.0750874501752605e-07,1.1882544947994234e-08
1899,7.406954871669313e-08,1.2713430308508578e-08
1900,1.2666169624253598e-07,1.7649581240952728e-08
1901,1.2127563131514307e-07,5.029865079997364e-09
1902,8.396585471359685e-08,7.856454153909453e-09
1903,1.0962447216655846e-07,1.0800440541913758e-08
1904,1.0426772956151353e-07,1.666133719879781e-08
1905,1.1147239575848289e-07,9.805442513499685e-09
1906,7.870602392046067e-08,5.144184633820714e-09
1907,8.434263243373152e-08,1.07999713061524e-08
1908,1.1689106038659247e-07,6.384805573134145e-09
1909,1.2542242266988524e-07,3.850688656825696e-09
1910,1.1169274749533997e-07,5.344150677544235e-09
1911,2.2239164465531758e-07,3.7242617878519013e-09
1912,1.0887690393701632e-07,4.167536982180309e-09
1913,1.1030218338703435e-07,1.2727175091598042e-08
1914,8.705766951777605e-08,4.018046340092951e-09
1915,1.4490336752714938e-07,1.1780761921542648e-09
1916,1.6041694550494867e-07,0.0
1917,1.5572322809020989e-07,8.773139548168274e-09
1918,2.0101158071383907e-07,5.743188147278033e-09
1919,1.546918575456857e-07,9.207848705727883e-09
1920,2.945598129855398e-07,3.028892692213958e-09
1921,1.7341592162267716e-07,6.815472630705699e-09
1922,1.6231458754845107e-07,5.164554783831932e-09
1923,1.507464588712537e-07,5.307974060286824e-09
1924,1.302054069007852e-07,0.0
1925,1.4297631345527861e-07,8.798542561194722e-09
1926,1.3709750312784763e-07,3.343841648018042e-09
1927,8.13893441531377e-08,6.689535148041159e-09
1928,1.565367586664479e-07,1.3711249802206282e-08
1929,1.0137769557161391e-07,4.4561625500705304e-09
1930,1.1553964185395671e-07,2.100720708497761e-09
1931,1.2203731714066635e-07,1.1405356659111021e-08
1932,1.5891328075667843e-07,1.5343351700281005e-08
1933,9.97947591230286e-08,1.032359597807897e-08
1934,1.4377896206951846e-07,3.5944740517379614e-09
1935,1.1848601388919633e-07,8.377798899061872e-09
1936,1.624711778447363e-07,1.333718602225531e-08
1937,1.6242542777433755e-07,0.0
1938,1.3483822769444487e-07,1.2965214457594243e-09
1939,2.0341086859332336e-07,4.588215141154706e-09
1940,1.673616694120028e-07,0.0
1941,2.597322321662432e-07,0.0
1942,1.2743689836725025e-07,6.068423541449874e-09
1943,1.335488182263589e-07,5.806470415592457e-09
1944,2.0564390723620818e-07,1.2852744646352221e-08
1945,2.0042237736106472e-07,4.357008087652048e-09
1946,1.1136883415474585e-07,6.960552134671616e-09
1947,1.6689218895749036e-07,0.0
1948,1.5764237026871797e-07,4.348755133776194e-09
1949,1.2762110479513922e-07,9.817008317369869e-10
1950,1.7229285553810314e-07,5.317680740191122e-09
1951,1.2367225910026036e-07,2.1322803522849654e-09
1952,1.571175829440108e-07,3.1634410646574906e-09
1953,1.572978778341394e-07,7.54167928107563e-09
1954,1.5147431042805692e-07,3.9090144454689835e-09
1955,1.2952138916944023e-07,3.754243138587299e-09
1956,1.7965551890597453e-07,1.744228317335228e-09
1957,1.1132147292869377e-07,6.184526502028831e-09
1958,1.389736876689085e-07,0.0
1959,9.533419564888845e-08,5.425523585955716e-09
1960,9.343125118022044e-08,7.612916519406099e-09
1961,9.727423222471998e-08,1.3896318540318475e-09
1962,1.2493653933631776e-07,1.2683912808952869e-09
1963,8.793832684261815e-08,0.0
1964,9.916868659587408e-08,7.30076216148845e-09
1965,1.0615763912369403e-07,8.755269675919664e-09
1966,1.0579632636620317e-07,8.30861190959098e-09
1967,1.2424445827718955e-07,2.465167847631733e-09
1968,1.2351393241516462e-07,1.7965663401398047e-09
1969,1.2807756721855412e-07,3.1792303789579535e-09
1970,1.3290314981873053e-07,1.1036939723263473e-08
1971,1.3308449720028648e-07,6.679916619845017e-09
1972,1.292797007224067e-07,5.130146973897354e-09
1973,1.3838142010058618e-07,4.410563025913916e-09
1974,1.6764203536467903e-07,3.3753431161187564e-09
1975,1.427870053305469e-07,5.140332159925265e-09
1976,1.451235860372435e-07,3.999468700666142e-09
1977,1.3340294735542102e-07,5.289103655048422e-09
1978,1.360395440741513e-07,1.1881182704343018e-09
1979,1.6736643182468924e-07,2.925986564150662e-09
1980,1.2621034439774803e-07,3.97960553399912e-09
1981,1.6319917417462193e-07,7.590659656386833e-09
1982,1.8746657204360417e-07,3.1037510339615437e-09
1983,1.4777840240398632e-07,8.841442245000053e-09
1984,1.9426677866363207e-07,3.479405208395292e-09
1985,2.0934141531370187e-07,3.007779025843149e-09
1986,1.7144227903997944e-07,6.593933843390687e-09
1987,2.114342674275349e-07,4.888653315493485e-09
1988,1.553107420448896e-07,6.596209356501959e-09
1989,1.7397347740200075e-07,8.780995486290522e-09
1990,1.4983790386224882e-07,6.538381003284854e-09
1991,1.5239810124967335e-07,7.6199047072123e-09
1992,1.3940158138936454e-07,4.958949750832886e-09
1993,1.96641858352109e-07,6.09312805766038e-09
1994,1.2554325135027966e-07,3.692448513614721e-09
1995,1.4369495193733428e-07,5.964695848348356e-09
1996,1.6761609789028853e-07,6.4057106285986265e-09
1997,1.9275475171554035e-07,2.876936688878118e-09
1998,1.5305694578415796e-07,4.7681290027412615e-09
1999,1.243094684966195e-07,6.398281460207045e-09
2000,1.2370488100543753e-07,7.068850393920911e-09
2001,1.1259714138844856e-07,7.448060168613324e-09
2002,1.187311031713989e-07,4.819343757400674e-09
2003,1.183406137528209e-07,5.000307723435071e-09
2004,8.897678682728838e-08,5.726228741176342e-09
2005,1.0763961810766887e-07,5.854874363109275e-09
2006,1.1077124195679744e-07,6.1768350434476815e-09
2007,9.466916495171063e-08,3.994479413904628e-09
2008,1.1707958780249328e-07,5.5346716099080595e-09
2009,1.0251613691281136e-07,7.15228898329201e-09
2010,1.034510690445245e-07,9.447586046817946e-09
2011,1.5487086546528417e-07,4.9711634531046656e-09
2012,1.419573436578503e-07,2.7234021704458655e-09
2013,1.2746301436550311e-07,4.462600067256517e-09
2014,1.201822108498618e-07,6.496335386296792e-09
2015,1.2324159293086723e-07,4.211493209727024e-09
2016,1.1868778670987012e-07,6.628288140575478e-09
2017,1.187368514621312e-07,3.77341691226718e-09
2018,9.293279745747896e-08,4.130346842323718e-09
2019,8.74988774768326e-08,5.612173004099219e-09
