year,petit_ADJ apport_NOUN,petit_ADJ rapport_NOUN
1920,5.300562211374427e-09,3.028892692213958e-08
1921,3.0290989716519334e-09,5.376650591415455e-08
1922,3.6889677978990676e-09,4.426761179843197e-08
1923,1.0615948120573648e-09,3.3971035318103304e-08
1924,5.156649773851996e-09,4.3831523188764265e-08
1925,9.898360353588487e-09,4.2892892793133797e-08
1926,2.229227691330493e-09,4.458455293843144e-08
1927,6.689535148041159e-09,5.0171511389862644e-08
1928,5.713020723163709e-09,4.34189573184085e-08
1929,6.684243825105796e-09,5.3473950600846365e-08
1930,4.201441416995522e-09,4.936693542845205e-08
1931,4.5621426636444085e-09,3.877821086462063e-08
1932,1.3151444377967891e-08,5.4797684612140074e-08
1933,8.02946331646126e-09,3.785318525295622e-08
1934,2.3963160344919743e-09,4.672816089623666e-08
1935,1.4361940969820353e-08,5.8644593181611526e-08
1936,1.4549657478823974e-08,4.364897421282876e-08
1937,8.813782592653752e-09,3.1477796369472344e-08
1938,9.075650453382877e-09,5.315737894306949e-08
1939,9.176430282309411e-09,5.199976982339649e-08
1940,7.607348528892999e-09,3.296517903095264e-08
1941,5.9030051957620344e-09,3.5418032950929046e-08
1942,9.102635090130207e-09,5.76500234217292e-08
1943,5.806470415592457e-09,4.3548528338988035e-08
1944,3.2131861615880553e-09,2.2492303131116387e-08
1945,1.5249527862692958e-08,7.189063211399116e-08
1946,8.352662561605939e-09,3.480275978517966e-08
1947,5.960435700558264e-09,4.7683485604466114e-08
1948,1.195907639583993e-08,3.152847383169899e-08
1949,5.890204768377316e-09,2.3560819073509265e-08
1950,5.317680518146517e-09,3.722376362702562e-08
1951,1.2793682557799002e-08,3.518262503554581e-08
1952,1.1599284199803606e-08,4.112473561690422e-08
1953,8.619061908632375e-09,4.955960619668076e-08
1954,8.795282724349818e-09,4.397641362174909e-08
1955,1.1262729415761896e-08,3.848099083825218e-08
1956,1.2209598665435806e-08,4.0117249966442614e-08
1957,1.0602045463770082e-08,5.1243219445495924e-08
1958,1.1581140491045971e-08,4.0533993772573496e-08
1959,5.425523585955716e-09,3.64285146492449e-08
1960,1.5225833038812198e-08,3.7372499983590046e-08
1961,1.042223907177231e-08,2.848745239703021e-08
1962,2.5367825617905737e-09,4.3759499135376245e-08
1963,6.466053470433053e-09,3.556329142284653e-08
1964,9.125952438182594e-09,4.319617374903828e-08
1965,1.6963333848707407e-08,3.009623894545399e-08
1966,8.862519607077957e-09,3.93274294241408e-08
1967,1.1339771788243524e-08,3.845661644685805e-08
1968,9.431973424511852e-09,4.4015873612579526e-08
1969,6.8126366770115965e-09,3.3609008909252225e-08
1970,5.518470125309705e-09,2.345349692234322e-08
1971,8.735275613958038e-09,3.596878173084406e-08
1972,7.69522046084603e-09,2.3085661382538092e-08
1973,6.064523994098181e-09,4.575959128283458e-08
1974,1.1251143128276908e-08,3.712877472139553e-08
1975,7.996072248772634e-09,1.8276736568623164e-08
1976,1.0284348483935446e-08,2.6282224174778435e-08
1977,6.464460078348111e-09,3.232229917049523e-08
1978,1.0099005187669263e-08,2.970295653881294e-08
1979,5.851973128301324e-09,2.6333880187578984e-08
1980,7.390696055153967e-09,4.2638628627855724e-08
1981,7.590659656386833e-09,4.1116071936020404e-08
1982,3.1037510339615437e-09,3.41412622617554e-08
1983,7.57837881337764e-09,3.599730291625747e-08
1984,8.118611560803402e-09,2.957494366073732e-08
1985,8.421781494405423e-09,6.677269226429416e-08
1986,1.2588419195935785e-08,4.735643366338138e-08
1987,1.5277041853778428e-08,2.8720838374240998e-08
1988,7.795519785247507e-09,4.497415417858974e-08
1989,9.329808037250586e-09,2.7440611560791695e-08
1990,4.90378582185258e-09,2.9422715153160084e-08
1991,6.4476117778156095e-09,2.989347080983862e-08
1992,7.162927584403178e-09,2.8100714644097025e-08
1993,2.7696036575264316e-09,3.600484765886591e-08
1994,6.857404422078162e-09,3.745197929561073e-08
1995,2.1689803286761844e-09,2.331653803366862e-08
1996,6.939520069693117e-09,2.6690461396583487e-08
1997,1.6782131240233866e-08,2.6851409984374186e-08
1998,7.629006759657386e-09,2.4794271191730388e-08
1999,1.2339542720951613e-08,2.970630674781205e-08
2000,7.068850393920911e-09,1.9439339027371716e-08
2001,9.638665865452367e-09,2.3658544096027967e-08
2002,7.448076377869484e-09,2.4534841158718734e-08
2003,3.333538334260311e-09,1.8751153352258854e-08
2004,1.0571499231559756e-08,2.8631143678126136e-08
2005,4.954124666056714e-09,2.6121747209728596e-08
2006,5.7650457740976435e-09,2.2648394715218956e-08
2007,1.2382886716011399e-08,2.6763011723440755e-08
2008,1.2346575317678798e-08,2.2564429519311702e-08
2009,2.384096253749135e-09,3.671508141955826e-08
2010,1.4171378737160012e-08,2.692562084405381e-08
2011,7.647943611743813e-09,3.823971894689748e-08
2012,8.851056776393307e-09,3.744677812278496e-08
2013,8.08846234434668e-09,3.374841384129468e-08
2014,7.145969149746634e-09,3.7678745457014884e-08
2015,8.201329393386914e-09,3.45785770017315e-08
2016,5.59261792432153e-09,3.169150275539323e-08
2017,9.056201122348284e-09,2.7168601590688013e-08
2018,6.453666934191915e-09,3.3559068413069326e-08
2019,1.020395146156261e-08,3.520363267561777e-08
