year,devrait_VERB enseigner_VERB,devrait_VERB renseigner_VERB
1984,1.6237223121606803e-08,2.3196033982486597e-09
1985,1.4437339324047116e-08,1.2031116103372597e-09
1986,1.1389522214244607e-08,7.792831269171074e-09
1987,1.0388388815840699e-08,1.2221633705067347e-09
1988,1.6190695006912392e-08,2.398621523624911e-09
1989,8.232182935330457e-09,2.7440609784434855e-09
1990,1.2531897297662908e-08,0.0
1991,1.582595565707834e-08,2.344586080837985e-09
1992,6.61193322315512e-09,5.509944167592096e-10
1993,6.647049133334804e-09,2.2156829704300662e-09
1994,1.476979427650349e-08,2.1099706426497278e-09
1995,1.3556126887692699e-08,1.626735190995987e-09
1996,2.028474987980644e-08,1.067618438099771e-09
1997,1.1987236092636522e-08,4.79489448146353e-10
1998,1.6688451509594415e-08,4.7681290027412615e-09
1999,1.5081663917726473e-08,2.285100553223174e-09
2000,1.3254094710646314e-08,1.3254094488601709e-09
2001,2.760163475556965e-08,1.7524847129024579e-09
2002,1.1391176002462089e-08,1.752488598683044e-09
2003,2.0001230893740285e-08,2.083461403401543e-09
2004,1.3214373595360485e-08,1.3214374039449694e-09
2005,2.0266872624574717e-08,9.007499190971657e-10
2006,2.3471972809829822e-08,3.294311934354255e-09
2007,1.1583990655594789e-08,2.7961355453243186e-09
2008,1.1920831433087642e-08,2.1287198670449925e-09
2009,1.3350939020995156e-08,1.430457752249481e-09
2010,1.2281861749841028e-08,1.8895172093635892e-09
2011,2.141424282342541e-08,1.911985902935953e-09
2012,1.6340413466764403e-08,6.808505426114664e-10
2013,1.6455837581474952e-08,5.578250084070646e-10
2014,1.667392801607548e-08,8.661780737106994e-10
2015,1.4629397249166232e-08,4.433150790905671e-10
2016,1.7192121504194802e-08,1.0356699942093428e-09
2017,1.5848351964109497e-08,1.509366853724714e-09
2018,1.858655984676716e-08,7.744400121190154e-10
2019,1.836711227554133e-08,2.04079020349468e-09
