year,devrait_VERB enseigner_VERB,devrait_VERB renseigner_VERB
1800,0.0,0.0
1801,2.3811825844433088e-09,0.0
1802,0.0,0.0
1803,1.950339223455444e-09,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,6.7770917766551975e-09,0.0
1810,2.3401267590372754e-09,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,1.3486118000116676e-08,0.0
1816,0.0,0.0
1817,4.670620334934483e-09,0.0
1818,0.0,0.0
1819,1.035105001712111e-09,0.0
1820,1.779972080839798e-08,0.0
1821,4.930744257336528e-09,0.0
1822,2.0051231786055723e-09,0.0
1823,2.9648061783404955e-09,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,2.642395191543301e-09,0.0
1827,1.8434546111834038e-09,0.0
1828,0.0,0.0
1829,5.143905745796928e-09,0.0
1830,2.7135772739939057e-08,0.0
1831,7.795603274018958e-09,0.0
1832,1.352996914505411e-08,0.0
1833,1.2741991461950875e-08,0.0
1834,1.8669061851994684e-09,9.334530925997342e-10
1835,2.2689263801112247e-09,0.0
1836,4.704525213838906e-09,0.0
1837,6.957891152126194e-09,6.957890930081589e-10
1838,1.2624323808552163e-09,0.0
1839,7.690622361167243e-09,0.0
1840,9.554533164646273e-09,0.0
1841,5.1364388298225094e-09,0.0
1842,1.341653010911159e-09,0.0
1843,5.31621990873532e-09,0.0
1844,1.2074834465636286e-08,0.0
1845,4.464182357111213e-09,0.0
1846,1.1709002656346001e-08,0.0
1847,1.1865092020002521e-08,0.0
1848,4.82713291560799e-09,0.0
1849,1.3407063903514427e-08,0.0
1850,1.2899092460827433e-08,0.0
1851,1.9348316282474798e-09,0.0
1852,1.3021090872200602e-09,0.0
1853,8.360704129017904e-09,5.971931837933653e-10
1854,1.3508727469968562e-08,0.0
1855,9.021793090369101e-09,2.1227748447927297e-09
1856,5.694908100650764e-09,5.177189232874468e-10
1857,4.393358121745905e-09,9.763018171682347e-10
1858,1.4191660291373864e-08,0.0
1859,2.49516496353408e-08,5.092173349652285e-10
1860,7.781213007262977e-09,0.0
1861,4.2443675241088386e-09,4.715963730639317e-10
1862,1.2198563048571032e-08,0.0
1863,6.493007020935693e-09,0.0
1864,2.349416661218129e-08,0.0
1865,1.1296426905005319e-08,0.0
1866,2.7247432754506917e-08,0.0
1867,8.249779526181555e-09,0.0
1868,5.433861360870651e-09,3.457911734727759e-09
1869,1.3185501579471293e-08,0.0
1870,9.17447806614291e-09,0.0
1871,2.2304472935275044e-08,0.0
1872,1.0280476914203973e-08,0.0
1873,4.788803575905831e-09,1.7958012854535355e-09
1874,6.572069999322139e-09,0.0
1875,5.721527251978387e-09,0.0
1876,6.650616057868319e-09,0.0
1877,1.855444864418132e-08,6.184815992682502e-10
1878,6.039088784604019e-09,0.0
1879,9.163987790827832e-09,0.0
1880,4.492492600149944e-09,0.0
1881,1.1853263259808955e-08,0.0
1882,1.0648616211028639e-08,1.3310770263785798e-09
1883,1.3902545781263598e-08,6.319338941018771e-10
1884,1.1883054540362536e-08,0.0
1885,4.511945039809007e-09,0.0
1886,5.808117542471791e-09,0.0
1887,1.9586773092328258e-08,3.9173548849191775e-09
1888,1.268122939990235e-08,1.9021844099853524e-09
1889,9.397704836544563e-09,6.265136742733546e-10
1890,3.9326319978272295e-09,0.0
1891,2.5496880162734215e-09,0.0
1892,7.522214851007902e-09,1.2537024751679837e-09
1893,1.6627724974682678e-08,1.847525021858587e-09
1894,6.9316934414587195e-09,5.671385139294216e-09
1895,3.069493459406658e-08,6.018614495673091e-10
1896,1.47425724961181e-08,0.0
1897,3.26295968022805e-08,2.9133566670225264e-09
1898,1.4145887128336199e-08,1.13167097914868e-09
1899,1.879376654301268e-08,4.9748205555033564e-09
1900,1.8168686111152965e-08,0.0
1901,1.2854099118442264e-08,2.235495566438317e-09
1902,9.820567470342212e-09,9.820567692386817e-10
1903,1.8900770726304472e-08,3.2401321625741275e-09
1904,2.203596238814498e-08,0.0
1905,2.0643035725242953e-08,0.0
1906,1.5432553013283723e-08,5.144184522798412e-10
1907,1.902852098112362e-08,2.5714217422034835e-09
1908,1.6698722404839828e-08,9.822778146428846e-10
1909,2.2554033307642385e-08,1.1001967115120692e-09
1910,3.099607326362275e-08,2.67207544979442e-09
1911,1.5429085564733214e-08,2.6601871816467337e-09
1912,3.334029585744247e-08,6.251305251225858e-09
1913,1.96210621083992e-08,4.772690687104841e-09
1914,1.6072185360371805e-08,2.0090231700464756e-09
1915,5.890381071793627e-09,3.534228465440492e-09
1916,1.538244731591476e-08,5.493730803607377e-09
1917,1.6449636319748606e-08,0.0
1918,2.8715941624568586e-08,0.0
1919,1.3811772170413406e-08,3.6831393490643904e-09
1920,2.8017257847068322e-08,6.057785384427916e-09
1921,1.2116395886607734e-08,3.0290989716519334e-09
1922,1.696925089333945e-08,1.4755870969551665e-09
1923,1.9108707505210987e-08,1.0615948120573648e-09
1924,9.02413699321869e-09,2.578324886925998e-09
1925,1.6497267552040284e-08,3.299453377181294e-09
1926,1.4489979882625903e-08,2.229227691330493e-09
1927,1.2264147031260109e-08,1.1149224876660924e-09
1928,6.8556245125250825e-09,2.2852082448565625e-09
1929,1.2254447234738564e-08,2.2280812750352652e-09
1930,1.6805765667982087e-08,3.1510811737689437e-09
1931,9.124285327288817e-09,3.4216069977333063e-09
1932,1.6439305028370654e-08,0.0
1933,6.882397318719313e-09,1.1470662197865522e-09
1934,2.036868629318178e-08,0.0
1935,1.555876849579363e-08,2.393656828303392e-09
1936,1.2124714565686645e-08,1.2124714565686645e-09
1937,2.2664012888640173e-08,0.0
1938,1.2965214679638848e-08,3.8895642262559704e-09
1939,9.176430282309411e-09,0.0
1940,5.0715658339584024e-09,5.0715658339584024e-09
1941,5.9030051957620344e-09,0.0
1942,2.1239483061208375e-08,0.0
1943,1.1612940831184915e-08,0.0
1944,0.0,0.0
1945,1.742803235060819e-08,2.178504043826024e-09
1946,8.352662561605939e-09,1.3921104269343232e-09
1947,9.536696765621855e-09,1.1920870957027319e-09
1948,2.6092530802657166e-08,0.0
1949,1.9634017078828947e-08,1.9634016634739737e-09
1950,1.0635361036293034e-08,3.190608444114673e-09
1951,1.7058242818279723e-08,6.396841278899501e-09
1952,6.326882129314981e-09,3.1634410646574906e-09
1953,8.619061908632375e-09,5.386913581872932e-09
1954,4.886268278880834e-09,1.9545072227344917e-09
1955,1.1262729415761896e-08,2.815682353940474e-09
1956,1.0465369904011368e-08,1.744228317335228e-09
1957,1.4136060322300636e-08,8.835037701437898e-10
1958,9.099467845885556e-09,0.0
1959,1.1626121398933265e-08,3.100299128533379e-09
1960,1.591791587429725e-08,5.536666680683311e-09
1961,9.72742331128984e-09,3.47407969059077e-09
1962,1.0781326054143392e-08,6.976152100435229e-09
1963,2.198458126656533e-08,1.939815863494232e-09
1964,1.764350798794112e-08,1.8251904432275978e-09
1965,1.4774516721161035e-08,2.188817349590977e-09
1966,1.5509408868297214e-08,1.6617224263271169e-09
1967,9.860671390526932e-09,2.465167847631733e-09
1968,1.976222918642634e-08,1.3474247273492779e-09
1969,1.6804504454626112e-08,3.6334062425424918e-09
1970,1.2876429700270364e-08,2.7592350626548523e-09
1971,1.4387513402880359e-08,1.0276794970565106e-09
1972,1.2312352026810913e-08,1.0260293725750103e-09
1973,9.923766697284009e-09,1.6539611902288698e-09
1974,1.012602890426706e-08,2.2502286700643026e-09
1975,9.138368284311582e-09,1.7134440533084216e-09
1976,1.9997344224975677e-08,1.142705374768127e-09
1977,9.402850942308305e-09,2.938390863960194e-09
1978,1.900989232694883e-08,2.3762365408686037e-09
1979,1.1703946256602649e-08,0.0
1980,1.591842213599648e-08,5.685150683554241e-10
1981,1.707898356073656e-08,1.8976649140967083e-09
1982,9.311253101884631e-09,6.207502289967692e-10
1983,5.052252838311233e-09,1.2630632095778083e-09
