year,pouvant_VERB acheter_VERB,pouvant_VERB racheter_VERB
1868,6.915823469455518e-09,1.4819622196071691e-09
1869,2.3929244363785074e-08,1.4650557433881772e-09
1870,1.0321287824410774e-08,5.734048791339319e-10
1871,1.0621177271019633e-09,0.0
1872,1.8142017887967654e-09,0.0
1873,7.183205141814142e-09,5.986004469882289e-10
1874,2.5690820137924675e-08,1.1949218281515073e-09
1875,1.4875970677508121e-08,8.58229043387837e-09
1876,7.859819461941697e-09,0.0
1877,1.1751150275074451e-08,8.040260901509555e-09
1878,2.113680963589104e-08,6.039088784604019e-09
1879,1.893890888560179e-08,6.10932526790009e-10
1880,1.3477476912271413e-08,1.0910338410496934e-08
1881,1.5339516323820135e-08,1.3945015142624584e-09
1882,1.3310770263785798e-08,6.655385131892899e-10
1883,1.64302811356265e-08,0.0
1884,3.300848483434038e-09,1.3203393933736152e-09
1885,2.2559724977000428e-08,1.2891271383708158e-09
1886,9.680196200179125e-09,6.4534639854230136e-09
1887,2.4809914123125054e-08,1.9586774424595887e-09
1888,2.028996703984376e-08,6.340614699951175e-10
1889,1.3156786771162388e-08,2.5060546970934183e-09
1890,1.6385966361553983e-08,5.898947996740844e-09
1891,1.9122660788184476e-08,0.0
1892,1.8805536683430546e-08,3.1342561879199593e-09
1893,8.621783287310336e-09,3.695050043717174e-09
1894,1.827446460822557e-08,2.520615716150587e-09
1895,3.611168697403855e-09,1.2037228991346183e-09
1896,1.7101383420481397e-08,1.7691086373616827e-09
1897,1.6314798068073344e-08,0.0
1898,2.7725939100164965e-08,6.224190496340043e-09
1899,1.2160672469008205e-08,5.527578395003729e-10
1900,1.2977633190303095e-08,0.0
1901,1.7883964531506535e-08,7.265360757457984e-09
1902,8.347482705062248e-09,3.437198747846537e-09
1903,4.860198465905796e-09,3.2401321625741275e-09
1904,1.0211787859759625e-08,4.299700151477737e-09
1905,2.37394921498435e-08,2.0643036169332163e-09
1906,1.2346042410626978e-08,2.0576738091193647e-09
1907,5.142843484406967e-09,3.599990305858114e-09
1908,1.2278472460991452e-08,3.437972351250096e-09
1909,1.980354014108343e-08,0.0
1910,2.1911017444864456e-08,1.068830179917768e-08
1911,1.9153346131339788e-08,1.5961122423746588e-09
1912,1.1981668990301841e-08,5.209421227725386e-10
1913,1.2196876397752021e-08,2.121195885607108e-09
1914,1.2723813114234872e-08,4.018046340092951e-09
1915,7.068456930880984e-09,0.0
1916,5.493731025651982e-09,0.0
1917,8.773139548168274e-09,1.0966424435210342e-09
1918,9.189101035644853e-09,0.0
1919,1.4732557396257562e-08,2.762354567309444e-09
1920,1.1358347151713133e-08,5.300562211374427e-09
1921,1.3630945039366793e-08,0.0
1922,1.1804696775641332e-08,7.377935484775833e-10
1923,1.5923921736771263e-08,3.1847844361720945e-09
1924,1.1602462102189293e-08,2.578324886925998e-09
1925,1.3197813508725176e-08,0.0
1926,1.114613823460786e-08,1.1146138456652466e-09
1927,2.0068604555945058e-08,0.0
1928,6.8556245125250825e-09,0.0
1929,1.4482528065684619e-08,0.0
1930,1.05036033204442e-08,3.1510811737689437e-09
1931,2.0529641986399838e-08,1.1405356659111021e-09
1932,2.1919072779041926e-08,5.4797681947604815e-09
1933,1.4911860191091364e-08,2.2941324395731044e-09
1934,1.677421224144382e-08,1.1981580172459871e-09
1935,1.0771455727365264e-08,0.0
1936,1.091224355320719e-08,0.0
1937,1.6368453259474336e-08,1.1332006444320086e-08
1938,2.5930428915188486e-09,0.0
1939,1.5294050470515685e-08,0.0
1940,7.607348528892999e-09,0.0
1941,2.9515025090631752e-08,0.0
1942,2.4273694165799498e-08,3.034211770724937e-09
1943,1.1612940831184915e-08,0.0
1944,3.2131861615880553e-09,0.0
1945,6.535512131478072e-09,0.0
1946,1.5313215584455975e-08,6.960552134671616e-09
1947,2.9802177392568296e-08,0.0
1948,3.044128504825494e-08,1.0871887834440486e-09
1949,1.668891336237266e-08,0.0
1950,7.444753258312176e-09,0.0
1951,1.7058243262368933e-08,0.0
1952,1.687168627029223e-08,0.0
1953,1.508335856215126e-08,2.1547654771580937e-09
1954,5.863521668203475e-09,0.0
1955,4.6928039232341234e-09,2.815682353940474e-09
1956,7.849027205963921e-09,0.0
1957,3.534015080575159e-09,8.835037701437898e-10
1958,1.4890038535497752e-08,2.4816730892496253e-09
1959,1.007597205671118e-08,7.750747821333448e-10
1960,4.152500121534786e-09,3.460416619915918e-09
1961,1.111705483225478e-08,2.779263708063695e-09
1962,7.610347740882872e-09,0.0
1963,1.1638896069143811e-08,1.2932106496776896e-09
1964,1.2776333768727e-08,2.4335873316516654e-09
1965,7.660860390501512e-09,1.0944086747954884e-09
1966,1.7725039214155913e-08,0.0
1967,1.2325839238158665e-08,0.0
1968,1.5719955115400808e-08,1.3474247273492779e-09
1969,1.3171097434927503e-08,9.083515606356229e-10
1970,7.3579600190498695e-09,9.197450023812337e-10
1971,1.0790635052160269e-08,0.0
1972,1.9494558856081312e-08,1.0260293725750103e-09
1973,1.598829157956061e-08,1.102640756478479e-09
1974,9.563471792262135e-09,1.1251143350321513e-09
1975,8.567219822452898e-09,5.711480177694739e-10
1976,1.6569227712093237e-08,1.7140580066410394e-09
1977,5.876781727920388e-09,0.0
1978,1.0099005187669263e-08,3.5643548113029055e-09
1979,1.1703946256602649e-08,1.1703946700691858e-09
1980,1.591842213599648e-08,0.0
1981,4.427884725544118e-09,3.795329828193417e-09
1982,4.345251713999687e-09,1.8622506869903077e-09
1983,1.073603728141137e-08,2.5261264191556165e-09
1984,6.378909400694965e-09,1.1598016991243298e-09
1985,6.617113967877231e-09,1.8046674155058895e-09
1986,1.4386765556650971e-08,0.0
1987,7.944062296871834e-09,0.0
1988,7.195864348830128e-09,0.0
1989,1.3171493229435782e-08,0.0
1990,1.1442167213715493e-08,5.44865097484859e-10
1991,4.10302547493302e-09,1.7584396161396398e-09
1992,1.0468894195980738e-08,0.0
1993,7.754890063438324e-09,3.877445031719162e-09
1994,7.384897138251745e-09,3.6924485691258724e-09
1995,7.591431483433553e-09,3.795715741716776e-09
1996,9.60856638698715e-09,3.2028553142993132e-09
1997,2.876936688878118e-09,7.671831170341648e-09
1998,1.4304387896402204e-08,3.337690568372409e-09
1999,7.3123217758652714e-09,4.570201161957499e-10
2000,7.95245647111642e-09,2.6508188977203417e-09
2001,8.324302136486494e-09,0.0
2002,1.0953053575235572e-08,8.76244299341522e-10
2003,7.91715315529018e-09,0.0
2004,4.404791198453495e-09,2.2023955992267474e-09
2005,9.45787370643103e-09,0.0
2006,6.1768350434476815e-09,2.4707338397433887e-09
2007,5.991719120856942e-09,1.997239706952314e-09
2008,1.4475294740634581e-08,4.257439678578834e-10
2009,1.43045770784056e-08,3.337734755248789e-09
2010,8.97520635589899e-09,0.0
2011,3.4415748029203996e-09,2.2943831279320648e-09
2012,9.872333173177594e-09,2.0425516833455504e-09
2013,8.925200134513034e-09,8.367375126105969e-10
2014,5.846701789380404e-09,6.496335691608124e-10
2015,9.752931975914869e-09,4.433150790905671e-10
2016,9.32103016992869e-09,1.6570720351438695e-09
2017,7.043711836018929e-09,2.515611330355938e-10
2018,1.1358453733123497e-08,7.744400121190154e-10
2019,8.928457084778074e-09,1.02039510174734e-09
