year,puissent_VERB égaler_VERB,puissent_VERB régaler_VERB
1930,2.100720708497761e-09,0.0
1931,4.5621426636444085e-09,0.0
1932,5.4797681947604815e-09,0.0
1933,8.02946331646126e-09,0.0
1934,4.7926320689839486e-09,0.0
1935,4.787313656606784e-09,0.0
1936,3.6374143697059935e-09,0.0
1937,1.0072894518486919e-08,0.0
1938,0.0,0.0
1939,6.117620188206274e-09,0.0
1940,0.0,0.0
1941,0.0,0.0
1942,3.034211770724937e-09,0.0
1943,0.0,0.0
1944,3.2131861615880553e-09,0.0
1945,2.178504043826024e-09,0.0
1946,1.3921104269343232e-09,0.0
1947,1.549713246618012e-08,0.0
1948,0.0,0.0
1949,5.890204768377316e-09,0.0
1950,2.1270722960764488e-09,0.0
1951,2.1322803522849654e-09,0.0
1952,3.1634410646574906e-09,0.0
1953,5.386913581872932e-09,0.0
1954,6.840775057526116e-09,0.0
1955,1.220129064449793e-08,0.0
1956,4.360570571293465e-09,0.0
1957,1.7670075402875796e-09,0.0
1958,6.617794756635931e-09,0.0
1959,3.8753737996444215e-09,3.100299128533379e-09
1960,4.844583401109048e-09,0.0
1961,1.3896318540318475e-09,0.0
1962,1.0781326054143392e-08,0.0
1963,2.5864212993553792e-09,0.0
1964,6.083968329129164e-10,1.2167936658258327e-09
1965,7.1136563306595235e-09,0.0
1966,6.6468897053084675e-09,0.0
1967,7.888536934785861e-09,0.0
1968,6.287982134978165e-09,0.0
1969,5.450109252791435e-09,0.0
1970,2.7592350626548523e-09,0.0
1971,1.0276794970565106e-09,0.0
1972,3.5911027485013847e-09,0.0
1973,4.9618833486420044e-09,0.0
1974,3.3753431161187564e-09,0.0
1975,3.998036124386317e-09,0.0
1976,2.285410749536254e-09,0.0
1977,2.3507127355770763e-09,0.0
1978,1.7821774056514528e-09,0.0
1979,4.681578680276743e-09,0.0
1980,5.685150683554241e-10,0.0
1981,6.325549528618524e-10,0.0
1982,1.8622506869903077e-09,0.0
1983,0.0,0.0
1984,6.378909400694965e-09,0.0
1985,1.2031116103372597e-09,0.0
1986,3.5966913891627428e-09,0.0
1987,3.6664902225425067e-09,0.0
1988,5.99655392008458e-09,0.0
1989,3.841685636274406e-09,0.0
1990,3.2691906959314565e-09,0.0
1991,7.033758464558559e-09,0.0
1992,4.958949695321735e-09,0.0
1993,3.323524566667402e-09,0.0
1994,2.637463358823311e-09,0.0
1995,6.506940763983948e-09,0.0
1996,1.6014276571496566e-09,5.338092190498855e-10
1997,3.3564262480467733e-09,0.0
1998,9.536258449571733e-10,0.0
1999,1.3710603763428253e-09,0.0
2000,3.5344251969604557e-09,0.0
2001,3.943090742808408e-09,0.0
2002,3.504977197366088e-09,0.0
2003,1.2500769308587678e-09,8.333845835650777e-10
2004,8.809582507929292e-10,0.0
2005,4.053374524914943e-09,0.0
2006,1.2353669198716943e-09,0.0
2007,1.5977917877663117e-09,0.0
2008,2.9802078582719105e-09,4.257439678578834e-10
2009,4.76819250749827e-09,0.0
2010,0.0,0.0
2011,3.82397197240536e-10,0.0
2012,4.765953853791416e-09,0.0
2013,2.5102124823206395e-09,0.0
2014,1.5158115873603606e-09,2.1654451842767486e-10
2015,1.7732603163622684e-09,0.0
2016,3.72841224560716e-09,0.0
2017,1.509366853724714e-09,0.0
2018,2.581466596041082e-09,0.0
2019,1.7856913725466939e-09,0.0
