year,doit_VERB établir_VERB,doit_VERB etablir_VERB,doit_VERB rétablir_VERB
1840,4.0256432498608774e-07,6.369688665408546e-10,7.006657654073933e-08
1841,4.6870005121490976e-07,0.0,4.55858959469424e-08
1842,4.293289634915709e-07,2.683306021822318e-09,5.634942823462552e-08
1843,3.9221890801854897e-07,5.906911071384968e-10,4.548321541619771e-08
1844,3.4523051795076753e-07,1.097712254427563e-09,4.171306500211358e-08
1845,3.448580798703915e-07,5.580227946389016e-10,5.9150416120701266e-08
1846,4.039605983052752e-07,5.854501328173001e-10,2.6930706553685013e-08
1847,3.9586262801094563e-07,1.6179670936367074e-09,5.3392913201832926e-08
1848,4.247877143370715e-07,0.0,1.1102405750307298e-07
1849,3.904807499566232e-07,2.513824481908955e-09,7.54147322368226e-08
1850,3.672846844438027e-07,2.0366988096043315e-09,5.0917471128286707e-08
1851,3.540741886354226e-07,6.449438760824933e-10,3.611685883697646e-08
1852,4.24487552663777e-07,0.0,4.6224872818356744e-08
1853,3.1412361067850725e-07,0.0,2.9859659633757474e-08
1854,3.3875733151944587e-07,1.0391328908454511e-09,6.28675422831293e-08
1855,3.3009149547069683e-07,0.0,4.2455496895854594e-08
1856,3.5774377238340094e-07,1.5531567143511893e-09,4.970101485923806e-08
1857,2.845919766514271e-07,0.0,4.8326938895115745e-08
1858,3.308124973955273e-07,4.893676019968041e-10,7.438387683578185e-08
1859,2.9432760584313655e-07,1.5276520048956854e-09,4.430190969628711e-08
1860,3.789908191720315e-07,4.577183909670879e-10,4.119465657481669e-08
1861,3.221003339604067e-07,4.715963730639317e-10,4.0557289082698844e-08
1862,3.582763099529984e-07,4.517986262886353e-10,6.46072066956549e-08
1863,3.7060087265672337e-07,2.9967726078439227e-09,4.2454278315062766e-08
1864,2.8864261025773885e-07,0.0,7.287986392157109e-08
1865,3.3371526342307334e-07,0.0,3.2006543193574544e-08
1866,2.773399501165841e-07,4.865612912574591e-10,3.649209645573137e-08
1867,3.396968111246679e-07,0.0,1.8925964795357686e-08
1868,3.117060600743571e-07,1.4819622196071691e-09,4.1494942593089945e-08
1869,3.726125044067885e-07,9.767038289254515e-10,3.1742874995188686e-08
1870,3.25693974900787e-07,5.734048791339319e-10,2.5229814681893004e-08
1871,3.313807326321694e-07,1.0621177271019633e-09,2.549082545044712e-08
1872,3.634450820300117e-07,6.047339295989218e-10,5.5635521079011596e-08
1873,3.69336476069293e-07,1.7958012854535355e-09,3.412022664406322e-08
1874,3.34578118099671e-07,0.0,2.9873046258899194e-08
1875,3.4271948834430077e-07,0.0,2.8607635371713513e-08
1876,3.1922957077767933e-07,1.813804439976252e-09,2.5997863417615008e-08
1877,2.3254908398939733e-07,6.184815992682502e-10,6.184816214727107e-08
1878,3.430202468734933e-07,0.0,3.8650167510922984e-08
1879,2.956913363050262e-07,6.10932526790009e-10,2.504823370941267e-08
1880,3.484890385152539e-07,0.0,3.7223507831640745e-08
1881,4.14166947848571e-07,1.3945015142624584e-09,4.5321300490286376e-08
1882,3.334347979944141e-07,0.0,1.9300616216355593e-08
1883,3.2481401035511226e-07,6.319338941018771e-10,2.5277355319985872e-08
1884,3.1820178492125706e-07,0.0,4.027035060971684e-08
1885,3.9318376821029233e-07,0.0,2.513797880965285e-08
1886,3.1944645684234274e-07,1.936039106809062e-09,3.1621972595985426e-08
1887,4.3090901158393535e-07,6.528924623161458e-10,2.9380160526670807e-08
1888,3.5824473343382124e-07,2.53624587998047e-09,1.1413106904001324e-08
1889,3.470885872047802e-07,0.0,2.6313573542324775e-08
1890,5.223845960244944e-07,1.3108772956016423e-09,3.080561583601593e-08
1891,4.359966396805248e-07,6.374220040683554e-10,4.3344694944380535e-08
1892,4.23124589588042e-07,0.0,2.6954603882245465e-08
1893,4.4217429717718915e-07,0.0,3.0176241949675386e-08
1894,3.7809235209351755e-07,6.301539290376468e-10,3.0247388593807045e-08
1895,3.81580150587979e-07,1.8055843487019274e-09,3.189865793729041e-08
1896,4.0453619476465974e-07,0.0,3.892039046604623e-08
1897,4.358381602287409e-07,5.826713556089658e-10,4.836172351474488e-08
1898,4.0230904119198385e-07,0.0,3.168678830434146e-08
1899,3.919053028766939e-07,5.527578395003729e-10,2.1004797901014172e-08
1900,4.511025224473997e-07,1.038210628578895e-09,1.86877908703309e-08
1901,4.275385379060026e-07,0.0,4.079779358789892e-08
1902,4.2964984459104016e-07,0.0,2.4060391012881155e-08
1903,4.2121718024645816e-07,1.0800440541913758e-09,2.754112315983548e-08
1904,4.391068841869128e-07,1.6123875568041512e-09,2.6335662539622717e-08
1905,4.298912301692326e-07,2.0643036169332163e-09,3.9221767167418875e-08
1906,4.393133679059247e-07,0.0,3.2922780945909835e-08
1907,4.695415896094346e-07,2.5714217422034835e-09,2.982849167665336e-08
1908,4.2630856000869244e-07,9.822778146428846e-10,3.3397444809679655e-08
1909,4.191749383153365e-07,1.6502950117569526e-09,5.3359539009534274e-08
1910,4.0989635863297735e-07,1.068830135508847e-09,3.4202564336283103e-08
1911,4.054125213315274e-07,5.320374141248863e-10,2.553779587799454e-08
1912,4.219631080104591e-07,5.209421227725386e-10,4.115442919783163e-08
1913,4.6348131377271784e-07,1.590896969716482e-09,1.9090762748419365e-08
1914,4.11180053561111e-07,2.0090231700464756e-09,2.4777952134513725e-08
1915,3.9229936987794645e-07,0.0,3.887651445211304e-08
1916,4.296097699807433e-07,1.0987462051303964e-09,2.307367097387214e-08
1917,5.088421062282578e-07,2.1932848870420685e-09,5.702540661900457e-08
1918,4.2040136349896784e-07,0.0,2.8715941624568586e-08
1919,4.4934299125998223e-07,0.0,3.775218004875569e-08
1920,4.717500416973053e-07,7.572231730534895e-10,4.240449769099541e-08
1921,4.937431299367745e-07,1.5145494858259667e-09,4.4679211441689404e-08
1922,3.961951335895719e-07,7.377935484775833e-10,4.0578644444622114e-08
1923,4.044676131798042e-07,6.369568872344189e-09,4.140219900250486e-08
1924,3.815920877059398e-07,0.0,5.1566498626698376e-08
1925,3.860360493490589e-07,3.299453377181294e-09,3.519416935660047e-08
1926,3.700517936522374e-07,1.1146138456652466e-09,2.8979959765251806e-08
1927,3.578901157652581e-07,2.2298449753321847e-09,6.13207333799437e-08
1928,4.947476099914638e-07,1.1426041224282812e-09,4.913197670930458e-08
1929,4.18879267272132e-07,0.0,5.681607362362229e-08
1930,5.05223340496741e-07,1.0503603542488804e-09,4.3064773080914165e-08
1931,4.0717122828937136e-07,0.0,5.7026781519198266e-08
1932,3.572808964236174e-07,0.0,5.150982218538047e-08
1933,4.049143740303407e-07,1.1470662197865522e-09,4.3588517684156614e-08
1934,3.5824925248562067e-07,2.3963160344919743e-09,4.4331848414458364e-08
1935,3.817882543444284e-07,0.0,2.6330225111337313e-08
1936,3.5040426382693113e-07,0.0,4.4861444337129797e-08
1937,3.601059859192901e-07,1.2591118148108649e-09,2.895957251780601e-08
1938,3.928460046154214e-07,0.0,4.537825049055755e-08
1939,3.624689952630433e-07,0.0,3.364691281149135e-08
1940,3.448664642746735e-07,2.5357829169792012e-09,3.0429394115571995e-08
1941,3.8074384178798937e-07,5.9030051957620344e-09,1.7709016475464523e-08
1942,2.9431853931782825e-07,3.034211770724937e-09,3.6410540360520827e-08
1943,2.4967823719634907e-07,0.0,5.2258233296242906e-08
1944,4.78764718536695e-07,3.2131861615880553e-09,5.1410978585408884e-08
1945,3.4856066122301854e-07,2.178504043826024e-09,4.7927088075994106e-08
1946,4.051041457842075e-07,0.0,3.3410650246423756e-08
1947,3.981570841915527e-07,5.960435700558264e-09,4.4107220986688844e-08
1948,3.8921359646337805e-07,1.0871887834440486e-09,5.0010683594337024e-08
1949,5.016491400056111e-07,1.9634016634739737e-09,3.043272656100271e-08
1950,4.2966860291926423e-07,0.0,4.2541444145172136e-08
1951,4.2432378677403904e-07,2.1322803522849654e-09,4.584402901741669e-08
1952,4.7135273462117766e-07,0.0,4.639713679921442e-08
1953,4.514233751251595e-07,0.0,5.710128547775639e-08
1954,3.6549283777276287e-07,0.0,3.224936762080688e-08
1955,3.885641604028933e-07,1.8771215692936494e-09,4.223523575319632e-08
1956,4.500109014315967e-07,2.616342476002842e-09,3.488456457034772e-08
1957,3.949261895286327e-07,0.0,3.8874166108371355e-08
1958,3.590153596633172e-07,2.4816730892496253e-09,4.384289198355873e-08
1959,4.433427704952919e-07,2.325224457422337e-09,4.80546376024904e-08
1960,3.972558317855146e-07,2.076250060767393e-09,3.460416664324839e-08
1961,3.8562282611565024e-07,1.3896318540318475e-09,4.863711566827078e-08
1962,3.576863321086421e-07,1.2683912808952869e-09,4.6296282363300634e-08
1963,3.8343696928677673e-07,7.1126584622049904e-09,3.4916688207431434e-08
1964,3.808564201790432e-07,4.867174552281028e-09,5.901449284806404e-08
1965,3.9672315210736997e-07,1.6416130677043839e-09,5.855086371298057e-08
1966,3.8718133055226645e-07,5.539074754423723e-10,4.542041409649755e-08
1967,4.5950727667332103e-07,2.9582012395223956e-09,3.894965061590483e-08
1968,3.5437270184957015e-07,8.982831700699023e-10,3.458390196442451e-08
1969,4.43275553152489e-07,2.2708788183223305e-09,4.67801051229344e-08
1970,5.237947675595933e-07,1.8394900047624674e-09,5.3805081279278966e-08
1971,3.5557710020839295e-07,1.541519245584766e-09,3.1858064630796434e-08
1972,3.580842644623772e-07,4.104117490300041e-09,3.796308689629768e-08
1973,3.8537294244633813e-07,4.961883570686609e-09,3.418186267367673e-08
1974,4.1966765707002196e-07,2.250228725575454e-09,2.6440186928766707e-08
1975,3.335504459300864e-07,5.711480177694739e-09,4.968987710185502e-08
1976,3.66237060234198e-07,1.7140580621521906e-09,3.085304456362792e-08
1977,3.490808353490138e-07,1.7630346071939584e-09,4.525121966025836e-08
1978,2.875246138955845e-07,2.3762365408686037e-09,3.683166482915112e-08
1979,4.0027498471317813e-07,5.851973461368232e-09,4.154901134256761e-08
1980,4.133104596348858e-07,7.390695833109362e-09,3.411090432337005e-08
1981,4.130583874939475e-07,5.692994575756671e-09,2.84649726012276e-08
1982,4.370081683191529e-07,4.9660017209518514e-09,2.9796010991844923e-08
1983,3.2839642472026753e-07,1.89459470334441e-09,3.220811350956865e-08
1984,3.8795366208432824e-07,1.739702604197646e-09,4.407246478876914e-08
1985,4.265030781880341e-07,1.2031116103372597e-09,3.9101127669027846e-08
1986,3.452823591487686e-07,1.7983456945813714e-09,3.476801424540099e-08
1987,4.075914716850093e-07,6.110816852533674e-10,4.6442206524943686e-08
1988,4.7612635967198e-07,0.0,3.2981045450242163e-08
1989,4.461843445824343e-07,1.0976244357863152e-09,3.677041959804228e-08
1990,4.1300774000774254e-07,0.0,4.631353434092489e-08
1991,4.530912462996639e-07,1.1722930404189924e-09,5.1580894222524876e-08
1992,3.9561399489684845e-07,1.1019888335184191e-09,4.187557678392295e-08
1993,3.633720098150661e-07,0.0,5.760775678709251e-08
1994,4.5047872276882117e-07,2.1099706426497278e-09,4.2199413741172975e-08
1995,4.6253504137894197e-07,1.626735190995987e-09,3.741491028108612e-08
1996,4.3452070030980394e-07,2.6690460952494277e-09,4.217092808289635e-08
1997,4.3681490069502615e-07,0.0,4.6030987022049885e-08
1998,3.952779081828339e-07,9.536258449571733e-10,5.054216956068558e-08
1999,4.2274359657312743e-07,0.0,3.97607493596297e-08
2000,4.179457846475998e-07,8.836062992401139e-10,3.7111465900352414e-08
2001,3.9124222439568257e-07,1.3143635069212678e-09,4.381211837767296e-08
2002,5.20927244451741e-07,1.3143663935011318e-09,3.855474872693776e-08
2003,4.208592088161822e-07,0.0,5.375330403012413e-08
2004,4.285861905373167e-07,1.3214374039449694e-09,4.5809830595544554e-08
2005,3.814676006186346e-07,2.7022496462691947e-09,3.377812163307681e-08
2006,4.0190604977397015e-07,1.2353669198716943e-09,4.159068822673362e-08
2007,3.7548107911788975e-07,7.988958938831558e-10,4.833320232933147e-08
2008,3.742289607089333e-07,4.257439678578834e-10,3.9594187484226495e-08
2009,3.6428991734283045e-07,0.0,3.2423709939166656e-08
2010,3.5381208363105543e-07,4.723793023408973e-10,3.7790343299093365e-08
2011,3.88897944958444e-07,0.0,2.4855816960211996e-08
2012,2.791487361264444e-07,0.0,3.43829533733242e-08
2013,4.102803075056727e-07,5.578250084070646e-10,2.9564725778641332e-08
2014,3.492862958864862e-07,0.0,2.7284610126798725e-08
2015,4.344487649632356e-07,0.0,2.5933932334964993e-08
2016,3.6973420947106206e-07,0.0,2.8998760726040018e-08
2017,4.892863785244117e-07,2.515611330355938e-10,2.8174847344075715e-08
2018,3.167459681208129e-07,0.0,2.452393310647949e-08
2019,3.209142676041665e-07,2.55098775436835e-10,3.239754420292229e-08
