year,peut_VERB ouvrir_VERB,peut_VERB rouvrir_VERB
1856,3.7845254041712906e-07,1.1389816201301528e-08
1857,3.5390939956414513e-07,5.857811125054013e-09
1858,3.1711019232716353e-07,5.872411001917044e-09
1859,3.055303920973529e-07,0.0
1860,3.103330641351931e-07,4.57718396518203e-09
1861,3.470949252459832e-07,5.187560159214399e-09
1862,3.560173240657605e-07,2.2589932147099034e-09
1863,4.1305514741907245e-07,5.494082966350788e-09
1864,3.576867015908647e-07,8.63051052846231e-09
1865,3.290084293894324e-07,5.6482134525026595e-09
1866,3.683269085286156e-07,5.838735717134114e-09
1867,3.3096173979174637e-07,3.396968040192405e-09
1868,2.9688644076486526e-07,9.87974813071446e-10
1869,3.9654176475778513e-07,1.2697149998075474e-08
1870,3.383088653663435e-07,1.0894693147633916e-08
1871,3.526230898387439e-07,1.4869648623516696e-08
1872,4.0214806062977004e-07,4.8378714367913744e-09
1873,3.4838546980608953e-07,1.7958012854535355e-09
1874,5.000748046768422e-07,1.1351757756017378e-08
1875,4.0279550717059465e-07,9.7265964171811e-09
1876,4.11129008170974e-07,9.069021977836655e-09
1877,3.568638931028545e-07,1.0514186854493346e-08
1878,3.6113749501964776e-07,5.435179861734696e-09
1879,3.6045020124220173e-07,9.163987790827832e-09
1880,4.4283137867751066e-07,8.343199908722454e-09
1881,4.371762258870149e-07,9.761510710859511e-09
1882,3.773603509671375e-07,8.652000893505374e-09
1883,3.399804313630739e-07,7.58320695126713e-09
1884,3.386670641702949e-07,5.941527270181268e-09
1885,3.712686122980813e-07,2.5782542767416317e-09
1886,3.2073714351099625e-07,6.4534639854230136e-09
1887,3.19264415793441e-07,9.140494583448344e-09
1888,3.5380631402404106e-07,4.4384300679212174e-09
1889,2.9320838734747667e-07,5.6386229019267375e-09
1890,3.447607355155924e-07,1.0487018364813139e-08
1891,4.430083038187149e-07,1.1473596295275001e-08
1892,3.817524145688367e-07,1.0656471260972467e-08
1893,3.5102974038636603e-07,6.158416554491453e-10
1894,3.472148080163606e-07,1.449354058991048e-08
1895,3.177828489242529e-07,1.2639090662958097e-08
1896,3.378997632808023e-07,7.66613794667137e-09
1897,3.5717755508812843e-07,4.661370844871726e-09
1898,3.649638813385536e-07,5.6583548957434e-10
1899,3.1507195785707154e-07,1.2713430308508578e-08
1900,2.969282490994374e-07,1.245852754294674e-08
1901,3.0905727044228115e-07,7.265360757457984e-09
1902,6.511036190204322e-07,7.856454153909453e-09
1903,3.0349238500093634e-07,8.100330184390714e-09
1904,3.5418779020801594e-07,1.2361637935498493e-08
1905,3.653817373105994e-07,3.096455536422127e-09
1906,3.5649199503495765e-07,2.572092316910357e-09
1907,3.054848889405548e-07,9.257117739025489e-09
1908,3.1531118338534725e-07,1.7680999775393502e-08
1909,3.284087313204509e-07,7.701377313651392e-09
1910,3.3294060131083825e-07,5.34415089958884e-09
1911,2.8091574222344207e-07,3.1922244847493175e-09
1912,3.214212824786955e-07,4.167536982180309e-09
1913,3.075734014146292e-07,1.113627856597077e-08
1914,3.375158712515258e-07,2.678697486047099e-09
1915,2.6153290377806115e-07,3.534228465440492e-09
1916,2.9336524676182307e-07,1.648119329900055e-08
1917,3.136397310754546e-07,6.57985488317081e-09
1918,2.5844346396297624e-07,2.2972752589112133e-09
1919,3.2595784205113887e-07,1.3811772170413406e-08
1920,2.9455981120918295e-07,1.2872794385998532e-08
1921,2.8397803930602095e-07,9.087297137000405e-09
1922,2.7372141175874276e-07,2.4347187377316004e-08
1923,2.9087698294461006e-07,8.492758496458919e-09
1924,2.861940515686001e-07,6.445812328337297e-09
1925,2.584571916486311e-07,1.6497267552040284e-08
1926,2.4075657734101696e-07,1.4489979882625903e-08
1927,3.0437382747550146e-07,5.574612327308159e-09
1928,2.7193976848138846e-07,1.4853853258500749e-08
1929,2.918786492500658e-07,3.342121912552898e-09
1930,2.7204333719055285e-07,7.352522590764465e-09
1931,2.5776105871955224e-07,4.5621426636444085e-09
1932,2.5316529672636534e-07,4.383814644626227e-09
1933,2.7300177407596493e-07,2.2941324395731044e-09
1934,2.576039719315304e-07,3.5944740517379614e-09
1935,2.046576526026911e-07,5.98414207075848e-09
1936,2.994804617628688e-07,3.6374143697059935e-09
1937,3.298872854884394e-07,2.2664012888640173e-08
1938,2.6319384005546453e-07,3.8895642262559704e-09
1939,3.1658683496971207e-07,7.647025235257843e-09
1940,2.0793419253095635e-07,5.0715658339584024e-09
1941,2.095566884463551e-07,1.4757512545315876e-08
1942,2.7004483627024456e-07,9.102635090130207e-09
1943,3.0774293691138155e-07,2.9032352077962287e-09
1944,3.373845345322479e-07,0.0
1945,2.5052796104318986e-07,1.3071024262956144e-08
1946,2.714615447985125e-07,6.960552134671616e-09
1947,2.6583541057334514e-07,1.0728784083369192e-08
1948,2.902794165038358e-07,1.9569398546082084e-08
1949,3.023638441845833e-07,3.9268033269479474e-09
1950,2.8715476219076663e-07,6.381216888229346e-09
1951,2.8252713946130825e-07,6.396841278899501e-09
1952,2.752193779542722e-07,1.687168627029223e-08
1953,3.2752436140981445e-07,4.3095309543161875e-09
1954,2.834035512933042e-07,9.772536557761669e-09
1955,3.191106543454225e-07,7.508486277174597e-09
1956,2.7820442483061925e-07,1.9186511934776718e-08
1957,2.747696612459549e-07,7.951533653738352e-09
1958,2.911829710683378e-07,4.1361216673863055e-09
1959,2.953034936581389e-07,7.750747599288843e-09
1960,3.155900003548595e-07,5.536666680683311e-09
1961,3.168360649397073e-07,7.64297514166401e-09
1962,3.456366357568186e-07,1.0147130247162295e-08
1963,3.562795427569654e-07,8.405868889838075e-09
1964,2.9872285267629195e-07,3.041984220075733e-09
1965,3.097176488608966e-07,4.377634699181954e-09
1966,3.207124166237918e-07,6.092982118843793e-09
1967,3.3871404525598336e-07,1.232583901611406e-08
1968,3.085602600094717e-07,6.737123747768692e-09
1969,2.91580846578654e-07,7.2668124850849836e-09
1970,3.090343341227708e-07,1.1496812390987543e-08
1971,2.9494401587726315e-07,1.1818314327172175e-08
1972,3.3653762443464075e-07,4.104117490300041e-09
1973,2.833786822975526e-07,9.923766697284009e-09
1974,3.088438802478777e-07,9.563471792262135e-09
1975,3.0213729473871354e-07,4.569184142155791e-09
1976,2.9938880174995575e-07,5.713526984862938e-09
1977,3.091187181780697e-07,2.3507127355770763e-09
1978,3.1306916525863926e-07,3.5643548113029055e-09
1979,3.382440638688422e-07,8.192762912528906e-09
1980,2.7686684234140557e-07,4.548120546843393e-09
1981,3.358866820235562e-07,5.69299452024552e-09
1982,3.3582588798708457e-07,9.311253101884631e-09
1983,3.5681534882314736e-07,1.2630632539867293e-08
1984,3.3924200693036255e-07,9.858314165001048e-09
1985,3.344650281178474e-07,1.2632671797518924e-08
1986,3.3988732184297987e-07,5.395036861699509e-09
1987,3.2876195632525196e-07,7.944062296871834e-09
1988,3.6818840953856125e-07,9.594486094499644e-09
1989,3.495933924568817e-07,1.8659616074501173e-08
1990,3.2964337037810765e-07,1.3076762783725826e-08
1991,3.598939599669393e-07,1.582595565707834e-08
1992,3.873490754813247e-07,1.4876849085965205e-08
1993,3.5561711797527096e-07,5.539207315052863e-09
1994,3.6080498944102146e-07,8.967375286772494e-09
1995,3.7740258562735107e-07,8.675921314704738e-09
1996,3.971540536440443e-07,8.540947504798169e-09
1997,4.181148085535824e-07,1.2466725429760572e-08
1998,3.652386908470362e-07,1.144351013948608e-08
1999,4.149742665049416e-07,7.769341614505265e-09
2000,4.3252529735582357e-07,1.3695897749244068e-08
2001,4.065764471761213e-07,1.1391150245287918e-08
2002,4.267309634542471e-07,1.0076809608960957e-08
2003,4.329432954364165e-07,1.0417307017007715e-08
2004,3.8850259898026707e-07,9.250062049659391e-09
2005,4.251539564847917e-07,7.205999352777326e-09
2006,4.072593071668962e-07,1.1941880373456115e-08
2007,4.361971548405563e-07,1.0385647009059085e-08
2008,4.4362522544361127e-07,1.3198063086861112e-08
2009,4.310446115596278e-07,1.2397300963584712e-08
2010,4.426194095685787e-07,8.030448306328708e-09
2011,4.531406716523634e-07,4.5887662558641296e-09
2012,4.2144648659814266e-07,7.148930780687124e-09
2013,4.680151732827653e-07,1.1435412616833673e-08
2014,4.0818642332851596e-07,8.228691505962615e-09
2015,4.211493376260478e-07,9.309617077235544e-09
2016,4.351885536379996e-07,1.2013772199281902e-08
2017,4.424960309279413e-07,1.2074934829797712e-08
2018,4.4452858105614723e-07,1.2391040193904246e-08
2019,4.0560703951086907e-07,1.0714148679369373e-08
