year,fallait_VERB éveiller_VERB,fallait_VERB réveiller_VERB
1800,6.288328968651058e-09,6.288328968651058e-09
1801,7.143547975374531e-09,0.0
1802,0.0,8.951360541686881e-09
1803,7.801356893821776e-09,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,8.645007376628655e-09
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,2.6672082320544632e-09
1813,0.0,5.751483289628823e-09
1814,0.0,3.1466771410748606e-09
1815,0.0,0.0
1816,0.0,4.6352077731626196e-09
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,8.280840013696888e-09
1820,0.0,9.493184904840746e-09
1821,0.0,1.97229765852569e-09
1822,3.0076847679083585e-09,1.2030739071633434e-08
1823,1.9765373782121287e-09,9.882686669016039e-09
1824,0.0,0.0
1825,8.805443041381977e-10,7.924898959288385e-09
1826,0.0,6.1655889282974385e-09
1827,0.0,7.373818444733615e-09
1828,9.172301251858528e-10,0.0
1829,8.57317605795771e-10,0.0
1830,5.218417697960831e-09,4.174734336004349e-09
1831,0.0,1.7150327380477393e-08
1832,1.3529969367098715e-09,1.7588959622116818e-08
1833,1.1583628500844156e-09,0.0
1834,5.600718555598405e-09,4.667265685043276e-09
1835,1.5126175867408165e-09,1.2100940693926532e-08
1836,0.0,9.409050427677812e-09
1837,6.957890930081589e-10,0.0
1838,6.312161904276081e-10,5.680945491803868e-09
1839,0.0,6.9914751765765e-10
1840,0.0,8.917564464638872e-09
1841,0.0,4.494383976094696e-09
1842,0.0,5.366612043644636e-09
1843,0.0,1.0041748765843295e-08
1844,1.097712254427563e-09,7.683985892015244e-09
1845,0.0,1.1160455670733427e-08
1846,2.9272506640865004e-09,1.5807152919933287e-08
1847,7.011190739092399e-09,3.235934187273415e-09
1848,9.65426583121598e-09,1.045878850192139e-08
1849,4.1897072478036534e-09,2.262441967104678e-08
1850,6.788996032014438e-10,1.765138968323754e-08
1851,2.1283147688677673e-08,1.096404567135778e-08
1852,2.6042181744401205e-09,4.557382027314816e-09
1853,0.0,6.569124799682413e-09
1854,5.195664454227256e-10,8.832629738719788e-09
1855,1.3798036491152743e-08,6.368324534378189e-09
1856,0.0,1.0872097000458325e-08
1857,0.0,1.9526035899275485e-08
1858,3.4255731584664773e-09,8.31924928945682e-09
1859,0.0,1.7313389832906978e-08
1860,5.034902272882391e-09,1.2358396972445007e-08
1861,8.017138064531082e-09,6.13075279431996e-09
1862,0.0,6.776979422085105e-09
1863,1.9978483312144135e-09,5.494082966350788e-09
1864,5.753673537611803e-09,2.3973640850272204e-09
1865,0.0,1.882737743486018e-09
1866,1.5083399418358567e-08,7.298419202328432e-09
1867,4.85281148598915e-10,7.279217228983725e-09
1868,1.0373735648272486e-08,1.0867722721741302e-08
1869,4.395167341186834e-09,5.860222973552709e-09
1870,5.734048791339319e-10,1.1468097582678638e-08
1871,0.0,1.911811864374613e-08
1872,4.8378714367913744e-09,8.4662747923403e-09
1873,2.9930022904522957e-09,7.183205141814142e-09
1874,1.7923826867161097e-09,1.4936523129449597e-08
1875,1.716458086775674e-09,5.149374260327022e-09
1876,3.627608879952504e-09,1.1487427897804992e-08
1877,1.2369631985365004e-09,9.27722432209066e-09
1878,1.1474268646338714e-08,4.831270938865373e-09
1879,2.443730107160036e-09,6.10932526790009e-10
1880,5.776061406947974e-09,3.8507077526617195e-09
1881,4.183504653809678e-09,1.1853263259808955e-08
1882,1.9966155395678697e-09,1.6638463051776853e-08
1883,1.8958017378167824e-09,1.3902545781263598e-08
1884,3.9610181801208455e-09,1.5844072720483382e-08
1885,6.445635580831777e-09,1.2891271383708158e-09
1886,1.2906927748801422e-09,9.034849313138693e-09
1887,3.9173548849191775e-09,5.876032105334161e-09
1888,4.4384300679212174e-09,5.706553452000662e-09
1889,3.759081934617825e-09,7.51816386923565e-09
1890,3.9326319978272295e-09,1.1142456735058204e-08
1891,0.0,2.5496880162734215e-09
1892,6.268512375839919e-10,5.641661360300532e-09
1893,4.310891643655168e-09,8.005941687372342e-09
1894,6.301539290376468e-10,1.0082462864602348e-08
1895,6.018614495673091e-10,1.2639090662958097e-08
1896,7.076434549446731e-09,2.358811590497112e-09
1897,2.330685422435863e-09,1.0488084178916779e-08
1898,1.0185038590293516e-08,1.0185038590293516e-08
1899,1.1055156790007459e-09,1.0502398950507086e-08
1900,1.038210628578895e-09,8.30568502863116e-09
1901,1.1177477832191585e-09,1.2295225282343836e-08
1902,1.9641135384773634e-09,4.910283735171106e-09
1903,1.6200660812870638e-09,5.940242076007962e-09
1904,4.299700151477737e-09,4.837162670412454e-09
1905,1.5482277682110634e-09,6.708986699521802e-09
1906,2.572092316910357e-09,2.0576738091193647e-09
1907,1.5428529565042481e-09,1.902852098112362e-08
1908,9.822778146428846e-10,3.929111258571538e-09
1909,4.400786846048277e-09,6.60118004702781e-09
1910,1.2825961626106164e-08,6.412980813053082e-09
1911,5.320374141248863e-10,3.7242617878519013e-09
1912,6.251305251225858e-09,1.5628263128064646e-09
1913,1.060597942803554e-09,2.121195885607108e-09
1914,6.696743715117748e-10,1.3393487430235496e-09
1915,0.0,0.0
1916,1.0987462051303964e-09,7.69122365795738e-09
1917,0.0,5.483212106582869e-09
1918,1.1486376294556067e-09,8.040463406189247e-09
1919,0.0,2.025726608678724e-08
1920,3.786115865267448e-09,1.2872794385998532e-08
1921,0.0,3.7863738810983705e-09
1922,1.4755870969551665e-09,1.1804696775641332e-08
1923,5.307974060286824e-09,4.246379248229459e-09
1924,9.02413699321869e-09,1.1602462102189293e-08
1925,7.698724324711748e-09,3.299453377181294e-09
1926,0.0,1.114613823460786e-08
1927,4.4596899506643695e-09,1.1149224876660924e-09
1928,1.1426041224282812e-09,5.713020723163709e-09
1929,5.570202965543558e-09,6.684243825105796e-09
1930,7.352522590764465e-09,6.302162347537887e-09
1931,6.843213995466613e-09,1.0264820993199919e-08
1932,6.575722188983946e-09,5.4797681947604815e-09
1933,1.1470662197865522e-09,1.1470662197865522e-09
1934,4.7926320689839486e-09,8.38710612072191e-09
1935,4.787313656606784e-09,4.787313656606784e-09
1936,1.2124714565686645e-09,6.0623572828433225e-09
1937,5.0364472592434595e-09,8.813782592653752e-09
1938,1.2965214457594243e-09,6.482607339819424e-09
1939,6.117620188206274e-09,3.058810094103137e-09
1940,2.5357829169792012e-09,5.0715658339584024e-09
1941,2.9515025978810172e-09,5.9030051957620344e-09
1942,3.034211770724937e-09,0.0
1943,1.1612940831184915e-08,5.806470415592457e-09
1944,0.0,1.6065930807940276e-08
1945,0.0,0.0
1946,5.568441707737293e-09,1.3921104269343232e-09
1947,5.960435700558264e-09,1.6689218895749036e-08
1948,1.0871888278529696e-08,6.523132700664291e-09
1949,2.945102384188658e-09,1.3743811422273211e-08
1950,9.571825110299415e-09,6.381216888229346e-09
1951,2.1322803522849654e-09,2.1322803522849654e-09
1952,3.1634410646574906e-09,2.1089607837865287e-09
1953,2.1547654771580937e-09,6.464296653518886e-09
1954,4.886268278880834e-09,8.795282724349818e-09
1955,9.385607846468247e-10,6.569925492527773e-09
1956,3.488456634670456e-09,2.616342476002842e-09
1957,1.7670075402875796e-09,4.417518795207798e-09
1958,1.6544486891589827e-09,7.445019267748876e-09
1959,3.100299128533379e-09,4.650448914844674e-09
1960,4.152500121534786e-09,3.460416619915918e-09
1961,3.47407969059077e-09,8.33779090214648e-09
1962,4.43936931660005e-09,5.7077609305622445e-09
1963,9.052474325699222e-09,6.466053470433053e-09
1964,4.258777774879263e-09,9.734349326606662e-09
1965,3.2832261354087677e-09,3.2832261354087677e-09
1966,2.215629901769489e-09,4.985167390003653e-09
1967,3.944268467392931e-09,6.409436092980059e-09
1968,3.5931326802796093e-09,9.88111459321317e-09
1969,3.6334062425424918e-09,4.087581828571274e-09
1970,3.219107425067591e-09,1.3796175313274261e-09
1971,2.0553589941130213e-09,4.624557625731995e-09
1972,2.0520587451500205e-09,9.234264020108185e-09
1973,5.513203782392395e-10,6.615844760915479e-09
1974,5.625571675160757e-10,4.500457340128605e-09
1975,2.2845920710778955e-09,1.7134440533084216e-09
1976,2.285410749536254e-09,6.8562320265641574e-09
1977,4.11374712072643e-09,2.938390863960194e-09
1978,2.3762365408686037e-09,3.5643548113029055e-09
1979,2.925986564150662e-09,3.5111840102075575e-09
1980,1.1370301367108482e-09,1.0801786132219604e-08
1981,1.8976649140967083e-09,1.0120879245789638e-08
1982,5.586751949948621e-09,4.966001831974154e-09
1983,3.157658134966823e-09,5.052252838311233e-09
1984,3.479405208395292e-09,3.479405208395292e-09
1985,3.0077789148208467e-09,5.414002135495366e-09
