year,fallait_VERB éveiller_VERB,fallait_VERB réveiller_VERB
1986,4.196139880008332e-09,1.1988970927134801e-09
1987,6.110816852533674e-10,8.555143260480236e-09
1988,1.1993107618124554e-09,7.195864348830128e-09
1989,1.6464366536794728e-09,7.683371272548811e-09
1990,5.44865097484859e-10,1.0897301727652575e-08
1991,1.7584396161396398e-09,4.10302547493302e-09
1992,1.1019888335184191e-09,5.509944056569793e-09
1993,2.2156829704300662e-09,7.754890063438324e-09
1994,3.164955852952289e-09,7.384897138251745e-09
1995,1.0844901643380922e-09,2.1689803286761844e-09
1996,0.0,2.135236876199542e-09
1997,1.917957792585412e-09,6.233362714880286e-09
1998,9.536258449571733e-10,9.536258005482523e-09
1999,2.285100553223174e-09,8.226361813967742e-09
2000,3.5344251969604557e-09,7.068850393920911e-09
2001,3.066848330846028e-09,3.943090742808408e-09
2002,1.3143663935011318e-09,3.9430991805033955e-09
2003,4.1669229178253886e-10,8.333845613606172e-09
2004,1.7619165015858584e-09,5.285749615779878e-09
2005,1.3511248786457486e-09,4.053374524914943e-09
2006,3.706100981659688e-09,1.0294725072412803e-08
2007,1.997239706952314e-09,7.190063211481856e-09
2008,2.1287198670449925e-09,7.663391698997657e-09
2009,3.337734755248789e-09,1.0490023072406984e-08
2010,9.447586046817946e-10,7.558068837454357e-09
2011,7.64794394481072e-10,1.3001504761689375e-08
2012,2.0425516833455504e-09,1.3957436095779485e-08
2013,3.0680376017500066e-09,1.310888730898796e-08
2014,3.897801192920269e-09,1.2992670939127038e-08
2015,4.654808538617772e-09,1.4629397249166232e-08
2016,3.1070099826280284e-09,1.2428039930512114e-08
2017,3.018733707449428e-09,1.106868996458843e-08
2018,4.130346731301415e-09,1.2649186587054828e-08
2019,2.5509878653906526e-09,1.198964216797549e-08
