year,pouvait_VERB ajouter_VERB,pouvait_VERB rajouter_VERB
1800,2.578214832738013e-07,0.0
1801,1.04772034603684e-07,0.0
1802,1.1412984690650774e-07,0.0
1803,1.7553053055507917e-07,0.0
1804,2.026917798048089e-07,0.0
1805,2.1605870870189392e-07,0.0
1806,2.305335300434308e-07,0.0
1807,2.619198653519561e-07,0.0
1808,2.334056148356467e-07,0.0
1809,2.3042110797177884e-07,0.0
1810,1.3806747745093162e-07,0.0
1811,1.6546707115594472e-07,0.0
1812,3.06728935584033e-07,0.0
1813,2.875741529351217e-07,0.0
1814,1.9824065589091333e-07,0.0
1815,1.8341120266995858e-07,0.0
1816,2.4334840986739437e-07,0.0
1817,2.6778221240419953e-07,0.0
1818,2.6941862074636447e-07,0.0
1819,2.794783426907088e-07,0.0
1820,2.408895625194418e-07,0.0
1821,3.924872373772814e-07,0.0
1822,2.3660453507545753e-07,0.0
1823,2.1346603773508832e-07,0.0
1824,2.113699224537413e-07,0.0
1825,2.025251859549826e-07,0.0
1826,2.0874922768143733e-07,0.0
1827,3.0048309440644516e-07,0.0
1828,3.0910655368643347e-07,0.0
1829,4.346600235294318e-07,0.0
1830,2.515277515158232e-07,0.0
1831,2.8687819053629937e-07,0.0
1832,3.0848329402033414e-07,0.0
1833,2.710569049213518e-07,0.0
1834,1.586870297387577e-07,0.0
1835,2.3067417487254716e-07,0.0
1836,2.1237569569620973e-07,0.0
1837,2.2404408639431495e-07,0.0
1838,2.865721455691528e-07,0.0
1839,2.8595133017006447e-07,0.0
1840,2.350415115870419e-07,0.0
1841,2.581060414286185e-07,0.0
1842,2.609515092899528e-07,0.0
1843,2.280067690207943e-07,0.0
1844,2.4369211359953624e-07,0.0
1845,2.2041899683244992e-07,0.0
1846,2.218855996716229e-07,0.0
1847,1.9469537448912888e-07,0.0
1848,1.737767831855308e-07,0.0
1849,2.7400687940826174e-07,0.0
1850,2.4644054974487517e-07,6.788996032014438e-10
1851,2.2057081139337242e-07,0.0
1852,2.552133935296297e-07,0.0
1853,2.2514183228850015e-07,0.0
1854,2.0107221132548148e-07,0.0
1855,2.07501244631203e-07,0.0
1856,2.2106597441506892e-07,0.0
1857,1.918433127912067e-07,0.0
1858,2.0015134793993639e-07,0.0
1859,2.3373075919153052e-07,0.0
1860,2.1238133740553167e-07,4.577183909670879e-10
1861,1.9288292207875202e-07,0.0
1862,2.2138132749205397e-07,0.0
1863,1.992853668753014e-07,0.0
1864,1.9994016042801377e-07,0.0
1865,1.9627540837063862e-07,0.0
1866,2.1360040136642056e-07,0.0
1867,2.2517045294989657e-07,0.0
1868,1.6202787378460926e-07,0.0
1869,1.762950461170476e-07,0.0
1870,2.0011830770272354e-07,0.0
1871,1.7524942563795776e-07,0.0
1872,1.705349745861895e-07,0.0
1873,1.604249177944439e-07,0.0
1874,1.7386112460826553e-07,0.0
1875,1.882382463236354e-07,0.0
1876,1.426859483899534e-07,0.0
1877,2.1461310950599e-07,0.0
1878,2.0230946518040582e-07,0.0
1879,1.6556271020817803e-07,0.0
1880,1.5852080537115398e-07,0.0
1881,1.520006662758533e-07,0.0
1882,9.849969728747965e-08,0.0
1883,1.5924733531846869e-07,0.0
1884,1.5513987250415084e-07,0.0
1885,1.5147243459523452e-07,0.0
1886,1.4068551479340385e-07,0.0
1887,1.0903303859777225e-07,0.0
1888,9.637734166290102e-08,0.0
1889,1.3344741489618173e-07,0.0
1890,1.2715510422367515e-07,0.0
1891,8.668938988876107e-08,0.0
1892,1.2913135094549943e-07,0.0
1893,1.2747922539801948e-07,0.0
1894,1.1972925051395578e-07,0.0
1895,1.209741498087169e-07,0.0
1896,8.845543675306544e-08,0.0
1897,8.681803365107044e-08,0.0
1898,8.600699175076443e-08,0.0
1899,1.061295051840716e-07,0.0
1900,1.1783690467837005e-07,0.0
1901,1.0003842731975965e-07,1.676621730339889e-09
1902,8.789407957010553e-08,4.910283846193408e-10
1903,9.720396576540224e-08,0.0
1904,9.62057882247791e-08,0.0
1905,1.1250454434730273e-07,0.0
1906,1.0185485166402941e-07,0.0
1907,9.359975194911385e-08,0.0
1908,1.0903283964580623e-07,0.0
1909,1.1166996927158834e-07,0.0
1910,1.1810573141701752e-07,0.0
1911,1.1917637721126084e-07,0.0
1912,1.0887690393701632e-07,0.0
1913,8.166604459347582e-08,0.0
1914,1.0246017723147816e-07,0.0
1915,8.599955947374838e-08,0.0
1916,7.581348882013117e-08,0.0
1917,7.23783983858084e-08,0.0
1918,7.466144325007917e-08,0.0
1919,6.629650783906982e-08,0.0
1920,9.46528970757754e-08,0.0
1921,6.815472630705699e-08,0.0
1922,8.410846419337759e-08,0.0
1923,7.961961046021315e-08,0.0
1924,9.281969681751434e-08,0.0
1925,9.128487477028102e-08,0.0
1926,8.359603498320212e-08,0.0
1927,1.103773286104115e-07,0.0
1928,8.341010016010841e-08,0.0
1929,9.692153213336496e-08,0.0
1930,9.978423065604147e-08,0.0
1931,7.52753521737759e-08,0.0
1932,6.575722011348262e-08,0.0
1933,5.5059178549754506e-08,0.0
1934,8.02765853791243e-08,0.0
1935,8.377799076697556e-08,0.0
1936,8.366053094732706e-08,0.0
1937,7.051026074123001e-08,0.0
1938,7.001215607260747e-08,0.0
1939,9.176430637580779e-08,0.0
1940,7.100192078723921e-08,0.0
1941,1.1806010036252701e-07,0.0
1942,2.730790527039062e-08,0.0
1943,8.709705667797607e-08,0.0
1944,1.0282195717081777e-07,0.0
1945,8.496165548876888e-08,0.0
1946,7.79581839083221e-08,0.0
1947,6.675687558299614e-08,0.0
1948,5.6533817627268945e-08,0.0
1949,6.675565344949064e-08,0.0
1950,7.12569203642488e-08,0.0
1951,5.330700858507953e-08,0.0
1952,6.115985939914026e-08,0.0
1953,5.386913670690774e-08,0.0
1954,9.967986613901303e-08,1.9545072227344917e-09
1955,7.226918086189471e-08,3.754243138587299e-09
1956,5.4943193106282706e-08,0.0
1957,5.9194753987412696e-08,0.0
1958,8.024075981438727e-08,1.6544486891589827e-09
1959,5.2705086517335076e-08,0.0
1960,7.266874746392205e-08,0.0
1961,6.94815938118154e-08,0.0
1962,6.151697817813329e-08,1.2683912808952869e-09
1963,7.759263809248296e-08,6.466053248388448e-10
1964,7.726639950078606e-08,0.0
1965,6.621172587983892e-08,0.0
1966,7.64392282803783e-08,0.0
1967,9.07181743059482e-08,0.0
1968,7.545578739609482e-08,0.0
1969,7.039724891910737e-08,0.0
1970,7.265985857429769e-08,0.0
1971,5.909157252403929e-08,1.541519245584766e-09
1972,7.951727809540898e-08,0.0
1973,6.450448353234606e-08,0.0
1974,6.075617164924552e-08,1.1251143350321513e-09
1975,6.054168721902897e-08,5.711480177694739e-10
1976,7.484720043748894e-08,0.0
1977,5.641710743020667e-08,1.1753563677885381e-09
1978,7.128709711423653e-08,5.940591352171509e-10
1979,6.203092084433592e-08,1.1703946700691858e-09
1980,5.6851508389854644e-08,5.685150683554241e-10
1981,6.262293794634388e-08,0.0
1982,6.021276988121826e-08,0.0
1983,6.883694680936969e-08,1.2630632095778083e-09
1984,5.97297855620127e-08,2.3196033982486597e-09
1985,5.895246957265954e-08,0.0
1986,6.593933932208529e-08,1.7983456945813714e-09
1987,5.438626970999394e-08,0.0
1988,4.677312048784188e-08,5.996553809062277e-10
1989,5.81740948746301e-08,1.6464366536794728e-09
1990,5.775569889010512e-08,5.44865097484859e-10
1991,5.5683919697457895e-08,5.861465202094962e-10
1992,5.289546578524096e-08,5.509944167592096e-10
1993,4.708326173386013e-08,1.1078414852150331e-09
1994,5.485923537662529e-08,1.0549853213248639e-09
1995,4.5006341764519675e-08,2.7112254663563817e-09
1996,6.085424786306248e-08,5.338092190498855e-10
1997,4.027711497656128e-08,4.79489448146353e-10
1998,4.5297227302398824e-08,9.536258449571733e-10
1999,4.4787970665538523e-08,1.3710603763428253e-09
2000,4.1087691471375365e-08,8.836062992401139e-10
2001,4.4688359679412315e-08,8.762423564512289e-10
2002,5.257465929275895e-08,1.3143663935011318e-09
2003,5.1669843514901004e-08,2.083461403401543e-09
2004,5.9905161720053e-08,2.2023955992267474e-09
2005,4.864049429897932e-08,1.3511248786457486e-09
2006,4.6532157682577235e-08,2.8825228870488218e-09
2007,4.8732648139093726e-08,1.997239706952314e-09
2008,5.577246042776096e-08,1.2772318758180745e-09
2009,6.770833493874306e-08,3.337734755248789e-09
2010,5.999217478347418e-08,4.2514138876015295e-09
2011,6.309553413075264e-08,5.7359579308524644e-09
2012,6.263825014229951e-08,1.7021263287730903e-09
2013,6.917029793385154e-08,6.414987652192394e-09
2014,7.275895796965415e-08,3.031623174720721e-09
2015,7.58068807726886e-08,2.881548111233201e-09
2016,9.424596925100559e-08,2.278474076078396e-09
2017,6.465121060728052e-08,4.2765391228272165e-09
2018,8.286507835464363e-08,3.0977600484760615e-09
2019,6.224409787591867e-08,3.3162841361900064e-09
