year,puissent_VERB emporter_VERB,puissent_VERB remporter_VERB
1866,8.271541673821048e-09,1.4596839292835284e-09
1867,1.261730986357179e-08,2.426405742994575e-09
1868,4.939874287401835e-09,1.4819622196071691e-09
1869,7.813630631403612e-09,3.4184632902167778e-09
1870,1.0894693147633916e-08,8.027668307875047e-09
1871,7.434824311758348e-09,0.0
1872,2.237515595027162e-08,5.442605477412599e-09
1873,1.3767810003173508e-08,2.3944017879529156e-09
1874,8.961913877669758e-09,4.182226565063729e-09
1875,1.8881038954532414e-08,5.721527140956084e-10
1876,1.1487427897804992e-08,1.813804439976252e-09
1877,1.2369632429454214e-08,2.4739263970730008e-09
1878,6.039088784604019e-09,6.039088673581716e-10
1879,2.6270098985037293e-08,4.887460214320072e-09
1880,1.0910338410496934e-08,3.2089231272180996e-09
1881,2.1614773970668466e-08,0.0
1882,9.983077475794744e-09,6.655385131892899e-10
1883,4.423537092179686e-09,9.479008689083912e-09
1884,3.9610181801208455e-09,1.3203393933736152e-09
1885,1.160214413431504e-08,2.5782542767416317e-09
1886,9.680196200179125e-09,1.2906927748801422e-09
1887,1.3057849024278312e-08,2.6115698492645834e-09
1888,6.340614699951175e-09,1.9021844099853524e-09
1889,8.771191772893872e-09,0.0
1890,4.5880703680722945e-09,5.243509182406569e-09
1891,1.0198752065093686e-08,1.2748440081367107e-09
1892,5.641661360300532e-09,0.0
1893,4.310891643655168e-09,1.847525021858587e-09
1894,1.071261657159539e-08,0.0
1895,6.018614495673091e-09,6.018614495673091e-10
1896,2.948514543632541e-09,2.948514543632541e-09
1897,1.0488084178916779e-08,1.7480140668268973e-09
1898,1.1882545614128048e-08,1.13167097914868e-09
1899,3.8693048765026106e-09,1.2713430308508578e-08
1900,1.0901211489056095e-08,1.5573159428683425e-09
1901,8.38310842965484e-09,5.029864968975062e-09
1902,2.455141867585553e-09,1.4730852093691738e-09
1903,6.480264325148255e-09,2.1600881083827517e-09
1904,7.524475265086039e-09,2.6873125946735854e-09
1905,2.580379465655369e-09,4.1286072338664326e-09
1906,1.0288369045596824e-09,1.0288369045596824e-09
1907,6.1714118260169926e-09,0.0
1908,6.875944702500192e-09,2.4556945366072114e-09
1909,7.701377313651392e-09,1.1001967115120692e-09
1910,6.412980813053082e-09,5.344150677544235e-10
1911,7.980561100850991e-09,1.5961122423746588e-09
1912,2.6047106693738442e-09,0.0
1913,6.363587878865928e-09,4.772690687104841e-09
1914,1.1384464038144415e-08,6.696743715117748e-10
1915,8.246533234057551e-09,0.0
1916,5.493730803607377e-09,1.0987462051303964e-09
1917,7.676496771580332e-09,1.0966424435210342e-09
1918,6.89182577673364e-09,1.1486376294556067e-09
1919,1.1049418269237776e-08,6.4454939163738345e-09
1920,4.543339038320937e-09,1.514446346106979e-09
1921,1.3630945261411398e-08,7.572747429129834e-10
1922,1.4755870969551665e-09,7.377935484775833e-10
1923,9.554353752605493e-09,1.0615948120573648e-09
1924,5.156649773851996e-09,0.0
1925,1.0998177923937646e-09,1.0998177923937646e-09
1926,3.343841648018042e-09,0.0
1927,4.4596899506643695e-09,1.1149224876660924e-09
1928,1.4853853258500749e-08,0.0
1929,6.684243825105796e-09,3.342121912552898e-09
1930,2.100720708497761e-09,0.0
1931,5.7026783295555106e-09,0.0
1932,8.767629289252454e-09,5.4797681947604815e-09
1933,1.0323596200123575e-08,2.2941324395731044e-09
1934,1.0783422155213884e-08,0.0
1935,2.393656828303392e-09,0.0
1936,4.849885826274658e-09,4.849885826274658e-09
1937,6.295559185076627e-09,2.5182236296217297e-09
1938,1.1668692678767911e-08,1.2965214457594243e-09
1939,9.176430282309411e-09,0.0
1940,2.5357829169792012e-09,0.0
1941,2.9515025978810172e-09,0.0
1942,0.0,0.0
1943,8.709705845433291e-09,0.0
1944,0.0,0.0
1945,0.0,2.178504043826024e-09
1946,1.6705325123211878e-08,1.3921104269343232e-09
1947,7.152522574216391e-09,1.1920870957027319e-09
1948,1.0871887834440486e-09,2.174377566888097e-09
1949,1.668891336237266e-08,7.853606653895895e-09
1950,8.508289184305795e-09,4.2541445921528975e-09
1951,2.1322803522849654e-09,3.1984206394497505e-09
1952,3.1634410646574906e-09,0.0
1953,1.0773827385790469e-09,1.0773827385790469e-09
1954,9.772536557761669e-09,0.0
1955,5.631364707880948e-09,2.815682353940474e-09
1956,7.849027205963921e-09,3.488456634670456e-09
1957,5.301022731885041e-09,1.7670075402875796e-09
1958,4.9633461784992505e-09,1.6544486891589827e-09
1959,5.425523585955716e-09,3.100299128533379e-09
1960,6.2287499602575735e-09,8.997083078554624e-09
1961,1.111705483225478e-08,6.948159270159238e-10
1962,1.331810839388936e-08,6.341956404476434e-10
1963,1.939815863494232e-09,0.0
1964,3.6503808864551957e-09,0.0
1965,8.755269398363907e-09,3.830430195250756e-09
1966,5.539074976468328e-09,5.539074754423723e-10
1967,6.902469706915326e-09,1.9721342336964653e-09
1968,6.287982134978165e-09,1.3474247273492779e-09
1969,8.175163657142548e-09,9.083515606356229e-10
1970,6.438214850135182e-09,4.1388523719376735e-09
1971,4.1107179882260425e-09,3.083038491169532e-09
1972,5.643161493651405e-09,2.0520587451500205e-09
1973,2.205281512956958e-09,1.6539611902288698e-09
1974,5.06301445213353e-09,1.1251143350321513e-09
1975,5.140332159925265e-09,1.1422960355389478e-09
1976,5.713526984862938e-09,1.7140580066410394e-09
1977,3.526069214387917e-09,1.1753563677885381e-09
1978,4.158414057542359e-09,1.7821774056514528e-09
1979,4.681578680276743e-09,1.7555920051037788e-09
1980,2.8425752862659692e-09,5.685150683554241e-10
1981,5.69299452024552e-09,1.2651099057237047e-09
1982,7.449002747961231e-09,6.207502289967692e-10
1983,2.5261264191556165e-09,6.315316047889041e-10
1984,4.639206796497319e-09,0.0
1985,3.0077789148208467e-09,1.2031116103372597e-09
1986,4.7955883708539204e-09,0.0
1987,7.944062296871834e-09,2.4443267410134695e-09
1988,4.197587610832443e-09,2.398621523624911e-09
1989,4.390497743145261e-09,2.1952488715726304e-09
1990,3.2691906959314565e-09,2.179460389939436e-09
1991,6.4476117778156095e-09,1.7584396161396398e-09
1992,4.4079553340736766e-09,1.65298330578878e-09
1993,7.754890063438324e-09,5.539207426075166e-10
1994,3.164955852952289e-09,1.5824779264761446e-09
1995,4.337960657352369e-09,1.626735190995987e-09
1996,3.736664311304594e-09,0.0
1997,1.917957792585412e-09,1.438468344439059e-09
1998,5.2449422582867555e-09,1.43043876743576e-09
1999,2.285100553223174e-09,4.570201161957499e-10
2000,2.6508188977203417e-09,3.092622158362701e-09
2001,6.571817756650944e-09,1.3143635069212678e-09
2002,8.762443215459825e-09,3.066854992184176e-09
2003,7.91715315529018e-09,2.083461403401543e-09
2004,6.166707589017051e-09,0.0
2005,3.1526248278623825e-09,1.3511248786457486e-09
2006,7.823991232669414e-09,1.6471559671771274e-09
2007,1.997239706952314e-09,1.997239706952314e-09
2008,3.8316958494988285e-09,2.554463751636149e-09
2009,3.814554005998616e-09,1.907277002999308e-09
2010,3.3066551718974324e-09,0.0
2011,6.118355155848576e-09,1.1471915639660324e-09
2012,6.468080293586809e-09,3.404252713057332e-10
2013,5.857162754807632e-09,1.6734750252211938e-09
2014,5.197068553286499e-09,1.7323561474213989e-09
2015,4.211493376260478e-09,3.32486305154589e-09
2016,4.142679976837371e-09,2.278474076078396e-09
2017,5.534344982294215e-09,2.264050280587071e-09
2018,7.486253394972664e-09,1.5488800242380307e-09
2019,5.867272001580659e-09,1.2754939326953263e-09
