year,veulent_VERB assurer_VERB,veulent_VERB rassurer_VERB
1855,2.812676669350367e-08,1.5920811335945473e-09
1856,1.346069211649592e-08,5.177189232874468e-10
1857,1.610898081594314e-08,4.881509085841174e-10
1858,2.202154192332273e-08,0.0
1859,1.884104072757964e-08,5.092173349652285e-10
1860,2.0139609091529564e-08,3.204028820036342e-09
1861,1.9335450573976232e-08,5.187560159214399e-09
1862,2.6204320491274302e-08,0.0
1863,2.4973104473247076e-08,3.995696662428827e-09
1864,2.0137857603685916e-08,0.0
1865,2.3063536858103362e-08,4.706844358715045e-10
1866,3.259960479340407e-08,0.0
1867,1.844068364675877e-08,0.0
1868,2.3711395513714706e-08,4.93987406535723e-10
1869,2.0510780629479086e-08,9.767038289254515e-10
1870,4.587239033071455e-09,5.734048791339319e-09
1871,1.805600113868877e-08,0.0
1872,1.9351485747165498e-08,6.047339295989218e-10
1873,2.095101514498765e-08,0.0
1874,2.0911132381229436e-08,4.182226565063729e-09
1875,2.689117728493784e-08,0.0
1876,2.5997863417615008e-08,0.0
1877,1.9791411176584006e-08,6.184815992682502e-10
1878,2.2344627481629686e-08,6.039088673581716e-10
1879,1.710611030603104e-08,7.331190321480108e-09
1880,1.5402831010646878e-08,6.417846254436199e-10
1881,3.486253774553916e-08,0.0
1882,2.994923420374107e-08,0.0
1883,1.64302811356265e-08,6.319338941018771e-10
1884,3.036780782394999e-08,0.0
1885,3.4161868001092444e-08,0.0
1886,2.452316216761119e-08,6.453463874400711e-10
1887,1.7628096316002484e-08,0.0
1888,3.233713385952797e-08,6.340614699951175e-10
1889,2.5687061366852504e-08,1.8795409673089125e-09
1890,4.391439034634459e-08,3.2771931834929546e-09
1891,3.824532157636895e-08,0.0
1892,4.0745330665004076e-08,3.1342561879199593e-09
1893,3.87980243488073e-08,0.0
1894,2.6466464575491955e-08,0.0
1895,4.513960760732516e-08,0.0
1896,3.184395680477792e-08,0.0
1897,4.1952336715667116e-08,0.0
1898,3.168678830434146e-08,0.0
1899,4.366786754417262e-08,2.2110313580014918e-09
1900,4.983411017178696e-08,2.595526460424935e-09
1901,2.794369535763508e-08,1.1177477832191585e-09
1902,2.995273007400101e-08,2.9461704187383475e-09
1903,3.0241231741001684e-08,0.0
1904,3.7622378101787035e-08,5.374625189347171e-10
1905,5.728442431518488e-08,3.096455536422127e-09
1906,4.5268823356536814e-08,2.572092316910357e-09
1907,4.4742737514980035e-08,0.0
1908,3.97822503828138e-08,9.822778146428846e-10
1909,4.7858556229130045e-08,0.0
1910,5.611358133705835e-08,1.068830135508847e-09
1911,5.054355511902031e-08,0.0
1912,5.3136098188133474e-08,5.2094213387476884e-09
1913,5.992378504515727e-08,1.060597942803554e-09
1914,5.022557658662663e-08,0.0
1915,4.7123048574349014e-08,0.0
1916,8.46034566848175e-08,0.0
1917,7.018511638534619e-08,1.0966424435210342e-09
1918,3.9053681177847466e-08,0.0
1919,7.642513821792818e-08,0.0
1920,3.104614876292544e-08,7.572231730534895e-10
1921,6.739745117556595e-08,1.5145494858259667e-09
1922,3.172512208493572e-08,7.377935484775833e-10
1923,7.112685551646791e-08,0.0
1924,3.351822286390416e-08,0.0
1925,4.6192347724627325e-08,3.299453377181294e-09
1926,4.904300965336006e-08,0.0
1927,3.7907366134959375e-08,0.0
1928,3.427812345080383e-08,1.1426041224282812e-09
1929,3.342121956961819e-08,0.0
1930,3.676261073337628e-08,6.302162347537887e-09
1931,2.8513390759599133e-08,1.1405356659111021e-09
1932,4.931791508511196e-08,0.0
1933,5.391211388428019e-08,0.0
1934,3.834105655187159e-08,0.0
1935,2.992070946561398e-08,0.0
1936,2.3036957230715416e-08,0.0
1937,4.784624962894668e-08,0.0
1938,4.408173026604345e-08,0.0
1939,3.5176316970364496e-08,4.588215141154706e-09
1940,4.057252667166722e-08,0.0
1941,5.9030050181263505e-08,0.0
1942,2.1239483061208375e-08,0.0
1943,2.6129116648121453e-08,0.0
1944,5.462416652335378e-08,0.0
1945,3.0499055725385915e-08,0.0
1946,4.5939643200654245e-08,1.3921104269343232e-09
1947,4.4107220986688844e-08,0.0
1948,4.022598432129598e-08,0.0
1949,3.337782672474532e-08,9.817008317369869e-10
1950,4.998619829166273e-08,3.190608444114673e-09
1951,3.6248767543156646e-08,0.0
1952,4.639713679921442e-08,3.1634410646574906e-09
1953,3.663101466599983e-08,3.232148326759443e-09
1954,4.10446503451567e-08,0.0
1955,3.754243138587299e-08,1.8771215692936494e-09
1956,4.0117249966442614e-08,0.0
1957,2.8272120644601273e-08,8.835037701437898e-10
1958,4.384289198355873e-08,4.1361216673863055e-09
1959,2.40273188012452e-08,0.0
1960,4.221708493901133e-08,3.460416619915918e-09
1961,3.543561177821175e-08,2.779263708063695e-09
1962,4.058852098864918e-08,0.0
1963,3.4916688207431434e-08,6.466053248388448e-10
1964,3.4070222199034106e-08,6.083968329129164e-10
1965,2.7360217202954118e-08,5.472043373977442e-10
1966,3.101881773659443e-08,2.215629901769489e-09
1967,5.275459002973548e-08,4.437302081328198e-09
1968,4.9854715911124003e-08,8.982831700699023e-10
1969,4.1329997202410595e-08,2.7250546263957176e-09
1970,4.7826741678136386e-08,4.5987250119061684e-10
1971,5.138397440873632e-08,3.083038491169532e-09
1972,6.310080635785198e-08,1.0260293725750103e-09
1973,3.3630541906859435e-08,4.9618833486420044e-09
1974,4.444201451292429e-08,3.937900228123681e-09
1975,4.968987710185502e-08,1.7134440533084216e-09
1976,4.1137393935741784e-08,1.142705374768127e-09
1977,5.994317575641617e-08,1.7630346071939584e-09
1978,4.514849294423584e-08,5.940591130126904e-09
1979,3.3941446986318624e-08,1.1703946700691858e-09
1980,4.207011627954671e-08,4.548120546843393e-09
1981,5.8827609450418095e-08,1.8976649140967083e-09
1982,4.6556266397601576e-08,3.1037510339615437e-09
1983,4.2312617409834274e-08,3.78918940668882e-09
1984,4.233276129639307e-08,5.219107812592938e-09
1985,3.609334697785016e-08,6.015558051686298e-10
1986,3.2969669661042644e-08,2.3977941854269602e-09
1987,4.949761489569937e-08,3.0554083707556856e-09
1988,4.4374498742172364e-08,4.797243047249822e-09
1989,4.390497565509577e-08,3.841685636274406e-09
1990,4.794812724639996e-08,1.6345953479657283e-09
1991,4.2202550787351356e-08,1.1722930404189924e-09
1992,3.856960972825618e-08,1.65298330578878e-09
1993,4.2651898013446043e-08,3.323524566667402e-09
1994,3.956195016030506e-08,8.439882570598911e-09
1995,3.524592884218691e-08,2.1689803286761844e-09
1996,3.896807143632941e-08,4.804283193493575e-09
1997,3.356426248046773e-08,2.3974471297094624e-09
1998,3.099284029417504e-08,6.198567881199324e-09
1999,4.2959889867688617e-08,4.570201161957499e-10
2000,3.843687323978884e-08,3.97622823555821e-09
2001,4.0745270268871536e-08,2.190605918883648e-09
2002,3.680225901803169e-08,8.76244299341522e-10
2003,3.791899771954377e-08,2.9168460979889232e-09
2004,4.6250306695583276e-08,1.3214374039449694e-09
2005,3.512924706683407e-08,2.702249757291497e-09
2006,3.87081655617294e-08,2.8825228870488218e-09
2007,2.5165221018141892e-08,1.997239706952314e-09
2008,2.6396126173722223e-08,4.257439734089985e-09
2009,3.766871969901331e-08,9.53638501499654e-10
2010,2.739800031292816e-08,4.723792912386671e-09
2011,2.562061141020422e-08,2.6767803529281764e-09
2012,2.3148919225945974e-08,2.382976926895708e-09
2013,1.840822605458925e-08,3.0680376017500066e-09
2014,2.1221362445089653e-08,2.3819897165822113e-09
2015,1.573768493301486e-08,2.659890530054554e-09
2016,1.6570719907349485e-08,2.6927420293532123e-09
2017,1.911864622172743e-08,4.528100561174142e-09
2018,1.6005094138904497e-08,3.3559066636712487e-09
2019,1.4540630033366142e-08,1.7856913725466939e-09
