year,voudraient_VERB avoir_VERB,voudraient_VERB ravoir_VERB
1903,6.696273402440056e-08,0.0
1904,6.987012568515638e-08,0.0
1905,6.915416861374979e-08,0.0
1906,6.327346824264168e-08,0.0
1907,8.485691438409049e-08,0.0
1908,7.51442499336008e-08,0.0
1909,6.051082124258755e-08,0.0
1910,6.62674679574593e-08,0.0
1911,7.554931613640292e-08,0.0
1912,7.50156630147103e-08,0.0
1913,6.363587345958877e-08,0.0
1914,6.227971738326232e-08,0.0
1915,7.657494904833584e-08,0.0
1916,8.020847275247434e-08,0.0
1917,1.0198774447189862e-07,5.483212106582869e-09
1918,1.1486376649827434e-07,1.1486376294556067e-09
1919,5.064316610514652e-08,0.0
1920,7.950843183834877e-08,0.0
1921,5.300923078266351e-08,0.0
1922,7.451714623130101e-08,0.0
1923,7.006525493125082e-08,0.0
1924,5.0277336072213075e-08,0.0
1925,5.27912540349007e-08,0.0
1926,4.2355324580967135e-08,0.0
1927,7.135503921062991e-08,0.0
1928,6.741364444451392e-08,0.0
1929,8.021092412491271e-08,0.0
1930,5.566909777598994e-08,0.0
1931,6.729160162421977e-08,0.0
1932,6.24693612394367e-08,0.0
1933,6.652984296806608e-08,0.0
1934,4.073737258636356e-08,0.0
1935,6.582556011380802e-08,0.0
1936,4.364897421282876e-08,0.0
1937,6.673292318737367e-08,0.0
1938,4.6674770715071645e-08,0.0
1939,5.8117393564316444e-08,0.0
1940,4.564409294971483e-08,0.0
1941,1.2986610897769424e-07,2.9515025978810172e-09
1942,7.888950648293758e-08,0.0
1943,8.419382169222445e-08,0.0
1944,6.42637232317611e-08,0.0
1945,8.931866801731303e-08,1.089252066321933e-08
1946,5.568441707737293e-08,0.0
1947,6.07964452115084e-08,2.3841741914054637e-09
1948,4.4574740343250596e-08,0.0
1949,6.577395339490977e-08,0.0
1950,3.296961992305114e-08,0.0
1951,7.036525317971609e-08,0.0
1952,4.428817490520487e-08,0.0
1953,4.955960619668076e-08,0.0
1954,6.058972701339371e-08,0.0
1955,3.848099083825218e-08,0.0
1956,6.366433069615596e-08,0.0
1957,3.268964121616591e-08,0.0
1958,5.21151335419745e-08,0.0
1959,4.2629114460623896e-08,0.0
1960,5.329041741219953e-08,0.0
1961,4.029932298976746e-08,0.0
1962,4.693047728210331e-08,0.0
1963,6.72469511187046e-08,0.0
1964,6.449006662023749e-08,0.0
1965,6.238129657276659e-08,5.472043373977442e-10
1966,4.265087483190655e-08,0.0
1967,5.521975765532261e-08,0.0
1968,5.5244413488253485e-08,0.0
1969,4.9050985495568966e-08,0.0
1970,5.472482911272891e-08,0.0
1971,5.138397440873632e-08,0.0
1972,3.231992451446786e-08,0.0
1973,5.017015425323734e-08,0.0
1974,5.006758740933037e-08,0.0
1975,3.3126585918807905e-08,0.0
1976,4.913633233627479e-08,0.0
1977,5.406639402849578e-08,0.0
1978,4.871284886576177e-08,0.0
1979,5.734933949952392e-08,0.0
1980,4.207011627954671e-08,0.0
1981,4.8706731092806876e-08,0.0
1982,4.903926864585628e-08,0.0
1983,5.052253015946917e-08,6.315316047889041e-10
1984,3.189454744756404e-08,0.0
1985,3.428868211585723e-08,0.0
1986,4.615753823600244e-08,0.0
1987,5.6830597117141224e-08,0.0
1988,4.3175187869337606e-08,0.0
1989,4.006329135108899e-08,0.0
1990,3.868542108875772e-08,0.0
1991,6.62345556179389e-08,0.0
1992,4.0773585396891576e-08,0.0
1993,4.5975422580113445e-08,0.0
1994,4.2199413741172975e-08,0.0
1995,4.2837360325620466e-08,0.0
1996,3.4163790019192675e-08,0.0
1997,4.363354122460805e-08,0.0
1998,4.148272481074855e-08,4.768129224785866e-10
1999,4.067479153491149e-08,0.0
2000,3.666966108539782e-08,0.0
2001,3.461157405126869e-08,0.0
2002,4.162160394116654e-08,0.0
2003,3.83356919542166e-08,0.0
2004,3.259545522382723e-08,0.0
2005,4.68389949048742e-08,0.0
2006,3.911995349881181e-08,4.1178899179428186e-10
2007,4.7933752966855536e-08,0.0
2008,3.661398295662366e-08,0.0
2009,4.720510560218827e-08,0.0
2010,3.920748170571642e-08,0.0
2011,3.6327733710095345e-08,0.0
2012,3.880847998516401e-08,0.0
2013,4.1000138395475005e-08,0.0
2014,3.724565544871439e-08,0.0
2015,3.657349267882637e-08,0.0
2016,4.701941946905208e-08,0.0
2017,3.421231298261773e-08,0.0
2018,3.536609227694498e-08,0.0
2019,3.775461721033935e-08,0.0
