year,peut_VERB avoir_VERB,peut_VERB ravoir_VERB
1800,2.614687218738254e-05,3.144164484325529e-09
1801,2.4085662516881712e-05,2.3811825844433088e-09
1802,2.824377952492796e-05,2.2378401354217203e-09
1803,2.545582719903905e-05,5.851017448321727e-09
1804,3.486545756459236e-05,2.4718509461507665e-09
1805,2.853396290447563e-05,2.842877711017877e-09
1806,2.8753294827765785e-05,1.4408345627714425e-08
1807,3.2663116144249216e-05,0.0
1808,2.9896315027144738e-05,0.0
1809,2.7325233531882986e-05,1.8072244145628247e-08
1810,2.9462195016094483e-05,2.3401267590372754e-09
1811,2.502062670828309e-05,0.0
1812,3.0323490136652254e-05,2.6672082320544632e-09
1813,3.1699299142928794e-05,0.0
1814,2.5629686206229962e-05,0.0
1815,2.538087392167654e-05,0.0
1816,2.756326284725219e-05,0.0
1817,2.2068679754738696e-05,9.341240669868967e-09
1818,2.424171361781191e-05,1.1921177378582115e-09
1819,2.7070065698353574e-05,1.035105001712111e-09
1820,2.4338152798009105e-05,3.5599443393152796e-09
1821,2.4237566321971826e-05,1.97229765852569e-09
1822,2.527157084841747e-05,3.0076847679083585e-09
1823,2.1925729015492834e-05,0.0
1824,2.1675943571608514e-05,0.0
1825,2.2107826225692406e-05,0.0
1826,2.2661182811134495e-05,8.807984341885344e-10
1827,2.6059995434479788e-05,9.217273055917019e-10
1828,2.5576044208719395e-05,0.0
1829,2.550948556745425e-05,9.430493719264632e-09
1830,2.655235402926337e-05,3.1310507520032616e-09
1831,2.595779915282037e-05,0.0
1832,2.51413894147845e-05,0.0
1833,2.5609086151234806e-05,0.0
1834,2.4188570023397915e-05,0.0
1835,2.3078762751538306e-05,6.806779140333674e-09
1836,2.3647631678613834e-05,2.016224964762614e-09
1837,2.317047255928628e-05,8.349468672008697e-09
1838,2.1967585780657828e-05,8.837027110075724e-09
1839,2.2763544620829634e-05,1.1885507689157748e-08
1840,2.2744883608538657e-05,7.0066574764382494e-09
1841,2.5200653908541426e-05,0.0
1842,2.2930191335035488e-05,1.341653010911159e-09
1843,2.3155091184889898e-05,5.906911071384968e-10
1844,2.31952089961851e-05,5.488561272137815e-10
1845,2.2802485545980744e-05,0.0
1846,2.250411853310652e-05,1.1709002656346001e-09
1847,2.325773675693199e-05,0.0
1848,2.325390960322693e-05,0.0
1849,2.334588862140663e-05,0.0
1850,2.3139613404055126e-05,0.0
1851,2.2263462597038597e-05,0.0
1852,2.252453487017192e-05,6.510545436100301e-10
1853,2.075664269796107e-05,1.7915795513800958e-09
1854,2.1267933334456757e-05,5.7152309551611324e-09
1855,2.0790457710972987e-05,0.0
1856,2.150397267541848e-05,2.0708756931497874e-09
1857,1.9718856492545456e-05,6.345961978126979e-09
1858,2.0601886717486195e-05,1.468102750479261e-09
1859,2.152410706912633e-05,0.0
1860,1.8880426068790257e-05,3.661747127736703e-09
1861,2.0090004909434356e-05,2.8295783494058924e-09
1862,1.9930192138417624e-05,3.162590411776023e-09
1863,2.0176270481897518e-05,1.4983863039219614e-09
1864,1.9880859326804057e-05,1.9178911792039344e-09
1865,1.9556468032533303e-05,2.3534221238463715e-09
1866,2.0500772734521888e-05,4.379051787850585e-09
1867,1.8917715351562947e-05,1.455843445796745e-09
1868,2.0124552975175902e-05,0.0
1869,2.020458305196371e-05,1.4650557433881772e-09
1870,2.0127085008425638e-05,1.1468097582678638e-09
1871,1.975645136553794e-05,5.3105884134652115e-09
1872,1.9714325389941223e-05,1.0280476914203973e-08
1873,2.009621493925806e-05,0.0
1874,1.9838689695461653e-05,5.974609140757536e-10
1875,2.02078608708689e-05,5.721527140956084e-10
1876,2.0124160073464736e-05,6.04601479992084e-10
1877,1.8679998902371153e-05,1.2369631985365004e-09
1878,1.79312628461048e-05,9.058632954861423e-09
1879,1.9788105419138446e-05,1.221865053580018e-09
1880,1.922465889947489e-05,4.492492600149944e-09
1881,1.9032157069887035e-05,0.0
1882,1.881211210275069e-05,6.655385131892899e-10
1883,1.9507167962729e-05,0.0
1884,1.855670961958822e-05,1.9805090900604227e-09
1885,1.8800630641635507e-05,4.511945039809007e-09
1886,1.7824466340243816e-05,2.5813855497602844e-09
1887,1.9353690731804818e-05,1.1099172247952538e-08
1888,1.820327088353224e-05,1.268122939990235e-09
1889,1.8340560927754268e-05,3.132568426877924e-09
1890,1.9444898498477414e-05,3.2771931834929546e-09
1891,1.9410137610975653e-05,6.3742202627281586e-09
1892,1.8515931515139528e-05,6.268512375839919e-10
1893,1.8751146853901446e-05,1.847525021858587e-09
1894,1.8253038433613256e-05,4.411077725308132e-09
1895,1.842839628807269e-05,4.814891596538473e-09
1896,1.883570075733587e-05,5.89702897624278e-10
1897,1.890418934635818e-05,4.661370844871726e-09
1898,1.8905695469584316e-05,2.8291773368493978e-09
1899,1.8562161130830646e-05,0.0
1900,1.8077842469210736e-05,0.0
1901,1.8780956452246755e-05,2.235495566438317e-09
1902,2.0197961930534802e-05,1.4730852093691738e-09
1903,1.806373620638624e-05,1.0800440541913758e-09
1904,1.8249002096126787e-05,0.0
1905,1.835320654208772e-05,0.0
1906,1.7943944840226322e-05,0.0
1907,1.8895834728027694e-05,2.5714217422034835e-09
1908,1.8270367945660837e-05,1.4734167219643268e-09
1909,1.7652106180321425e-05,5.500983557560346e-10
1910,1.8488090063328855e-05,2.67207544979442e-09
1911,1.7913167539518327e-05,2.128149656499545e-09
1912,1.8174629076384008e-05,1.5628263128064646e-09
1913,1.7864182154880837e-05,1.060597942803554e-09
1914,1.7747041056281887e-05,6.696743715117748e-10
1915,1.6814681657706387e-05,0.0
1916,1.641087328607682e-05,0.0
1917,1.6991378288366832e-05,0.0
1918,1.5319379599532112e-05,0.0
1919,1.606309160706587e-05,0.0
1920,1.6996631529764272e-05,1.514446346106979e-09
1921,1.7097749150707386e-05,7.572747429129834e-10
1922,1.6618061636108905e-05,7.377935484775833e-10
1923,1.642287134018261e-05,4.246379248229459e-09
1924,1.713554775051307e-05,2.578324886925998e-09
1925,1.7113165085902438e-05,0.0
1926,1.6037063687690534e-05,1.1146138456652466e-09
1927,1.601809162821155e-05,7.804457524684949e-09
1928,1.720761792967096e-05,2.2852082448565625e-09
1929,1.686323230387643e-05,1.1140406375176326e-09
1930,1.6959118511294946e-05,0.0
1931,1.6305097233271226e-05,2.2810713318222042e-09
1932,1.587707993166987e-05,0.0
1933,1.6130044969031587e-05,3.4411986593596566e-09
1934,1.5405916201416403e-05,0.0
1935,1.5914227333269082e-05,1.196828414151696e-09
1936,1.533776412543375e-05,2.424942913137329e-09
1937,1.5487075870623812e-05,0.0
1938,1.6430816685897298e-05,9.075650453382877e-09
1939,1.5413344954140484e-05,0.0
1940,1.4862223906675354e-05,2.5357829169792012e-09
1941,1.5005439308879431e-05,0.0
1942,1.5234777492878493e-05,0.0
1943,1.5044564861455001e-05,0.0
1944,1.4864199329167604e-05,3.2131861615880553e-09
1945,1.3970746294944547e-05,2.178504043826024e-09
1946,1.5377252566395327e-05,0.0
1947,1.5666408216929995e-05,0.0
1948,1.4700966858072206e-05,0.0
1949,1.5813237041584216e-05,5.890204768377316e-09
1950,1.6472047718707472e-05,0.0
1951,1.6237314412137493e-05,0.0
1952,1.6092424630187452e-05,0.0
1953,1.5795509170857258e-05,0.0
1954,1.57474642037414e-05,0.0
1955,1.6015601431718096e-05,0.0
1956,1.603905184310861e-05,0.0
1957,1.5890698705334216e-05,0.0
1958,1.5655221432098188e-05,0.0
1959,1.581075048306957e-05,7.750747821333448e-10
1960,1.5558032828266732e-05,0.0
1961,1.5414490917464718e-05,1.3896318540318475e-09
1962,1.598490052856505e-05,6.341956404476434e-10
1963,1.532325222797226e-05,6.466053248388448e-10
1964,1.5990493920980953e-05,1.2167936658258327e-09
1965,1.5918174540274777e-05,4.377634699181954e-09
1966,1.5311110473703593e-05,1.1078149508847446e-09
1967,1.6604877600912005e-05,9.860671168482327e-10
1968,1.5436547982972115e-05,8.982831700699023e-10
1969,1.5662251826142892e-05,0.0
1970,1.6301561117870733e-05,0.0
1971,1.5293411706807092e-05,5.138397485282553e-10
1972,1.480303853895748e-05,0.0
1973,1.4849262697680388e-05,3.3079223804577396e-09
1974,1.4530289263348095e-05,1.1251143350321513e-09
1975,1.412449091731105e-05,1.1422960355389478e-09
1976,1.42741046147421e-05,0.0
1977,1.3925622624810785e-05,1.1753563677885381e-09
1978,1.401444933435414e-05,0.0
1979,1.5177092791418545e-05,2.3407893401383717e-09
1980,1.4291900697571691e-05,0.0
1981,1.4468429071712308e-05,1.2651099057237047e-09
1982,1.4765785635972861e-05,0.0
1983,1.4478493540082127e-05,0.0
1984,1.4328769793792162e-05,2.3196033982486597e-09
1985,1.4385003851202782e-05,0.0
1986,1.4465892490989063e-05,2.3977941854269602e-09
1987,1.4225981431081891e-05,6.110816852533674e-10
1988,1.4171056136547122e-05,1.798966087207532e-09
1989,1.3736769687966444e-05,3.2928733073589456e-09
1990,1.4286907571658958e-05,0.0
1991,1.4270322935772128e-05,0.0
1992,1.371480175293982e-05,1.65298330578878e-09
1993,1.3895101801608689e-05,0.0
1994,1.4169508176564705e-05,2.637463358823311e-09
1995,1.4023542462382466e-05,0.0
1996,1.424683432560414e-05,0.0
1997,1.409794913342921e-05,1.438468344439059e-09
1998,1.4463643310591578e-05,2.86087753487152e-09
1999,1.4640182598668616e-05,2.285100553223174e-09
2000,1.4721764273417648e-05,1.7672125984802278e-09
2001,1.463456192141166e-05,8.762423564512289e-10
2002,1.5249279385898262e-05,3.9430991805033955e-09
2003,1.5172599887591787e-05,3.7502307925763034e-09
2004,1.4945897419238463e-05,1.7619165015858584e-09
2005,1.5367693777079694e-05,1.3511248786457486e-09
2006,1.4996119716670364e-05,2.4707338397433887e-09
2007,1.4352963262354024e-05,1.5977917877663117e-09
2008,1.4685612768516876e-05,2.1287198670449925e-09
2009,1.5087038264027797e-05,1.430457752249481e-09
2010,1.4949388059903868e-05,5.196172381261022e-09
2011,1.5240440006891731e-05,7.64794394481072e-10
2012,1.3788585420115851e-05,2.0425516833455504e-09
2013,1.3784692782792263e-05,8.367375126105969e-10
2014,1.2817487004213035e-05,2.1654451842767486e-10
2015,1.3440426300803665e-05,2.881548111233201e-09
2016,1.3504515663953498e-05,1.6570720351438695e-09
2017,1.2921940651722252e-05,3.2702947017071438e-09
2018,1.2495072951423936e-05,1.5488800242380307e-09
2019,1.299269115406787e-05,7.65296326310505e-10
