year,pouvant_VERB enseigner_VERB,pouvant_VERB renseigner_VERB
1978,5.940591352171509e-10,2.3762365408686037e-09
1979,1.7555920051037788e-09,2.925986564150662e-09
1980,3.411090521154847e-09,3.411090521154847e-09
1981,3.1627747087981106e-09,2.5302198114474095e-09
1982,2.483000915987077e-09,1.8622506869903077e-09
1983,1.2630632095778083e-09,1.89459470334441e-09
1984,0.0,2.3196033982486597e-09
1985,6.015558051686298e-10,4.210890747202711e-09
1986,3.5966913891627428e-09,4.7955883708539204e-09
1987,0.0,3.6664902225425067e-09
1988,4.197587610832443e-09,4.197587610832443e-09
1989,2.7440609784434855e-09,1.0976244357863152e-09
1990,0.0,2.724325431913144e-09
1991,5.2753188484189195e-09,2.9307325455363298e-09
1992,4.4079553340736766e-09,4.958949695321735e-09
1993,1.1078414852150331e-09,2.7696036575264316e-09
1994,3.6924485691258724e-09,3.164955852952289e-09
1995,4.880205572987961e-09,2.1689803286761844e-09
1996,2.135236876199542e-09,6.939520069693117e-09
1997,2.3974471297094624e-09,3.3564262480467733e-09
1998,7.152193948201102e-09,3.814503379828693e-09
1999,3.1991407301035224e-09,2.7421207526856506e-09
2000,8.836062992401139e-10,2.6508188977203417e-09
2001,2.6287270138425356e-09,6.571817756650944e-09
2002,4.81934359086722e-09,3.9430991805033955e-09
2003,2.5001538617175356e-09,7.083769126836614e-09
2004,4.404791198453495e-09,8.369103632333008e-09
2005,2.702249757291497e-09,4.053374524914943e-09
2006,1.6471559671771274e-09,5.7650457740976435e-09
2007,1.5977917877663117e-09,4.7933754743212376e-09
2008,5.960415716543821e-09,5.108927503272298e-09
2009,3.814554005998616e-09,7.629108011997232e-09
2010,3.3066551718974324e-09,6.140930874920514e-09
2011,1.1471915639660324e-09,3.059177577924288e-09
2012,2.0425516833455504e-09,2.0425516833455504e-09
2013,1.6734750252211938e-09,2.7891249310130206e-09
2014,2.165445156521173e-09,1.2992671383216248e-09
2015,2.438232948875907e-09,5.319781060109108e-09
2016,2.4856081637381067e-09,2.278474076078396e-09
2017,2.515611330355938e-10,4.779661555431858e-09
2018,1.8070267504555204e-09,3.3559066636712487e-09
2019,1.53059265262101e-09,1.53059265262101e-09
