year,doivent_VERB allumer_VERB,doivent_VERB rallumer_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,4.475680270843441e-09,0.0
1803,0.0,0.0
1804,9.887403784603066e-09,0.0
1805,2.842877711017877e-09,0.0
1806,0.0,0.0
1807,8.540865792383556e-09,0.0
1808,1.8128591960930862e-08,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,3.259199843341776e-08,0.0
1812,5.3344164641089264e-09,0.0
1813,0.0,0.0
1814,1.2586708564299443e-08,0.0
1815,1.0788894222457657e-08,0.0
1816,1.3905623319487859e-08,0.0
1817,0.0,0.0
1818,2.384235475716423e-09,0.0
1819,1.1386155129855524e-08,1.035105001712111e-09
1820,0.0,0.0
1821,7.88919063410276e-09,9.86148829262845e-10
1822,1.0025615893027862e-08,1.0025615893027862e-09
1823,6.917880934764753e-09,0.0
1824,5.052667617633233e-09,2.5263338088166165e-09
1825,8.805443041381977e-10,0.0
1826,0.0,1.7615968683770689e-09
1827,2.7651818612639545e-09,0.0
1828,4.586150570418113e-09,2.7516904310687096e-09
1829,2.571952872898464e-09,1.714635211591542e-09
1830,2.0873671680021744e-09,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,0.0,0.0
1834,2.8003592777992026e-09,0.0
1835,3.025235173481633e-09,0.0
1836,4.704525213838906e-09,0.0
1837,2.0873671680021744e-09,0.0
1838,3.1560809521380406e-09,0.0
1839,9.788065469251706e-09,0.0
1840,1.0828470564661075e-08,0.0
1841,8.346713542550788e-09,0.0
1842,9.391571076378114e-09,0.0
1843,4.134837805480629e-09,0.0
1844,4.9397050894128824e-09,1.097712254427563e-09
1845,1.3950569588416784e-08,0.0
1846,9.367202125076801e-09,0.0
1847,4.314578916364553e-09,6.47186837454683e-09
1848,2.413566457803995e-09,0.0
1849,0.0,0.0
1850,2.0366988096043315e-09,0.0
1851,1.2898877521649865e-09,0.0
1852,3.906327261660181e-09,1.3021090872200602e-09
1853,0.0,0.0
1854,3.63696517347023e-09,0.0
1855,2.1227748447927297e-09,0.0
1856,3.6240324075009767e-09,0.0
1857,1.0251168802710708e-08,0.0
1858,9.787352039936081e-10,0.0
1859,4.582956236731661e-09,0.0
1860,1.373155145145688e-09,0.0
1861,6.13075279431996e-09,0.0
1862,3.6143890103090826e-09,0.0
1863,9.989241656072068e-10,0.0
1864,3.3563094525845827e-09,4.794727948009836e-10
1865,1.882737743486018e-09,0.0
1866,7.298419202328432e-09,9.731225825149181e-10
1867,2.91168689159349e-09,0.0
1868,4.93987406535723e-10,0.0
1869,2.441759683335931e-09,0.0
1870,8.027668307875047e-09,0.0
1871,1.0621177271019633e-09,0.0
1872,1.8142017887967654e-09,0.0
1873,1.7958012854535355e-09,5.986004469882289e-10
1874,8.364453130127458e-09,0.0
1875,1.1443054281912168e-09,0.0
1876,2.418405919968336e-09,0.0
1877,6.184815992682502e-10,0.0
1878,0.0,0.0
1879,0.0,0.0
1880,3.2089231272180996e-09,0.0
1881,1.324776466304911e-08,0.0
1882,1.9966155395678697e-09,6.655385131892899e-10
1883,0.0,0.0
1884,5.941527270181268e-09,3.9610181801208455e-09
1885,1.2891271383708158e-09,0.0
1886,3.872078213618124e-09,0.0
1887,6.528924623161458e-10,0.0
1888,2.53624587998047e-09,0.0
1889,3.132568426877924e-09,0.0
1890,1.9663159989136147e-09,1.3108772956016423e-09
1891,6.3742202627281586e-09,0.0
1892,3.1342561879199593e-09,0.0
1893,2.463366621796581e-09,0.0
1894,1.0082462864602348e-08,0.0
1895,7.22233739480771e-09,0.0
1896,5.307326134129653e-09,0.0
1897,1.1653427112179315e-09,0.0
1898,1.6975064687230201e-09,0.0
1899,3.3165470370022376e-09,0.0
1900,2.07642125715779e-09,0.0
1901,1.676621730339889e-09,0.0
1902,7.365425602756659e-09,0.0
1903,1.0800440541913758e-09,0.0
1904,6.449550227216605e-09,0.0
1905,2.0643036169332163e-09,2.580379465655369e-09
1906,1.5432553013283723e-09,0.0
1907,0.0,0.0
1908,1.4734167219643268e-09,0.0
1909,5.500983557560346e-10,0.0
1910,2.137660271017694e-09,0.0
1911,2.128149656499545e-09,0.0
1912,7.293189607793238e-09,0.0
1913,6.363587878865928e-09,0.0
1914,1.7411533548283842e-08,0.0
1915,8.246533234057551e-09,0.0
1916,1.2086208478478966e-08,0.0
1917,3.289927441585405e-09,0.0
1918,0.0,0.0
1919,0.0,0.0
1920,3.028892692213958e-09,1.514446346106979e-09
1921,0.0,0.0
1922,6.640141769764796e-09,0.0
1923,0.0,0.0
1924,5.156649773851996e-09,0.0
1925,0.0,0.0
1926,0.0,0.0
1927,2.2298449753321847e-09,0.0
1928,0.0,0.0
1929,4.4561625500705304e-09,0.0
1930,3.1510811737689437e-09,0.0
1931,2.2810713318222042e-09,0.0
1932,1.0959536389520963e-08,0.0
1933,1.0323596200123575e-08,2.2941324395731044e-09
1934,1.1981580172459871e-09,0.0
1935,2.393656828303392e-09,0.0
1936,6.0623572828433225e-09,0.0
1937,2.5182236296217297e-09,0.0
1938,0.0,0.0
1939,4.588215141154706e-09,0.0
1940,2.5357829169792012e-09,0.0
1941,0.0,0.0
1942,0.0,0.0
1943,0.0,0.0
1944,3.2131861615880553e-09,0.0
1945,2.178504043826024e-09,0.0
1946,0.0,2.7842208538686464e-09
1947,4.7683483828109274e-09,0.0
1948,6.523132700664291e-09,0.0
1949,9.817008317369869e-10,0.0
1950,0.0,0.0
1951,7.462981344019681e-09,0.0
1952,1.0544803918932644e-09,1.0544803918932644e-09
1953,1.0773827385790469e-09,0.0
1954,3.9090144454689835e-09,0.0
1955,3.754243138587299e-09,9.385607846468247e-10
1956,5.232684952005684e-09,1.744228317335228e-09
1957,8.835037701437898e-10,0.0
1958,3.3088973783179654e-09,0.0
1959,3.8753737996444215e-09,7.750747821333448e-10
1960,1.3841666701708277e-09,0.0
1961,3.47407969059077e-09,0.0
1962,1.2683912808952869e-09,0.0
1963,1.939815863494232e-09,0.0
1964,6.6923653285755336e-09,3.6503808864551957e-09
1965,1.6416130677043839e-09,0.0
1966,5.539074754423723e-10,0.0
1967,1.9721342336964653e-09,0.0
1968,0.0,0.0
1969,2.2708788183223305e-09,4.5417578031781147e-10
1970,2.2993624781975086e-09,0.0
1971,3.083038491169532e-09,0.0
1972,1.0260293725750103e-09,0.0
1973,3.859242703185828e-09,0.0
1974,5.625571675160757e-10,0.0
1975,3.4268881066168433e-09,1.1422960355389478e-09
1976,5.713526873840635e-10,0.0
1977,5.876781838942691e-10,0.0
1978,0.0,0.0
1979,1.7555920051037788e-09,0.0
1980,0.0,5.685150683554241e-10
1981,4.427884725544118e-09,0.0
1982,0.0,1.2415004579935385e-09
1983,1.2630632095778083e-09,0.0
1984,2.8995041922996734e-09,1.1598016991243298e-09
1985,1.2031116103372597e-09,6.015558051686298e-10
1986,2.3977941854269602e-09,0.0
1987,1.8332451112712533e-09,0.0
1988,2.398621523624911e-09,5.996553809062277e-10
1989,1.0976244357863152e-09,0.0
1990,1.6345953479657283e-09,0.0
1991,5.861465202094962e-10,5.861465202094962e-10
1992,2.2039776670368383e-09,0.0
1993,1.1078414852150331e-09,2.7696036575264316e-09
1994,2.1099706426497278e-09,5.274926606624319e-10
1995,1.626735190995987e-09,0.0
1996,5.3380921904988554e-09,0.0
1997,2.3974471297094624e-09,0.0
1998,1.43043876743576e-09,4.768129224785866e-10
1999,9.140402323914998e-10,0.0
2000,2.6508188977203417e-09,0.0
2001,3.066848330846028e-09,0.0
2002,2.6287327870022636e-09,0.0
2003,4.1669229178253886e-10,4.1669229178253886e-10
2004,8.809582507929292e-10,0.0
2005,2.251874686720612e-09,0.0
2006,4.1178899179428186e-10,0.0
2007,1.997239706952314e-09,0.0
2008,4.257439678578834e-10,4.257439678578834e-10
2009,2.860915504498962e-09,4.76819250749827e-10
2010,1.8895172093635892e-09,0.0
2011,2.6767803529281764e-09,0.0
2012,3.063827413996023e-09,1.0212758416727752e-09
2013,1.9523875849358774e-09,5.578250084070646e-10
2014,1.5158115873603606e-09,0.0
2015,2.21657536769726e-09,2.2165753954528356e-10
2016,4.142679976837371e-09,4.1426800878596737e-10
2017,4.2765391228272165e-09,2.515611330355938e-10
2018,2.323319980845895e-09,2.5814667070633845e-10
2019,2.5509878653906526e-09,0.0
