year,devait_VERB établir_VERB,devait_VERB etablir_VERB,devait_VERB rétablir_VERB
1800,2.829747991484055e-08,0.0,3.144164484325529e-09
1801,6.905429472681135e-08,0.0,1.4287095950749062e-08
1802,1.7902721083373763e-08,0.0,2.9091921760482364e-08
1803,3.900678446910888e-09,0.0,2.9255089017965474e-08
1804,6.426812149129546e-08,0.0,2.4718509461507665e-09
1805,4.264316544322355e-08,0.0,0.0
1806,2.881669125542885e-09,0.0,0.0
1807,4.27043254092041e-08,0.0,4.555128185756985e-08
1808,2.2660739062985158e-08,0.0,1.1330369531492579e-08
1809,1.2650571079575457e-07,0.0,5.1957702140725814e-08
1810,3.2761775514700275e-08,0.0,1.4040760554223652e-08
1811,1.0028307428910921e-07,0.0,7.52123057168319e-08
1812,1.0135391192989118e-07,0.0,5.3344166417446104e-08
1813,1.7542024011163448e-07,0.0,1.4378708002027452e-08
1814,1.2272040805783035e-07,0.0,2.2026739543434815e-08
1815,9.710004889029733e-08,0.0,3.236668177919455e-08
1816,6.025770460382773e-08,0.0,6.025770460382773e-08
1817,2.7556660597838345e-07,0.0,4.3592454090912724e-08
1818,1.1086694939876907e-07,0.0,1.4305412854298538e-08
1819,7.659777168100845e-08,0.0,4.5544620519422097e-08
1820,1.3053129066520341e-07,0.0,3.20394981656591e-08
1821,6.903042049088981e-08,9.86148829262845e-10,2.7612166775270452e-08
1822,7.318699601910339e-08,0.0,2.7069162911175226e-08
1823,9.882686669016039e-08,9.882686891060644e-10,5.6331316500290995e-08
1824,6.736890156844311e-08,0.0,5.4737231636181605e-08
1825,8.893497494000258e-08,0.0,3.78634048558979e-08
1826,1.0305341646699162e-07,0.0,5.725189922145546e-08
1827,9.770309361556428e-08,0.0,5.530363722527909e-08
1828,1.3575005652910477e-07,3.668920500743411e-09,3.0268594741755805e-08
1829,2.1947330708371737e-07,0.0,3.943661042171698e-08
1830,8.140732177253085e-08,0.0,6.992679857376061e-08
1831,1.7306238930814288e-07,0.0,4.365537620287796e-08
1832,1.3800568865462992e-07,0.0,3.6530916958099624e-08
1833,1.3437009727113036e-07,0.0,1.1583628278799551e-08
1834,7.28093425550469e-08,9.334530925997342e-10,4.2005389389032644e-08
1835,1.610937658824696e-07,0.0,3.327758690829796e-08
1836,1.25005954032531e-07,0.0,4.099657502365517e-08
1837,1.4959465488573187e-07,0.0,4.244313345225237e-08
1838,9.910094433962513e-08,0.0,4.039783618736692e-08
1839,1.3843120427736721e-07,0.0,4.334714631681891e-08
1840,1.6242705669355928e-07,0.0,5.414235459966221e-08
1841,1.585875537557513e-07,0.0,4.044945711711989e-08
1842,9.324488559059319e-08,6.708265054555795e-10,3.890793820460203e-08
1843,1.4412863436064072e-07,0.0,3.898561473647533e-08
1844,1.6575455674683326e-07,0.0,6.256959750317037e-08
1845,1.0714038012338278e-07,0.0,6.194053270291988e-08
1846,1.8090409525939322e-07,0.0,2.86870562860031e-08
1847,1.3267330700728053e-07,0.0,5.3392913201832926e-08
1848,1.407913856610321e-07,0.0,2.091757700384278e-08
1849,1.248532868203256e-07,0.0,7.0387088157986e-08
1850,1.1269733590779651e-07,0.0,6.653215933738466e-08
1851,1.2318427877744398e-07,0.0,3.611685883697646e-08
1852,1.2435141627520352e-07,0.0,4.231854688896419e-08
1853,1.2899373302843742e-07,5.971931837933653e-10,6.270528274399112e-08
1854,1.2209811472985166e-07,0.0,3.688921879074769e-08
1855,1.2630511037059478e-07,0.0,3.767925349507095e-08
1856,1.6152830539795104e-07,0.0,4.0899795550330964e-08
1857,1.7817508535244997e-07,0.0,4.8326938895115745e-08
1858,1.7127865703514544e-07,4.893676019968041e-10,5.138359782108637e-08
1859,1.0540799166847137e-07,0.0,4.073738679721828e-08
1860,1.0664838612228777e-07,0.0,4.3483247225140076e-08
1861,1.44780088362495e-07,0.0,2.4051415081771665e-08
1862,1.350877880668122e-07,0.0,4.789065499721801e-08
1863,1.3085906402920955e-07,0.0,3.7459656709870615e-08
1864,1.1459399473778831e-07,0.0,7.048249983654387e-08
1865,1.5767928118748387e-07,0.0,2.871175119878444e-08
1866,1.6543083347642096e-07,0.0,2.968023871119385e-08
1867,1.3539343513002677e-07,0.0,5.774845845962773e-08
1868,1.1015919199053315e-07,4.93987406535723e-10,5.730253960223308e-08
1869,1.4015699889569078e-07,4.883519144627257e-10,4.0533208789383934e-08
1870,1.2557566719806346e-07,0.0,5.3326655091723296e-08
1871,9.665271250014484e-08,0.0,1.274541272522356e-08
1872,1.3787933994535706e-07,0.0,1.6327815544059376e-08
1873,1.1493128226902627e-07,0.0,3.7711828326791874e-08
1874,8.244960270076263e-08,0.0,4.122480135038131e-08
1875,1.172913073332893e-07,0.0,2.9751941355016243e-08
1876,1.1003746891447008e-07,0.0,2.2974855795609983e-08
1877,1.0390490956524445e-07,0.0,3.277952487223956e-08
1878,9.66254205536643e-08,0.0,2.1740719446938783e-08
1879,9.46945419855183e-08,0.0,1.4662380642960215e-08
1880,1.200137234036447e-07,0.0,3.5939940801199555e-08
1881,8.785359284502192e-08,0.0,9.064259565150223e-09
1882,9.650308641084848e-08,0.0,3.4608003574021495e-08
1883,1.1627583518247775e-07,0.0,2.9068958795619437e-08
1884,9.770511155693384e-08,0.0,3.1688145440966764e-08
1885,1.1795513188417317e-07,6.445635691854079e-10,2.3848851782304337e-08
1886,1.4842966322703433e-07,0.0,2.1296431285122708e-08
1887,1.0511568859783438e-07,0.0,1.6322312390570914e-08
1888,1.1286294210322012e-07,0.0,2.0924028731883482e-08
1889,9.961567570826446e-08,0.0,2.4434033463194282e-08
1890,8.782878069268918e-08,0.0,2.6872983838188702e-08
1891,1.0963658780838159e-07,0.0,3.505821055682645e-08
1892,1.259971043054975e-07,6.268512375839919e-10,2.193979398157353e-08
1893,1.1023565349432829e-07,0.0,2.586534897375259e-08
1894,1.0775632119930378e-07,0.0,2.2685540557176864e-08
1895,1.1074250494402804e-07,0.0,1.9259566386153892e-08
1896,1.0909503345146732e-07,0.0,2.4767521367152767e-08
1897,9.497543373981898e-08,0.0,2.505486840220783e-08
1898,1.0185038945564884e-07,0.0,1.1882545614128048e-08
1899,1.1939569333208055e-07,0.0,2.65323762960179e-08
1900,1.0070642986192979e-07,5.191053142894475e-10,2.3359739032002835e-08
1901,1.1345139938612192e-07,0.0,2.2913829056392387e-08
1902,1.1440961600328592e-07,0.0,2.4060391012881155e-08
1903,1.0800440719549442e-07,0.0,2.3220946943069976e-08
1904,1.0910488867921231e-07,0.0,1.9348650681649815e-08
1905,1.192135385963411e-07,0.0,4.025391930895239e-08
1906,1.1831624391334117e-07,0.0,2.36632491379396e-08
1907,9.977116377513084e-08,0.0,2.2114226894132116e-08
1908,1.159087830160388e-07,0.0,2.6030361865991836e-08
1909,1.292731184321383e-07,0.0,4.1257376182102234e-08
1910,9.672912426594849e-08,0.0,1.336037680488289e-08
1911,1.0055507004835817e-07,5.320374141248863e-10,1.9153347352585115e-08
1912,1.245051635123673e-07,0.0,1.2502610502451716e-08
1913,1.1507487585049603e-07,0.0,2.598464909908671e-08
1914,1.0312985665450469e-07,6.696743715117748e-10,2.8126324380650658e-08
1915,1.4843760709482012e-07,0.0,2.9451904026700504e-08
1916,1.1536835131664702e-07,0.0,3.735737053034427e-08
1917,8.115154059851193e-08,0.0,2.631941953268324e-08
1918,1.550660755356148e-07,0.0,2.412139110674616e-08
1919,8.65537757022139e-08,0.0,1.1049418269237776e-08
1920,1.1812681321998753e-07,0.0,2.7260034229925623e-08
1921,1.257076007732394e-07,7.572747429129834e-10,2.8019165654313838e-08
1922,9.960212565829352e-08,7.377935484775833e-10,2.2871599725249325e-08
1923,1.1889861895042486e-07,0.0,3.1847843473542525e-08
1924,1.0055467214442615e-07,0.0,2.707241186783449e-08
1925,1.1108159725381483e-07,0.0,1.9796720707176974e-08
1926,7.356451448004009e-08,0.0,4.124071395494866e-08
1927,1.2710115981917625e-07,1.1149224876660924e-09,2.1183527820767267e-08
1928,1.2454384545890207e-07,0.0,2.0566874425753667e-08
1929,1.2254446346560144e-07,0.0,1.2254447234738564e-08
1930,1.291943192427425e-07,0.0,2.6259009189288918e-08
1931,9.808606904471162e-08,0.0,2.167017854048936e-08
1932,1.2822657424749195e-07,0.0,1.0959536389520963e-08
1933,8.602996359741155e-08,1.1470662197865522e-09,1.7205993074753678e-08
1934,7.428579351653752e-08,0.0,1.3179738189705859e-08
1935,8.497481474023516e-08,0.0,2.0346082152400413e-08
1936,7.517323297179246e-08,0.0,1.6974599503782883e-08
1937,9.443338910841703e-08,0.0,1.888667711114067e-08
1938,6.741911562357927e-08,0.0,4.6674770715071645e-08
1939,7.647025057622159e-08,1.5294050470515685e-09,1.988226472349197e-08
1940,6.846613587185857e-08,0.0,3.0429394115571995e-08
1941,9.739958528598436e-08,0.0,2.6563522936839945e-08
1942,7.888950648293758e-08,3.034211770724937e-09,2.4273694165799498e-08
1943,1.451617634984359e-07,0.0,1.1612940831184915e-08
1944,8.032965581605822e-08,0.0,9.639558484764166e-09
1945,1.0456819410364915e-07,0.0,2.3963544037997053e-08
